KEY,German
INN_LAIAS_CONVERSATION03,Möge der Fluss des Wassers euren Weg leiten.
INN_LAIAS_GIFT01,"Danke euch, Kind der Menschen."
INN_ARCH_INNIDLE01,"Hm?! Da war ein Dämon, glaube ich ... "
INN_ARCH_GREETING01,"Grüße, Erdlinge."
INN_ARCH_CONVERSATION01,Sind meine Flügel so interessant?
INN_ARCH_CONVERSATION02,"Meine Mission ist es, das Böse zu zerschmettern."
INN_ARCH_CONVERSATION03,Möge die Göttin all eure Leben segnen.
INN_ARCH_GIFT01,Möge das Licht euren Weg leiten.
INN_NICX_INNIDLE01,"Hmm, bist du an mir interessiert?"
INN_NICX_GREETING01,Du hast eine besondere Aura an dir.
INN_NICX_CONVERSATION01,Willst du zu einem bestimmten Ort?
INN_NICX_CONVERSATION02,"Es gibt keinen Ort auf der Welt, den ich nicht erreichen kann."
INN_NICX_CONVERSATION03,Ich mag interessante Leute wie dich.
INN_NICX_GIFT01,"Für mich? Hmm, danke sehr."
INN_ANNETTE_INNIDLE01,"Huch, so viele Menschen! Es ist so anders als in meinem Labor im Schloss."
INN_ANNETTE_GREETING01,Hallo~ Bist du an Technomagie interessiert?
INN_ANNETTE_CONVERSATION01,Jeder hat das Recht auf Magie! Ich werde dafür sorgen!
INN_ANNETTE_CONVERSATION02,Das Königspalast gibt mir viel Forschungsgeld ... aber es ist nicht genug!
INN_ANNETTE_CONVERSATION03,Huch? Diese Eier sehen meinem Liebling hier sehr ähnlich!
INN_ANNETTE_GIFT01,Hehe! Danke für die Forschungsspenden!
INN_MITRA_INNIDLE01,Hmm ... Ich will einfach nur schlafen.
INN_MITRA_GREETING01,Yo!
INN_MITRA_CONVERSATION01,"Hey, gab's hier etwa nen Kampf?"
INN_MITRA_CONVERSATION02,"Blergh, ich hab gar keine Lust irgendwas zu machen."
INN_MITRA_CONVERSATION03,Manchmal will ich einfach nur entspannen.
INN_MITRA_GIFT01,Echt jetzt?! Das ist großartig!
INN_TANYA_INNIDLE01,... 
INN_TANYA_GREETING01,... Hmpf.
INN_TANYA_CONVERSATION01,... Lass mich in Ruhe.
INN_TANYA_CONVERSATION02,"... Leg dich nicht mit einer Frau an, die nichts als Töten kennt."
INN_TANYA_CONVERSATION03,... *seufz*
INN_TANYA_GIFT01,... Ich nehme an ... erst mal.
INN_EZEKIEL_INNIDLE01,Was guckst du?
INN_EZEKIEL_GREETING01,Was? Sag es!
INN_EZEKIEL_CONVERSATION01,"Bah, wie lästig ... "
INN_EZEKIEL_CONVERSATION02,Geh einfach weiter.
INN_EZEKIEL_CONVERSATION03,"Warum versuchst du, mit mir zu spielen? Bah ... "
INN_EZEKIEL_GIFT01,"Was ... was denn jetzt? Oh, na gut, ich will mal nicht so sein ..."
INN_VISKA_INNIDLE01,"Häh, keine Dämonen? Aber ich hab doch Hunger ... "
INN_VISKA_GREETING01,Hallooo? Irgendwelche Snacks? Oder vielleicht Dämonen?
INN_VISKA_CONVERSATION01,"Wenn sie nicht bald was zu essen findet, wird sie echt unangenehm. Ach, schon gut. Hahaha ... puh."
INN_VISKA_CONVERSATION02,"Ich hab immer noch Hunger ... Hey, weisst du vielleicht, ob sich hier ein paar starke Dämonen rumtreiben?"
INN_VISKA_CONVERSATION03,"Das hier? Das ist das Siegel des Dämonenvertrages, mehr weiss ich auch nicht."
INN_VISKA_GIFT01,Was ist das? Kann man das essen?
INN_LEWICIA_INNIDLE01,Was für eine Energie. Ideal zum Kräfte sammeln.
INN_LEWICIA_GREETING01,"Seid gegrüßt, so treffen wir uns also wieder. Wirst du eine Weile hierbleiben?"
INN_LEWICIA_CONVERSATION01,"Hm? Es stimmt schon, Knoblauch ist etwas scharf, aber warum fragst du?"
INN_LEWICIA_CONVERSATION02,"Ich liebe die Helligkeit der Sonne hier.\nDort wo ich herkomme ist es fast immer dunkel ... Hm, warum guckst du so?"
INN_LEWICIA_CONVERSATION03,"Sobald ich wieder genesen bin, muss ich mich nicht mehr mit diesem Körper herumschlagen."
INN_LEWICIA_GIFT01,"Geschenke, hm ... ein interessanter Brauch. Nun, wenn du darauf bestehst, nehme ich es natürlich an."
INN_RICARDO_INNIDLE01,Ihr seht alle gesund und munter aus. Das ist großartig! Hahaha!
INN_RICARDO_GREETING01,"Hahaha, ach du bist es. Hast du auch ausreichend gegessen?"
INN_RICARDO_CONVERSATION01,"Ich bin vielleicht schon etwas älter, aber noch lange nicht gebrechlich! Allerdings werde ich, wenn das so weitergeht, nicht so schnell in den Ruhestand gehen. Hahaha!"
INN_RICARDO_CONVERSATION02,"Hahaha, meine Hüften schmerzen ein wenig, aber egal. Machen wir weiter!"
INN_RICARDO_CONVERSATION03,"Ein Wettbewerb im Armdrücken? Das lasse ich mir keinesfalls entgehen. Zeig mir, was du kannst!"
INN_RICARDO_GIFT01,"Haha, mach dir keine Gedanken über mich und leg es einfach in die Spendenbox für das Waisenhaus!\nDie Kinder brauchen es mehr als ich."
INN_PRISCILLA_INNIDLE01,Ihre Herrschaft hält ein im Moment ein Nickerchen.
INN_PRISCILLA_GREETING01,Ihre Herrschaft ist zur Moment nicht auf ihrem Zimmer.
INN_PRISCILLA_CONVERSATION01,...
INN_PRISCILLA_CONVERSATION02,Wir werden bei der nächsten Gelegenheit darüber sprechen.
INN_PRISCILLA_CONVERSATION03,Ich bin kein Soldat mehr.
INN_PRISCILLA_GIFT01,"Ich bin es nicht gewohnt, Geschenke zu erhalten, aber vielen Dank dafür."
INN_CASSANDRA_INNIDLE01,"Oh hallo, willkommen! Es ist zwar nicht mein Geschäft, aber ... "
INN_CASSANDRA_GREETING01,Flirtest du etwa mit mir? Chchch ... 
INN_CASSANDRA_CONVERSATION01,"Noch eine Runde für mich, jaa? Oh und die Person hier übernimmt die Rechnung ..."
INN_CASSANDRA_CONVERSATION02,"Waffeninfo? Hmm ... ich habe nun wirklich keine Ahnung, wovon du redest ... "
INN_CASSANDRA_CONVERSATION03,"Chch, du siehst aber glücklich aus heute. Ich frage mich, was passiert ist?"
INN_CASSANDRA_GIFT01,"Chch, das musste doch nicht sein ... wie kann ich mich nur erkenntlich zeigen?"
INN_YANNE_INNIDLE01,"Ahaha, alle scheinen sich prächtig zu amüsieren?"
INN_YANNE_GREETING01,Schon eine Weile her ... wie ist es dir ergangen?
INN_YANNE_CONVERSATION01,Monsterjagd? Das macht Spaß und unterstützt außerdem noch die Menschen.
INN_YANNE_CONVERSATION02,"Monsterfleisch schmeckt gekocht recht gut, weißt du?"
INN_YANNE_CONVERSATION03,"Barbarenkrieger lernen alle wie man kocht. Aber ich glaube, ich bin der Beste von allen, oder?"
INN_YANNE_GIFT01,"Ein Geschenk? Ahaha, danke! Dafür revangiere ich mich nächstes Mal mit einem tollen Essen!"
INN_OPHELIA_INNIDLE01,Ich möchte dir das Flüstern der Sterne zeigen.
INN_OPHELIA_GREETING01,"Ich bin Ophelia, die Hexe."
INN_OPHELIA_CONVERSATION01,Ich kann ihn in deinen Augen sehen ... den Pfad der Sterne.
INN_OPHELIA_CONVERSATION02,Ich schaue dir in die Augen und sehe ...
INN_OPHELIA_CONVERSATION03,Hast du je das Flüstern der Sterne gehört?
INN_OPHELIA_GIFT01,"Danke! Um mich erkenntlich zu zeigen, erzähle ich dir ein wenig über dein Schicksal ..."
INN_REQUINA_INNIDLE01,"Hmm, möchte denn niemand meine Waren kaufen?"
INN_REQUINA_GREETING01,Hallo! Brauchst du vielleicht ein bestimmtes Gift?
INN_REQUINA_CONVERSATION01,Gifte können auch als Medizin verwendet werden! Sie sind nicht so schlecht wie die Leute glauben.
INN_REQUINA_CONVERSATION02,"Ah, es stimmt, dass die meisten Gifte für schlechte Dinge verwendet werden."
INN_REQUINA_CONVERSATION03,"Hmm, wo ist die Dame, die letztes Mal Gift bei mir gekauft hat?"
INN_REQUINA_GIFT01,"Uh, danke! Ich kann das nutzen, um mein Angebot zu erweitern!!!"
INN_ODDY_INNIDLE01,Haha! Orvelia hat sich ganz schön verändert.
INN_ODDY_GREETING01,Seid gegrüßt.
INN_ODDY_CONVERSATION01,"Hmm, wir haben durchaus genug Zeit. Sollen wir uns kurz unterhalten?"
INN_ODDY_CONVERSATION02,Früher war ich menschlich ... aber jetzt bin ich ein Redpur.
INN_ODDY_CONVERSATION03,Meine Uhr ist mit Magie versehen. Die Magie der Redpur ... 
INN_ODDY_GIFT01,"Oho, ist schon eine ganze Weile her, seit ich solche menschlichen Geschenke bekam!"
INN_THEO_INNIDLE01,Ich bin Theo Phil Grayum von der Grauen Republik.
INN_THEO_GREETING01,"Oh, du bist es. Wir sind uns schon begegnet, oder?"
INN_THEO_CONVERSATION01,Ich möchte sie gern noch ein mal sehen.
INN_THEO_CONVERSATION02,... Es sind mehr als hundert Winter vergangen.
INN_THEO_CONVERSATION03,Hast du vielleicht eine wunderschöne Lady mit schneeweißem Haar gesehen?
INN_THEO_GIFT01,Dein Herz ist mit Wärme gefüllt.
INN_MEDIANA_INNIDLE01,"Kchkchkch, endlich ein würdiges Testsubjekt,"
INN_MEDIANA_GREETING01,Willkommen. Sind wir uns schon begegnet?
INN_MEDIANA_CONVERSATION01,"Möchtest du meine neue Medizin werden? Kchkch, hab keine Angst."
INN_MEDIANA_CONVERSATION02,Ich sehne mich auch manchmal nach meinem Vater.
INN_MEDIANA_CONVERSATION03,Für einen kurzen Moment dachte ich an eine sehr effektive Medizinmischung.
INN_MEDIANA_GIFT01,"Oh, ich danke dir. Darf ich das als Forschungsmaterial benutzen?"
INN_ARTEMIA_INNIDLE01,Ich habe dich aufgesucht.
INN_ARTEMIA_GREETING01,Ich bin immer für dich da. Vergiss das nicht.
INN_ARTEMIA_CONVERSATION01,Ist dies ein Zeichen deiner Ehrlichkeit?
INN_ARTEMIA_CONVERSATION02,Ich werde mich an dein Gesicht erinnern.
INN_ARTEMIA_CONVERSATION03,Krauch nicht vor mir rum. Halte deinen Kopf stolz erhoben.
INN_ARTEMIA_GIFT01,Danach verlangt es dir? Dann werde ich es in Ehren halten.
INN_SCARLET_INNIDLE01,Hmm. Sauberer als erwartet.
INN_SCARLET_GREETING01,"Ich nehme an, du willst was von mir?"
INN_SCARLET_CONVERSATION01,Nur nicht so schüchtern. Komm näher.
INN_SCARLET_CONVERSATION02,Erzähl mir mehr von dir.
INN_SCARLET_CONVERSATION03,Dank dir ist dieses Land nicht gefallen! Ich danke dir von ganzem Herzen.
INN_SCARLET_GIFT01,Da ... danke ... 
INN_SONIA_INNIDLE01,"So viele Leute ... huh ... Mirianne, wo bist du?"
INN_SONIA_GREETING01,"Eh, ich? Ehm ..."
INN_SONIA_CONVERSATION01,"Ich bin nur gut im Kämpfen, wirklich. Erwarte darüber hinaus nicht zu viel von mir."
INN_SONIA_CONVERSATION02,"Auch wenn ich kein Mensch bin, solltest du mich nicht unterschätzen."
INN_SONIA_CONVERSATION03,"Hör auf, mich anzustarren, sonst gebe ich dir einen Grund ... "
INN_SONIA_GIFT01,"Eh, für mich? Oh ... ehm ... d... danke ..."
INN_MIRIANNE_INNIDLE01,"Sonia ... Hmmm, die scheint sich mal wieder in Luft aufgelöst zu haben."
INN_MIRIANNE_GREETING01,"Oh, hallo! Es ist gut, dich wohlauf zu sehen!"
INN_MIRIANNE_CONVERSATION01,"Hehe, wie geht es Kasel und Frey?"
INN_MIRIANNE_CONVERSATION02,Ich möchte Gramps besuchen. Es ist schon eine Weile her.
INN_MIRIANNE_CONVERSATION03,"Nah, ich bin nicht wirklich eine Magd. Aber ich liebe diese Kleider, hihihi."
INN_MIRIANNE_GIFT01,"Oh, danke! Das wäre doch nicht nötig gewesen ..."
INN_ASELICA_INNIDLE01,Hier also ist der Held ...
INN_ASELICA_GREETING01,Möge die Sonne dich segnen.
INN_ASELICA_CONVERSATION01,Ich werde nicht gegen einfache Dämonen verlieren.
INN_ASELICA_CONVERSATION02,Die Sonne bevorzugt niemanden und scheint für alle.
INN_ASELICA_CONVERSATION03,Kennst du einen Mann namens Arch?
INN_ASELICA_GIFT01,"Das nützt mir nichts ... aber trotzdem, danke."
INN_CROW_INNIDLE01,Steh mir nicht im Weg.
INN_CROW_GREETING01,Was habe ich mit dir zu tun?
INN_CROW_CONVERSATION01,"Ich werde nur eine Aufgabe annehmen. Denk gut nach, bevor du sprichst."
INN_CROW_CONVERSATION02,Es ist schwer hier Munition zu finden ...
INN_CROW_CONVERSATION03,"Das ist doch keine Zigarette, nur was Süßes."
INN_CROW_GIFT01,"Hmm, ich kann mir mit dem Geld neue Zigar ... ich meine Süßigkeiten kaufen."
INN_SHEA_INNIDLE01,Lalala~lalala~la... ah?
INN_SHEA_GREETING01,Strahlender Sonnenschein. Heute wird doch noch ein guter Tag.
INN_SHEA_CONVERSATION01,Kannst du es hören? Die Melodie des Windes?
INN_SHEA_CONVERSATION02,Hmmm... hast du meine Harfe gesehen?
INN_SHEA_CONVERSATION03,Shuwanheit und ich haben uns das erste Mal im Wald getroffen.
INN_SHEA_GIFT01,Danke! Dafür spiele ich dir ein Lied.
INN_SHAMILLA_INNIDLE01,"Oh, so viele Menschen mit mächtigen Seelen ... Hahahaha ..."
INN_SHAMILLA_GREETING01,"Haha, kann ich dir helfen?"
INN_SHAMILLA_CONVERSATION01,"Deine Seele ist etwas Besonderes ... Haha, das ist interessant."
INN_SHAMILLA_CONVERSATION02,"Ein Dämon? Ich habe keine Ahnung, wovon du sprichst."
INN_SHAMILLA_CONVERSATION03,Ist das menschliche Leben nicht die größte Form von Kunst?
INN_SHAMILLA_GIFT01,"Oh ... Ein Geschenk für mich. Haha, und was ist dein Ziel ...?"
INN_KARA_INNIDLE01,So viele Menschen. Mehr als ich je gesehen habe.
INN_KARA_GREETING01,Hallo.
INN_KARA_CONVERSATION01,Das Wetter ist heute ... ziemlich schön. Nachts werden ein paar Wolken aufziehen.
INN_KARA_CONVERSATION02,"Das Essen hier ist qualitativ hochwertig. Es ist nicht vergiftet, also kein Grund zur Sorge."
INN_KARA_CONVERSATION03,"Der Palast ist ruhig, aber es ist hier ziemlich laut."
INN_KARA_GIFT01,"Das ist also die Währung, die heutzutage verwendet wird. Mein Meister hätte sie gern."
INN_CHASE_INNIDLE01,Eine ungewohnte Atmosphäre. Ungewohnte Landschaften ... 
INN_CHASE_GREETING01,Ich erinnere mich nicht an dich.
INN_CHASE_CONVERSATION01,"Ist hier jemand, der mich kennt?"
INN_CHASE_CONVERSATION02,"Ich weiß nur, dass ich viele Menschen getötet habe. Aber warum...? Wieso?"
INN_CHASE_CONVERSATION03,Heute hat mich jemand angestarrt. Wäre es möglich ... dass mich doch jemand kennt?
INN_CHASE_GIFT01,Danke. Das sollte ich vermutlich sagen.
INN_ZAFIR_INNIDLE01,"Wow, solche Getränke habe ich noch nie gesehen."
INN_ZAFIR_GREETING01,Möge der Segen des Gottkönigs mit euch sein.
INN_ZAFIR_CONVERSATION01,"Ähm, dieser Ort ist ganz anders als die Bars in der Wüste. Wir setzen uns nicht auf den Boden, oder?"
INN_ZAFIR_CONVERSATION02,Ein Wüstenkrieger stellt sein Volk vor alles andere.
INN_ZAFIR_CONVERSATION03,"... Ich mag Orte voller Leute nicht besonders, aber diese sorglose Atmosphäre ... dagegen habe ich nichts."
INN_ZAFIR_GIFT01,Solch übermäßige Güte. Danke euch.
INN_LILIA_INNIDLE01,... Z-Zu viele Menschen ... 
INN_LILIA_GREETING01,Möge der Fluss mit euch sein!
INN_LILIA_CONVERSATION01,Ich bin nicht so gutmütig wie meine Schwester.
INN_LILIA_CONVERSATION02,Blaue Drachen sollen schwach sein? Da täuschst du dich aber gewaltig.
INN_LILIA_CONVERSATION03,Ich bin ein ausgewachsener Drache. Ich bin alt genug!
INN_LILIA_GIFT01,"Danke, Menschenkind."
INN_LAUDIA_INNIDLE01,"Oh, was für ein interessanter Ort. Gibt es hier irgendwo einen Platz, an dem ich tanzen kann?"
INN_LAUDIA_GREETING01,Hallo. Möge die fließende Kraft mit euch sein.
INN_LAUDIA_CONVERSATION01,Hast du die Priesterin nicht gesehen? Sie ist sehr auffällig ... 
INN_LAUDIA_CONVERSATION02,"Nun, wenn du mich tanzen siehst, wirst du nicht an viel Anderes denken können."
INN_LAUDIA_CONVERSATION03,"Ich will nicht zusehen, wie diese wunderschöne Welt noch weiter zerstört wird."
INN_LAUDIA_GIFT01,Danke für das Geschenk. Möchtest du tanzen?
INN_ERZE_INNIDLE01,Sie schauen alle so appetitlich aus ... *Stöhn*
INN_ERZE_GREETING01,"Ich kenne ein aufregendes Spiel, das wir zusammen spielen können. Wie wär’s?"
INN_ERZE_CONVERSATION01,Warum siehst du so ängstlich aus?
INN_ERZE_CONVERSATION02,"Fürchtest du, dass ich dich beiße?"
INN_ERZE_CONVERSATION03,"So eine Erregung hast du noch nie gespürt, das garantiere ich dir."
INN_ERZE_GIFT01,"Ha ha, das ist nicht nötig ... Wieso zeigst du mir nicht einfach deinen Hals?"
INN_NERAXIS_INNIDLE01,Hmpf. Was tue ich hier überhaupt ...?
INN_NERAXIS_GREETING01,"Hmpf, was will ein Mensch von mir?"
INN_NERAXIS_CONVERSATION01,"Mit dir zu sprechen, ist wertlos."
INN_NERAXIS_CONVERSATION02,Was willst du?
INN_NERAXIS_CONVERSATION03,"Ha, lächerlich."
INN_NERAXIS_GIFT01,"Ich weiß nicht, was du willst, aber es nutzlos."
INN_SERIA_INNIDLE01,Hier ist es warm.
INN_SERIA_GREETING01,Na gut.
INN_SERIA_CONVERSATION01,"Sieht so aus, als wären die nächtlichen Straßen hier noch sicher."
INN_SERIA_CONVERSATION02,Du hast ein paar feine Kameraden. Kameraden ... Ha.
INN_SERIA_CONVERSATION03,Ob ich jemals wieder irgendjemandem trauen kann?
INN_SERIA_GIFT01,Ich nehme momentan keine Anfragen an. Ich habe meine Gründe.
INN_LUCIAS_INNIDLE01,Dieser Ort ... Ich kann die Macht des Lichts und den Fluss der Harmonie spüren.
INN_LUCIAS_GREETING01,"Sei herzlich gegrüßt! Ich hoffe, du hast einen gesegneten Tag."
INN_LUCIAS_CONVERSATION01,"Es gab eine Hochzeitszeremonie. Ahhh, das war ein göttlicher Anblick."
INN_LUCIAS_CONVERSATION02,Hast du Bruder Baudouin gesehen? Er soll gestern ziemlich betrunken gewesen sein ...
INN_LUCIAS_CONVERSATION03,Ich spüre hier viele unterschiedliche Mächte. Das muss der Mittelpunkt der Welt sein ... 
INN_LUCIAS_GIFT01,Möge das Licht dich segnen.
INN_CHRISHA_INNIDLE01,Oh. Orvels Taverne ist wohl doch nicht so schlecht.
INN_CHRISHA_GREETING01,... Was hast du vor?
INN_CHRISHA_CONVERSATION01,"Jene, die mehr über das Kaiserreich wissen wollen, müssen zuerst ihren Wert unter Beweis stellen."
INN_CHRISHA_CONVERSATION02,Die Befehle Seiner Majestät sind endgültig und müssen befolgt werden.
INN_CHRISHA_CONVERSATION03,"Ich habe gehört, dass sich in Orvel jemand mit der Technomagie auskennt. Ich frage mich, wie er oder sie so ist."
INN_CHRISHA_GIFT01,Ein Geschenk? Für mich? Was hat das zu bedeuten?
INN_NIA_INNIDLE01,Grrr ... Menschen ... Zu viele ...
INN_NIA_GREETING01,"*Schnüffel, schnüffel* Geruch von Licht ... und Dunkelheit ... "
INN_NIA_CONVERSATION01,... Wann ... ist Zeit zu essen ...?
INN_NIA_CONVERSATION02,Hunger ... Hunger ... Zeit zu jagen ... 
INN_NIA_CONVERSATION03,Grrrr ... Dieser Geruch ... von einem Jäger ...
INN_NIA_GIFT01,Das kann ich nicht essen ... 
INN_LAVRIL_INNIDLE01,Äh ... Ähm ... Es sind zu viele Fremde hier ... 
INN_LAVRIL_GREETING01,H-Hallo ... 
INN_LAVRIL_CONVERSATION01,B-Bitte tut mir nichts Böses ... 
INN_LAVRIL_CONVERSATION02,"Wir sind nett ... Bitte, hasst uns nicht ... "
INN_LAVRIL_CONVERSATION03,"B-Bleib doch noch ein wenig bei uns, bitte ... "
INN_LAVRIL_GIFT01,Hm...? D-Danke sehr!
INN_ESKER_INNIDLE01,"Pssst! Sag niemandem, dass du mich gesehen hast."
INN_ESKER_GREETING01,Willst du spielen?\nIch könnte dich ein Spiel gewinnen lassen.
INN_ESKER_CONVERSATION01,"Halte die Augen offen und sieh zu.\nSobald ich diesen Würfel hier werfe, wird sich vor dir eine Welt meiner Schöpfung auftun."
INN_ESKER_CONVERSATION02,"Uh-oh. Ich weiß, wie der nächste Wurf ausfallen wird.\nDu verlierst in dem Moment, in dem zu zulässt, dass dein Gegner deine Gedanken liest."
INN_ESKER_CONVERSATION03,"Bist du wütend, weil ich immerzu gewinne? Komm schon, beim nächsten Mal lasse ich dich gewinnen."
INN_ESKER_GIFT01,War es das?
INN_GLENWYS_INNIDLE01,"Es ist ein gutes Gasthaus, alles ist sauber und ordentlich. Das Essen sieht auch ganz wunderbar aus."
INN_GLENWYS_GREETING01,Hallo. Wie ist es dir ergangen?
INN_GLENWYS_CONVERSATION01,Das Dorf scheint heute sehr sicher zu sein.
INN_GLENWYS_CONVERSATION02,"Ach, nur ein Stück Brot und etwas Suppe wären schon gut. Ich bin kein großer Freund von Gourmetspeisen."
INN_GLENWYS_CONVERSATION03,"Haha, auch ein Ritter muss manchmal rasten."
INN_GLENWYS_GIFT01,Ein Geschenk ... für mich? Ä-Ähm... D-Danke für deine Güte.
INN_BERNHEIM_INNIDLE01,... Als Söldner kenne ich solche Orte wie meine Westentasche.
INN_BERNHEIM_GREETING01,"Hmm, eine Anfrage?"
INN_BERNHEIM_CONVERSATION01,Gutes Wetter heute. Zumindest zum Üben.
INN_BERNHEIM_CONVERSATION02,Warum ich das Schwert führe? ... Manche Fragen bleiben besser unbeantwortet.
INN_BERNHEIM_CONVERSATION03,Nahrung ist bloß Treibstoff für mich. Auf dem Schlachtfeld ist kein Platz für Luxus.
INN_BERNHEIM_GIFT01,"Was? Ein Geschenk, keine Anfrage? Ich verstehe nicht, was das soll."
INN_YURIA_INNIDLE01,"Ah, hier geht es ja lebhaft zu! Und alle scheinen Spaß zu haben."
INN_YURIA_GREETING01,"Oh, hallo. Brauchst du neue Kleider?"
INN_YURIA_CONVERSATION01,Wie ein Maler auf leerer Leinwand bringe ich den Inhalt meines Geistes in Form von Kleidung!
INN_YURIA_CONVERSATION02,"Ich höre, eine berühmte Schneiderin sei vor Ort. Ich kann nicht abwarten, sie zu treffen!"
INN_YURIA_CONVERSATION03,"Die Leute sind mit ihren Schicksalen geboren. Ich würde gern sehen, auf welchen Pfad dich deines führt."
INN_YURIA_GIFT01,"Oh, danke! Früher oder später werde ich dir im Gegenzug etwas nähen."
INN_CECILIA_INNIDLE01,Ich glaube an dein unendliches Potenzial!
INN_CECILIA_GREETING01,"Ich möchte, dass du mich auf meiner Reise begleitest."
INN_CECILIA_CONVERSATION01,Kennst du vielleicht meinen Großvater?
INN_CECILIA_CONVERSATION02,Ein unbeugsamer Geist ist die wichtigste Eigenschaft im Kampf für die Gerechtigkeit!
INN_CECILIA_CONVERSATION03,Trainiere heute! Trainiere jeden Tag!
INN_CECILIA_GIFT01,Äh? Ist das wirklich für mich?
INN_DAKARIS_INNIDLE01,"Es ist ein Gasthaus für Menschen ... hmm, es fühlt sich ziemlich gemütlich an."
INN_DAKARIS_GREETING01,"Willkommen, Reisender."
INN_DAKARIS_CONVERSATION01,Hmm ... ob das Essen hier schmecken wird? Die Esskultur der Menschen ist sehr erstaunlich.
INN_DAKARIS_CONVERSATION02,"Neue Kultur, neue Welt, neue Erfahrungen. Jeder Tag ist ein guter Tag zum Lernen."
INN_DAKARIS_CONVERSATION03,"Ein alleinreisender Eidechsenmensch, der seinen eigenen Stamm verlassen hat, kommt nicht jeden Tag vor."
INN_DAKARIS_GIFT01,"Oh, ist das etwa für mich? Wie großzügig. Als Dankeschön werde ich Euch das nächste Mal ein Fischgericht zubereiten."
INN_KIRZE_INNIDLE01,Hahaha ... Die starke Energie führte mich hierher ...
INN_REHARTNA_INNIDLE01,Die Stimmung ist ja unglaublich. Das gefällt mir!
INN_REHARTNA_GREETING01,"Guten Tag! Das Wetter heute ist aber schön, nicht wahr?"
INN_REHARTNA_CONVERSATION01,Interessiert Ihr Euch für Sonderanfertigungen?
INN_REHARTNA_CONVERSATION02,Kommt doch mal in die Werkstatt vorbei. Ich werde Euch ein gutes Instrument zeigen.
INN_REHARTNA_CONVERSATION03,Etwas vorspielen ...? Ein bisschen. Aber nicht so gut wie einen Barden.
INN_REHARTNA_GIFT01,"Wow, danke schön! Das werde ich meinen Reisekosten hinzufügen!"
INN_KASEL_GREETING02,Ich treffe dich hier recht häufig. Wirst du nun in die Hauptstadt gehen?
INN_KASEL_CONVERSATION04,"Wird all das zu Ende gehen, wenn ich die Macht des heiligen Schwertes finde?"
INN_KASEL_CONVERSATION05,Ich möchte nicht von jemandem beeinflusst werden. Ich gehe meinen eigenen Weg.
INN_KASEL_GIFT02,Ein Geschenk für einen missachteten Mann wie mich ... Danke sehr.
INN_KASEL_CONNECT_GREETING_MAX,Für deine Hilfe bin ich stets dankbar.
INN_KASEL_CONNECT_CONVERSATION01,"Es wäre gelogen zu sagen, dass es nicht anstrengend ist, aber so ist das Leben nun mal."
INN_KASEL_CONNECT_CONVERSATION02,"Danke, dass du diese Last mit mir trägst. Wirklich."
INN_KASEL_CONNECT_CONVERSATION03,"So etwas wie das perfekte Leben existiert nicht. Naja, es gibt vielleicht ein paar perfekte Momente. \nHaha."
INN_FREY_GREETING02,"Da bist du ja. Du hast dich doch nicht verletzt, oder?"
INN_FREY_CONVERSATION04,"Manchmal sehe ich in meinen Träumen ein gleißendes Licht. Menschen mit weißen Flügeln, mit einer leuchtenden Sonne im Hintergrund ... "
INN_FREY_CONVERSATION05,Wen ich mag? D-Das ist ein Geheimnis zwischen mir und Lua.
INN_FREY_GIFT02,Danke. Ich werde dein Mitgefühl niemals vergessen.
INN_FREY_CONNECT_GREETING_MAX,"Ich bete innig dafür, dass Lua über dich wacht."
INN_FREY_CONNECT_CONVERSATION01,"Kasels Sicherheit ist wichtig, schließlich wurde er von der Göttin auserwählt."
INN_FREY_CONNECT_CONVERSATION02,"Alle Entscheidungen können verachtet werden. Aber solange die Göttin damit einverstanden ist, soll es mir egal sein."
INN_FREY_CONNECT_CONVERSATION03,"Die Beziehung zwischen der Göttin und ihren Priestern ist gar nicht so anders, als die zwischen Normalsterblichen. Manchmal ... gibt es Meinungsverschiedenheiten."
INN_CLEO_GREETING02,Du bist spät dran! Wie kannst du den Erzmagier warten lassen!?
INN_CLEO_CONVERSATION04,"Wen ich mehr mag, Frey oder Roi? Was soll diese Frage eigentlich? Frey natürlich!"
INN_CLEO_CONVERSATION05,"Ich frage mich, wo meine Mutter ist ... So lange ich am Leben bin, sollte ich sie treffen können, stimmt’s?"
INN_CLEO_GIFT02,"Oh! Ich denke, das wird dem Erzmagier passen! Danke dir!"
INN_CLEO_CONNECT_GREETING_MAX,"Oho, du bist also hergekommen um die beste Erzmagierin zu sehen, die jemals existiert hat!"
INN_CLEO_CONNECT_CONVERSATION01,Frey ist für mich mehr als ein Kissen!
INN_CLEO_CONNECT_CONVERSATION02,"Vergiss niemals, nur dank mir können wir uns so schnell fortbewegen."
INN_CLEO_CONNECT_CONVERSATION03,"Du bleibst doch bei uns, oder?"
INN_ROI_GREETING02,"Hey, du solltest dich ein wenig ausruhen."
INN_ROI_CONVERSATION04,"Wird dir das nicht zu blöd? Ich bin für Cleo verantwortlich ... Ich hörte, sie würde jetzt eine wichtige Aufgabe bekleiden."
INN_ROI_CONVERSATION05,"Hast du jemals etwas getan, das du später bereut hast? Wenn du glaubst, dass du es später bereuen wirst, dann hör jetzt auf."
INN_ROI_GIFT02,Du vergisst niemals ... Danke.
INN_ROI_CONNECT_GREETING_MAX,"Ach, du bist gekommen."
