KEY,Spanish
CONVERSATION_TU_137,Presiona Habilidades para abrir la ventana de habilidades y luego presionas la habilidad para el atributo que desea adquirir.
CONVERSATION_TU_138,Habrá un botón de Adquirir Atributo. Puedes mejorar tus atributos de habilidad si tienes suficientes libros de habilidades.
CONVERSATION_TU_139,¡Hagamos un intento!
CONVERSATION_TU_175,"No sólo se adquieren mejores atributos de habilidad,"
CONVERSATION_TU_176,pero también puede mejorar las habilidades a un número igual a tu nivel actual.
CONVERSATION_TU_177,"Mejorar las habilidades consume Oro, así que asegurate de ahorrar para los futuros costos!"
CONVERSATION_TU_178,"Trata de mejorar tus habilidades, Kasel."
CONVERSATION_TU_179,Hm. Parece una base de goblins.
CONVERSATION_TU_180,¿Podría ser un puesto de avanzada?
CONVERSATION_TU_181,Es muy probable. Ahora veo por qué el número de goblins ha aumentado.
CONVERSATION_TU_182,Me preguntaba de dónde venían. Parece que han montado su campamento aquí.
CONVERSATION_TU_183,Vamos a destruirlo antes de que ataquen a otro pueblo.
CONVERSATION_TU_184,Entendido
CONVERSATION_TU_185,Bueno. Un caballero necesita ese tipo de temple.
CONVERSATION_TU_186,"Dirige el camino, te cubriré la espalda."
CONVERSATION_TU_187,Gracias.
CONVERSATION_TU_188,"Huff, puff. Fue una pelea bastante difícil."
CONVERSATION_TU_189,"Sí, pero al final ganamos una buena cantidad de botín."
CONVERSATION_TU_190,Puede haber algunos más puestos de avanzada similares a éste.
CONVERSATION_TU_191,"No tenemos ninguna obligación de deshacernos de ellos, pero ¡conseguiremos botín si lo hacemos!"
CONVERSATION_TU_192,Tu decides
CONVERSATION_TU_193,Por supuesto.
CONVERSATION_TU_194,Entonces vamos a seguir adelante.
CONVERSATION_TU_195,"Espera, Kasel."
CONVERSATION_TU_196,"¿Qué pasa, Frey?"
CONVERSATION_TU_197,Los lobos que atrapamos antes dejaron caer algunas armaduras.
CONVERSATION_TU_198,Se ve más duro que lo que tiene en este momento.
CONVERSATION_TU_199,Pero la batalla está a punto de comenzar ...
CONVERSATION_TU_200,Jaja. Hay una manera simple de armar el equipo antes de que comience la batalla.
CONVERSATION_TU_201,¿Cómo?
CONVERSATION_TU_202,Presiona y manten presionado la imagen del héroe en esta pantalla.
CONVERSATION_TU_203,"A continuación, puedes saltar a la ventana de información del héroe correspondiente."
CONVERSATION_TU_204,"Presiona el botón Equipo en la ventana de Información del héroe,"
CONVERSATION_TU_205,y luego presiona el botón Auto Equipar a continuación.
CONVERSATION_TU_206,De esta manera puedes armar fácilmente el equipo.
CONVERSATION_TU_207,"Wow, es realmente útil!"
CONVERSATION_TU_208,"Gracias, Frey."
CONVERSATION_TU_209,Encantado de ayudar.
CONVERSATION_TU_210,Ugh!
CONVERSATION_TU_211,"¿Qué pasa, señorita Cleo?"
CONVERSATION_TU_212,"Tenía tanta prisa en abandonar la Torre de los Sabios,"
CONVERSATION_TU_213,Me olvidé mi mejor personal!
CONVERSATION_TU_214,"Claro, no es como si mis llamas fueran más débiles sin mi personal ..."
CONVERSATION_TU_215,"¿Por qué no intentas la Tienda Especial, señorita Cleo?"
CONVERSATION_TU_216,Especial ¿qué?
CONVERSATION_TU_217,Puede convocar artículos especiales de la Tienda Especial.
CONVERSATION_TU_218,"Incluso podemos encontrar artículos de alta calidad que le convienen, Srta Cleo."
CONVERSATION_TU_219,"Oh ... Por supuesto, lo sabía. Sí, de hecho."
CONVERSATION_TU_220,"Bueno, vamos a ir rápidamente a la Tienda Especial y convocar algunos artículos especiales!"
CONVERSATION_TU_221,"¡Oh no! Dejé atrás mi espada ... Esa espada esta desgastada, por otro lado ..."
CONVERSATION_TU_222,Un guerrero sin su espada. Predigo un futuro sombrío.
CONVERSATION_TU_223,¿Verdad? Jajaja...
CONVERSATION_TU_224,"Huhu, Kasel! ¡Yo la traje!"
CONVERSATION_TU_225,"Cuando te estaba buscando, noté que habías dejado tu espada en tu habitación ..."
CONVERSATION_TU_226,"¡Guauu! Frey, gracias!"
CONVERSATION_TU_227,"¡De nada! ¡En el futuro, no dejes tu equipo tirado en cualquier lado!"
CONVERSATION_TU_228,Esta espada ... siento el gran poder de la Diosa Lua.
CONVERSATION_TU_229,¡Quiero probarlo!
CONVERSATION_TU_230,La espada sagrda no revela su poder a nadie más que a su verdadero dueño.
CONVERSATION_TU_236,Intenta equipar esta runa en la Espada Sagrada Aea.
CONVERSATION_TU_237,las Runas hechizan el equipo con efectos especiales.
CONVERSATION_TU_238,¿Esta piedrita puede hacer eso?
CONVERSATION_TU_239,¡¿Piedrita?!
CONVERSATION_TU_240,¡Las runas son artefactos preciosos que contienen poderes mágicos!
CONVERSATION_TU_241,"Desafortunadamente, no hay demasiadas piezas de equipo que puedan manejar el verdadero poder de las runas."
CONVERSATION_TU_242,"Bien bien. ¿Por qué no lo intentas, Kasel? Vamos a ver si está diciendo la verdad."
CONVERSATION_TU_243,¡No estoy mintiendo!
CONVERSATION_TU_244,Por supuesto ... puedo sentir más fuerza en comparación que antes.
CONVERSATION_TU_245,"A medida que te hagas más fuerte, Kasel, podras ejercer mayores poderes."
CONVERSATION_TU_246,"Quiero uno de esos, también!"
CONVERSATION_TU_247,Roi! ¡Ve y encuéntrame uno! ¡Es una orden!
CONVERSATION_TU_248,No tengo ganas
CONVERSATION_HERO_EMPTY,Ya te has unido a muchos héroes! \nPor favor vuelve!
CONVERSATION_5625,Capítulo 2. Sucesión
STORY_RE_TITLE_10000,"1. Los Que Se Van, Los Que Se Quedan"
STORY_RE_TITLE_10010,2. La Oración de Frey
STORY_RE_TITLE_10020,3. La Hechicera de la Torre del Sabio y su Guardián
STORY_RE_TITLE_10030,4. El Botín
STORY_RE_TITLE_10031,5. Los Sentidos de Frey No Dan Paso en Falso
STORY_RE_TITLE_10040,4. Lindos Limos
STORY_RE_TITLE_10041,7. Atributos de Habilidades con Manuales
STORY_RE_TITLE_10050,8. El Equipo Atorado en los Limos
STORY_RE_TITLE_10051,5. Con la Ayuda de Lua
STORY_RE_TITLE_10060,10. Nunca He Visto Uno Tan Grande
STORY_RE_TITLE_10070,6. Bolas de Fuego y Cortes de Oscuridad
STORY_RE_TITLE_10080,7. Kasel Es Solo Un Niño Para Ella
STORY_RE_TITLE_10090,8. Alguien Quiere Tomar la Vida de Kasel
STORY_RE_TITLE_10100,9. El Objetivo de los Asesinos
STORY_RE_TITLE_10110,10. Hora de Pagar
STORY_RE_TITLE_10120,11. El Goblin Codicioso
STORY_RE_TITLE_10130,12. La Diversión del Goblin Blanco
STORY_RE_TITLE_10140,13. El Goblin con la Fuerza del Señor Oscuro
STORY_RE_TITLE_10150,14. Un Lugar Nunca Antes Visto
STORY_RE_TITLE_10160,15. Hillia y el Salón de Héroes
STORY_RE_TITLE_10170,16. Al Purificar la Oscuridad Interior
STORY_RE_TITLE_10180,17. ¿Habéis Escuchado Acerca de los Rubíes?
STORY_RE_TITLE_10190,23. Camino al Árbol del Mundo
STORY_RE_TITLE_10200,18. Una Razón Para Levantarse y la Respuesta de la Espada
STORY_RE_TITLE_10210,"19. La Espada Sagrada, Aea"
STORY_RE_TITLE_10220,26. El Propósito de Cleo
STORY_RE_TITLE_10230,20. Camaradas
STORY_RE_TITLE_10240,21. Juntos en un Camino de Dificultades
STORY_RE_TITLE_10250,22. Bodakka
STORY_RE_TITLE_10260,23. Retirada de los Goblins
STORY_RE_TITLE_10270,24. Los Fragmentos del Depósito de Pólvora Negra
STORY_RE_TITLE_10280,25. La Gran Hechicera
STORY_RE_TITLE_10290,33. Nuevamente en Marcha
STORY_RE_TITLE_10300,26. El Lugar que Llama la Atención del Rey
STORY_RE_TITLE_20000,"1. Ese Día, Los Recuerdos de Kasel"
STORY_RE_TITLE_20010,2. Los Ataques Físicos No Funcionan en Espíritus
STORY_RE_TITLE_20020,3. La Inquietud de Frey
STORY_RE_TITLE_20030,4. No Hay Disculpas Para los Hombres Árbol
STORY_RE_TITLE_20040,5. El Primer Poder Dividido de la Espada
STORY_RE_TITLE_20050,6. Batalla por la Purificación
STORY_RE_TITLE_20060,7. Está Bien Que Se Conozcan un Poco
STORY_RE_TITLE_20070,8. La Princesa y el Héroe
STORY_RE_TITLE_20080,9. La Arpía que Busca la Espada Sagrada
STORY_RE_TITLE_20090,10. Preguntas con Roi y Selene
STORY_RE_TITLE_20100,11. Arpías en la Oscuridad
STORY_RE_TITLE_20110,12. Cautela Hacia las Arpías
STORY_RE_TITLE_20120,13. Una Elección Por la Seguridad 
STORY_RE_TITLE_20130,14. Oscuridad Nacida por la Ira y Culpa
STORY_RE_TITLE_20140,15. Conflicto con La Espada Sagrada
STORY_RE_TITLE_20150,16. Por Elidora
STORY_RE_TITLE_20160,17. El Heredero de la Espada Sagrada
STORY_RE_TITLE_20170,18. Encargado Por un Rato
STORY_RE_TITLE_30010,1. Odio a los Humanos
STORY_RE_TITLE_30020,2. El Golem
STORY_RE_TITLE_30030,3. Ponte de Mi Lado 
STORY_RE_TITLE_30040,4. El Goblin de Ogria
STORY_RE_TITLE_30050,5. La Conmoción de Cleo
STORY_RE_TITLE_30060,6. El Obsequio de Lua
STORY_RE_TITLE_30070,7. Comandante Lakrak
STORY_RE_TITLE_30080,8. Los Humanos No Esclavizan Orcos
STORY_RE_TITLE_30090,9. El Talismán de Aeatola
STORY_RE_TITLE_30100,"10. Dain, Aprendiz de Kaulah"
STORY_RE_TITLE_30110,11. Por mi Maestro
STORY_RE_TITLE_30120,12. Lo Importante que Puedo Hacer Ahora
STORY_RE_TITLE_30130,13. Persuasión Inefectiva
STORY_RE_TITLE_30140,14. El Frente de Liberación de los Goblins
STORY_RE_TITLE_30150,15. Dejen de Odiar a los Goblins
STORY_RE_TITLE_30160,16. La Risa que Hace Llorar a Ogria
STORY_RE_TITLE_30170,17. Un Poder Incontrolable
STORY_RE_TITLE_30180,18. Pensé Que Lo Había Olvidado Todo
STORY_RE_TITLE_40000,"1. Galluah, La Tierra de la Muerte"
STORY_RE_TITLE_40010,2. El Mundo de la Oscuridad
STORY_RE_TITLE_40020,"3. Si Invocas un Objeto, Lua..."
STORY_RE_TITLE_40030,4. El Golem de Galluah
STORY_RE_TITLE_40040,5. La Peste Oscura
STORY_RE_TITLE_40050,6. Los Grandes Hechiceros No Dejan Piedras Sin Remover
STORY_RE_TITLE_40060,7. No Eres el Niño de Antes
STORY_RE_TITLE_40070,8. La Infancia de Frey y Kasel
STORY_RE_TITLE_40080,9. Alguna Vez Considerado Leyenda
STORY_RE_TITLE_40090,"10. Voz de la Oscuridad, Yo soy Tú"
STORY_RE_TITLE_40100,11. La Palabra Desconocida por el Diablo
STORY_RE_TITLE_40110,12. La Seguridad de Cleo es lo Primero
STORY_RE_TITLE_40120,13. El Demonio y el Asesino
STORY_RE_TITLE_40130,14. ¿Quién Se Atreve a Tocar a mi Hija?
STORY_RE_TITLE_40140,15. El Juego de Epis
STORY_RE_TITLE_40150,16. El Enemigo
STORY_RE_TITLE_40160,17. No Ayudaré a mis Enemigos
STORY_RE_TITLE_50000,1. El Joven Rey de Arrovina
STORY_RE_TITLE_50010,2. La Tortuga y el León Oscuro
STORY_RE_TITLE_50020,3. Roi Tiene Miedo a Volar
STORY_RE_TITLE_50030,4. Atmósfera Arruinada
STORY_RE_TITLE_50040,5. El Fugitivo de Arrovina
STORY_RE_TITLE_50050,6. ¿Qué Acaba de Ocurrir?
STORY_RE_TITLE_50060,7. La Peste Oscura Desatada
STORY_RE_TITLE_50070,8. El Dolor de la Demencia 
STORY_RE_TITLE_50080,9. Los Elfos Oscuros Pierden Contra los Gnolls
STORY_RE_TITLE_50090,10. El Elfo Oscuro Guía del Camino
STORY_RE_TITLE_50100,11. La Guardia de la Reina
STORY_RE_TITLE_50110,12. La Tragedia de Arrovina
STORY_RE_TITLE_50120,13. El Odio de Dimael
STORY_RE_TITLE_50130,14. Epigael
STORY_RE_TITLE_50140,15. Necesitamos Hablar
STORY_RE_TITLE_50150,16. A Dimael No Le Importa
STORY_RE_TITLE_50160,17. Palabras Inútiles
STORY_RE_TITLE_50170,18. El Nombre Desconocido
STORY_RE_TITLE_50180,19. Manipular a los Gnolls con Mentiras
STORY_RE_TITLE_50190,"20. Lo que Debemos Recuperar, Lo que Debemos Corregir"
STORY_RE_TITLE_50200,21. Él Vive
STORY_RE_TITLE_50210,22. Ustedes Son Nuestros Héroes
STORY_RE_TITLE_50220,23. El Disfrute de Morrah
STORY_RE_TITLE_50230,24. Harás Sentir Mal a Frey
STORY_RE_TITLE_50240,25. Mediación Llamada Culpa
STORY_RE_TITLE_50250,26. Su Oscuridad en mi Interior
STORY_RE_TITLE_60000,1. En Marcha a Dragia
STORY_RE_TITLE_60010,2. Tenazas Sabrosas
STORY_RE_TITLE_60020,3. Sin Malentendidos: Descuento por Labor
STORY_RE_TITLE_60030,4. La Mercenaria del Relámpago
STORY_RE_TITLE_60040,5. Te Doy a mí Guardián
STORY_RE_TITLE_60050,6. Mientras Estemos a Salvo
STORY_RE_TITLE_60060,7. El Joven Busca Tesoros
STORY_RE_TITLE_60070,8. Los Piratas Miruru
STORY_RE_TITLE_60080,9. Cautela hacia Miruru
STORY_RE_TITLE_60090,10. Solo Tienes que Escucharme a Mí
STORY_RE_TITLE_60100,11. En Busca de Pistas Acerca de mi Madre
STORY_RE_TITLE_60110,12. No Es de Hombres Lagarto
STORY_RE_TITLE_60120,13. Déjalo Ir
STORY_RE_TITLE_60130,14. Los Busca Tesoros
STORY_RE_TITLE_60140,15. Baño de Arena Interrumpido
STORY_RE_TITLE_60150,16. El Rey de los Enanos
STORY_RE_TITLE_60160,17. Juego de Tronos
STORY_RE_TITLE_60170,18. La Comprensión de los Encegados
STORY_RE_TITLE_60180,19. Una Oportunidad para Aquellos en la Oscuridad
STORY_RE_TITLE_60190,20. Moriré Siendo Como Soy 
STORY_RE_TITLE_60200,21. El Legado de Arlette 
STORY_RE_TITLE_70000,1. Un Buen Descanso Hará que te Sientas Mejor
STORY_RE_TITLE_70010,2. La Concesión de Kasel
STORY_RE_TITLE_70020,3. Desde su Punto de Vista fue una Huida
STORY_RE_TITLE_70030,4. Aunque Desee Regresar
STORY_RE_TITLE_70040,5. Injusticia para Cleo
STORY_RE_TITLE_70050,6. La Niña que No Creció
STORY_RE_TITLE_70060,7. Ataque del Gigante de Escarcha
STORY_RE_TITLE_70070,8. La Casa de Rodina
STORY_RE_TITLE_70080,9. La Oscuridad que No Pudo Ser Detenida
STORY_RE_TITLE_70090,10. Un Nombre Hartante
STORY_RE_TITLE_70100,11. La Voz Resonante de las Cavernas de Hielo
STORY_RE_TITLE_70101,12. Para Evitar una Tragedia Aún Más Grande
STORY_RE_TITLE_70110,13. Pavel Rescatado por Rodina
STORY_RE_TITLE_70120,14. Lo que Vi es Todo lo que Sé 
STORY_RE_TITLE_70130,15. Si Podemos Detenerlo Tan Fácilmente No Es Una Amenaza
STORY_RE_TITLE_70140,16. La Niña que Conoce al Dragón de Hielo
STORY_RE_TITLE_70150,"17. Error de los Humanos, Responsabilidad de los Humanos"
STORY_RE_TITLE_70160,18. La Identidad de Lei
STORY_RE_TITLE_70170,19. Lua y la Espada Sagrada
STORY_RE_TITLE_70180,20. Eligiendo el Camino Difícil
STORY_RE_TITLE_80000,1. El Volcán
STORY_RE_TITLE_80010,2. Río de Lava
STORY_RE_TITLE_80020,3. Tropa de Draconics
STORY_RE_TITLE_80030,4. Nuevos Camaradas
STORY_RE_TITLE_80040,5. Los Guerreros y la Guerra de los Demonios
STORY_RE_TITLE_80050,6. Choca Esos Cinco
STORY_RE_TITLE_80060,7. La Protección del Dragón
STORY_RE_TITLE_80070,8. Control Mental
STORY_RE_TITLE_80080,9. El Poder de Ella
STORY_RE_TITLE_80090,10. Los Humanos Son Divertidos
STORY_RE_TITLE_80100,"11. Batalla Decisiva, Dragón Loco Temeraire"
STORY_RE_TITLE_80110,12. Otra Operación
STORY_RE_TITLE_80120,13. El Anzuelo
STORY_RE_TITLE_80130,14. La Liberación de Temeraire
STORY_RE_TITLE_80140,15. Ira
STORY_RE_TITLE_80150,16. La Prueba de Morra
STORY_RE_TITLE_80160,17. La Trampa
STORY_RE_TITLE_80170,18. Fatídica Persecución
STORY_RE_TITLE_80180,19. Una Ayuda Inesperada
STORY_RE_TITLE_80190,20. El Plan Secreto de Roi
STORY_RE_TITLE_80200,21. ¿Nuevos Camaradas?
STORY_RE_TITLE_80210,22. El Tonto y la Glotona
STORY_RE_TITLE_80220,23. La Entrada al Volcán
STORY_RE_TITLE_80230,24. Batalla Final en el Volcán
STORY_RE_TITLE_80240,25. A los Pantanos de Gargoss
STORY_RE_TITLE_80250,26. El Caballero Negro
STORY_RE_TITLE_90000,1. Los Pantanos de Gargoss
STORY_RE_TITLE_90010,2. Los Sirvientes de Lua
STORY_RE_TITLE_90020,3. Voluntad que Despierta
STORY_RE_TITLE_90030,4. Coraje para Enfrentar la Verdad
STORY_RE_TITLE_90040,5. Aunque Cueste la Vida
STORY_RE_TITLE_90050,6. Los Recuerdos de Kyle
STORY_RE_TITLE_90060,7. Una Ayuda Inesperada
STORY_RE_TITLE_90070,8. La Esperanza Crece
STORY_RE_TITLE_90080,9. Los Mejores Refuerzos
STORY_RE_TITLE_90090,10. Mi Hermanito que me Enorgullece
STORY_RE_TITLE_90100,11. Los Héroes de Orvelia
STORY_RE_TITLE_90110,12. La Razón para Blandir la Espada
STORY_RE_TITLE_90120,13. La Verdad Descubierta
STORY_RE_TITLE_90130,14. El Engaño de la Espada Sagrada
STORY_RE_TITLE_90140,15. Desborde de Energía Demoníaca
STORY_RE_TITLE_90150,16. Entrenamiento con Scarlet
STORY_RE_TITLE_90160,17. Infiltración a las Ruinas
STORY_RE_TITLE_90170,18. Perros de Caza
STORY_RE_TITLE_90180,19. Los Perros Siguen Órdenes de su Amo
STORY_RE_TITLE_90190,20. Un Llanto del Pasado
STORY_RE_TITLE_90200,21. La Torre de Transmisiones
STORY_RE_TITLE_90210,22. Vestigios del Reino Tecnomágico
STORY_RE_TITLE_90220,23. La Promesa
STORY_RE_TITLE_90230,24. En Busca del Señor Apuesto
STORY_RE_TITLE_90240,25. El Último Obstáculo
STORY_RE_TITLE_90250,"26. El Final de Malduk, y Más Allá..."
STORY_RE_TITLE_H1_2017,Halloween - La Ropa Maldita - (2017)
STORY_RE_SUB_TITLE_H1_1,{1}. ¡Activar Carta Trampa!
STORY_RE_SUB_TITLE_H1_2,{1}. Dentro de la Trampa
STORY_RE_SUB_TITLE_H1_3,{1}. Cabeza de Calabaza Quiere Coleccionar
STORY_RE_SUB_TITLE_H1_4,{1}. Bandas y Ropa Tímida
STORY_RE_SUB_TITLE_H1_5,{1}. La Ropa Tiene una Habilidad Especial
STORY_RE_SUB_TITLE_H1_6,{1}. Lugar de Reunión del Mal
STORY_RE_SUB_TITLE_H1_7,{1}. Falta un Castigo
STORY_RE_SUB_TITLE_H1_8,{1}. ¡Culpable Descubierto!
STORY_RE_SUB_TITLE_H1_9,{1}. Verdades y Gustos 
STORY_RE_TITLE_C1_2017,Villanos en el Festival de Santa (2017)
STORY_RE_SUB_TITLE_C1_1,{1}. Nobles de Nochebuena
STORY_RE_SUB_TITLE_C1_2,{1}. Un Proyectil en vez de Rodolfo
STORY_RE_SUB_TITLE_C1_3,{1}. Encontrando al Santa Perezoso
STORY_RE_SUB_TITLE_C1_4,{1}. Santa en Cama
STORY_RE_SUB_TITLE_C1_5,{1}. ¿Santa Alivia-Pesadillas?
STORY_RE_SUB_TITLE_C1_6,{1}. El Regalo Está en la Caja
STORY_RE_SUB_TITLE_C1_7,{1}. El Buen Hombre del Traje Rojo
STORY_RE_SUB_TITLE_C1_8,{1}. Prohibido el Monopolio de Regalos
STORY_RE_TITLE_S1_2018,Festival de Verano con Problemas (2018)
STORY_RE_SUB_TITLE_S1_1,{1}. Primer Acto del Festival de Verano
STORY_RE_SUB_TITLE_S1_2,{1}. La Carne Nos Llama
STORY_RE_SUB_TITLE_S1_3,{1}. ¡Tú y Yo! Festival de la Prosperidad!
STORY_RE_SUB_TITLE_S1_4,{1}. Así Se Divierte la Gente Común
STORY_RE_SUB_TITLE_S1_5,{1}. Criadero de Demonios
STORY_RE_SUB_TITLE_S1_6,{1}. ¡¡No a la Discriminación de los Demonios!!
STORY_RE_SUB_TITLE_S1_7,{1}. ¡Tiradores Expertos al Mar!
STORY_RE_SUB_TITLE_S1_8,{1}. ¡Tú y Yo! ¡Festival de Disparos!
STORY_RE_SUB_TITLE_S1_9,{1}. Pistolas de Agua de Alta Potencia
STORY_RE_SUB_TITLE_S1_10,{1}. ¡Contraataque del Contraataque!
STORY_RE_SUB_TITLE_S1_11,{1}. ¡Engaño por Engaño!
STORY_RE_SUB_TITLE_S1_12,{1}. ¡Tú y Yo! ¡Festival de Salud!
STORY_RE_SUB_TITLE_S1_13,{1}. Un Tratamiento Agradable
STORY_RE_SUB_TITLE_S1_14,{1}. Ingredientes Inusuales
STORY_RE_SUB_TITLE_S1_15,{1}. Nuevos Productos
STORY_RE_SUB_TITLE_S1_16,{1}. Quiero Experimentar
STORY_RE_SUB_TITLE_S1_17,{1}. ¡Prueba de Valor en Noche Calurosa!
STORY_RE_SUB_TITLE_S1_18,{1}. ¿Será posible...? ¿Fantasmas de Verdad?
STORY_RE_SUB_TITLE_S1_19,{1}. Distintos Participantes
STORY_RE_SUB_TITLE_S1_20,{1}. ¡Purificaré el Mal!
STORY_RE_SUB_TITLE_S1_21,{1}. ¡Deja de Experimentar Conmigo!
STORY_RE_SUB_TITLE_S1_22,{1}. ¡Tú y Yo! ¡Festival de Fuegos Artificiales!
STORY_RE_SUB_TITLE_S1_23,{1}. ¡Persecución! Ladrón de Pólvora
STORY_RE_SUB_TITLE_S1_24,{1}. Descubierto Después de la Persecución
STORY_RE_SUB_TITLE_S1_25,{1}. ¡Detengamos la Gran Bomba!
STORY_RE_SUB_TITLE_S1_26,{1}. ¡Fuego! Fuegos Artificiales Infinitos
STORY_RE_SUB_TITLE_S1_27,{1}. ¡Tú y Yo! ¡Festival de Música!
STORY_RE_SUB_TITLE_S1_28,{1}. Baile de la Civilización Tecnomágica
STORY_RE_SUB_TITLE_S1_29,{1}. Recordando el Festival de Verano
STORY_RE_SUB_TITLE_S1_30,{1}. Encontrando al Imperio Dentro de una Canción
STORY_RE_SUB_TITLE_S1_31,{1}. Su Festival de Verano Aún No Ha Terminado
STORY_RE_TITLE_H2_2018,Halloween de Demonios y Espíritus Malvados (2018)
STORY_RE_SUB_TITLE_H2_1,{1}. Los Llamados
STORY_RE_SUB_TITLE_H2_2,{1}. Consejo del Mal
STORY_RE_SUB_TITLE_H2_3,{1}. Vestir para el Éxito
STORY_RE_SUB_TITLE_H2_4,{1}. Los Reyes de la Noche
STORY_RE_SUB_TITLE_H2_5,{1}. Deseos del Mal
STORY_RE_SUB_TITLE_H2_6,{1}. Puros Aunque Resentidos
STORY_RE_SUB_TITLE_H2_7,{1}. Colección Continua
STORY_RE_SUB_TITLE_H2_8,{1}. Los que Juntan Limos
STORY_RE_SUB_TITLE_H2_9,{1}. Depende de la Compatibilidad
STORY_RE_SUB_TITLE_H2_10,{1}. Los Corruptos
STORY_RE_SUB_TITLE_H2_11,{1}. El Mal Tiene Otros Planes
STORY_RE_SUB_TITLE_H2_12,{1}. Caballeros Oscuros
STORY_RE_SUB_TITLE_H2_13,{1}. No Rompas la Imagen
STORY_RE_SUB_TITLE_H2_14,{1}. Iguales
STORY_RE_SUB_TITLE_H2_15,{1}. Vino a mí Mente
STORY_RE_TITLE_C2_2018,Junto al Árbol de Navidad (2018)
STORY_RE_SUB_TITLE_C2_1,{1}. Tiene que Haber un Árbol para Navidad
STORY_RE_SUB_TITLE_C2_2,{1}. El Pino y el Dragón
STORY_RE_SUB_TITLE_C2_3,{1}. El Dragón No Tiene Modales
STORY_RE_SUB_TITLE_C2_4,{1}. Dime tu Deseo
STORY_RE_SUB_TITLE_C2_5,{1}. Prueba del Árbol de Navidad
STORY_RE_SUB_TITLE_C2_6,{1}. Los Dragones Se Llevan Bien 
STORY_RE_SUB_TITLE_C2_7,{1}. Lo Mejor al Ver un Evento o Espectáculo
STORY_RE_SUB_TITLE_C2_8,{1}. Perder pero Divertirse
STORY_RE_SUB_TITLE_C2_9,{1}. Cooperen con el Experimento
STORY_RE_SUB_TITLE_C2_10,{1}. Por el Avance de la Medicina
STORY_RE_SUB_TITLE_C2_11,{1}. Los Elfos Reconocen a los Suyos
STORY_RE_SUB_TITLE_C2_12,{1}. La Homúnculo y la Media Elfa
STORY_RE_SUB_TITLE_C2_13,{1}. Lo Mejor para Espectáculos
STORY_RE_SUB_TITLE_C2_14,{1}. Investigación para la Curación del Dragón Loco
STORY_RE_SUB_TITLE_C2_15,{1}. Por El Amigo que es Familia
STORY_RE_SUB_TITLE_C2_16,{1}. Quiero Empezar de Nuevo
STORY_RE_SUB_TITLE_C2_17,{1}. El Hogar de los Medios Elfos
STORY_RE_SUB_TITLE_C2_18,{1}. Un Maravilloso Árbol de Navidad para Todos
STORY_RE_TITLE_EX1_2019,La Tumba del Rey Dios (2019)
STORY_RE_SUB_TITLE_EX1_1,{1}. Viento Rebelde
STORY_RE_SUB_TITLE_EX1_2,{1}. Hacia el Santuario
STORY_RE_SUB_TITLE_EX1_3,{1}. Los que Ensucian el Cementerio
STORY_RE_SUB_TITLE_EX1_4,{1}. El Poder de la Arena
STORY_RE_SUB_TITLE_EX1_5,{1}. ¿A Dónde va el Gato?
STORY_RE_SUB_TITLE_EX1_6,{1}. Los Piratas y los Goblins Sueñan con Oro
STORY_RE_SUB_TITLE_EX1_7,{1}. Preparación para la Batalla
STORY_RE_SUB_TITLE_EX1_8,{1}. Robo y Traición
STORY_RE_SUB_TITLE_EX1_9,{1}. Sucesor Estricto
STORY_RE_SUB_TITLE_EX1_10,{1}. El Centro del Cementerio
STORY_RE_SUB_TITLE_EX1_11,{1}. El Poder de la Cooperación
STORY_RE_SUB_TITLE_EX1_12,{1}. La Resurrección del Rey Dios
STORY_RE_SUB_TITLE_EX1_13,{1}. Esperando por la Reunión
STORY_RE_TITLE_EX2_2019,Crecimiento y Pruebas (2019)
STORY_RE_SUB_TITLE_EX2_1,{1}. El Momento Ha Llegado
STORY_RE_SUB_TITLE_EX2_2,{1}. Barrera del Desafío
STORY_RE_SUB_TITLE_EX2_3,{1}. Aparece Kirze
STORY_RE_SUB_TITLE_EX2_4,{1}. Nueva Compañera
STORY_RE_SUB_TITLE_EX2_5,{1}. Diversión de la Gran Hechicera
STORY_RE_SUB_TITLE_EX2_6,{1}. Poder de los Cristales Arcanos Escarlata
STORY_RE_SUB_TITLE_EX2_7,{1}. Prueba de la Oscuridad
STORY_RE_SUB_TITLE_EX2_8,{1}. Atravesando la Barrera
STORY_RE_TITLE_S2_2019,¡Preparación para el Espectáculo de Stardust! (2019)
STORY_RE_SUB_TITLE_S2_1,{1}. Inicio de los Disturbios
STORY_RE_SUB_TITLE_S2_2,{1}. ¿Interrupción de la Misión?
STORY_RE_SUB_TITLE_S2_3,{1}. La Impresión No es lo Único que Da Miedo
STORY_RE_SUB_TITLE_S2_4,{1}. Era Mejor No Saber
STORY_RE_SUB_TITLE_S2_5,{1}. Brilla Brilla
STORY_RE_SUB_TITLE_S2_6,{1}. La Sangre es más Densa que el Agua
STORY_RE_SUB_TITLE_S2_7,{1}. Hay Algo Extraño
STORY_RE_SUB_TITLE_S2_8,{1}. Está Bien Invitarla
STORY_RE_SUB_TITLE_S2_9,{1}. ¡Miauuu! ¡¡Espera!!
STORY_RE_SUB_TITLE_S2_10,{1}. ¡Miauuu! ¡Cuidado!
STORY_RE_SUB_TITLE_S2_11,{1}. ¡Miauuu! ¡Gracias!
STORY_RE_SUB_TITLE_S2_12,{1}. Fuimos Engañados
