KEY,Portuguese
CREATURE_STORY_6603,"O cruel assassino que nem Sieg conseguiu deter. Kerberen\nAntigamente, ele era um orgulhoso guerreiro de força incrível. Infelizmente, ele também era um guerreiro instável que perdia as estribeiras toda vez que sentia o cheiro de sangue. À medida que os dias de paz seguiam, sua loucura foi se acumulando sem oportunidade de catarse. Quando uma pequena briga eclodiu, ele explodiu. Ele acabou assassinando não apenas aqueles que tentaram acalmá-lo, como todas as tribos vizinhas também. O Chefe da tribo e os guerreiros não podiam deixá-lo impune. Eles capturaram Kerberen e o trancaram numa prisão nas profundezas das Montanhas de Ogria. Décadas já se passaram, e o cheiro de sangue que permeia o ar de Ogria começou a alimentar sua loucura novamente."
CREATURE_STORY_6604,"Ao longo da sua vida, Malduk criou vários tipos de Demônios com os seus experimentos. Das inúmeras criaturas mortas-vivas que ele criou nos últimos 100 anos, uma se destaca como sendo especialmente terrível. Este esqueleto gigante, cuja forma não é humana e nem de monstro, é um ser estranho criado a partir dos ossos de vermes gigantes, trolls, orcs e vários outros monstros. Sua tarefa é coletar ossos para os vários outros experimentos de Malduk. Consequentemente, ele irá matar qualquer criatura que cruzar seu caminho para poder coletar seus ossos. Ele também tem o curioso hábito de substituir seus próprios componentes quando encontra um osso de qualidade superior. Devido à falta de criaturas não corrompidas nas Planícies de Galluah, ele esteve adormecido por muito tempo. Recentemente, porém, ele ressurgiu após farejar a presença de ossos frescos."
CREATURE_STORY_6605,"Uma ex-integrante da guarda real de Timorel, o falecido rei dos Elfos Sombrios, e a maior maga espadachim da sua espécie. Ela era a chefe de uma família que protegeu a família real por várias gerações. Como guerreira, ela era genial e bem treinada tanto em Magia Lunar quanto em luta de espadas. Depois do falecimento do rei, ela lutou para proteger seu jovem sucessor das garras do traidor El Rosed. Toda a sua família foi massacrada na luta e ela mesma mal escapou da morte com seus ferimentos graves. Enquanto estava entre a vida e a morte, ela fez um juramento. Ela jurou nunca sucumbir à morte até que tivesse se vingado do cruel traidor. Arrastando seu corpo ferido, ela foi atrás do Templo do Abismo. Do altar, ela retirou a Espada Sombria da Cobra, Ultinos, e retornou para executar sua justa vingança nos inimigos do trono."
CREATURE_STORY_6606,"Um homem-lagarto mutante muito maior que os membros comuns da sua espécie. Homens-lagarto geralmente vagam tranquila e livremente na solidão. Garou, por outro lado, era um monstro incontrolável com uma tendência a devorar tudo que via pela frente. Por muito tempo, ele reinou como o tirano do Deserto de Aegina. Porém, depois que Izakerr usou o poder da escuridão e obteve controle da sua mente, ele se tornou uma arma insana de destruição que deve ser convocada apenas em caso de emergência. Quando a magia se dissipou, ele se libertou de sua prisão, determinado a trazer de volta os banhos de sangue para o deserto."
CREATURE_STORY_6607,"No papel de um dos generais dos Gigantes de Gelo, ele era a mão direita do antigo rei, Tarkas. Seu carisma lhe deu grande popularidade, e muitos o consideravam um candidato digno para ser o próximo rei. Sob ordens de Tarkas, ele estava eliminando os remanescentes dos guerreiros Bárbaros. Seu destacamento estava engajado em um combate violento contra os remanescentes Bárbaros em sua cidade secreta no centro da Montanha Gélida da Terra dos Ventos. No entanto, quando Tarkas adoeceu, a hierarquia dos Gigantes de Gelo se desintegrou. Como o próximo rei dos Gigantes de Gelo, ele jurou terminar o que Tarkas começou. A tarefa de erradicar a raça humana..."
CREATURE_STORY_6608,"Um guerreiro Draconiano que serviu como braço direito do Comandante Draconiano durante a Guerra dos Demônios.\nUm ser cruel que matou inúmeros dragões e que adora devorar suas almas.\nEra o comandante de ataque do Exército Draconiano e o mais poderoso súdito do Comandante Draconiano. Depois de ultrapassar os limites da razão, ganhou uma capacidade praticamente imensurável.\nApesar de sua alma ser tão cruel e perversa quanto a de Infira,\ndiferentemente dele, Kallax não parece guardar ressentimentos pelo Comandante Draconiano.\nDraconianos são conhecidos por serem grandemente afetados pelas almas dos dragões que devoram.\nQual será a alma de dragão que mais afetou Kallax?"
CREATURE_STORY_5501,"A República Gray era famosa por sua tecnomagia avançada. Nas profundezas de suas montanhas, ficavam as ruínas de uma civilização mágica antiga. Quando os Demônios invadiram o território, os políticos decidiram despertar a tecnomagia latente que se encontrava dentro das ruínas ancestrais. Embora tenham conseguido reativar a Fortaleza da Montanha, um antigo forte móvel, a sincronização com o seu sistema falhou devido à interferência dos Demônios. A arma ancestral perdeu o controle e dizimou metade do país. A estratégia basicamente acelerou a chegada de uma tragédia inevitável. A família Gray e seu povo foram massacrados pelos Demônios invasores. Mesmo depois da tragédia, a Fortaleza da Montanha continuou a rondar o território da civilização antiga perdida, atacando qualquer 'inimigo' que vir pela frente."
CREATURE_STORY_5502,"De acordo com a lenda, existe uma ilha esquecida nos mares distantes do sudeste de Orvelia. Dizem que essa ilha fica debaixo d’água e que se move com os peixes na direção da maré do oceano. Supostamente, essa ilha é o lar de um reino subaquático. Atlantis, o Reino Afundado. Embora a cidade-estado se localizasse na superfície num passado distante, todo o seu território foi submerso no oceano em busca de paz e isolamento. A lenda também fala do Rei de Atlantis, um líder quase imortal que tem o corpo feito de água e evoca fortes tempestades para derrotar qualquer um que ouse invadir seu reino. Coincidentemente, o mar do sudeste é conhecido por suas tempestades frequentes e redemoinhos agressivos. Vários navios encontraram seu fim nesse local. De vez em quando, alguns marinheiros conseguem voltar. O estranho é que todos voltam contando a mesma história e exibindo a mesma expressão de pavor. Eles foram todos atacados por um monstro com uma coroa de corais e um tridente dourado."
CREATURE_STORY_1301,"Um chefe Goblin que uniu todos os Goblins das Planícies do Rei.\nHá rumores de que ele, de alguma forma, obteve o poder do Senhor das Trevas, mas ainda não se sabe se ele aceitou o poder da escuridão ou não."
CREATURE_STORY_2301,"Uma Harpia rainha que cedeu à corrupção da escuridão do 'mestre' que lhe concedeu o poder.\nEla tentou roubar a Espada Sagrada usando o poder do seu âmago sombrio e entregando-o para o seu 'mestre', mas foi derrotada por Kasel, que desbloqueou o poder da Espada Sagrada e destruiu seu âmago."
CREATURE_STORY_3301,"Um jovem Chefe de uma tribo dos Orcs. Ele era o proprietário de Gram, uma montante lendária Orc.\nEmbora ele fosse um guerreiro hábil. Sua inveja dos humanos o fez cair nas mentiras de Malduk. Ele acabou encontrando seu fim nas mãos do grupo de Kasel e do auxiliar deles, Kaulah."
CREATURE_STORY_4301,"O lich mais poderoso que existe, também conhecido como Pai dos Mortos-vivos.\nEle era o conselheiro de Angmund durante a Guerra dos Demônios. Seu poder mágico por si só faz dele um inimigo formidável, mas o real perigo é a sua habilidade de criar Mortos-vivos e Demônios infinitamente. O grupo de Kasel conseguiu derrotá-lo nas Planícies de Galluah, mas a luta ainda não acabou."
CREATURE_STORY_5301,"Sua verdadeira identidade é Epigael, a filha mais nova de Dimael.\nQuando ela foi oferecida como um sacrifício, o Cavaleiro Negro a transformou numa criatura da escuridão. Desde que Frey e Cleo a libertaram usando magia em conjunto, ela tem trabalhado duro para ajudar a reconstruir a nação dos Elfos Sombrios que ela mesma destruiu."
CREATURE_STORY_9301,"Um homem-lagarto que se tornou escravo da cobiça pelo poder da escuridão.\nEle partiu com outros homens-lagarto para espalhar sua ganância por ouro. Após derrotá-lo, Kasel e seu grupo tentaram libertá-lo do controle da escuridão. No entanto, ele escolheu a morte e seu eterno sonho dourado em vez de uma vida cheia de arrependimentos."
CREATURE_STORY_10301,"Um rei dos Gigantes de Gelo que culpava os humanos pela invasão Demoníaca e pela corrupção do mundo.\nEle não confiava nos humanos e em sua Espada Sagrada, acreditando que ambos eram igualmente instáveis. Após derrotar o Reino Bárbaro, ele buscou erradicar toda a raça humana. No entanto, seu plano foi pelos ares quando Kasel jurou proteger o mundo e desbloqueou todo o seu potencial."
CREATURE_STORY_4401,"No núcleo do Vulcão de Dragia, vivia um dragão vermelho ancião que observava o mundo em seu ninho.\nEle controlava o poder da lava e do fogo e, às vezes, usava seu poder no mundo humano no papel de ferreiro. Durante a Guerra dos Demônios, os Demônios isolaram dragões possivelmente perigosos e os mataram ou os levaram à loucura, destruindo sua sanidade. Devido ao fato de Temeraire ser quase imortal, os Demônios oficiais optaram por torná-lo insano por meio do massacre dos seus filhotes executado diante dos seus olhos. Quando perdeu o juízo, Temeraire destruiu metade do Vulcão de Dragia e seguiu sua vida como um Dragão Louco da morte e destruição."
CREATURE_STORY_4402,"Um dragão ancião de gelo que vivia no subsolo congelado do cume da cordilheira da Terra dos Ventos, um local chamado Turandana.\nSeu corpo emana uma energia gélida capaz de congelar tudo ao seu redor a menos que seja controlada de alguma forma. Sabe-se que dragões de gelo são monogâmicos, preferindo observar o mundo na tranquilidade com seus parceiros exclusivos. No entanto, a invasão de Angmund de 100 anos atrás forçou até mesmo essas criaturas sossegadas a lutar na linha de frente. Scalaxia perdeu seu parceiro na guerra e sucumbiu à loucura. Agora, ela não passa de uma escrava dos seus instintos destrutivos, causando mortes gélidas àqueles que ousam adentrar seu domínio."
CREATURE_STORY_4403,"Um dragão venenoso ancião governava Grimvine, o perigoso pântano localizado ao norte das Planícies de Galluah.\nDragões venenosos são amigos da natureza e sabe-se que compartilham seus ninhos com outras criaturas. Zyrrkinoth tinha um apreço especial por visgos e os criava como animais de estimação. Cem anos atrás, dragões venenosos e seus monstros lutaram contra os Demônios para proteger o equilíbrio do mundo. Infelizmente, os monstros mais fracos não resistiram ao poder de controle mental dos Demônios. Eles atacaram seus mestres dragões e os Dragões Venenosos sofreram uma trágica derrota. Após perder inúmeros dragões companheiros e seus amados monstrinhos, Zyrrkinoth enlouqueceu. Agora, ele é uma calamidade local que mata qualquer coisa que não faça parte da sua floresta."
CREATURE_STORY_4404,"Um dragão negro ancião que reina como o governante tirano das ruínas ao sul da Costa de Arrovina, um local chamado Pico Cinzento.\nSeu poder, impressionante até mesmo para um dragão, só se compara à sua arrogância. Durante a guerra, ele jurou erradicar os Demônios usando Ashen Nox, um tesouro sagrado dos dragões negros, também conhecido como Sol Negro. No entanto, ele sofreu uma derrota total nas mãos de Angmund. O Sol Negro se tornou inútil diante da corrução da escuridão, e Armarta enlouqueceu por conta da humilhação do seu fracasso. Apenas os instintos mais básicos permanecem nesse Dragão Louco, que continua a proteger o corrompido Ashen Nox e ataca qualquer um que se aproximar do objeto."
CREATURE_STORY_3411,"A manticora é um monstro lendário com o rabo de um escorpião e o rosto de um homem.\nQuando os Demônios capturaram essa fera mística, Malduk tentou modificá-la para transformá-la em uma poderosa arma viva. Como sempre, ele foi cruel e minucioso. Ele afixou a cabeça de um Bode Demônio ao corpo e substituiu o rosto humano pelo foucinho de um leão. Além disso, ele injetou-lhe genes de dragão que o permitiriam usar magia de sopro. E fez muito mais. Quando ele acabou, sua cobaia era mais um quimera do que uma manticora.\nPara resumir, ela era... uma Fera do Caos."
CREATURE_STORY_3414,"A energia divina flui dentro da Árvore do Mundo, mas isso não foi um problema para Malduk. Ele corrompeu uma das suas raízes para insultar a deusa. Quando a Árvore do Mundo arrancou sua própria raiz corrompida, o pedaço ganhou vida na forma de um monstro gigante."
CREATURE_STORY_3416,"Outrora, ela era a rainha dos escorpiões gigantes que habitavam o deserto. No entanto, Malduk assumiu o controle da sua mente, transformando-a em uma arma do Exército dos Demônios. Seu veneno mata a vítima por meio de uma paralisia intensa."
CREATURE_STORY_3413,"Um lich ainda mais velho que Malduk. Infelizmente, os poderes mágicos superiores de Malduk o coloca numa posição superior ao lich ancião.\nPor isso, ele tem um certo complexo de inferioridade em relação a Malduk, mas, na sociedade dos Demônios, o poder determina todas as coisas e ele não pode desobedecer as ordens de Malduk."
CREATURE_STORY_3417,"Antigamente, ele era o chefe de uma grande tribo Orc chamada Altar de Sangue. Infelizmente, ele foi corrompido pela escuridão quando caiu nas promessas de poder feitas por Malduk.\nAgora, ele não passa de um berserker, um escravo dos Demônios."
CREATURE_STORY_3415,"Ele foi um dos sacrifícios que Elfos Sombrios ofereceram ao Exército de Demônios. Embora ele fosse um subordinado de Orleans, a 'Lua Negra', ele tinha um coração surpreendentemente bondoso para um assassino. Ele se ofereceu para ser sacrificado no lugar de uma jovem Elfa Sombria. Malduk riu do sacrifício de Maviel e tomou sua sanidade, transformando-o num Assassino Berserker."
CREATURE_STORY_4201,"Um golem mágico de um passado distante. Ninguém sabe de onde ele surgiu. Certo dia, ele simplesmente emergiu de uma velha câmara subterrânea e começou a vigiar as ruínas do local. Ele tem a capacidade de provocar uma poderosa tempestade de mana."
CREATURE_STORY_8301,"Um Troll de Guerra incrivelmente poderoso, porém burro. Trolls são os aliados mais próximos dos Orcs. Eles são quase vizinhos amigos, mesmo compartilhando seus territórios de caça."
CREATURE_STORY_18101,"Ao norte das Planícies de Galluah, encontra-se Grimvine, a Floresta da Morte. Faz 100 anos que todos os monstros dessa floresta enlouqueceram, mas Favios talvez seja o pior de todos. Ele fugiu de casa e, agora, vaga pelas Planícies de Galluah, devorando tudo que vê pela frente, sem se importar se o que come está vivo ou não."
CREATURE_STORY_5401,"Um antigo auxiliar do Rei Timorel e o comandante dos assassinos que cuidavam de qualquer trabalho sujo.\nSeu título é o de 'Luz Negra'. Quando El Rosed tomou o poder depois da morte de Timorel, ela usou sua magia para lentamente consumir a sua sanidade."
CREATURE_STORY_27002,"Um rei dos escorpiões gigantes que governa o deserto há anos.\nEle recentemente perdeu sua rinha e, desde então, se tornou um tirano violento. Agora, ele é um monstro feroz que mata primeiro e pergunta depois."
CREATURE_STORY_10401,"À medida que um Arvoroso Cascagélida envelhece, existe a possibilidade de ele se tornar um Arvoroso Dragão. Essas poderosas entidades são protetores juramentados da natureza. Gelopazta também é o Protetor do Gelo que vigia as árvores cascagélidas."
CREATURE_STORY_8801,"Sendo um dos Demônios anciões mais velhos, ele é temido até mesmo pelos Demônios de alta patente. É um grande Demônio que se diverte tragando e prendendo as almas daqueles que se opõem a ele, forçando-os a queimar e sofrer eternamente. Sua crueldade e brutalidade são famosas no Pandemônio. Um livro antigo diz que, certa vez, ele apareceu no mundo terrestre. Todos nas redondezas de onde ele apareceu viraram cinzas, e foi assim que ele ganhou o nome de Presságio do Apocalipse."
CREATURE_STORY_11301,"A Fera Divina da Terra Eterna, a primeira terra criada nos primórdios do tempo. Tyrfas basicamente controlava a vida e o destino, sendo um ser divino que guiava a vida na Terra e ajudava todas as criaturas a lidar a morte mantendo a pureza de suas almas. Essa energia pura das almas era a fonte de sustento de Tyrfas, mas à medida que a quantidade de criaturas na Terra aumentou, surgiram conflitos e o mundo ficou manchado pelo pecado. Após absorver demasiada energia maligna, Tyrfas, por fim, corrompeu-se e seu corpo foi congelado. Agora, ele acredita que todas as criaturas devem pagar pelos seus carmas ruins por meio de punições severas."
CREATURE_STORY_32320,"Feiticeiro Draconiano que foi o escudeiro do Comandante Draconiano durante a Guerra dos Demônios. \nEle massacrou vários Dragões, engolindo suas almas, e continuou caçando os Dragões do continente mesmo depois da guerra.\nApós devorar inúmeras almas, quase além do seu limite, ele ganhou um forte poder e voltou à razão, \nmas a sua alma havia se tornado monstruosa, cruel e perversa."
CREATURE_STORY_32206,"Na chama abissal do Vulcão de Dragia, um local de onde ninguém consegue se aproximar, há um Portão do Purgatório.\nO portão era intensamente vigiado por Nyogtha, o Guardião do Portão do Purgatório. \nNo entanto, desde que o portal dimensional o afastou do portão, Nyogtha está espumando de raiva e rosnando com caninos sangrentos."
CREATURE_STORY_3418,"Um Homem-Lagarto guerreiro que perdeu a sanidade no experimento de Malduk.\nQuando Izakerr estava se afogando em escuridão, Malduk, que fez contato com outras tribos de Homens-Lagarto, capturou Lakreil, o mais forte dentre as tribos de guerreiros insubordinados, e fez dele uma cobaia como punição.\nGanância foi o que preencheu a mente de Izakerr, mas para Lakreil, foi fúria. A fúria interior foi totalmente direcionada para Malduk, e ela perturbou o ladrão de almas. Após tentativas de controlar Lakreil, Malduk decidiu deixá-lo em paz."
CREATURE_STORY_5503,"Conhecida como uma deusa em um reino subterrâneo perdido na história.\nEssa antiga criatura possui um tronco humano, asas de um fera e a parte inferior do corpo de uma serpente.\nTambém é conhecida como uma das primeiras criaturas deste mundo.\nEla fez apenas uma coisa como ‘deusa’.\nConceder os desejos dos fiéis que finalmente a encontraram, após muitas provas e turbulências.\nEmbora ela tenha concedido esses desejos...\n\ncada desejo tinha um preço.\nQual poderia ser o preço exigido pela Deusa Abissal?"
CREATURE_STORY_33002,"Uma única picada dessa aranha venenosa, reforçada pelo veneno de Rotmarsh, é tudo que essa predadora precisa para derrubar sua presa. Curiosamente, essa aranha não costuma tecer teias. Ela fica escondida no pântano para surpreender sua comida com suas longas pernas frontais."
CREATURE_STORY_33027,"Dos Guardiões que foram enviados para vigiar as maiores instalações dentro do antigo Reino Tecnomágico, este Guardião teve o papel de agir como sua torre de comando. Seu tamanho massivo e poder destrutivo são inigualáveis."
CREATURE_STORY_70100,"É um tipo de Demônio Ancião que nasceu do Fogo do Inferno do Pandemônio que em um passado distante foi selado pelas mãos do Rei-Deus Ancestral após aparecer no mundo físico.\nSer maligno que, com o enfraquecimento do selo causado pelo surgimento repentino de uma enorme escuridão, pretende recuperar a liberdade e arruinar o mundo físico."
CREATURE_STORY_70200,"O Lobisomem que, enfeitiçado pela lua cheia da escuridão, escolheu o caminho errado.\nOriginalmente, o Lobisomem é uma espécie que absorve e usa poder da lua mas Skaavir, por desejar obter mais poder, acabou absorvendo até a escuridão dela.\nNo final das contas, nasceu um novo animal impiedoso que perdeu o orgulho de guerreiro e que surge apenas à luz vermelha da lua cheia."
CREATURE_STORY_70300,É uma espécie de espírito maligno incomum na forma de um cavaleiro sem cabeça.\nDiz a lenda que empunha uma poderosa espada mágica à procura de uma nova cabeça que seja compatível a ele.
CREATURE_STORY_70400,"É um demônio atípico que tem um espírito silencioso e cruel.\nUm demônio que luta há muito tempo e vive apenas para a batalha, a única coisa que deseja é - ver o sangue do inimigo.\nNo passado ele foi derrotado por guerreiros humanos, perdeu uma mão e foi selado, mas o poder das trevas quebrou o equilíbrio do mundo, levando-o ele de volta a linha de frente."
CREATURE_STORY_71001,"É um dos três grandes guardiões de Sekireinel, criado pelo próprio Rei-Deus Ancestral, Cain.\nImet, que simboliza a terra, a areia e o corpo, é uma estátua de pedra mágica que tem o formato de leão e figura humana.\nAssim como a terra sólida, como a perpétua areia do deserto, representa viver com orgulho e também simboliza a importância e a grandeza de um corpo forte.\nDiz-se que possui a força mais intensa dentre os três grandes guardiões e toda vez que a arma de Imet é usada, a terra se divide e gera um terremoto."
CREATURE_STORY_71002,"É um dos três grandes guardiões de Sekireinel, criado pelo próprio Rei-Deus Ancestral, Cain.\nMusama, que simboliza a céu, o sol, o vento e a alma é uma estátua de pedra mágica que tem o formato de um falcão e figura humana.\nTambém simboliza o espírito profundo e puro do céu, e a poderosa força natural do sol e do vento do deserto.\nDiz-se que é o mais rápido dentre os três grandes guardiões, e que nada no mundo consegue escapar dos olhos de Musama."
CREATURE_STORY_71003,"É um dos três grandes guardiões de Sekireinel, criado pelo próprio Rei-Deus Ancestral, Cain.\nSekmaha, que simboliza o mar, a água e a vida é uma estátua de pedra mágica que tem o formato de um crocodilo e figura humana.\nÉ um guardião modelado com base na forma de um crocodilo, que tem o formato mais parecido com dragões que vivem na água. Criado para apoiar o Dragão-Deus Laias, simboliza a adoração ao fluxo da vida que conduz o mundo e à água, que desempenha esse papel.\nDiz-se que é capaz de usar a magia mais poderosa dentre os três grandes guardiões, e que possui uma parte da magia de Laias."
HERO_TITLE_1,Guerreiro da Espada Sagrada
HERO_TITLE_2,Sacerdotisa da luz
HERO_TITLE_3,Feiticeira do Purgatório
HERO_TITLE_4,Assassino Rápido
HERO_TITLE_5,Bárbaro das Terras Gélidas
HERO_TITLE_6,Rei dos Anões
HERO_TITLE_7,Caçador de canhões de mão
HERO_TITLE_8,Xamã do Relâmpago
HERO_TITLE_9,Demônio Sedutor
HERO_TITLE_10,Flecha Corta-vento
HERO_TITLE_11,Bruxa Caída
HERO_TITLE_12,Imperatriz Pirata Maldita
HERO_TITLE_13,Grande Erudita Elidoran
HERO_TITLE_15,Cavaleiro da Defesa Férrea
HERO_TITLE_16,Guia Espiritual
HERO_TITLE_17,Caçador da Sombra
HERO_TITLE_18,Relâmpago
HERO_TITLE_19,Feiticeiro do Dragão de Gelo
HERO_TITLE_20,Fortaleza de Aço
HERO_TITLE_21,Lutadora de Vento
HERO_TITLE_22,Atiradora da Nevasca
HERO_TITLE_23,Chama do Diabo
HERO_TITLE_24,Rufião Sagrado
HERO_TITLE_25,Cadáver do Alabastro
HERO_TITLE_26,Princesa Violeta
HERO_TITLE_27,Escriba Eterno
HERO_TITLE_28,Lâmina Esvoaçante
HERO_TITLE_29,Criança do Luar
HERO_TITLE_30,Sacerdotisa da Água
HERO_TITLE_31,Flecha do Arco
HERO_TITLE_32,Realeza de Sangue Vermelho
HERO_TITLE_33,"O Cutelo das Dimensões,"
HERO_TITLE_34,Tecnomaga Real
HERO_TITLE_35,Lobo Prateado de Batalha
HERO_TITLE_36,Julgamento de Lua
HERO_TITLE_37,Lâmina do Silêncio
HERO_TITLE_38,"O Sangue Amaldiçoado,"
HERO_TITLE_39,Ventos da Tentação
HERO_TITLE_40,Cavaleiro da Lealdade
HERO_TITLE_41,A Perigosa Médic
HERO_TITLE_42,Relojoeiro da Vida Eterna
HERO_TITLE_43,Devoradora de Demônios
HERO_TITLE_44,Donzela de Aço
HERO_TITLE_45,Caçadora de Dragões
HERO_TITLE_46,Príncipe das Tempestades de Areia
HERO_TITLE_47,Costureira Misteriosa
HERO_TITLE_48,Mensageira amável
HERO_TITLE_49,"Desbravadora do Destino,"
HERO_TITLE_50,"Mercador de Veneno,"
HERO_TITLE_51,Guardiã do Sol
HERO_TITLE_52,A Bala da Punição
HERO_TITLE_53,A Hospedeira de Maldições
HERO_TITLE_54,Adorável Espírito Maligno
HERO_TITLE_55,Sombra do Abismo
HERO_TITLE_56,Sede eterna
HERO_TITLE_57,Filha da Tormenta e do Mar
HERO_TITLE_58,Dançarina do Oásis
HERO_TITLE_59,Santo das Bênçãos
HERO_TITLE_60,Inquisidora de Sangue e Ferro
HERO_TITLE_61,Arrogância Obsidiana
HERO_TITLE_62,Fé de Prata
HERO_TITLE_63,O Furacão Azul
HERO_TITLE_64,Imperatriz da Luz
HERO_TITLE_65,Serva do Azul
HERO_TITLE_66,Ária da Fantasia
HERO_TITLE_67,Epítome da Tecnomagia Ancestral
HERO_TITLE_68,Olhos Devoradores da Escuridão
HERO_TITLE_69,O Apostador Ilusório
HERO_TITLE_70,Vento Rubro da Justiça
HERO_TITLE_71,Felina do Cristal Escarlate
HERO_TITLE_73,Tipo 0
HERO_TITLE_75,O Sábio do Lago
HERO_TITLE_78,Espada Destrutiva
HERO_TITLE_87,Escudo do Império
HERO_TITLE_90,Garota Sonhadora
HERO_TITLE_91,Fera da Arena
HERO_TITLE_92,O Olho do Discernimento
HERO_TITLE_93,O Leal Guardião do Portão
HERO_TITLE_94,A Chef dos Heróis
HERO_TITLE_95,Guarda Chefe da Crueldade
HERO_TITLE_96,Vento da Pureza
HERO_TITLE_97,Instrutora de Artilharia
HERO_TITLE_98,Rei-Deus da Imortalidade
ITEM_STORY_1001,"Uma Espada Sagrada lendária cedida ao mundo por Lua. Esse artefato lendário se materializou há 100 anos quando os Demônios invadiram o Continente Orbis por meio do Portal Dimensional. De acordo com a lenda, o Rei Herói Kyle usou essa espada para perfurar o coração do Senhor das Trevas, Angmund, e pôs um fim na guerra. No entanto, os dois simplesmente desapareceram, e apenas Aea permaneceu."
ITEM_STORY_1002,"Os Anjos dizem ser mais próximos de Lua do que qualquer outra raça. Quando um anjo de alta patente morre, seu âmago é transferido para o refúgio dos anjos para ser ressuscitado. No entanto, um anjo desses, Rosmerta, concedeu seu âmago à Igreja de Lua. Este cajado sagrado foi criado a partir da energia divina do âmago."
ITEM_STORY_1003,"A essência da Primeira Chama do mundo. O Senhor Elemental do Fogo concedeu esta bela joia a um humano que entrou em contato com ele. No decorrer dos tempos, a joia acabou nas mãos de um arquimago, que a transformou no núcleo do seu cajado. Mais tarde, o arquimago presenteou seu precioso discípulo com o cajado."
ITEM_STORY_1004,"O grupo de assassinos conhecido como a Máscara Sorridente tem dominado o submundo de Orvel por muito tempo. Somente o melhor assassino da Máscara Sorridente recebe permissão para empunhar este terrível par de punhais. Dizem que os ferimentos causados por estes punhais nunca se curam, e que suas vítimas inevitavelmente sangram até a morte. De acordo com a lenda, eles foram feitos a partir da foice da Morte."
ITEM_STORY_1005,"Dizem que existe uma fera sagrada que protege os Bárbaros da Montanha Gélida da Terra dos Ventos. Essa fera, capaz de dissipar o poder da escuridão, é supostamente uma fênix azul feita de gelo. A arma Numinu foi criada à forma dessa fera, e seu nome significa “sagrado”. Ela foi fabricada com um gelo encantado que nunca derrete. Considerada uma relíquia sagrada entre os Bárbaros, essa arma é concedida ao seu guerreiro mais poderoso. O portador desta arma é o mais forte guerreiro dos Bárbaros e pode ser considerado o rei desse povo."
ITEM_STORY_1006,"Os Dragões Sombrios são Demônios criados para matar os dragões, os mediadores deste mundo. Durante a guerra de 100 anos atrás, esses Dragões Sombrios mataram e devoraram inúmeros dragões. Alguns dos dragões que sobreviveram enlouqueceram pela fúria e vergonha, e, por fim, se transformaram em Dragões Loucos. Eles não são nada além de monstros gigantes movidos por seus instintos destrutivos. Phillop e seus Anões caçam esses Dragões Sombrios e Dragões Loucos desde a Guerra dos Demônios, coletando seus restos para forjar itens lendários."
ITEM_STORY_1007,"A obra-prima destruidora e artística de um peculiar inventor Goblin. Este canhão de mão tem o poder de fogo mais intenso com o qual único Goblin é capaz de lidar fisicamente. Apesar da perigosa quantidade de pólvora usada, esta arma, felizmente, ainda não explodiu."
ITEM_STORY_1008,"Um cajado que se assemelha à ave-tempestade de quatro asas. De fato, ele foi criado a partir de uma pena de uma ave-tempestade, uma fera considerada sagrada entre os Orcs de Vento Celeste. O cajado tem o poder de se comunicar com o céu, decifrar o clima e controlar o ar. Para um xamã de Vento Celeste que usa o poder do relâmpago, este cajado é o que há de melhor."
ITEM_STORY_1009,"Uma foice letal que se ajusta ao seu portador, Epis. Ela ceifa as almas daqueles que se aproximam para admirar sua beleza. Criada a partir do interior do próprio corpo de Epis, a arma é bem parecida com o súcubo. A foice proporciona prazer extremo às suas vítimas antes de absorver sua energia vital. Parece que, de certa forma, Epis tentou mostrar algum tipo de bondade com essa arma."
ITEM_STORY_1010,"Um arco abençoado com o sopro de Sylph, a Elemental do Vento. Apenas uma pessoa de caráter nobre pode brandi-lo. Quando a corda do arco é puxada, a arma gera uma flecha mágica letal criada com o sopro da elemental. Guiado pela Elemental do Vento, a flecha nunca erra seu alvo, independentemente de onde o adversário esteja se escondendo. Selene tem laços especiais com elementais desde a infância. Ela era particularmente chegada a Sylph, que enfeitiçou seu arco como prova da sua amizade."
ITEM_STORY_1011,"Um corvo misterioso capaz de viajar entre dimensões. Sua inteligência e perspicácia certamente não são como as de um mero pássaro. Na verdade, ele é um monstro cheio de energia sombria, tal como demônios. De fato, dizem que esta fera é tão poderosa quanto um Demônio de alta patente. Alguns alegam que, às vezes, ele sobrevoa os campos de batalha falando em línguas humanas. Boa parte da identidade dessa criatura ainda é rodeada de mistério."
ITEM_STORY_1012,"Quando Miruru reinava como a imperatriz pirata, ela era temida pelos marinheiros e era considerada uma grande ameaça às forças navais de Orvelia e ao império. Os canhões do seu navio eram particularmente aterrorizantes para a Marinha. O mais potente deles era o Leviatã, o canhão principal do navio. Após ser amaldiçoada, ela pegou uma única coisa e fugiu da sua tripulação amotinada. O que ela levou consigo foi o Leviatã, o canhão mais potente em seu arsenal. Seu valor como arma é, na verdade, muito mais valioso que qualquer quantidade de ouro ou espólios. Após várias modificações, o que outrora era o terror dos mares agora serve de artilharia móvel."
