KEY,Russian
ITEM_STORY_1075,"Сокровище, которое было спрятано в глубоком месте озера Эретана, на родине Дакариса.\nВ нём накоплена многолетняя мудрость и магия ящеров.\nC виду может показаться обычным предметом,\nоднако в зависимости от своего хозяина, данный магический предмет может проявить необычайно мощную силу."
ITEM_STORY_1078,"Имя этого меча буквально означает «ненасытный», «вечно алчущий».\nОн может поглощать любую энергию, неважно, злую или святую, и превращать ее в свою собственную.\nУ него также есть воля и характер, который, стоит отметить, отличается импульсивностью, ветреностью и злобой.\nДаже королева Артемиа не знает истинной причины, по которой этот меч был сокрыт в подземелье главной церкви Пентеонии, но поговаривают, что в стародавние времена Таргарий был Повелителем тьмы.\nКонечно, это маловероятно, учитывая его легкомысленность, но что в нем определенно таится разрушительная сила."
ITEM_STORY_1087,"Щит и меч-пистолет, изготовленные по последнему слову техники инженерами империи.\nМеч-пистолет – прототип, созданный отделом механических разработок «Магос Лефлам»\nи предназначенный для поражения нескольких противников на короткой дистанции.\nЩит позволяет парировать и контратаковать удары противников,\nа также обладает способностью поглощать и рассеивать получаемый урон.\nЭти вещи Гленвис получила в подарок от императорской семьи\nв качестве признания ее рыцарских достижений.\n"
ITEM_STORY_1090,"Корзинка, которую Мэй всегда берет с собой, когда отправляется на поиски новых интересных товаров. Эта корзинка поистине бездонна, и все, что попадает в нее, начинает весить легче перышка. Благодаря этому Мэй приносит из своих путешествий невероятное количество предметов. На первый взгляд может показаться, что в корзинке находится еда для пикника, однако, по слухам, когда Мэй куда-то отправляется, она кладет в корзинку... А это еще одна тайна, которую скрывает Мэй."
ITEM_STORY_1091,"Эта пара перчаток была выкована специально для Глада. Он получил их в награду за победу на арене Орвела. Кажется, они были выкованы из пары легендарных перчаток, которые принадлежали человеку по прозвищу «Бог Войны», жившему сотни лет назад. Эти перчатки предназначены для нанесения серьезных увечий противнику и значительно увеличивают силу своего владельца. Но цена при этом непомерна. Если владелец перчаток не отличается силой и ловкостью, то использовать их смертельно опасно. Однако Глад от природы очень ловок и силен, так что он видит в них только пользу и никаких недостатков."
ITEM_STORY_1092,"Ни одно важное решение в Союзе гильдий не принимается без ее одобрения. Заветная канцелярская принадлежность основателя Союза гильдий – перьевая ручка, идущая в комплекте с папкой. Ручка оснащена волшебным шариком, который использует для письма ману вместо чернил. Писать такой ручкой можно только на волшебном пергаменте, а стереть написанное не может никто, кроме владельца ручки. Также этой ручкой можно писать бесконечные тексты на волшебном пергаменте, и она обладает способностью находить нужное место в тексте по желанию владельца. Благодаря этой ручке эффективность Вероники значительно повышается – и не только на работе."
ITEM_STORY_1093,"Эту алебарду держала в руках статуя древнего хранителя, стоявшая на страже врат в лабиринт, который недавно обнаружили в подвалах дворца. Старая полуразрушенная статуя крепко сжимала алебарду, словно она была готова защищать лабиринт от любого проникновения извне. Ломан, который отвечал за раскопки лабиринта, почувствовал трепет при виде этой статуи и в почтении склонил перед ней голову. В тот же миг статуя выпустила из рук алебарду и начала разваливаться на куски. Сама же алебарда, казалось, не подверглась воздействию времени и была наполнена таинственной энергией.\n«Затем статуя выпустила алебарду из рук и начала разваливаться...»\nПроизнесла вслух Скарлет, читая отчет.\n«Так точно, мисс».\nСкарлет посмотрела на Ломана.\n«Какая непреклонная решимость выполнять свой долг, пока само тело не развалится на куски... Я знаю одного такого человека».\n«Простите, мисс?»\nОн удивленно смотрел на Скарлет, которая с улыбкой протягивала ему алебарду."
ITEM_STORY_1094,"Волшебный горшок, который, по слухам, использовал легендарный шеф-повар из далёкого прошлого. Изготовлен из волшебного металла, незнакомого даже самому кузнецу Джину. Обладает способностью усиливать вкус и аромат еды, а также сохранять максимальное качество ингредиентов. Несмотря на свои чудодейственные свойства, используется своей владелицей довольно редко. Джуно настолько гордится своими непревзойдёнными кулинарными талантами, что, кажется, не хочет, чтобы люди считали это заслугой каких-то волшебных реликвий.\nВ результате, самое бесценное сокровище во всем кулинарном мире служит всего лишь декорацией в её таверне. Но в тот день, когда она всё же решится его использовать, мир станет свидетелем перехода кулинарного искусства на совершенно иной уровень."
ITEM_STORY_1095,"Булава главного стража Ники, с помощью которой она поддерживает порядок в темнице.\nСреди заключенных ее называют «Булавой Порядка».\nРанее эта булава переходила от одного главного стража Орвелии к другому, но вскоре после того, как Ники получила эту должность, она сломала булаву, когда разгоняла устроивших беспорядки заключенных.\n\nВот так незадача...\n\nНики посмотрела на сломанную булаву, затем перевела взгляд на заключенных. На глаза ей попался адский зверь Хартнон, чье тело было полностью покрыто рогатыми наростами.\nЖестокая ухмылка появилась на лице Ники.\n\n- Эй, ты! У тебя прекрасные глаза. Для такого куска мусора!\n\nВскоре глаз монстра уже был в кузнице Джина, который изготовил из него новую булаву для Ники.\nНовая булава подходила ей как нельзя лучше.\nРога, торчащие из булавы, распространяли вокруг себя порчу, а застывшее в зрачке монстра недовольство поражало врагов Ники терзающей душу болью.\nЗаключенные стали называть новую булаву Ники «Хартнон», в память о монстре, принесенном в жертву при ее изготовлении.\nНики чувствует ни с чем несравнимое воодушевление, когда избивает заключенных своей булавой."
ITEM_STORY_1096,"В Башне вызова был найден чертеж, и из осколков, оставшихся после восстановления реликвии, был изготовлен этот древний щит.\nЩит наполнен множеством древних защитных заклинаний, их количество до сих пор неизвестно.\nДаже сама Дозарта не до конца изучила все возможности этого щита,\nно, похоже, она с этим и не спешит.\n«У меня еще столько времени, успею наиграться с этим щитом и узнать все его способности», – был ее ответ.\nОхрана Башни вызова настолько скучное занятие, что даже тренировка навыков расценивается Дозартой как развлечение."
ITEM_STORY_1097,"Таинственное оружие, созданное на основе всего мастерства Ханэс.\nВ основном применяется на мишени, что разозлила её.\n\nОружие прозванное Зеро Тайп, Ханэс заряжает его особыми патронами из-за чего тело разъедается после попадания, периодически оружие заряжается электропатронами, не позволяя врагам Ханэс убежать далеко.\nКто бы мог сравниться с ней в изобретении столь невообразимого оружия, может генерал-майор знаменитой имперской Магос Лефлам или королевский техномаг Орвелии?\n\nВ прошлом, в расцвет своих сил, Ханэс после успешной операции по ликвидации контрабанды однажды услышала насмешку от зачинщика незаконной торговли - [Игровая площадка в той стороне, Играй в войну там]\nРазгневанная Ханэс сражалась изо всех сил, но было слишком много врагов, в результате чего она не поймала зачинщика и ей пришлось отступить.\n\nОна несколько дней и ночей не могла забыть упущенного врага, что обсмеял её, поэтому, когда была повторная незаконная сделка она появилось вместе со своим удивительным оружием.\n\nВ тот день ликвидация кончилась лишь одним патроном.\nВместе с её словами: 'Поиграю-ка я немножко на моей площадке'."
ITEM_STORY_1098,"Оружие, изготовленное из священных материалов, вручную собранных мудрым Атермосом, одним из наследных королей Секирейнеля, мудрейшим королём, что получил божье откровение. \nКак и подобает оружию, которое использовал король, почитаемый как бог мудрости, Тайраникус способен проникнуть в сердце своего хозяина. Существует также легенда, что лица, не имеющие права на трон, не то, что не имеют право держать в руках оружие, но даже могут быть убиты Тайраникусом. \nПосле смерти Атермоса, Тайраникус украшал место прямо позади трона, словно сияющее солнце, и оставался символом власти и авторитета королей, правивших Секирейнелем. Но когда Кэйн протянул руку к Тайраникусу накануне коронации, оружие осветило его, словно солнце, наконец встретив истинного хозяина."
ITEM_STORY_101001,"Руна, указывающая на принадлежность ее владельца к служителям богини света Луа. Руна властности – реликвия церкви Луа, она даруется рыцарю, владеющему Священным мечом Эа. Руна властности отбрасывает врагов назад силой света и повышает АТК и мораль героя."
ITEM_STORY_101002,"Перо стража солнца. Перо ангела, который спас человечество, сражаясь с демонами в войне прошлого. Оставленное им перо – напоминание, что он вернется, как только миру опять будет угрожать опасность. Реликвия церкви Луа, которая излучает священные солнечные лучи, ослепляющие врагов."
ITEM_STORY_101003,"Этот свиток оставила в Башне мудреца величайшая волшебница огня в Орвелии Веста, известная также под прозвищем «Богиня Огня». Он наполнен великой силой, но его использование требует большого расхода маны. Свиток адкого пламени находится под запретом, однако Клео забрала его из Башни мудреца и использует теперь, чтобы усилить свой «Огненный дождь»."
ITEM_STORY_101004,"Маска, сломанная Роем после ухода из «Смеющейся маски». Убийцы стараются нанести удар по жизненно важным органам цели, поэтому надевают маски, чтобы не выдать своих намерений жертвам нападения. Рой надевает треснувшую маску и подкрадывается к своим врагам со спины, а затем убивает их «Когтями-лезвиями»."
ITEM_STORY_101005,"Кружка короля варваров, который первым поселился в Заснеженных горах. Когда первый король варваров обосновался в Виндланде, он поклялся защищать Заснеженные горы и испил из этой кружки вместе со священными существами гор. Кружка варвара зачарована защитной магией ледяного волка, повышающей АТК «Торнадо» и эффективность «Заморозки»."
ITEM_STORY_101006,"Молот, который был подарен древнему королю дворфов духом земли за спасение Королевства полуросликов от нападений злого земляного дракона Ази Дахака. При использовании «Воплощения земли» этот церемониальный молот, благословенный духом земли, повышает защиту, а также дарует невосприимчивость к восстановлению ОЗ и эффектам контроля."
ITEM_STORY_101007,"Порох, изготовленный по опасному секретному рецепту Лакрака. \nЛакрак считал, что обычные взрывы не слишком действенны на поле боя, поэтому он использовал немного муравьиной кислоты и яда крапивы, чтобы добавить эффект оглушения. \nПри смешивании составляющих требуется невероятная аккуратность, поэтому Лакрак старается делать это наедине и в глубокой тайне, чтобы ему никто не помешал."
ITEM_STORY_101008,"Перо буревестника, хранителя дождя и грома. Верховные шаманы племени небесного ветра могут общаться друг с другом с помощью этих перьев. Шаманы использует это перо, когда применяют навык «Быстрый ветер», \nтак они сливаются с буревестником воедино и повышают АТК и скорость АТК всех союзников."
ITEM_STORY_101009,"Настоящее сокровище Эфис. Когда Эфис впервые попала в мир людей, ей очень понравилась человеческая культура, и она отправилась на маскарад. Там она увидела девушку, танцующую в красных туфельках на каблуках. Зрелище было настолько притягательным, что Эфис заключила с ней сделку в обмен на туфельки. Теперь она носит эти соблазнительные туфельки и причиняет своим врагам боль во время страстного танца."
ITEM_STORY_101010,"Наконечник стрелы, благословенный богиней охоты и луны. Только лучшие охотники эльфов могут владеть этой древней реликвией. Говорят, что богиня охоты и луны благосклонна к эльфам, которые оберегают ее священный лес, поэтому с помощью этой реликвии дарует им свою силу. «Серебряная стрела», наполненная силой богини, непременно поражает цель и усиливает наносимый лучником урон."
ITEM_STORY_101011,"Останки серого вестника, предвещающего крах. Это все, что осталось от ворона, влетевшего сто лет назад в церковь Луа перед самым падением Республики Грэй. Никто не обратил внимание на этого предвестника беды, кроме жрицы Марии, которая заботилась о нем до самой его кончины. Уже после своей смерти он помог Марии расширить область воздействия ее тьмы, наполнив ее своей темной энергией."
ITEM_STORY_101012,"Пушечное ядро с высеченной на нем эмблемой пиратов Мируру. Мируру до сих пор помнит дни своей былой славы в мельчайших подробностях: изображение акулы на ее трепещущем на ветру флаге и звуки пушечных выстрелов с ее кораблей. Воспоминания о тонущих вражеских кораблях все еще наполняют ее сердце радостью. Мируру использует особые пушечные ядра для атаки врагов и ждет, когда дни былой славы снова к ней вернутся."
ITEM_STORY_101013,"Символ единства друидов и Древа мира. Великие мудрецы Элидоры всегда поддерживали глубокую связь с Древом мира. Благодаря этой связи каждый раз, как друид применяет навык «Гнев леса», корни древа наносят врагам сверхъестественный урон, демонстрируя тем самым, что при необходимости природа тоже может постоять за себя."
ITEM_STORY_101015,"Руна Рыцарей-защитников Орвела. Все рыцари, вступающие в ряды Рыцарей-защитников, получают такую золотую руну с изображением льва после произнесения торжественной клятвы защищать королевство даже ценой своей жизни. \nРуна Рыцарей-защитников повышает решительность и преданность рыцарей и усиливает эффективность «Щита стража»."
ITEM_STORY_101016,"Украшение, которое использовалось в древности во время церемоний в память об усопших правителях. Внутри зеленого самоцвета находится кристаллизировавшаяся слеза мифического существа, ведущего людей к смерти. В этом украшении души умерших могут найти покой и умиротворение."
ITEM_STORY_101017,"Часть тела зверя Гелтания, жившего на дне Фонтана жизни. Этот зверь изрыгает вязкую тьму, и души тех, кто посмотрит ему в глаза, поглощает мощная темная энергия.\nТот, кому удается заполучить эти глаза, получает невероятные силу и мудрость. Когда Тимаэль попал в плен в пустыне Аэгина и был на пороге смерти, Мария дала ему этот глаз."
ITEM_STORY_101018,"Почетная медаль, которой награждают самого быстрого наемника. Говорят, это подарок от самого быстрого воина на свете по имени Герц. Если надеть эту медаль, тело наполнится легкостью, а владелец медали сможет предугадывать любое действие противника."
ITEM_STORY_101019,"Замороженная кровь духа зимы. Павел нашел ее в ледяной пещере и сделал из нее серьги. От них исходит жуткий холод, обжигающий их владельца, но зато они увеличивают ману Павла до предела."
ITEM_STORY_101020,"Говорят, что этот камень защищает душу от проникновения зла. Он испускает свечение только на закате, поэтому его очень трудно найти. Однажды, когда Дэмия была измождена прошедшей битвой, товарищ по оружию положил этот камень ей в руки. Пусть даже она больше никогда не увидит этого человека... Но Дэмия берет камень в каждую битву и делает все возможное, чтобы жертвы ее товарищей были не напрасны."
ITEM_STORY_101021,"Ритуальное подношение древних людей, поклонявшихся ветру. Считается настоящим сокровищем среди гарпий, владеть которым имеет право только самый могущественный воин. Как только кто-либо надевает эту маску, он сразу же получает возможность управлять ветром, а также наносить атаки со скоростью молнии."
ITEM_STORY_101022,"Боеприпас, выполненный на заказ легендарным кузнецом империи специально для Дины. Содержит порох, изготовленный из крепкой скорлупы яйца питты и челюсти драконьей черепахи. Несмотря на свой миниатюрный размер, обладает убойной силой, способной разрушить что угодно."
ITEM_STORY_101023,"Загадочный объект, добытый из вневременного разлома. Внутри этого предмета горит огонь, убивающий все живое. В нем сосредоточена энергия из другого измерения, которая так необходима Марии для осуществления своего плана."
ITEM_STORY_101024,"Четки, которые жрица света Эвелин из церкви Луа носила до самой смерти. Кажется, будто из этих четок раздается священный голос богини Луа, молящейся, чтобы мир не ввергся в пучину хаоса. Они наполняют тело святой энергией и увеличивают силу Бодуина до предела."
ITEM_STORY_101025,"Цветок из республики, которой больше не существует, известный также как «цветок границ», связывающих жизнь со смертью. Этот невероятно красивый цветок питается энергией разрушения. Если подарить его кому-то, то можно увидеть во сне последнее мгновение жизни этого человека."
ITEM_STORY_101026,"Кольцо, которым награждается волшебник при получении звания «Фиолетовый» в Башне мудреца. Оно принадлежало ведьме Эвкалете, жившей на Болоте мудрости. Сила кольца напрямую зависит от способностей его владельца. Для некоторых волшебников оно может стать источником бесконечной маны. Кольцо идеально подходит Аише, которая использует мощные манозатратные заклинания."
ITEM_STORY_101027,"Древний сборник колдовства, написанный авторитетными колдунами. Содержит принципы, лежащие в основе магии жизни и сотворения. Написан на неизвестном языке, в настоящее время расшифрована только его незначительная часть. Возможно, в этой книге скрыты знания, которые позволят волшебникам применять заклинания без каких-либо затрат маны."
ITEM_STORY_101028,"Роза, которая не вянет даже после того, как ее сорвали. Флусс очень любит этот цветок. Роза напоминает Флусс о долге рыцаря, благодаря чему онсобранирешителенво время боя."
ITEM_STORY_101029,"Легендарный ледяной цветок, растущий на никогда не тающих просторах Заснеженных гор Виндланда. Говорят, что он наполняет своего владельца чистой и прекрасной энергией. Благодаря этому цветку чистая энергия Луны сияет еще ярче."
ITEM_STORY_101030,"Образец утерянного навсегда древнего священного манускрипта, Книги хаоса. В этой книге, переданной на хранение жрице воды, содержались сведения о культуре, магии и других областях жизни той эпохи. Книга находилась в Золотом храме Потока вместе с Лайас, но пока жрица пребывала в забвении, большая часть манускрипта истлела. Уцелел лишь папирус Потока, который жрица использует для усиления своей способности «День воды»."
ITEM_STORY_101031,"Сфера души, принадлежащая судье ангелов по имени Пилье. Пилье, рожденный от первого пламени богини Луа, был наставником Арха и лучшим воином среди ангелов. Он был одним из тех, кто положил конец войне с демонами. К несчастью, ему пришлось использовать всю свою силу, поэтому он превратился в око небес, форму зародыша души, которую сейчас оберегает Арх."
ITEM_STORY_101032,"Кровь древней королевы вампиров. Чем чистокровнее вампир, тем большей силой обладает его кровь. Самая сильная кровь принадлежит древней королеве вампиров, поэтому вампиры, которые ее пьют, обладают бесконечной жизнью и маной. Однако эта кровь вызывает быстрое привыкание, поэтому пить ее нужно с осторожностью."
ITEM_STORY_101033,"Камень измерений – волшебный предмет, который пользуется популярность у путешественников сквозь измерения, так как обладает бесконечной энергией. Однако сила, которую дарует этот камень, напрямую зависит от способностей его владельца, поэтому только верховные маги могут раскрыть весь его потенциал."
ITEM_STORY_101034,"Чрезвычайно секретный код тайного сообщества техномагов. Обычному обывателю он кажется волшебством! Тайное анонимное сообщество техномагов «Вавилон» мечтает сделать магию доступной всем без исключения. Свои знания участники зашифровали с помощью секретного кода. Доступ к этим тайным знаниям получают только те, кто расшифрует код. Аннет сумела расшифровать чрезвычайно секретный код за 4 минуты и теперь использует его в качестве заклинания уничтожения."
ITEM_STORY_101035,"Руна знаменитых наемников, Стальных волков, которых еще называли «демонами сражения». Митра был известен как «Серебряный Волк». Даже после того, как Митра ушел из наемников, он продолжает хранить руну в качестве напоминания о том бое с имперским морским офицером."
ITEM_STORY_101036,"Печать, которую Рикардо использовал, когда давал обет воина света. При посвящении в воины света рыцари ставят печати со своими именами на торжественном документе с клятвой. Рикардо вложил в изготовление этой печати всю свою любовь к церкви Луа. \nС тех пор прошло уже много времени, но он все еще ее носит."
ITEM_STORY_101037,"Кинжал, который вручают убийце «Смеющейся маски» после успешного выполнения первого задания. Существует правило, согласно которому убийца должен всегда иметь при себе кинжал со кровью своей жертвы. \nКинжал тишины, который убийца носит с собой в качестве оберега, постоянно нашептывает ему о неотвратимости смерти."
ITEM_STORY_101038,"Связующий знак, содержащий ману неизвестного жреца. В юности с Иезекиилем часто случались приступы ярости. Если кто-либо оскорблял его мать, он давал волю своей горячей демонической крови. Позже он приходил в себя и с удивлением смотрел на свою израненную руку и испуганную мать. Однажды, когда он уже был постарше, у него случилась ссора с одним из старших жрецов церкви Луа. Иезекииль впал в исступление, однако когда он пришел в себя, рядом никого не было, а на его проклятую руку был нанесен связующий знак. Он попытался избавиться от него, однако магия жреца была слишком сильна. Как ни странно, с тех пор его приступы ярости прекратились, и он научился контролировать свою ману."
ITEM_STORY_101039,"Легендарный кулон золотого пламени. Легендарный золотой король сделал этот кулон, чтобы добиться благосклонности богини любви и красоты. \nЕго золотое очарование создает «Соблазнительные волны», которые заставляют всех любить его владельца и во всем с ним соглашаться."
ITEM_STORY_101040,"Наследие уничтоженной Республики Грэй. Сокровище, переданное почтенным придворным волшебником Республики Грэй Первому рыцарю Тэо, который как раз получил свое легендарное оружие – «Удар Молнии Легиос». \nЭссенция молнии обладает невероятной силой и повышает эффективность навыка «Взрыв молний»."
ITEM_STORY_101041,"Особое зелье по тайному рецепту наставника. Гениальный хирург и знаток анатомии, доктор Альдини, был наставником Медианы. Он рано распознал ее талант и поделился с ней невероятными знаниями в области медицины, о которых даже не подозревают в церкви Луа. Неизвестное зелье, которое было изготовлено по секретному рецепту наставника, усиливает эффект «Зелья Силы»."
ITEM_STORY_101042,"Шерсть вождя красношерстов, застрявшая в тени луны. Говорят, что мифическое создание, вождь красношерстов, использует тень луны во время полнолуния, чтобы путешествовать сквозь измерения и танцевать. Он танцует, пока тень от луны не исчезнет, и иногда его хвост может застрять в межпространственной ловушке. Этот мех яркоокрашенного мифического создания застрял на стыке времени и пространства и на мгновение остановил время. Одди вьет из такого меха нити и скатывает их в клубок, а затем использует их, чтобы повысить эффективность «Искажения времени»."
ITEM_STORY_101043,"Кристаллизированная душа великого демона Кураписа, который обладал способностью увеличиваться в размерах. Этот демон, побеждавший врагов за счет своей огромной массы, стал одной из первых жертв Виски в мире демонов. Однако победа достается не самым сильным, а самым умным, поэтому гигантский демон был уничтожен хитрой хищницей. Теперь Виска может использовать его способность и увеличиваться в размерах, когда пожелает."
ITEM_STORY_101044,"Первый магический объект, созданный фиолетовым волшебником. Подарок, который Аиша сделала собственными руками. Она подарила этот волшебный камень притяжения Присцилле, так как ей было жалко, что ее подруга тратит столько сил на «Танец бури». Теперь использовать «Танец бури» гораздо проще, а его эффективность еще выше."
ITEM_STORY_101045,Сочный стейк из драконьего мяса для истинных ценителей экзотических блюд. Вкус потрясающий. Священная энергия дракона наполняет все тело и увеличивает боевую выносливость Янни до предела.
ITEM_STORY_101046,"Волшебный меч, передающийся из поколения в поколение наследниками короля-бога. Для своего народа он был не меньшим символом спасения, чем оазис посреди пустыни, за что и получил свое название.\nДолгое время после падения королевства его местонахождение оставалось загадкой, пока Зафир, обнаруживший этот меч в частной коллекции оружия Кумуро, не выкупил его за баснословную сумму. \nТеперь, когда меч вернулся к законному владельцу, Зафир готов продолжить дело своего предка и стать величайшим из живущих."
ITEM_STORY_101047,"Одно из наследий, доставшихся Юрии от ее далекого предка, предсказательницы судьбы Ласифил.\nЭто необычное зеркало,\nнаполненное синей энергией, хранится\nв глубине повозки Юрии и не только показывает отражение, но и позволяет узнать судьбу.\nХотя Юрия способна увидеть судьбу в этом зеркале,\nдаже она не до конца понимает все, что оно показывает."
ITEM_STORY_101048,"В задней комнатке мастерской музыкальных инструментов «Аселерандо», которой управляет Рехатна, раз в несколько дней вечером проводится музыкальное собрание.\nКонечно, собрание называется музыкальным только для прикрытия, ведь его настоящая цель – обмен информацией между членами движения сопротивления.\nЭто не какая-то вечеринка, а именно музыкальное собрание, поэтому даже если звук инструментов будет громче, чем голоса людей, никто ничего не заподозрит. Более того собрание проводится в мастерской музыкальных инструментов, что обеспечивает ещё большее прикрытие.\nЕсли во время разговоров звук инструментов вдруг оборвётся, то и ход бесед тоже прерывается. Чтобы предотвратить такую нежелательную ситуацию, Рехатна собрала несколько инструментов, которые играют в течение долгого времени.\nОдин раз начав исполнение, они продолжают играть на протяжении многих часов, что во времена собрания всегда очень выручает."
