KEY,Spanish
ITEM_STORY_1070,"Un par de botas tecnomágicas hechas principalmente con la Piedra mágica de tempestad, que se encontró en antiguas ruinas tecnomágicas.\nEn cada ataque, la piedra mágica libera una onda de energía que le permite a su poseedor alcanzar una velocidad supersónica y un poder destructivo capaz de doblar pilares metálicos como si fueran de goma.\n\nDe hecho, fue Ricardo quien le dio a Cecilia la Piedra mágica de tempestad, el principal elemento de estas botas.\nSegún ella, Ricardo la tenía guardada, pero nunca le dijo cómo la obtuvo.\n\nUn día, Ricardo llegó al Imperio para visitar a Cecilia y ella le dijo que quería unirse a la Resistencia.\nPor su mirada, él se dio cuenta que estaba decidida.\nEntonces, le dio la Piedra mágica de tempestad y le dijo «Que el mundo entienda cómo te sientes».\n\nLuego, el ingeniero de la Resistencia, Landet, creó estas poderosas botas."
ITEM_STORY_1071,"Tijeras gigantes hechas con los cristales arcanos escarlatas del cuerpo de Kirze.\nTomó el diseño de las tijeras antiguas que usaba su madre en el pasado.\nEs un arma práctica que se puede blandir como una gran espada o se puede usar como un par de espadas al dividir las navajas.\n\nEstas tijeras, que tienen los rezos de la muchacha para que no haya más personas que sufran por los demonios,\npueden mostrar un poder aún más grande reaccionando a sus sentimientos."
ITEM_STORY_1073,"Un arma para el humano optimizado de clase 0 fabricada después de miles de intentos en uno de los laboratorios del imperio. \nEl humano optimizado de clase 0 destruyó todo apenas despertó en el laboratorio con el fin de encontrar un arma capaz de resistir su poder.\nAl final, rompió el cuerno del monstruo Caníbal, el cual era famoso por haberse tragado la soberbia de los 7 pecados. \nEste cuerno pasó por las manos de los mejores herreros del imperio y se convirtió en el Monolito lancero de sangre.\nLa llama del pecado arde en el interior del arma, y es imposible curar lo que perfora. \nLa sensación de atacar con esta arma es lo suficientemente placentera como para hacerle olvidar el apego constante a su memoria perdida."
ITEM_STORY_1075,"El tesoro de la tribu escondido dentro de las profundidades del Lago de Eretana, la tierra natal de Dakaris.\nEn él están acumulados cien años de sabiduría y magia de los hombres lagarto.\nAlberga el poder de una marea tranquila,\npero es un artículo mágico que puede llegar a tener un poder tan fuerte como el de un tsunami de acuerdo a la voluntad del usuario."
ITEM_STORY_1078,"El nombre de la espada significa “insaciable”, “aquella con el deseo eterno”.\nTiene el poder de absorber todo tipo de energía, maligna o sagrada, para usarla como si fuera propia.\nPosee voluntad propia y un carácter temperamental, disperso y cruel.\nNi siquiera la reina Artemia conoce el motivo real por el que la espada estaba sellada debajo de la iglesia central de Penteonia, pero según los rumores, Targarios había sido un Señor oscuro en el pasado lejano.\nPuede sonar improbable, teniendo en cuenta su carácter frívolo, pero no hay duda de que la espada tiene poderes devastadores."
ITEM_STORY_1087,"Un escudo y un sable pistola creados gracias a la ingeniería mecánica avanzada del Imperio.\nEl sable pistola, un prototipo fabricado por el Departamento de Ingeniería Mecánica de Magos Le'Flamme,\nes un arma mortal que fue diseñada para atacar a múltiples enemigos a corta distancia.\nEl escudo fue diseñado para evitar ataques enemigos y permitir el contraataque,\ny su capacidad de absorber y reducir los impactos es única.\nFue un obsequio de la familia real del Imperio\ncomo reconocimiento de los logros alcanzados por Glenwys tras unirse a los Caballeros.\n"
ITEM_STORY_1090,"Una cesta curiosa que May siempre la lleva donde sea que vaya en busca de nuevos materiales. Esta cesta misteriosa contiene una cantidad infinita de espacio, y le quita el peso a todo lo que entra. Esto permite que May lleve una cantidad ridícula de elementos de un solo viaje. A simple vista, podría parecer una cesta llena de comida para un picnic. Sin embargo, los rumores afirman que, siempre que la lleva a sus viajes de caza, la llena de... otras cosas dudosas. Al menos eso dicen."
ITEM_STORY_1091,"Un par de guanteletes personalizados forjados por Gladi. Son la prueba de su victoria en el campeonato en la Arena de Orvel. Supuestamente, se fabricaron a partir de un par legendario de guanteletes usados por un hombre que era conocido como el dios guerrero hace cientos de años. Estos guanteletes, especiales para aplastar al oponente, mejoran enormemente el poder de quien los utiliza. Sin embargo, el costo físico de usarlos es brutal y una persona normal no puede utilizarlos. A menos que el usuario sea increíblemente flexible y físicamente capaz de soportar el impacto de cada golpe, utilizarlos es casi suicida. Aun así, la flexibilidad y fuerza natural de Gladi le permite usarlos libremente."
ITEM_STORY_1092,"Se necesita su aprobación para procesar cualquier artículo importante en la alianza del clan. Un artículo de oficina preciado para el fundador de la Alianza del Clan. Una pluma y una carpeta juntos como parte de un set. La pluma tiene incrustada una bola de maná, por lo que requiere maná en lugar de tinta, y se debe usar con un pergamino mágico en el que no se puede escribir con una pluma común. Las letras escritas no se pueden borrar sin el maná de quien las escribió. Además, se pueden escribir textos en el pergamino mágico de forma ilimitada, y tiene una función que permite buscar aquello que uno ya había escrito. Gracias a esto, el trabajo de Verónica es mucho más eficaz. Sin duda, su uso resulta útil en el trabajo, pero en otro ámbito..."
ITEM_STORY_1093,"La alabarda que blandía una antigua estatua guardiana a cargo de defender la puerta del laberinto descubierto recientemente debajo del terreno real. La estatua vieja y erosionada sostenía la alabarda con firmeza, como si estuviera demostrando su determinación de proteger el laberinto contra los intrusos. Loman, que estaba a cargo de la excavación en el laberinto, sintió algo sublime frente a la estatua, imposible de describir con palabras, y mostró la debida cortesía. En ese momento, la estatua dejó caer la alabarda y comenzó a desmoronarse. La alabarda no mostraba señales del paso del tiempo, y estaba imbuida de una energía misteriosa.\n«Esa estatua se desmoronó repentinamente y soltó la alabarda...»\nDijo Scarlet, mientras echaba un vistazo al informe.\n«Sí, señora.»\nScarlet miró a Loman.\n«La honestidad inquebrantable de proteger un sitio hasta que colapse su propio cuerpo... Conozco a un hombre con esas características.»\n«¿Cómo dice, señora?»\nMiró a Scarlet con perplejidad mientras ella, sonriendo, le entregaba la alabarda."
ITEM_STORY_1094,"Una olla mágica que usó un chef legendario en el pasado lejano. Está hecha con un metal mágico que ni el herrero Jin había visto antes. Tiene el efecto de intensificar el sabor y el aroma de la comida, lo que maximiza las cualidades naturales de los ingredientes. Es un tesoro muy exótico, pero raramente usado por su dueña, Juno. Como se enorgullece mucho de su habilidad en la cocina, las personas suponen que no le gusta emplear artefactos mágicos de ese estilo.\nAsí, el tesoro más valioso del mundo culinario ahora no es más que una decoración en la posada de Juno. Cuando ella decida usarlo, sin embargo, el mundo será testigo de un nivel de cocina completamente nuevo."
ITEM_STORY_1095,"La maza que blande la jefa de la guardia para mantener a los prisioneros bajo control.\nSe la conoce como Maza de rehabilitación para los monstruos rebeldes en cautiverio.\nAunque va pasando de generación en generación de un jefe de la guardia a otro en la Prisión militar de Orvelia, poco después de que Nicky asumiera como nueva jefa, rompió una parte de la maza mientras atacaba sin piedad a los prisioneros.\n\n- ... ... ...\n\nEstaba observando la maza rota y luego desvió la mirada hacia los monstruos. La bestia infernal Hartnon, cuyo cuerpo estaba completamente cubierto de cuernos, llamó su atención.\nApareció una sonrisa cruel en el rostro de Nicky.\n\n“¡Tú! ¡Tienes un lindo ojo a pesar de ser un engendro despreciable!”\n\nTiempo después, el ojo del monstruo fue a parar a las manos del herrero Jin y se convirtió en la nueva maza de Nicky.\nEra perfecta para ella.\nLos cuernos que brotaban de la maza expulsaban una maldición atroz, mientras que el profundo resentimiento arraigado en la ofrenda del ojo del monstruo garantizaba un dolor insoportable.\nLos prisioneros comenzaron a llamar “Hartnon” a la nueva maza en honor a la bestia sacrificada.\nNicky sentía un intenso e incomparable placer cada vez que arremetía contra los prisioneros con su nueva maza."
ITEM_STORY_1096,"Un dibujo encontrado en la Torre del desafío y un escudo antiguo hecho con piezas de artefactos que se dejaron abandonadas después de alguna restauración.\nEl escudo cuenta con hechizos protectores antiguos, cuyos límites son desconocidos para todo el mundo.\nNi siquiera Dosarta conoce realmente sus poderes,\npero eso no le preocupa en lo más mínimo.\n'Tengo tiempo de sobra para probarlo y descubrir lo que puede hacer', afirmó.\nProteger la Torre del desafío era una tarea tan aburrida que incluso entrenar sus habilidades era un pasatiempo para ella."
ITEM_STORY_1097,"Misteriosa arma de fuego creada por Hanus con todo tipo de habilidades cuando estaba muy enojada.\nEs usada principalmente en aquellos que la han hecho enojar.\n\nLlamada HN-0, esta arma está equipada con balas especiales que pudren el cuerpo y en intervalos lanza balas que rastrean sus objetivos, haciendo el escape imposible.\nCon excepción a ella, solo personas como el jefe de investigación de Magos Le'Flamme o Annete, la genio tecnomaga de Orvel podrían crear un arma de fuego de este nivel.\n\nLa razón por la que esta arma fue creada es muy interesante...\n\nCuando Hanus estaba en un operativo militar de captura en un sitio de contrabando, un jefe de comercio de contrabando se burló de ella diciendo: 'El parque de diversiones está de ese lado, ve allá a jugar a guerritas'.\nFuriosa, Hanus peleó con todas sus fuerzas, pero tuvo que retirarse sin poder capturar al jefe que huía debido a que había demasiados guardias.\n\nEsto hizo que Hanus se enfureciera más y cuando llegó el día del siguiente operativo militar de captura, ella apareció con esta misteriosa arma.\n\nY ese día, la estrategia de la operación terminó con tan solo una bala.\nJunto con sus palabras: 'Tendré que hacer una travesura insignificante en este parque de diversiones'."
ITEM_STORY_1098,"Arma hecha a mano por Atermos, Rey de la Introspección, utilizando materiales sagrados siguiendo instrucciones divinas. Atermos fue un rey de linaje que gobernó el reino de Sekireinel, dándose a conocer por su gran sabiduría.\nSiendo el arma utilizada por el llamado Dios de la Sabiduría, esta arma tiene la habilidad de leer el corazón de su dueño y aquellos que no son dignos de convertirse en rey, no solo no podrán tomar a Tyrannicus, sino que recibirán un castigo de muerte impartido por él mismo.\nDespués de la muerte de Atermos, Tyrannicus se convirtió en un adorno y símbolo del poder y la autoridad del rey que gobierna el reino de Sekireinel, iluminando la parte trasera de su trono como un sol. Durante la coronación de Cain, Tyrannicus extendió la mano para iluminarlo como si hubiera encontrado a su verdadero dueño."
ITEM_STORY_101001,"Una runa que prueba que una es un agente de Lua, la diosa de la luz. La runa de apoderado es un artefacto de la Iglesia de Lua, y se le entrega al caballero que empuña a Aea, la espada de la luz. La runa de apoderado aleja a los enemigos con el poder de la luz y aumenta el ATQ y la moral."
ITEM_STORY_101002,Pluma de la guardiana del sol. Pluma de un ángel que salvó a las personas al pelear contra los demonios en el pasado. Dejó su pluma como prueba de su promesa de regresar una vez más si el mundo entraba en caos. Un artefacto de la Iglesia de Lua que convoca rayos de sol sagrados para cegar al enemigo.
ITEM_STORY_101003,"Un pergamino escrito por la hechicera de fuego que era conocida como la diosa del fuego. Un pergamino que dejó la gran hechicera de fuego de Orvelia, Vesta, cuando estuvo en la Torre del Sabio. Es muy poderoso, pero también requiere mucho mana. Cleo tomó el pergamino del Infierno ardiente de la Torre del Sabio, que fue considerado un pergamino prohibido. Ahora lo utiliza para mejorar su lluvia de fuego."
ITEM_STORY_101004,La máscara que destruyó Roi cuando abandonó a los asesinos de la máscara de risa. Los asesinos apuntan despiadadamente a los puntos vitales de sus enemigos y utilizan máscaras para reprimir sus emociones cuando eliminan sus objetivos. Roi enfrenta la máscara dividida y mata a sus enemigos desde atrás con sus garras de cuchilla para proteger a sus amigos.
ITEM_STORY_101005,"La jarra del rey bárbaro que primero se instaló en las montañas nevadas. Cuando el primer rey bárbaro se instaló en las Tierras del viento, juró convertirse en el primer guardián de las montañas nevadas y compartió esta jarra con los seres sagrados de las montañas. La magia protectora del lobo de escarcha infundido en la jarra bárbara aumenta el ATQ de vórtice y el efecto de congelación."
ITEM_STORY_101006,"Un martillo que el rey de los enanos antiguos recibió como regalo de los elementos de la tierra. Fue el primer regalo que el rey recibió por salvar el reino de los duendes de los ataques del malvado dragón de tierra, Azi Dahaka. Al utilizar la tierra encarnada, este martillo ceremonial, infundido con la bendición del espíritu de la tierra, aumenta la DEF con el poder del espíritu de la tierra y otorga inmunidad de recuperación de salud y control."
ITEM_STORY_101007,"Pólvora hecha con la receta secreta y peligrosa de Lakrak. \nLakrak creyó que las explosiones simples no eran lo suficientemente efectivas en términos de estrategia de batalla, así que agregó un poco de ácido fórmico y veneno de ortiga mayor para generar un efecto increíble. \nRequiere un proceso de filtración extremadamente preciso y lo utiliza en secreto para evitar el abuso."
ITEM_STORY_101008,"Pluma de un ave de trueno, guardián de la lluvia y los truenos. Los chamanes de alto rango de la tribu Skywind conversan a través de las plumas de un ave de trueno. Los chamanes utilizan este accesorio de pluma cuando utilizan el viento veloz \npara convertirse en uno con el ave de trueno, aumentando el ATQ y la veloc. ATQ. de todos los aliados."
ITEM_STORY_101009,"El artículo atesorado de Epis. Cuando Epis llegó por primera vez al mundo humano, se sumergió de lleno en la cultura humana y asistió un baile de máscaras. El baile de una muchacha con tacones rojos le llamó la atención, e hizo un trato con ella a cambio de esos zapatos. Epis utiliza sus tacones seductores y se deja llevar cuando inflige daño a sus enemigos con su baile."
ITEM_STORY_101010,"Punta de flecha infundida con la bendición de la diosa de la caza y la luna. Un artefacto antiguo que se pasa de generación en generación al mejor cazador élfico. Se dice que la diosa de la caza y la luna cuidaba a los elfos que protegían el bosque sagrado, y les prestó sus poderes a través del artefacto. La flecha de plata infundida con el poder de la diosa de la luna tiene un poder misterioso que permite a los usuarios vencer a sus enemigos y amplificar el daño."
ITEM_STORY_101011,"Cenizas de un mensajero gris que anuncia el final. Estas son las cenizas del cuervo que entró volando a la iglesia de Lua justo antes de que colapsara la República de Gray cien años atrás. Todos ignoraron al mensajero amenazante, y solo la clériga María se preocupó hasta su último día. Incluso después de su muerte, ha ayudado a María a ampliar su área de oscuridad al verter su energía oscura sobre ella."
ITEM_STORY_101012,"Bala de cañón infundida con el símbolo de los piratas de Miroru. Miroru aún recuerda vívidamente su pasado glorioso. Su bandera ondeante decorada con un tiburón y los sonidos de las explosiones que estuvieron a su cargo. Esos recuerdos apreciados de los barcos enemigos hundiéndose en terror aún forman parte de su corazón. Miroru utiliza balas de cañón especiales para atacar a sus enemigos, mientras espera que regresen los días de gloria."
ITEM_STORY_101013,Prueba de la unidad entre los druidas y el árbol del mundo. Los grandes sabios de Elidora siempre han mantenido un vínculo profundo con el árbol del mundo. Las raíces del Árbol del Mundo son prueba del vínculo profundo con los druidas. Atacan enemigos con daño supernatural cuando los druidas gritan a la Ira del bosque para mostrar la furia y hostilidad de la naturaleza.
ITEM_STORY_101015,"Runa de los caballeros guardianes de Orvel. Una runa de león de oro que se entrega a los caballeros cuando se unen por primera vez a los caballeros guardianes, junto con la promesa de que darán sus vidas para proteger al reino. \nLa runa de los caballeros guardianes respalda la voluntad de hierro y lealtad del caballero, aumentando la efectividad del escudo guardián."
ITEM_STORY_101016,"Un ornamento que se utilizó para las ceremonias de homenaje a la realeza difunta en tiempos antiguos. Dentro de la joya verde, hay una lágrima cristalizada de la criatura mítica que provoca la muerte a las personas. Se utiliza como un lugar de reposo para consolar el vacío dentro de las almas."
ITEM_STORY_101017,"Fragmentos de lágrimas de la bestia Heltanios que vivió en el fondo de la Fuente de la vida. Lanza intensa oscuridad y aquellos que ven sus ojos terminan con sus almas robadas por la poderosa energía oscura.\nAquellos que se conviertan en el amo de estos ojos obtendrán un gran poder y conocimiento. Cuando Dimael fue capturado en Aegina y estuvo al borde la muerte, María incrustó estos fragmentos de ojo."
ITEM_STORY_101018,"Una medalla honorable entregada al mercenario más veloz. Se dice que es un recuerdo de Hersz, el guerrero más veloz del mundo. Utilizar esta medalla hará que el cuerpo de quien la posea se sienta más liviano y podrán predecir los movimientos de los rivales."
ITEM_STORY_101019,"Sangre helada del espíritu del invierno. Pavel la encontró en el fondo de la Cueva de hielo y la convirtió en aretes. Se puede sentir un dolor severo y un intenso frío al utilizarlos, pero aumenta el mana de Pavel hasta el límite."
ITEM_STORY_101020,"Una piedra conocida por proteger el alma de ser absorbida por el mal. Solo brilla durante un poco durante la madrugada, así que es difícil encontrarla. Un día, cuando Demia estaba cansada de pelear, un compañero se la colocó en sus manos. Aunque fue un compañero que jamás pudo volver a ver... Demia siempre lleva esta piedra cuando sale al campo de batalla. Hace lo imposible por mantener su promesa de hacer valer los sacrificios que hicieron sus compañeros."
ITEM_STORY_101021,"Una ofrenda ritual de las personas religiosas antiguas que veneraron el viento. Es un tesoro precioso entre las arpías, y se dice que se entrega al guerrero arpía más poderoso. Cuando uno utilice esta máscara, podrá utilizar el viento libremente. Además, podrá atacar a la velocidad de la luz."
ITEM_STORY_101022,"Una escopeta que se solicitó al herrero legendario del imperio. Contiene pólvora hecha de un huevo robusto de una pita y el hueso de la mandíbula de una tortuga dragón. Se fabricó pequeña para que Rodina pueda utilizarla fácilmente, pero tiene el poder para destruir cualquier cosa."
ITEM_STORY_101023,"Un fragmento extraño proveniente de la Grieta dimensional. Dentro del fragmento, hay una llama que mata todo lo que esté vivo. La energía de su dimensión está condensada en el fragmento. Es absolutamente necesario para completar el plan de María."
ITEM_STORY_101024,"El rosario que la clériga sagrada, Evelyn de la Iglesia de Lua, utilizó hasta su muerte. Es como si la voz sagrada de Lua pudiera escucharse desde el rosario, rezando para que el mundo no colapse. La innegable energía sagrada envuelve el cuerpo y maximiza el poder de Baudouin."
ITEM_STORY_101025,"Una flor de la República que ya no se puede encontrar. También se la conoce como la flor de las fronteras que conecta la vida y la muerte, y se nutre de la destrucción. Una flor bellamente dolorosa. Si se la regalas a alguien, podrás compartir el último momento de vida de esa persona en un sueño."
ITEM_STORY_101026,"Un anillo otorgado junto con el título de Púrpura de la Torre del Sabio. Es un artefacto perteneciente a la bruja Eucaletus, que vivía en el Pantano de la sabiduría. El poder que despliega depende de la habilidad de quien lo posee. Para algunos, puede ser una fuente ilimitada de maná. Es perfecto para Aisha, quien usa potentes cañones mágicos."
ITEM_STORY_101027,"Antiguo códice de hechicería. Un códice escrito por hechiceros respetados que contiene los principios detrás de la magia que usa todo aquello que tiene vida y existe gracias a la creación. Está escrito en un lenguaje desconocido, por lo que solo es posible descifrar una parte. Si se descubre el sistema de este antiguo texto, tal vez se puedan usar hechizos sin costo alguno."
ITEM_STORY_101028,"Una rosa que nunca se marchitará, ni siquiera después de cortarla. A Fluss le encanta esta flor. Le recuerda los deberes de los caballeros, que son la base de su férrea determinación, su principal característica que le permite estar segurode símismoen el campo de batalla."
ITEM_STORY_101029,"Una legendaria flor de los campos nevados que floreció en la Montaña Nevada Tierra del Viento, un lugar donde la nieve nunca se derrite. Se dice que hace que la energía del cuerpo de su maestro fluya de forma clara y bella. Un artículo que hace que la energía pura de Luna brille aún con mayor intensidad."
ITEM_STORY_101030,"Parte del libro de las escrituras antiguas, el Libro del caos, del que fue arrancado. El Libro del caos es un libro compuesto de escrituras históricas que pasa de un Clérigo de agua a otro y contiene registros de la cultura, la magia y otros campos. Fue sellado en el Templo de la corriente dorado, donde permaneció junto con Laias, pero la mayor parte del libro desapareció mientras Laias dormía. Lo que queda del Papiro de la corriente es un hechizo de potencia del Festival de la corriente."
ITEM_STORY_101031,"El huevo alma del ángel árbitro Pilier. Pilier nació de la primera llama de Lua y es el amo de Arch. Pilier fue el mejor ángel guerrero y quien podía terminar la guerra contra los demonios. Pero, después de usar todo su poder, Pilier volvió a ser un ojo del cielo, que es la forma del huevo de alma. Actualmente, es Arch quien conserva su alma de amo."
ITEM_STORY_101032,"La sangre de la antigua reina vampira. Cuanto más pura es la sangre de un vampiro, más potente es su sangre de maná. La sangre de la antigua reina vampira es la mejor sangre de toda su especie, y los vampiros que la beben consiguen vitalidad y maná ilimitados. Es un tipo de sangre muy adictivo, por lo que hay que tener mucho cuidado al usarla."
ITEM_STORY_101033,"Un artículo necesario para los hechiceros que viajan a través de las dimensiones. La Piedra de Dimensión es una piedra mágica que es adorada por quienes viajan a través de las dimensiones, ya que contiene energía ilimitada. Sin embargo, el poder que otorga depende de la habilidad del individuo que la usa. Solo los hechiceros con una alta clasificación pueden usarla de modo eficaz."
ITEM_STORY_101034,"El código ultrasecreto de Babel, la sociedad secreta de la ingeniería mágica. Para la gente común, ¡simplemente magia! La sociedad secreta de tecnomagia, Babel, es una sociedad anónima cuyo mayor deseo es hacer que la magia esté disponible para todos. Ambas sociedades usaron una técnica tecnomágica como código secreto y solo permitieron su uso a quienes pudieran descifrarlo. Annette logró descifrar un código ultrasecreto en cuatro minutos y lo usa durante el proceso de aniquilación."
ITEM_STORY_101035,"Runa de los mejores mercenarios, los Lobos de Acero. Una runa que simboliza al grupo de mercenarios denominados Lobos de Acero, también llamados «los demonios del campo de batalla». Mitra recibió el nombre de «Lobo de Plata del campo de batalla». Incluso después de abandonar el grupo de mercenarios, Mitra lo lleva consigo como recuerdo de la batalla librada contra el oficial de marina del imperio."
ITEM_STORY_101036,"El sello que Ricardo usó para la promesa del guerrero sagrado. Cuando los caballeros son nombrados guerreros sagrados, dejan sus nombres en el certificado de juramento con sus sellos. Ricardo creó su sello teniendo en cuenta su afecto por la Iglesia de Lua. \nDespués de todo este tiempo, sigue llevándolo consigo."
ITEM_STORY_101037,Una daga que se otorga a quienes completan la primera misión de la máscara de risa. Existe una regla que dice que los asesinos siempre deben llevar la daga que tiene rastros de su objetivo. \nLa daga silenciosa que los asesinos llevan como amuleto les susurra constantemente historias de muerte.
ITEM_STORY_101038,"Una venda que contiene el maná de un clérigo desconocido. El joven Ezekiel solía perder el control de sí mismo bastante a menudo. Si alguien insultaba a su madre, lo que hacía era dejarse llevar por su ferviente sangre de demonio. Cuando volvía en sí, se quedaba mirando su brazo ensangrentado y a su aterrorizada madre. Una vez, cuando ya era mayor, Ezekiel se estaba deshaciendo de los demonios cuando empezó a discutir con un clérigo de Lua más grande que él. Como de costumbre, Ezekiel enloqueció. Cuando recobró el control de sí mismo, no había nadie a su alrededor, y se sorprendió al ver una venda en su brazo maldito. Cuando intentó quitársela, se dio cuenta de que la magia de un clérigo no era algo de lo que podía librarse tan fácilmente. Sin embargo, después de ese episodio, ya no enloqueció ni perdió la conciencia otra vez. Ha logrado tener un mayor control sobre su maná, que ahora se ha convertido en uno de sus artículos más preciados."
ITEM_STORY_101039,Un legendario collar hecho de llama de oro. El legendario rey de oro fabricó este collar de llama de oro para captar la atención de la diosa del amor y la belleza. \nSu fragancia de esencia de oro crea una oleada tentadora que hace sucumbir a cualquiera y provoca que quien lo lleve sea amado por todos.
ITEM_STORY_101040,"Legado de la derrotada República de Gray. Un tesoro que un respetado hechicero del palacio de la República de Gray le dio al primer caballero Theo, quien recibió el Golpe de Relámpago Legios. \nLa Esencia de Relámpago, que contiene la energía del golpe de relámpago, maximiza el efecto de la Explosión de Relámpago."
ITEM_STORY_101041,"Una poción especial que tiene las enseñanzas de un maestro. El doctor Aldini, un excelso cirujano experto en anatomía, es el maestro de Mediana. Aldini supo reconocer el talento de Mediana desde temprano y le enseño conocimientos médicos extraordinarios que nunca podría haber obtenido en la Iglesia de Lua. Esta poción, que es imposible de identificar y está hecha con la receta especial de su maestro, aumenta los efectos de la poción fortificante."
ITEM_STORY_101042,"La piel del jefe de los piel roja colgaba de la sombra de la luna. Se dice que esta mítica criatura, el jefe de los piel roja, usa la sombra de la luna durante los días de luna llena para viajar a través de las dimensiones y bailar. El jefe de los piel roja baila hasta que la sombra de la luna desaparece y, según se cuenta, a veces se engancha la cola en el camino. La piel de esta mítica criatura queda enganchada en la grieta espaciotemporal, lo que hace que el tiempo se detenga por un momento. Oddy aprovecha la piel de los rastros de las sombras de la luna para hacer una madeja, que usa eficazmente para distorsionar el tiempo."
ITEM_STORY_101043,"Forma cristalizada del alma del gran demonio Curapis, quien tiene el poder de aumentar de tamaño. Fue uno de los primeros demonios que Viska cazó en el Mundo de los Demonios, y se dice que usaba su corpulencia para dominar a sus enemigos. Pero la batalla no solo se trata de usar la fuerza, sino también de aplicar la inteligencia. Este demonio gigante fue derrotado y posteriormente engullido por una depredadora que supo actuar con astucia. El poder de aumentar de tamaño pasó a Viska, quien ahora puede usarlo a su antojo."
ITEM_STORY_101044,La primera herramienta mágica creada por una hechicera de Púrpura. El primer obsequio entregado por Aisha. Aisha creó esta herramienta mágica porque tenía pena de todo el poder que había consumido Priscilla al usar el Baile Turbulento. La Piedra de Gravedad hecha de maná libera la presión que sufre el cuerpo cuando se usa el baile turbulento e incrementa sus efectos.
ITEM_STORY_101045,Filete de costilla que permite degustar del lomo y del solomillo de un dragón al mismo tiempo. Su sabor es verdaderamente exquisito. La energía sagrada del dragón ingresa en el cuerpo y aumenta la energía para la batalla de Yanne al máximo.
ITEM_STORY_101046,"Una espada mágica heredada por los descendientes del rey dios. El nombre “oasis” hace referencia a cómo se usaba para ayudar a las personas en tiempos difíciles.\nTras la caída del reino, se ignoraba su paradero, hasta que Zafir la vio entre las colecciones de arte de Kumuro y la compró a un precio exorbitante. \nCon la espada de regreso a su justo descendiente, Zafir pudo heredar el alma de su progenitor, lo que maximizó su potencial."
ITEM_STORY_101047,"Uno de los legados de la adivinadora Lasiphil, una antepasada distante de Yuria.\nEste extraño espejo ahora se encuentra en la parte posterior del carro de Yuria.\nComo está cubierto por una energía azul,\nmuestra reflejos, pero también revela el futuro.\nYuria no logra comprender del todo lo que muestra,\npor lo que no puede interpretarlo por completo."
ITEM_STORY_101048,"En el cuarto trasero del taller Aselerando que opera Rehartna, se abre un concierto en las noches cada cuantos días.\nPor supuesto, solo es un concierto nominalmente; el verdadero objetivo es que los miembros de la Resistencia se reúnan e intercambien información.\nEs un concierto y no una fiesta porque así no es sospechoso que el sonido de los instrumentos sea más grande que la voz de las personas. Esto es posible gracias a que el lugar es un taller de instrumentos.\nComo la conversación puede ser interrumpida si la música se corta seguido, Rehartna ha reunido varias partituras largas que se pueden tocar como secuencia.\nHan sido de gran ayuda ya que una vez que empieza a tocar, no se detiene por horas."
ITEM_STORY_101049,"La moneda legendaria que, según se dice, ha cambiado el curso de la rueda de la fortuna, que iba en dirección de la destrucción total. Ophelia cree que fue arrojada por Vellekia, el espíritu de la suerte."
ITEM_STORY_101050,"Líquido medicinal que se fabrica hirviendo el polvo del septuagésimo arco iris y la lengua de Kiselaton, una bestia gigante capaz de cruzar el infierno. Está lleno de colores brillantes. Inmediatamente después de beberlo, se siente un ardor por dentro, pero se dice que quien lo bebe lentamente muere sintiéndose plenamente feliz."
ITEM_STORY_101051,"Se dice que el líder de los arcángeles tocará esta trompeta cuando se produzca la catástrofe que acabará con el mundo material. Según se cuenta, el sonido de la trompeta despertará a los guardianes, quienes bajarán a proteger esta tierra."
ITEM_STORY_101052,"Un precioso dije con una foto de la esposa y la hija ya fallecidas de Crow. Suele mirar la foto bastante a menudo mientras come un caramelo. En esos momentos, se lo puede ver con una profunda tristeza, pero su rostro también denota tranquilidad. Es un dije que valora más que a su propia vida, así que asegúrate de ni siquiera tocarlo. Aun si eres un dios, lo pagarás con tu vida."
ITEM_STORY_101053,"Shamilla sufrió la maldición de conservar todas las maldiciones del mundo en su interior,\npero también se la podría ver como una salvadora que aprisiona esas maldiciones.\nSu muerte significaría que todo el mal dentro de ella regresaría al mundo.\nEsta Jarra de las maldiciones que creó Shamilla se usa para recuperar las maldiciones que escaparon de ella."
ITEM_STORY_101054,"Cuando apareció Lavril, la gente la veía como un fantasma espeluznante y hizo correr rumores sobre ella.\nLa Iglesia de Lua llamó a los altos clérigos cercanos para que se encarguen de ella.\nLucias, el Santo de las bendiciones, y Baudouin, el inconformista, respondieron al llamado.\n\nCuando supieron de Lavril, la rastrearon con rapidez y la confrontaron.\nApenas la vieron, se dieron cuenta de que no era un fantasma común, sino la amalgama de niños fantasmas.\n\nSupieron al instante que no representaba una amenaza.\nSin embargo, la iglesia se había pronunciado. Los fantasmas deben ser exorcizados y, como clérigos, ellos debían purificarla y guiarla adonde pertenecía.\n\nLucias tuvo una idea diferente.\nLavril era un alma pura que no merecía un exorcismo y Lucias quería que pase al próximo reino cuando llegara el debido momento, como dicta la ley natural.\n\nLucias sacó un pañuelo, secó las lágrimas del rostro de Lavril y le indicó el camino hacia la luz y las enseñanzas de Lua.\nEste pañuelo le recuerda a Lucias, es la luz que la guía cuando está en problemas."
