KEY,ChineseSimplified
ITEM_STORY_101002,太阳守护者的翅膀羽毛，在久远的天族与魔族之间的战争中立下无数功劳与守护人们的天族的羽毛。世界面临危机之际，他留下了羽毛便离去了，这是代表他誓言会再回来的意思。露雅教团的圣物之一，召唤神圣太阳光影响敌人的视线。
ITEM_STORY_101003,被称为火之女神的火焰魔法师编着的卷轴，奥勒贝利亚历史上最伟大的火焰魔法师裴司塔停留贤者之塔的那段时期留下的卷轴，虽然以强大的效果为傲，但相对地也消耗非常庞大的魔力。克丽欧逃离贤者之塔时便将被视为禁书的炼狱卷轴一起带走了，目前她很顺利地运用那本书在强化自己的不足之处。
ITEM_STORY_101004,狞笑面具团的象征，罗伊离开暗杀团时粉碎的面具，必须惨忍攻击敌人要害的暗杀团为了抹煞自身的情感且无情地消灭目标，就要戴上面具控制自己的内心。罗伊凝视裂开的面具且选择放弃继续当无情的刺客，现在他迅速移动到敌人后方施展强力的凶残刃爪，只为了守护同伴。
ITEM_STORY_101005,最初定居于雪山的野蛮人王的酒杯。初代野蛮人王定居于风地雪山时宣誓说要成为雪山的守护者，并且与神圣的存在们共享野蛮人的酒杯。野蛮人的酒杯中蕴含了冰霜之狼的守护魔法，能提升漩涡斩的攻击力与冰冻效果。
ITEM_STORY_101006,大地精怪送给上古矮人之王的铁锤，邪恶地龙达哈卡的攻击导致矮人王国面临危机时，他拯救了王国，所以才会获得此一铁锤。蕴含大地精怪祝福的仪式铁锤在使用大地化身时会透过精怪之力提升防御力、回复生命值、以及形成对于状态异常的免疫力。
ITEM_STORY_101007,利用拉克拉克危险万分的秘密配方制成的火药。拉克拉克认为想要执行有效率的战术，光靠一般炸弹的破坏力根本就不够，炸弹中加入了极少量的甲酸和荨麻毒，增加使敌人陷入晕眩的效果。不过由于过程需要超精密的精炼，因为他担心被滥用，所以都非常低调。
ITEM_STORY_101008,雨和雷电的守护者雷鸟的羽毛。天风族的高阶萨满利用雷鸟的羽毛和牠们进行心灵上的交流。使用神速之风时，透过羽毛饰品与雷鸟合而为一的萨满可召唤奇迹让我军全体的攻击力与攻击速度达到最大化。
ITEM_STORY_101009,爱比丝的爱情道具。初次踏入人类世界后，爱比丝便心醉于人类世界，并且参加了假面舞会。舞会上穿着红鞋的小姐的舞姿深深吸引了爱比丝的视线，后来她透过某种交易变成了红鞋的主人。穿上诱惑皮鞋的爱比丝带着陶醉的心情赋予敌人痛苦，并且跳起轻快的舞步。
ITEM_STORY_101010,蕴含狩猎与月之女神加护的箭簇。是一种传承给最顶尖精灵猎人的上古神器，据说太古的狩猎与月之女神相当珍惜守护神圣之森的精灵，于是便透过神器赋予他们力量。蕴含月之女神力量的银箭具备神秘的力量，它会击倒眼前的敌人且增幅敌人的伤害量。
ITEM_STORY_101011,通知灭亡的灰色信使的骨骸。100多年前，克莱儿公国灭亡前飞来露雅教团的寒鸦的骨骸。一般人都轻视那象征厄运的信使，唯独牧师玛莉亚一直照顾牠直到寿命终结为止。尽管已经死了，灰色信使依然默默地发挥自己的闇黑力量协助扩张玛莉亚的闇黑领域且支持她。
ITEM_STORY_101012,刻印米露露海贼团象征的炮弹，米露露模糊的记忆中有着部分鲜明的画面。画有鲨鱼的飘扬旗帜、依照自己口令射击敌军舰队的炸弹声、以及看着敌人沉没的舰队感受到的快感，这些就像是昨天才发生过的事情一样浮现在脑海中。她一直在等待再次称霸海洋且成为女帝的那一天到来。米露露今天也在寻找新的伙伴。
ITEM_STORY_101013,德鲁伊与世界树的约束信物。艾莉朵拉的大贤者们代代都会和世界树缔结深厚的纽带关系，以世界树的根部当作深厚纽带的信物，德鲁伊每次施展森林之怒时都会向敌人展现世界树的意志，以突破性的伤害展现大自然的愤怒与敌意。
ITEM_STORY_101015,奥勒贝尔守护骑士团的印章，守护骑士团入团仪式时，在宣誓要为了守护王国而献上性命的同时，会颁发此一黄金狮子符文。\n守护骑士团的符文会提升骑士的意志与忠诚，进而发挥更强大的守护之盾的力量。
ITEM_STORY_101016,为了上古文明死去的王族们进行慰灵祭时使用的饰品。绿色宝石内有迷惑死亡引导灵物的泪之结晶体，使用在安抚灵魂空虚的安息处。
ITEM_STORY_101017,居住在生命之泉底部的怪兽赫塔尼奥思的眼珠碎块。弥漫一股黑暗，正面注视它的人会被强烈的黑暗之力夺走灵魂。\n相反地，若是成为它的主人，就能拥有源源不断的力量与慧眼。过去被派遣前往埃伊纳沙漠的迪麦一度成为俘虏而濒临死亡，玛莉亚将此一眼珠碎块镶嵌在他身上。
ITEM_STORY_101018,动作最快速的佣兵能获得的荣耀奖牌，据说是全世界最快的战士赫尔休的遗物。勋章携带在身上时，身体会变得相当轻盈，并能轻易预测对手的动作。
ITEM_STORY_101019,冬之精怪死亡时流出的血凝固而成的冰。沉睡在冰之洞穴最深处，帕菲发现后便制作成项链。戴上后会感觉到一股让内心都结冻的寒气与剧烈的疼痛，让帕菲的魔力达到极限。
ITEM_STORY_101020,据说它是一种会保护灵魂不被邪恶吸收的石头。因为只有凌晨时会短暂发光，所以很难轻易发现。在战斗后感到疲惫的某一天，同伴带着笑容将它交给了黛弥儿，虽然再也见不到那个同伴了…前往战场时黛弥儿一定会带着这个石头，为了不让同伴的牺牲白费…
ITEM_STORY_101021,崇拜风的上古宗教人的仪式祭品。鹰身人的贵重宝物，只会赋予战斗力最强的一名鹰身人战士。戴上面具后就能自由操作风，并且拥有超越光速的攻击速度。
ITEM_STORY_101022,委托帝国被称为传说铁匠的人制作的子弹。火药中含有捣碎的坚硬八色鸟蛋与龙龟颚骨，虽然罗迪娜是为了方便使用而制作此一子弹，但它却拥有能粉碎一切的可怕威力。
ITEM_STORY_101023,次元裂缝中掉落的诡异碎片。碎片内部有能烧毁一切的恐怖死亡之火，且凝缩次元的力量。若是想完成玛莉亚的计划，它是不可或缺的物品。
ITEM_STORY_101024,露雅教团的神圣祭司伊夫林一直到死都戴在身上的默珠。默珠中似乎传来露雅祈祷世界不会瓦解的神圣之音，无法拒绝的神圣力量让全身的血液沸腾，它让巴杜因的力量达到最大化。
ITEM_STORY_101025,已经再也看不见的帝国之花，据说它是连结生与死的「边界之花」，从破灭中获得养分。它是悲痛的美丽花朵，只要送此花朵送给他人，在梦中就能共享那个人的最后一刻。
ITEM_STORY_101026,在贤者之塔获得「紫色」称号时赐予的戒指，是居住在智慧沼泽的大魔女尤卡蕾度思的遗物。会依照持有者的能力而发挥力量，偶尔也会是无限魔力的来源。非常适合使用庞大魔力炮的爱纱。
ITEM_STORY_101027,上古咒术解析书。知名的术士共同编着的书，描述有利用万物呈现魔法的原理。因为包含未知的内容，目前只有部分可解析，只要调查出上古文字的系统，说不定就能自由使用想要的法术。
ITEM_STORY_101028,摘下后也不会枯萎且会维持其高傲姿态的玫瑰，弗鲁斯特别喜欢的花朵。它不断地提醒弗鲁斯身为骑士的责任感，而这也成为让弗鲁斯能信任自己投入战斗的强悍意志的根源。
ITEM_STORY_101029,生长在风地雪山永冻大地的传说万年雪之花。成为这朵花的主人后，体内流动的力量会变清新且绽放美丽的光芒，是能让露娜纯粹的力量更加绽放光芒的物品。
ITEM_STORY_101030,遗失的上古经典「浑沌之书」的摘要本。浑沌之书是传承给水之牧师的经典，包含一切事物的历史、文化、魔法等各种领域的纪录。这本书曾经和莱雅丝一起被封印在用黄金打造的流动神殿之中，但在她沉睡的期间内大部分的书却消失不见了，目前剩余的流动的莎草纸是潮汐庆典的强化咒语。
ITEM_STORY_101031,天族审判者菲黎埃的灵魂蛋，从露雅第一个火焰中诞生的菲黎埃是亚克的老师，同时也是天族最顶尖的战士，终结了古代天族和魔族之间的战争。但当他耗尽全部的力量后便回到灵魂蛋的状态－天眼，亚克一直都很小心翼翼保存师父的灵魂。
ITEM_STORY_101032,古代吸血鬼女王的血。吸血鬼的血缘越正统，就会拥有更强韧的生命与魔力之血。其中最高阶的就是古代吸血鬼女王的血，据说喝下她的血后，吸血鬼就会拥有无限的魔力与生命力。不过只要喝过一次后，就会不断地渴望鲜血，使用时需要多加注意。
ITEM_STORY_101033,次元移动魔法师的必备道具。次元之石是深受穿越次元与空间的人喜爱的魔法石，蕴含无限的能量。不过，能够牵引出多少力量就要凭个人的本事了，使用的结果有非常大的差异，只有高阶魔法师能熟练操作。
ITEM_STORY_101034,魔导工学秘密誓死团「巴培尔」的1级机密代码。魔导工学秘密誓死团巴培尔一直以来都梦想让一般人也能使用魔法，让魔法摆脱权力化，它是奥斐斯大陆最顶尖魔导工学者的匿名活动组织。他们使用机密代码提示最顶尖的魔岛工学技术，唯有解开代码者才允许使用。安妮特只花了4分钟就解开某人上传的1级机密代码歼灭密码，后来她便能使用歼灭行动。
ITEM_STORY_101035,大陆最强佣兵集团钢铁狼的印章。象征在战场上被称为恶鬼的钢铁狼佣兵团，对被称为战场银狼的米特拉来说，和帝国海军上校交手是他生平最有趣的一场战斗，为了纪念那场战斗，离开佣兵团后他依然收藏着此一印章。
ITEM_STORY_101036,圣骑士宣誓时使用的瑞卡德的印章。初次被分派为圣骑士时，骑士们会使用印章在誓约证书上签名，瑞卡德基于对露雅教团的爱而制作了印章留下名字，即使是经过长久岁月的今天也依然珍藏着此一印章。
ITEM_STORY_101037,完成狞笑面具团的第一项任务后获得的短剑。留有第一个目标痕迹的短剑是狞笑面具团暗杀团必须随身携带的物品，而这也是组织的铁则。如同符咒般携带在身上的沉默短剑会让刺客不断地听见死亡的私语。
ITEM_STORY_101038,蕴含未知牧师魔力的枷锁。对年幼的伊兹凯尔来说失控暴走就像是家常便饭一样，若是有人侮蔑母亲，他体内的魔族之血就会沸腾，当他再次清醒时，只看见手臂全都是血和伤痕，以及满脸惊恐的妈妈凝视着自己而已。随着时间流逝他也慢慢懂事了，有一天，独自在歼灭魔族的伊兹凯尔和身材如同山一样高大的露雅教牧师发生摩擦，当天他也和平常一样失控暴走了。当伊兹凯尔恢复神智时，被绑在自己受诅咒的手臂上的封印枷锁吓了一跳，尽管他竭尽所能想要挣脱，却无法轻易挣脱牧师的魔法。但自从那天之后，他失去意识完全失控的频率降低了，反而更能控制魔力，目前为止都当作必备道具使用当中。
ITEM_STORY_101039,传说中的黄金火焰项链。它是传说中的黄金王为了取得爱与美的女神的欢心而制成的黄金火焰项链，\n黄金香气深受许多人的喜爱，让能拉拢每个人的诱惑秋波变完美。
ITEM_STORY_101040,灭亡的克莱儿公国的遗产，克莱儿公国知名的宫廷魔法师送给获得雷吉欧斯的第1骑士希欧的礼物，\n凝聚红色落雷精华的赤雷精华会让雷电轰鸣的效果达到最大化。
ITEM_STORY_101041,参考老师指导特别制作的药水。天才外科医生兼解剖学权威者－阿尔迪尼博士是梅蒂安娜的老师，同时也是她的精神支柱。阿尔迪尼博士很早就看出她的才能，于是便传授她在露雅教团根本就无法想象且异想天开的医学知识。利用老师的特殊制作法制成的不明药水能加强执行有效战术所需要的强化药水。
ITEM_STORY_101042,受月影影响的赤绒族长的毛团。据说灵物赤绒族的族长满月时会透过月影穿越时空间且跳舞。赤绒族长经常都会因为太过于陶醉，在月影消失之际才匆匆忙忙离开，结果尾巴有好几次都卡在通道。因为灵物绚丽的毛被关在时空间的缝隙，所以储存了短暂的时间。欧迪一有空就会利用从月影痕迹中收集的毛制作时间的毛线团，扭曲时间时相当有用。
ITEM_STORY_101043,拥有巨大化力量的大恶魔库拉菲司的灵魂结晶化后的样子。据说他也是薇丝卡在魔界最先狩猎的恶魔之一，而且会利用庞大的身躯压制眼前的敌人。但战斗并不是光凭力量就能获胜，也必须运用头脑才行。伺机行动的捕食者在一瞬间就吞噬了巨大恶魔，后来薇丝卡获得巨大化的力量，并且能自由运用那股力量。
ITEM_STORY_101044,紫色魔法师创造的史上第一个魔导具。爱纱送的第一个礼物，普莉西拉每次使用狂涛之舞技能时都会消耗庞大的力量，对此感到遗憾的爱纱便制作了此一魔导具，重力魔力石具备强化的效果，就算使用狂涛之舞也不会对身体造成负荷。
ITEM_STORY_101045,可同时品尝到龙的里脊肉与腰内肉的丁骨牛排。它的味道让人神迷心醉，龙的神圣力量流入体内后，雅妮的战斗体力就能提升到最大值。
ITEM_STORY_101046,只传给新王正统血缘的灵验之剑。因为会用来帮助饱受折磨的百姓，所以被称为「绿洲」。\n文明灭亡后便再也没有这把剑的消息，得知库牧洛将它当作艺术品收藏后，查毕勒便以高价收购。\n最后这把剑回到嫡系手中，并且得以继承上古圣君的精神，它也让查毕勒的能力达到巅峰。
ITEM_STORY_101047,尤莉娅的先祖－预言者罗希毕尔留下的遗产之一，现在被装在尤莉娅的旅行马车后箱。这流淌着绿色气息的奇妙镜子，展现的不是站在它面前的人的样子，而是命运。尤莉娅虽然在某种程度上可以通过预感了解镜子里映照的部分内容，但就连她也给不出完美的解析。
ITEM_STORY_101048,蕾哈特娜运营的乐器工坊阿塞莱兰多的后面房间每隔几天就会举办一次傍晚音乐会。\n当然在表面上虽然只是一个音乐会，而真实目的是聚集反抗军所属人员交换情报。\n不举办派对而举办音乐会的原因是乐器声音大过交谈声音，又因为这里是乐器工坊，所以也不会让人起疑。\n如果音乐经常中断，交谈也会进行得不顺利，因此蕾哈特娜收集来了许多张可以一直连续演奏的联奏乐谱。\n由于一旦演奏开始就可以连续演奏好几个小时，所以每次都起到了很大的作用。
ITEM_STORY_101049,有一天突然掉落在转向破灭之路的命运转轮使其改变方向的传奇硬币。欧菲莉亚深信那是幸运精怪维雷基亚投下的硬币。
ITEM_STORY_101050,捣碎第七十个彩虹制成的粉末和穿越地狱的巨大怪兽奇赛拉顿的舌头一起熬制成的药，弥漫一股未知且晶莹剔透的光芒。喝下的瞬间就会扩散全身，但当事者却会在觉得幸福的情况下死去，是一种诡异的药物。
ITEM_STORY_101051,当导致物质世界趋向终结的灾难降临时，首席大天使便使用了此一喇叭，那是大天使第一次也是最后一次使用那个喇叭。听见喇叭声后，沉睡的守护者们便睁开双眼且为了守护这块大地而降临。
ITEM_STORY_101052,装有克洛死去的妻子与女儿照片的珍贵坠饰。他偶尔会滚动嘴里的糖果且凝视着坠饰中的照片，那种时候的他通常会露出既悲伤又温和的表情。由于那是和他性命一样重要的坠饰，所以若是随便乱碰，就算对方是神大概也难逃一死。
ITEM_STORY_101053,萨蜜拉是一个蕴含世界一切诅咒的诅咒之身，但同时也被视为是束缚一切诅咒的救赎者看待。她的死意味着整个世界的一切邪恶都将要再次回归世界，据说萨蜜拉亲手打造的此一诅咒之缸在重新回收诅咒时使用。
ITEM_STORY_101054,在刚确认了拉薇儿的存在时，就开始流传出现了可怕恶灵的传闻。\n露亚教团为了处置她迅速向附近的高阶牧师下达了召集令。\n此时接受召唤的牧师正是祝福圣者鲁西亚司和异端分子巴杜因。\n\n得知拉薇儿的存在后两人立马追踪拉薇儿的行迹，不久之后就和她碰了面。\n两位牧师在见到拉薇儿的瞬间就知道她并非普通的恶灵，并且知道她是聚集了无数孩童的灵魂所造就的，纯真灵魂的结合体。\n\n尽管她是个恶灵，但没过多久就知道她的本质并不坏。\n但是教团的命令是不可违背的。消灭恶灵并将拉薇儿的灵魂净化后引导至下一个世界是不可改变的任务\n\n但是鲁西亚司的想法不同。\n他认为比起将拉薇儿视作单纯的恶灵而消灭，因为她的灵魂无比纯粹，等时机成熟，帮助她进入到下一个世界才是正确的选择。\n\n鲁西亚司用手帕将因害怕而发抖的拉薇儿的眼泪擦干，伴随着女神露亚的教诲，让她看见可以走向光明的路。\n这神圣的手帕是留给拉薇儿的记忆之一，也是艰难时不让她迷失方向的光明灯塔。
ITEM_STORY_101055,上古文明时期，各个大陆的勇士为了消灭超自然的存在而集结在一起，而这就是摆放在勇士们桌上的蜡烛。\n老旧蜡烛燃烧着具备退魔力量的蓝色火苗，\n当邪恶势力触碰到火焰时，将会无法呼吸且全身干瘪变形。\n是赛莉亚将自己的剑再次磨利时最先使用的材料。
ITEM_STORY_101056,暗红色的口红，这个口红是用无法光荣死去的人的鲜血所制成的，\n那些抛下身为人类的尊严，不断渴求欲望的人，最终都只能成为爱儿琪的阶下囚，\n那些人就这样愉快地死去，说不定死后反而很高兴能变成爱儿琪的消耗品呢，\n当爱儿琪想要在猎物身上留下印记作为纪念时会使用此一口红。
ITEM_STORY_101057,黎莉雅的生日礼物，是老朋友仙人掌们制作的水壶。\n具备一股神秘的力量，无论怎么倒水、无论时间过了多久都会再次喷出全世界最清澈的水。\n但若是一次倒太多水时，龙就会闭上嘴巴。这是仙人掌们为了让还不熟练的黎莉雅能调节自身力量而设计的物品。
ITEM_STORY_101058,只会传给大陆最顶尖舞姬的传说面纱。\n戴上它跳舞就能迷惑他人的心，让其无法分辨是非。\n劳蒂亚取得面纱后便会利用迷人的动作诱惑敌人，藉此达成目的。
ITEM_STORY_101059,关于祝福圣者的圣痕的研究资料。\n虽然鲁西亚司拥有历届圣者的记忆，但也无法得知一切事物。露亚教团的牧师在调查有关圣痕的秘密后留下的文件，但即使如此依然无法解开所有的谜团。
ITEM_STORY_101060,赐予维尔吉亚魔法骑士团团长的戒指。\n象征帝国最优秀的魔法骑士团的荣耀及力量，\n在处理骑士团文件时也会当作印章来使用。
ITEM_STORY_101061,利用自己牙齿制成的尖锥柱，蕴含奈洛希思的强烈愤怒。\n利用此一尖锥柱攻击时，会结合奈洛希思的力量以可怕的速度袭向目标。\n它拥有能穿破一切的可怕威力，太接近的话，说不定会被波及而导致粉身碎骨。
ITEM_STORY_101062,奥勒贝利亚建国时为了称颂国王而制作的纪念旗帜。每次看见放在办公室的此一旗帜，对于那些摧毁国家的阿谀奉承的家伙、让父亲变成傀儡的奸臣们的愤怒就会顿时高涨，它能找回奥勒贝利亚驰骋整个奥斐斯大陆的荣耀，让史嘉蕾巩固王权的意志更加坚定。
ITEM_STORY_101063,神兽贝加尔的心脏。由于牠是靠食用漂浮世纪各地的光明与黑暗的元素维生，牠的心脏会因为元素之间的碰撞而产生庞大的雷电，能力较差的人随便乱触碰的话，可能会被其威力吸收而融为一体。但由雷电之核形成的索妮亚反而能吸收其力量，进而获得言语无法形容的魔力。
ITEM_STORY_101064,潘特欧尼亚王代代相传的王冠。前两任的暴君修复了部分损坏之处，并且在王冠镶嵌了名为「太阳魂」的红宝石，深具威严与耀眼的姿态让人自然而然感到敬畏与忍不住想要下跪。
ITEM_STORY_101065,索妮亚的水晶球偶尔会出现如同星光般的美丽物质，米芮安为了恶作剧而收集起来，但因为威力太卓越了，所以暗杀时也会使用。
ITEM_STORY_101066,希娅在森林中演奏《沉浸梦中的摇篮曲》的隔天，戴在希娅头上的花冠。修安海特说那是森林的妖精们为了报答她演奏音乐而制作的花冠，据说森林妖精接触过的物品具备让灵魂回复纯粹状态的力量。
ITEM_STORY_101067,卡菈的动力源，同时也是被遗忘的上古文明的最棒杰作之一。\n虽然它是安妮特创造拉斯卡尔时使用的技术的前身，但目前连她也未能掌握这项特殊技术的一切信息，是能持续创造出无限魔导力量的永动机。
ITEM_STORY_101068,利用咒术的魔兽－普瑞特雷格的头骨所制成，并用魔法处理过的面具。由于倪娅讨厌会遮住整张脸的传统型面具，所以把头骨面具改造成头盔的模样。\n头骨面具的主要用途是为了防止族长的魔眼失控，并让使用者能够轻易操控。但是倪娅的魔眼不仅强悍，而且也相当稳定，因此骨头面具并没有太大的意义。 \n它同时也是倪娅在继承石化魔眼后，为了记住受到蓝星召唤的父亲而存在的物品，由于非常想念父亲，据说倪娅还特别寻找跟父亲的头骨面具极其相似的头骨，并将头骨制成了面具。\n此外乡间还流传着魔兽普瑞特雷格其实和哥布林是远亲的传闻...
ITEM_STORY_101069,小时候的好朋友送给艾斯克的儿童用鱼竿。\n星尘每年巡回演出时有一个一定会经过的村庄，那里住着让艾斯克感到厌烦的家伙。\n经常不是读着艾斯克毫不关心的圣经，就是玩弄着艾斯克厌恶的锹形虫。\n笑着靠近的鲁西亚司那个家伙，虽然没少惹火艾斯克，但在不知不觉中他们也成为了这世上独一无二的好朋友。\n\n一年见一次面的两人为纪念彼此的友谊互相交换了礼物，儿童用鱼竿就是那个时候从那个家伙那里收到的礼物。\n在那之后，每当艾斯克到那个村子时，都不得不跟着那个家伙钓鱼。
ITEM_STORY_101070,塞西莉亚当作兴趣吹奏的口琴。\n这是瑞卡德为了纪念她第15个生日送给她的礼物。\n尽管他认为正义很重要，但他更担心孙女从小为了追求自己的信念而失去了心灵的平静。\n苦恼再三后，他将刻有塞西莉亚名字的小口琴送给了她。\n但是塞西莉亚却没能看出爷爷的一番苦心，目前依旧只会吹奏一首曲目而已。
ITEM_STORY_101071,这是在凯丽泽被魔族抓住并遭受将身体转换为赤色魔晶石的实验后，\n她第一次和赤色魔晶石产生共鸣并使力量觉醒之时，为了逃脱而匆忙制成的第一把武器。\n因没能好好地完成，有点粗糙且像是很快就会断掉的两把短剑。\n\n这两把短剑拯救了她以及其他被作为实验品的孩子们。\n是个至今都无法抛弃并拥有重要回忆的武器。
ITEM_STORY_101073,伽司装备在单边肩膀的肩甲，利用奥斐斯大陆难得一见的特殊矿石制成的防具，\n具备轻盈且坚固到绝对不会破裂的优点。\n黛弥儿为了史嘉蕾珍视的他好不容易才取得的物品，虽然黛弥儿平常都没有表现出来，但看见伽司平常天真的模样与训练时不顾一切的模样后，让她觉得非常新奇。\n默默观察伽司几天后，黛弥儿平淡地递出肩甲，并且穿戴在伽司的肩膀后就离开了。离开时她还说：「战斗能力固然重要，但懂得保护自己的身体同样也很重要！」。
ITEM_STORY_101075,艾蕾塔娜湖的蜥蜴人在庆典或仪式中所使用的短剑。\n主要在庆典或成人礼上使用，原来还只是一个装饰而已。\n但在帝国占领蜥蜴人的土地后经过改良，\n利用魔法特殊处理后成为了武器。
ITEM_STORY_101078,只赐给帝国中最勇猛活跃的最佳佣兵们的纪念酒杯。\n杯上印刻着象征帝国的狼。\n它是在战场上立下无数战功的伯伦海姆从皇室获得的最高奖赏，是现在世界上仅有5个的稀有道具。\n根据传闻，这个酒杯被施予了魔法，能够对杯中的液体降下恢复体力的祝福，但究竟是真是假...
ITEM_STORY_101087,匿名支持者留下的最后礼物\n参加帝国竞技场擂台赛时，整个过程所花的费用水平是一般市民所无法承担的。作为第一位平民出身的冠军，并且在之后连续夺冠并成为偶像的格兰薇丝每年都靠着市民们的捐赠参加比赛，但那费用有意识地渐渐提高，难以补足那日益提高的费用的情况总是出现。\n但神奇的是每当遇上这种危机时，总会出现匿名支持者的帮助，让她能够顺利参加比赛。\n在她获得3连冠的那天，那位匿名支持者送给了她骑士的宝石「巴尔拉斯红宝石」，这也成为了那位匿名支持者对她的最后赞助。此后，成为格兰薇丝的胜利符的巴尔拉斯红宝石陪伴着她的每一个瞬间，带着对匿名支持者的好奇和感谢。
ITEM_STORY_101090,上古文明时期某人夺走了贤者们的法术，并且将其威力集结在水晶球当中，看起来大概是想成为当代最顶尖的萨满才会拟订那个计划的吧。但目前并没有这个水晶球相关的历史纪录，是在距离村庄相当遥远的伊甸河发现的。因为结合了性质截然不同的法术，所以看起来相当危险，其威力让人摸不着头绪。
ITEM_STORY_101091,赐予奥斐斯大陆最强战士的月桂冠。只要在4年举办一次的格斗大赛中取得胜利就能获得此一月桂冠，透过此一月桂冠能暂时获得斗神的武力。
ITEM_STORY_101092,奥勒贝尔公会最高管理者拥有的印章。若是没有这个印章，公会的所有业务就会无法通过，由于薇若妮卡非常细心缜密，只有完美的文件才会盖上章，这个物品能看出薇若妮卡追求完美的职业精神。
ITEM_STORY_101093,洛曼‧里斯佩洛家族珍藏的宝物，这个特殊坠饰是初代奥勒贝利亚王赐予代代负责奥勒贝尔王室安全的里斯佩洛家族。虽然无法知道其正确的起源，但最有可能的说法是蕴含了上古文明时期奥斐斯大陆守护者死后灵魂的饰品。据说持有此一物品的人全都会说相同的话，为了守护的信念决定舍弃自身性命时，就会突然感受到一股源源不断的力量！后来大家纷纷说此一坠饰是能召唤魂灵的蓝色宝石，并且称它为「招魂之海」。洛曼进入王城后，父亲便将此一家传之宝交给他，而他一直都随身携带在身上。
ITEM_STORY_101094,您点的朱诺特制料理来啰！\n在吃到她做的料理之前，对于店面前张贴的「挂保证的好味道！质量有保障！」标语还抱着疑心。但是等尝到第一口时，所有的怀疑便立刻烟消云散了。好吃！太好吃了！超级好吃！无法用言语形容的好吃！ ！在询问朱诺料理的秘诀到底是什么时，\n朱诺只笑着回答：「这就是朱诺特制调味料的味道哦～」
ITEM_STORY_101095,向路过奥勒贝利亚的卡珊卓购买的可疑拳套。有一天卡珊卓在旅馆发现了休假中的妮琪，于是便把这个拳套卖给了不停抱怨、辱骂不听话犯人的妮琪。根据卡珊卓的说法，这个拳套上的骷髅是使用高阶魔法师的骨头加工制成的，特别是红眼骷髅，具有能够赋予永劫苦痛的幻觉能力。当妮琪在拷问犯人时，会使用这个拳套和铁锤进行拷问。
ITEM_STORY_101096,独自守护挑战之塔的朵莎尔妲感到无聊，想和风之精怪们一起玩耍而制作的装饰品。\n将精怪们喜欢的魔力石磨碎，掺到经过精灵的魔法特殊处理后的金属中后，\n再添加符石魔法后制作而成的拥有超高完成度的物品。\n拥有补充精怪自然力量的力量。\n但是精怪们并没有和为它们制作出这个物品的自己玩耍，\n休息后就走了，传闻说朵莎尔妲因此而感到难过…
ITEM_STORY_101097,哈奴斯最喜欢的限定版玩偶。\n这玩偶是出自奥勒贝利亚历史悠久的玩偶作坊，是仿照此地从未见过的幻想中的动物而制成的。\n在孩童之间可说是大受欢迎，但超特级限定版一直以来都是哈奴斯的所有物。\n\n她每天给玩偶穿上最好的衣服并佩戴她亲自组装的迷你枪，因为把玩偶打扮得越精心就越像她本人，所以大家称这玩偶为迷你哈奴斯。\n时常有人会问她这玩偶的名字，但她说玩偶的名字只有她才能叫，所以就没有告诉过任何人。
ITEM_STORY_101098,再大的力气也无法打开的被封印的箱子。\n装有长久以来在他乡生活的弟弟沙克梅归国时，该隐让他带回来的礼物。\n因为弟弟纯粹的心意与忠诚而感到开心的该隐很看重沙克梅的礼物，但在沙克梅成为遮住塞奇雷奈尔变成黑暗的那天，不得不成为敌人的那天，把它作为封印沙克梅的媒介来使用后封印了。\n长久时间过去后，从封印中苏醒的该隐将自己棺材旁边打开的箱子捡起，并放在能常看见的的地方来回忆往事。
ITEM_STORY_102001,蕴含光之女神露亚加护的护手。\n传承给奥斐斯大陆众王的护手，获得女神鼓励后，就可以鼓起勇气且毫不畏惧地冲向敌人。
ITEM_STORY_102002,奇迹圣女伊本奈依照女神启示制成的奖章。奇迹奖章是凝聚光之魔法的圣物，据说圣女伊本奈利用奖章增强光之祝福后拯救了受魔族入侵的都市。
ITEM_STORY_102003,炎之炼金术师弗拉梅尔凝聚火焰精华制成的灵药。\n弗拉梅尔的火焰正在燃烧，操控火焰的魔法师们都在称颂着他，他利用德拉吉亚火山的火蜥蜴制成的火焰精华让火焰口的效果达到最大化。
ITEM_STORY_102004,利用狞笑刺客团的秘器制成的危险头巾。\n使用提供无限活力的传说索玛草和狞笑刺客团的秘器制作而成。\n索玛的头巾于黑暗屏障中会鼓动刺客的杀气，进而提升攻击力和让身体变敏捷，使物理回避能力达到极限。
ITEM_STORY_102005,使用风地雪山的守护兽奥洛克斯的角制成的喇叭。\n雪山的奥洛克斯赋予高尚的战士能面对强大力量与真相的观察力，\n获得奥洛克斯加护的战士若是吹起斗士的角笛，就能提升同伴的士气，并且让昏沉的精神变清醒。
ITEM_STORY_102006,古代德沃普王的羊角头盔。\n利用消灭贪欲恶龙博克鲁格后获得的龙之黄金制成，头盔的坚固黄金角蕴含恶龙的魔法，冲撞敌人时会让对方的动作变缓慢。
ITEM_STORY_102007,拉克拉克利用供给整个奥斐斯大陆的特殊材料制成的高性能面罩。\n利用鹰身人第一个冠羽、龙鳞片、世界树的叶子、帝国秘银等难以取得的材料制成的面罩能完美抵御有害的毒气和烟幕弹的闪光。
