KEY,ChineseSimplified
INN_ANNETTE_GIFT01,嘿嘿，谢谢你支持我研究费！
INN_MITRA_INNIDLE01,呼啊…真想睡午觉。
INN_MITRA_GREETING01,喂～
INN_MITRA_CONVERSATION01,噢，好，是不是有人在打架呢？！
INN_MITRA_CONVERSATION02,唉，什么都懒得做。
INN_MITRA_CONVERSATION03,偶尔很想要大闹一场。
INN_MITRA_GIFT01,噢噢！？真是太酷了？
INN_TANYA_INNIDLE01,....
INN_TANYA_GREETING01,…哼。
INN_TANYA_CONVERSATION01,…不要跟我说话。
INN_TANYA_CONVERSATION02,…不要接近只会杀戮，其他什么都不会的女人。
INN_TANYA_CONVERSATION03,…呼啊。
INN_TANYA_GIFT01,…我就先收下吧。
INN_EZEKIEL_INNIDLE01,你是在看哪里？
INN_EZEKIEL_GREETING01,什么？有胆再说一次？
INN_EZEKIEL_CONVERSATION01,哈，还真惹人厌...
INN_EZEKIEL_CONVERSATION02,别多管闲事。
INN_EZEKIEL_CONVERSATION03,干嘛老是跟我装熟？我不觉得我们合得来。
INN_EZEKIEL_GIFT01,这...这是什么？呃...总之我收下了。
INN_VISKA_INNIDLE01,嗯…没有魔族吗？肚子开始饿了…
INN_VISKA_GREETING01,哈啰？！你有带食物来吗？没有魔族吗？
INN_VISKA_CONVERSATION01,如果不快点找到食物，他似乎会大闹一场…嗯？没、没什么啦，嘿嘿嘿…呼。
INN_VISKA_CONVERSATION02,肚子有点饿了，这附近没听说有比较强的魔族吗？
INN_VISKA_CONVERSATION03,这是魔族契约的纹章，详细情况我也不清楚。
INN_VISKA_GIFT01,这是什么？可以吃吗？
INN_LEWICIA_INNIDLE01,真是充满活力的地方，非常适合进行疗养。
INN_LEWICIA_GREETING01,又见面了，要休息一下吗？
INN_LEWICIA_CONVERSATION01,大蒜？虽然有点呛，但很美味，怎么了吗？
INN_LEWICIA_CONVERSATION02,温暖的阳光真是舒服，我原本居住的地方太阴沉了，嗯？干嘛那样盯着我看呢？
INN_LEWICIA_CONVERSATION03,如果身体状况恢复，就不需要用这种身体过日子…
INN_LEWICIA_GIFT01,礼物吗？真是有趣的风俗，我就先收下了。
INN_RICARDO_INNIDLE01,大家都很健康呢，太好了，哈哈哈哈！
INN_RICARDO_GREETING01,哈哈哈，是你啊？你过得好吗？
INN_RICARDO_CONVERSATION01,虽然有年纪了，但还很健康！不过真不知道何时才能退休，哈哈哈！
INN_RICARDO_CONVERSATION02,哈哈哈哈，会腰痛也是没办法的事，但我还很健康！
INN_RICARDO_CONVERSATION03,腕力大赛？！当然不能缺席啰，哈哈！全都来吧！
INN_RICARDO_GIFT01,哈哈哈，放进孤儿院募款箱吧！那些孩子比我更需要。
INN_PRISCILLA_INNIDLE01,小姐在睡觉。
INN_PRISCILLA_GREETING01,小姐不在房间。
INN_PRISCILLA_CONVERSATION01,...
INN_PRISCILLA_CONVERSATION02,下次有机会再谈吧。
INN_PRISCILLA_CONVERSATION03,现在的我并非军人。
INN_PRISCILLA_GIFT01,虽然我不习惯收到这种东西，但还是很感谢。
INN_CASSANDRA_INNIDLE01,天啊，欢迎光临～～虽然这不是我的店～～
INN_CASSANDRA_GREETING01,天啊，你是在勾引我吗？呵呵。
INN_CASSANDRA_CONVERSATION01,这边再来一杯～这个人会买单～
INN_CASSANDRA_CONVERSATION02,武器的情报？嗯？第一次听到这种事耶？
INN_CASSANDRA_CONVERSATION03,呵呵，你今天看起来很开心的样子？有什么好事吗？
INN_CASSANDRA_GIFT01,呵呵，还准备这种东西～该怎么报答你的心意呢？
INN_YANNE_INNIDLE01,哈哈哈哈，大家看起来都很开心呢？
INN_YANNE_GREETING01,好久不见了～你过得好吗？
INN_YANNE_CONVERSATION01,狩猎怪物？有趣是有趣，主要是因为能帮助他人，所以相当有成就感。
INN_YANNE_CONVERSATION02,有很多怪物的肉烹调后都相当美味喔？
INN_YANNE_CONVERSATION03,野蛮人战士都会学习做料理，不过我的料理大概是最美味的吧？
INN_YANNE_GIFT01,礼物？哈哈，谢谢！下次我请你吃饭！
INN_OPHELIA_INNIDLE01,我想让你聆听星星的耳语。
INN_OPHELIA_GREETING01,我是魔女欧菲莉亚。
INN_OPHELIA_CONVERSATION01,我在你的瞳孔里也看得见...星星的轨迹...
INN_OPHELIA_CONVERSATION02,我望着你的眼睛，并且看见了...
INN_OPHELIA_CONVERSATION03,你听过星星的低语吗？
INN_OPHELIA_GIFT01,谢谢。我替你占卜一下当作报答吧。
INN_REQUINA_INNIDLE01,嗯，难道就没有人要买我的东西吗？
INN_REQUINA_GREETING01,嗨～你有缺什么毒药吗？
INN_REQUINA_CONVERSATION01,毒也可以当作药喔！不是只能用在不好的地方啦～
INN_REQUINA_CONVERSATION02,啊，不过毒确实是经常被使用在不好的地方啦。
INN_REQUINA_CONVERSATION03,嗯...上次跟我买毒药的那个姐姐去哪了呢？
INN_REQUINA_GIFT01,哇，谢谢你！我会把它用来研发新商品的！
INN_ODDY_INNIDLE01,哇～！奥勒贝利亚真的变了好多。
INN_ODDY_GREETING01,很高兴见到你。
INN_ODDY_CONVERSATION01,嗯嗯，时间还很充裕，要不要稍微聊一下呢？
INN_ODDY_CONVERSATION02,我本来也是人类…但现在是赤绒族。
INN_ODDY_CONVERSATION03,我的表蕴含魔法，赤绒族的魔法…
INN_ODDY_GIFT01,噢噢～真的很久没收到人类的礼物了！
INN_THEO_INNIDLE01,我是克莱儿公国的希欧・菲尔・格雷厄姆。
INN_THEO_GREETING01,啊，原来是你，我们曾见过面吧？
INN_THEO_CONVERSATION01,真想再见到她。
INN_THEO_CONVERSATION02,…已经过了一百个冬天。
INN_THEO_CONVERSATION03,你曾见过白发的美丽少女吗？
INN_THEO_GIFT01,你拥有一颗温暖的心。
INN_MEDIANA_INNIDLE01,呵呵呵，终于出现象样的实验对象了。
INN_MEDIANA_GREETING01,很高兴见到你，我们曾见过面吧？
INN_MEDIANA_CONVERSATION01,怎么样？要不要测试一下我的新药呢？呵呵呵，不要害怕，过来吧。
INN_MEDIANA_CONVERSATION02,偶尔我会想念无缘聚首的爸爸。
INN_MEDIANA_CONVERSATION03,等一下，我想到一个非常有效的制药方法。
INN_MEDIANA_GIFT01,天啊，谢谢，这也能当作研究素材吧？
INN_ARTEMIA_INNIDLE01,你必须知道，我是为了你而来这里的。
INN_ARTEMIA_GREETING01,好，你不要忘了，我还在这里。
INN_ARTEMIA_CONVERSATION01,是想向我表现诚意吗？
INN_ARTEMIA_CONVERSATION02,我会记得你的长相。
INN_ARTEMIA_CONVERSATION03,不要在我面前表现得畏畏缩缩，堂堂正正抬起头吧。
INN_ARTEMIA_GIFT01,这是你珍惜的物品吗？那我就收下了，谢谢。
INN_SCARLET_INNIDLE01,比想象中的还整洁嘛。
INN_SCARLET_GREETING01,你，有事要找我？
INN_SCARLET_CONVERSATION01,不要客气，再靠近一点吧。
INN_SCARLET_CONVERSATION02,告诉我你们的故事吧。
INN_SCARLET_CONVERSATION03,因为有你们，这个国家才得以继续走下去。我一直很感激。
INN_SCARLET_GIFT01,...谢、谢谢啊...
INN_SONIA_INNIDLE01,好多人啊...米芮安去哪了？
INN_SONIA_GREETING01,咦，我吗？嗯....
INN_SONIA_CONVERSATION01,我唯一擅长的就是打架了啊！不要抱太大的期待。
INN_SONIA_CONVERSATION02,如果你因为我不是人类就瞧不起我，可是会吃亏的喔！
INN_SONIA_CONVERSATION03,别再盯着我看啰！小心我电到你吱吱叫！
INN_SONIA_GIFT01,欸？给我的吗？！嗯...谢、谢谢...
INN_MIRIANNE_INNIDLE01,索妮亚～呃，又一下子就不见人影了呢。
INN_MIRIANNE_GREETING01,啊，你好！你看起来很健康，真好呢！
INN_MIRIANNE_CONVERSATION01,凯瑟哥哥和芙莱儿姐姐过得好吗？嘻嘻。
INN_MIRIANNE_CONVERSATION02,好久没见到爷爷了，要不要去看他呢？
INN_MIRIANNE_CONVERSATION03,啊，我不是正式的女仆啦...只是衣服很好看嘛，嘻嘻～
INN_MIRIANNE_GIFT01,啊！谢谢你。你不需要这样的...
INN_ASELICA_INNIDLE01,勇者存在的地方，会是这里吗...
INN_ASELICA_GREETING01,愿太阳的祝福与你同在...
INN_ASELICA_CONVERSATION01,绝对不能输给侵占我们领土的魔族。
INN_ASELICA_CONVERSATION02,太阳总是一视同仁地照耀众生。
INN_ASELICA_CONVERSATION03,你看过一个叫雅克的男人吗？
INN_ASELICA_GIFT01,这个我不太需要...不过谢啰。
INN_CROW_INNIDLE01,不要在那边碍眼。
INN_CROW_GREETING01,有事吗？
INN_CROW_CONVERSATION01,你只能委托我一件事。仔细考虑吧。
INN_CROW_CONVERSATION02,这里的子弹还真难取得啊。
INN_CROW_CONVERSATION03,这不是烟，是糖果。不必太在意。
INN_CROW_GIFT01,用这笔钱去买烟...不对，是买糖果。
INN_SHEA_INNIDLE01,啦啦啦～啦啦啦～啦～嗯？
INN_SHEA_GREETING01,温暖的太阳啊，今天也请赐予满满的幸福吧。
INN_SHEA_CONVERSATION01,你听到了吗？随风飘来的歌声？
INN_SHEA_CONVERSATION02,唉呀呀？你有看到本来在这边的竖琴吗？
INN_SHEA_CONVERSATION03,我和修安海特初次相遇的地方就是在森林里。
INN_SHEA_GIFT01,谢谢你～我会为你演奏一曲作为报答。
INN_SHAMILLA_INNIDLE01,噢噢，到处都是拥有强大灵魂的人…呵呵呵…
INN_SHAMILLA_GREETING01,呵呵，找我有什么事吗…？
INN_SHAMILLA_CONVERSATION01,你的灵魂相当特别呢，呵呵，真是有意思。
INN_SHAMILLA_CONVERSATION02,魔族？你在说些什么呢？
INN_SHAMILLA_CONVERSATION03,人生不就是最棒的艺术吗？
INN_SHAMILLA_GIFT01,噢噢…送我礼物吗？呵呵…你的目的是什么呢？
INN_KARA_INNIDLE01,人类的数量真多，比我看过的任何一个地方都更多…
INN_KARA_GREETING01,你好！？
INN_KARA_CONVERSATION01,今天的天气…整体来说都很晴朗，预计晚上会变多云。
INN_KARA_CONVERSATION02,这里的食物质量都很好，没有下毒，所以请放心享用吧。
INN_KARA_CONVERSATION03,王城很安静，但这里很吵闹。
INN_KARA_GIFT01,原来这是最近的货币，如果交给大师的话，他大概会很开心。
INN_CHASE_INNIDLE01,陌生的空气，陌生的景色…
INN_CHASE_GREETING01,你不存在于我的记忆当中。
INN_CHASE_CONVERSATION01,这里有认识我的人吗？
INN_CHASE_CONVERSATION02,我明明战胜很多敌人了，但为什么…？！
INN_CHASE_CONVERSATION03,今天有一个人不停盯着我看，难道他认识我吗？
INN_CHASE_GIFT01,应该要说谢谢吧。
INN_ZAFIR_INNIDLE01,…看来有许多初次见到的饮料…噢噢。
INN_ZAFIR_GREETING01,愿新王的祝福与你同在。
INN_ZAFIR_CONVERSATION01,嗯嗯，和沙漠酒店的气氛不太一样呢，你们不会席地而坐？
INN_ZAFIR_CONVERSATION02,沙漠的战士向来都是以族人为优先。
INN_ZAFIR_CONVERSATION03,…虽然我不太喜欢人多的地方，但也不会排斥这种自由奔放的气氛…
INN_ZAFIR_GIFT01,对依然有许多不足的我来说这是一种奢侈，真是太感谢了。
INN_LILIA_INNIDLE01,…人类这么多…
INN_LILIA_GREETING01,流动与你同在！
INN_LILIA_CONVERSATION01,我并不像姐姐那样慈祥。
INN_LILIA_CONVERSATION02,蓝龙很弱？哼，真是愚蠢。
INN_LILIA_CONVERSATION03,我已经是成年的龙了，已经长大了！
INN_LILIA_GIFT01,谢谢你，人类的孩子。
INN_LAUDIA_INNIDLE01,噢噢，真是有趣的地方？没有可以跳舞的空间吗…
INN_LAUDIA_GREETING01,您好～愿流动之力与您同在～～
INN_LAUDIA_CONVERSATION01,你没见过圣祭吗？她长得非常美丽…
INN_LAUDIA_CONVERSATION02,呵呵，只要见过我的舞姿，大概都会深深着迷吧～？
INN_LAUDIA_CONVERSATION03,我不想看见美丽的世界继续被破坏。
INN_LAUDIA_GIFT01,谢谢你的礼物～下次要不要一起跳舞呢？
INN_ERZE_INNIDLE01,有非常多美味的东西…哈啊～
INN_ERZE_GREETING01,我专门为了准备了一个游戏喔！
INN_ERZE_CONVERSATION01,你干嘛那么害怕呢？
INN_ERZE_CONVERSATION02,呵呵…你怕我吸你的血吗？
INN_ERZE_CONVERSATION03,我敢保证，你会体验到一股前所未有的快感。
INN_ERZE_GIFT01,呵呵，不是这个…你把脖子伸过来看看。
INN_NERAXIS_INNIDLE01,啧，为何我会在这种地方…
INN_NERAXIS_GREETING01,哼，区区人类会有什么事呢？
INN_NERAXIS_CONVERSATION01,根本就没有回答的价值。
INN_NERAXIS_CONVERSATION02,所以你想怎么样呢？
INN_NERAXIS_CONVERSATION03,哈，真是荒谬至极。
INN_NERAXIS_GIFT01,我不知道你要什么，不过劝你还是放弃吧。
INN_SERIA_INNIDLE01,这里真是个温暖的地方。
INN_SERIA_GREETING01,好。
INN_SERIA_CONVERSATION01,看来这裡夜晚还能外出呢。
INN_SERIA_CONVERSATION02,看来你结识了不错的同伴呢…同伴吗…呵呵…
INN_SERIA_CONVERSATION03,我还能够..再次信任别人吗...
INN_SERIA_GIFT01,我还有其他事，短时间内无法接受委托。
INN_LUCIAS_INNIDLE01,在这里…不光能感受到光的力量，还能感受到一股和谐的力量。
INN_LUCIAS_GREETING01,您好，您今天过得好吗？
INN_LUCIAS_CONVERSATION01,今天这附近有举办婚礼，哈哈，真的是很美的画面。
INN_LUCIAS_CONVERSATION02,请问您有看到巴杜因弟兄吗？听说他昨天喝得很醉…
INN_LUCIAS_CONVERSATION03,这里到处都能感受到一股力量，就好像是位于世界的中心一样…
INN_LUCIAS_GIFT01,愿光之祝福与你同在。
INN_CHRISHA_INNIDLE01,嗯，奥勒贝尔的旅馆也不差嘛。
INN_CHRISHA_GREETING01,…有什么事吗？
INN_CHRISHA_CONVERSATION01,你说你想知道关于帝国的事情？那就先证明你的能力吧！
INN_CHRISHA_CONVERSATION02,皇帝陛下的命令必须服从，我只是遵照陛下的旨意而已。
INN_CHRISHA_CONVERSATION03,听说奥勒贝尔也有精通魔导工学的人…真好奇是什麽样的人。
INN_CHRISHA_GIFT01,礼物吗？为什么要送这种东西呢…
INN_NIA_INNIDLE01,吼呜呜…人…好多…
INN_NIA_GREETING01,…嘶嘶嘶…黑暗与光明的味道…
INN_NIA_CONVERSATION01,…什麽时候…吃饭…？
INN_NIA_CONVERSATION02,肚子好饿…肚子好饿…狩猎的时间…
INN_NIA_CONVERSATION03,吼呜呜…从某处…散发一股掠食者的味道…
INN_NIA_GIFT01,…这个…不能吃…
INN_LAVRIL_INNIDLE01,呜呜…不认识的人有好多…
INN_LAVRIL_GREETING01,你…你好…
INN_LAVRIL_CONVERSATION01,你不会…刁难我们吧？
INN_LAVRIL_CONVERSATION02,我们…是很善良的…请不要讨厌我们…
INN_LAVRIL_CONVERSATION03,请再…一起多呆一会…
INN_LAVRIL_GIFT01,…？！谢…谢谢…！
INN_ESKER_INNIDLE01,嘘，见到我这件事是个秘密。
INN_ESKER_GREETING01,要玩一局吗？\n如果是你，我可以让你一次。
INN_ESKER_CONVERSATION01,不要闭眼，好好看着。\n当我投掷出这个骰子时，我所创造的世界也将随之展开。
INN_ESKER_CONVERSATION02,我已经知道了下一个骰子的数字，这可如何是好？\n如果在游戏中被看穿了心理，就相当于输了。
INN_ESKER_CONVERSATION03,因为我赢了所以不高兴？不要生气了～下一次我输给你。
INN_ESKER_GIFT01,只有这个？
INN_GLENWYS_INNIDLE01,旅馆很干净啊，食物看起来也很好吃…
INN_GLENWYS_GREETING01,您好。您过得安好吗？
INN_GLENWYS_CONVERSATION01,今天村庄的治安情况很好。
INN_GLENWYS_CONVERSATION02,啊，我吃些简单的面包和汤就可以了，我的口味不怎么挑…
INN_GLENWYS_CONVERSATION03,哈哈，骑士有时候也需要休息呀。
INN_GLENWYS_GIFT01,给我…礼物？哎…哎呦…非常感谢您的心…心意。啊哈哈…
INN_BERNHEIM_INNIDLE01,…一直过着佣兵的生活，不可避免得经常来这种地方。
INN_BERNHEIM_GREETING01,嗯，是委托吗？
INN_BERNHEIM_CONVERSATION01,今天的天气不错啊，是适合修炼的好日子。
INN_BERNHEIM_CONVERSATION02,挥剑的理由？ …知道了对你没有好处。
INN_BERNHEIM_CONVERSATION03,只要不挨饿就行了，在战场上不能奢望这么多。
INN_BERNHEIM_GIFT01,嗯…？不是委托，是礼物…？不知道这是什么意思。
INN_YURIA_INNIDLE01,呵呵呵，真是个充满活力的地方啊～很多人看起来都很开心…
INN_YURIA_GREETING01,哎呀，您好。您需要新衣服吗？
INN_YURIA_CONVERSATION01,就像在雪白的画布上画画一样，我也只是用衣服塑造我要描绘的形象～
INN_YURIA_CONVERSATION02,听说这个村庄也有优秀的裁缝，真想见一下啊。呵呵呵。
INN_YURIA_CONVERSATION03,每个人都带着不同的命运出生。你的命运究竟会何去何从呢…
INN_YURIA_GIFT01,哎呀，谢谢。作为答谢，下次我给您做衣服吧。呵呵…
INN_CECILIA_INNIDLE01,我相信你的无限潜能！
INN_CECILIA_GREETING01,在我前进的道路上希望有你的陪伴。
INN_CECILIA_CONVERSATION01,你知道我爷爷吗？
INN_CECILIA_CONVERSATION02,在正义中最重要的就是不屈的意志！
INN_CECILIA_CONVERSATION03,今天也要锻鍊！锻鍊！
INN_CECILIA_GIFT01,咦！？我能收下这个吗！？
INN_DAKARIS_INNIDLE01,这里是人类的旅馆吗…嗯，怪有氛围的。
INN_DAKARIS_GREETING01,见到你很高兴，旅行者。
INN_DAKARIS_CONVERSATION01,嗯，这里的食物味道怎么样？每次都会感叹人类的饮食文化呢。
INN_DAKARIS_CONVERSATION02,新的文化、新的世界、新的经验。每天都能学到新的东西。
INN_DAKARIS_CONVERSATION03,离开部落与家乡独自旅行的蜥蜴人并不多见。
INN_DAKARIS_GIFT01,噢，是礼物吗。谢谢。作为答礼下次给你请海鲜料理吧。
INN_KIRZE_INNIDLE01,啊哈哈…我被这愉快的气氛吸引过来了…
INN_REHARTNA_INNIDLE01,这里的气氛很愉快，我喜欢！
INN_REHARTNA_GREETING01,你好！今天的天气很好呢，是不是啊？
INN_REHARTNA_CONVERSATION01,请问你对定制乐器有兴趣吗？
INN_REHARTNA_CONVERSATION02,有空就光顾一下我们店吧，我给你看一些精致的乐器。
INN_REHARTNA_CONVERSATION03,演奏吗…？就会一点吧，可我再怎样也没有吟游诗人厉害。
INN_REHARTNA_GIFT01,哇，谢谢！我会用它当一点路费的！
INN_KASEL_GREETING02,又见到您了呢。对都市还习惯吗？
INN_KASEL_CONVERSATION04,若找到圣剑所有的力量…这一切就会结束了吗？
INN_KASEL_CONVERSATION05,不想再对任何人挥剑了。只能靠我的意志继续走下去。
INN_KASEL_GIFT02,像我这种不受欢迎的男人…还愿意送我礼物…谢谢你。
INN_KASEL_CONNECT_GREETING_MAX,非常感谢你愿意帮我的忙。
INN_KASEL_CONNECT_CONVERSATION01,虽然说不累是骗人的，但这就是人生啊。
INN_KASEL_CONNECT_CONVERSATION02,谢谢你陪我一起背负这么重的剑。
INN_KASEL_CONNECT_CONVERSATION03,这世界上没有所谓的完美人生，但有时候会有美好的时光在等着我们。
INN_FREY_GREETING02,您来了吗。没有哪里受伤呢？
INN_FREY_CONVERSATION04,有时候会在梦中…看见耀眼的光芒。在耀眼的阳光下，有着背上长出白色翅膀的人们…
INN_FREY_CONVERSATION05,你问我喜欢的人是谁吗？那…那个…那是只有露亚大人和我才知道的秘密。
INN_FREY_GIFT02,谢谢。我不会忘记你的心意的。
INN_FREY_CONNECT_GREETING_MAX,真心祈愿露亚女神眷顾你。
INN_FREY_CONNECT_CONVERSATION01,因为凯瑟是露亚女神选中的人，所以确保凯瑟的安全是很重要的。
INN_FREY_CONNECT_CONVERSATION02,所有的选择都可能遭受指责，但是只要露亚女神开心，我就满足了。
INN_FREY_CONNECT_CONVERSATION03,神与祭司的关系跟一般人与人之间的关系并没有什么不同，但有时候神也是会抱怨的。
INN_CLEO_GREETING02,太慢了！竟然让大魔法师等那么久！！
INN_CLEO_CONVERSATION04,你问芙莱儿和罗伊之中我喜欢谁？你觉得这个问题该问吗？当然是芙莱儿啊～！
INN_CLEO_CONVERSATION05,….母亲….究竟在哪儿呢….？不过只要活着，我们就还有机会相见吧？
INN_CLEO_GIFT02,喔喔！这很适合大魔法师呢～！谢啦！
INN_CLEO_CONNECT_GREETING_MAX,噢，所以你是为了见大魔法师而来的吗？
INN_CLEO_CONNECT_CONVERSATION01,芙莱儿对我来说不只是一个伙伴。
INN_CLEO_CONNECT_CONVERSATION02,你可别忘了，都是多亏我才能让我们进度这么快。
INN_CLEO_CONNECT_CONVERSATION03,你会一直在我们身边吧？
INN_ROI_GREETING02,喂，该休息一下了吧。
INN_ROI_CONVERSATION04,都不会累吗？克丽欧只是我义务照顾的…听说…她以后会担任重要角色。
INN_ROI_CONVERSATION05,你有做过后悔的事吗？…如果现在有那样的心情，那就马上离开。
INN_ROI_GIFT02,每次都不会错过呢…谢啦。
INN_ROI_CONNECT_GREETING_MAX,你来啦？
INN_ROI_CONNECT_CONVERSATION01,请多多帮忙凯瑟吧，他所背负的负担相当沉重呢。
INN_ROI_CONNECT_CONVERSATION02,虽然我不是祭司，但我也是信仰露亚女神的，而对于亡者们，我能够给予的也只剩下祈福而已了。
INN_ROI_CONNECT_CONVERSATION03,从现在开始，我不再埋怨了。因为埋怨也改变不了什么，能够改变的就只有未来而已。
INN_GAU_GREETING02,我们之间还需要打招呼吗，真害羞。
INN_GAU_CONVERSATION04,最近有见到雅妮吗？你这家伙...最近有好好吃饭吗..
INN_GAU_CONVERSATION05,什么？你问我和露伊希亚是什么关系吗？那种小孩..虽然实际上是姊姊..但也不是我想要这样的..
INN_GAU_GIFT02,谢谢。下次我请你吃饭。
INN_GAU_CONNECT_GREETING_MAX,嘿，又见面了！最近过得还好吗？
INN_GAU_CONNECT_CONVERSATION01,啊...露伊希亚这孩子竟然突然变成魔女...而且小小年纪的...呵呵！
INN_GAU_CONNECT_CONVERSATION02,给我碎片吧！怎么样呀？孩子们一定会很喜欢的。
INN_GAU_CONNECT_CONVERSATION03,哈哈哈，上次我跟一些矮人喝了很多，我们甚至喝光了旅馆里的酒呢！哈哈！！
INN_PHILLOP_GREETING02,欢迎欢迎！来吧！赶快拿起空杯！
INN_PHILLOP_CONVERSATION04,因为是100年前的战争…当年和凯尔王一起奋战时，我也和你们一样年轻呢…
INN_PHILLOP_CONVERSATION05,有时候很怀念狩猎龙的时期。那时候没有像这种令人头疼的事呢。
INN_PHILLOP_GIFT02,这些都过去了，来喝杯酒吧。呵呵
INN_PHILLOP_CONNECT_GREETING_MAX,唷～我的朋友！要来喝一杯吗？
INN_PHILLOP_CONNECT_CONVERSATION01,魔族战争时，疯龙与恶龙可多了！但我都将他们一网打尽了！你知道那时有多可怕吗？
INN_PHILLOP_CONNECT_CONVERSATION02,需要新武器吗？我还有几把矮人斧头喔！
INN_PHILLOP_CONNECT_CONVERSATION03,哈哈哈，真是有趣的朋友啊！以后如果需要矮人族的力量，尽管来找我啊。
INN_LAKRAK_GREETING02,来得正好！！要看看我这次的研究吗？
INN_LAKRAK_CONVERSATION04,我也想要说标准的人话呢！ㄅ－ㄆ－ㄇ－ㄈ！！这里总是关键呢！！！
INN_LAKRAK_CONVERSATION05,没有像你这样的人类！异类！你也是异类！我的朋友现在除了罗伊又多了一个了！！
INN_LAKRAK_GIFT02,有没有拿来一些有用的东西啊？你很有眼光呢！！了不起！！！
INN_LAKRAK_CONNECT_GREETING_MAX,嘎嘎！今天的研发也顺利完成了！！
INN_LAKRAK_CONNECT_CONVERSATION01,火药！发射！嘎嘎！！
INN_LAKRAK_CONNECT_CONVERSATION02,实验！实验！再实验！研发武器最好玩了！
INN_LAKRAK_CONNECT_CONVERSATION03,托你的福，我可以好好的研究啦！真不愧是我的好朋友！
INN_KAULAH_GREETING02,希望我的微风能让你暂时好好休息。
INN_KAULAH_CONVERSATION04,果然还是不适应都市。但能听到生命的声音真不错。
INN_KAULAH_CONVERSATION05,就算时光流逝，风也如往常般持续地吹着…现在的苦难也会过去的。
INN_KAULAH_GIFT02,我会好好利用这次的旅程的。
INN_KAULAH_CONNECT_GREETING_MAX,我感受到熟悉的气息，原来是你呀，很高兴见到你！
INN_KAULAH_CONNECT_CONVERSATION01,从你的身上，我同时感受到如石头般的刚强与微风般的柔软。
INN_KAULAH_CONNECT_CONVERSATION02,你有爬过欧格利亚高山吗？高山美景全部可以尽收眼底喔！
INN_KAULAH_CONNECT_CONVERSATION03,昨晚我做了预知梦，梦见你拯救了世界…
INN_EPIS_GREETING02,赶快来～亲爱的！门关好了吧？
INN_EPIS_CONVERSATION04,天啊～你在期待什么呀？比想象的还殷勤呢～
INN_EPIS_CONVERSATION05,你问为什么魔族会站在人类这边战斗？我真的看起来像是如此吗？呵呵～
INN_EPIS_GIFT02,了不起呢～竟然懂得什么是诱惑。那么我们是同族啰？
INN_EPIS_CONNECT_GREETING_MAX,嗯，从你的表情看来，我猜你昨晚是不是在梦里遇到我啦？
INN_EPIS_CONNECT_CONVERSATION01,啊哈～所以你梦见什么啦？满意吗？还是你想要继续梦里没完成的事呢？
INN_EPIS_CONNECT_CONVERSATION02,哈哈...有件事困扰我，就是我会一直想着你...你知道为什么吗？
INN_EPIS_CONNECT_CONVERSATION03,衣服好像越来越紧了，我是不是变胖了？可以来后面的房间帮我检查一下吗？
INN_SELENE_GREETING02,今天见到勇士了，真是幸福的一天。
INN_SELENE_CONVERSATION04,我从小就在守护森林。所以...圣剑是我最喜欢的故事呢。
INN_SELENE_CONVERSATION05,100年前打败魔王并为世界带来和平的圣剑勇者…现在由我们来创造新的传说。
INN_SELENE_GIFT02,这是！总是对我那么亲切...太感谢了。
INN_SELENE_CONNECT_GREETING_MAX,今天也是幸福洋溢的大晴天呢。
INN_SELENE_CONNECT_CONVERSATION01,我这样把自己的想法强加在凯瑟身上，是不是对他太严苛了。
INN_SELENE_CONNECT_CONVERSATION02,下次来艾莉朵拉森林走走吧，我会亲自接待你的。
INN_SELENE_CONNECT_CONVERSATION03,这个弓是风之精怪赠送我的友情信物，对我意义非凡，但因为你是我的好朋友，可以让你摸摸看没关系。
INN_MARIA_GREETING02,嗯，有什么事？
INN_MARIA_CONVERSATION04,依旧是那个什么都不知情的表情呢。想要对付他们还早呢。
INN_MARIA_CONVERSATION05,你不知道。露亚的真面目究竟是如何..大概不要知道会比较好。
INN_MARIA_GIFT02,呵呵..很好。这个很适合当乌鸦饲料呢。
INN_MARIA_CONNECT_GREETING_MAX,…噢，你来啦！看起来现在已经不再是新手了呢。
INN_MARIA_CONNECT_CONVERSATION01,看着你...我就想起那男人年轻的模样…
INN_MARIA_CONNECT_CONVERSATION02,我恨露亚...但是你是不一样的。
INN_MARIA_CONNECT_CONVERSATION03,你是一个愿意接受堕落女巫的孩子…呵呵，真可爱啊！
INN_MIRURU_GREETING02,赶快过来！我的1号名誉手下！！！！！
INN_MIRURU_CONVERSATION04,嗯….我的过去？我也想要想起来…每当快要想起什么的时候！！就从床上掉下来了。
INN_MIRURU_CONVERSATION05,不过…唯一有一件事想起来了。有某种急迫渴望的感觉…地图上的字…生命之泉？？
INN_MIRURU_GIFT02,果然是我的手下！这会让大海盗团的宝物库更丰富的！
INN_MIRURU_CONNECT_GREETING_MAX,耶～快来呀！
INN_MIRURU_CONNECT_CONVERSATION01,为了复兴大海盗团的荣耀，今天一整天也好好加油吧！
INN_MIRURU_CONNECT_CONVERSATION02,你带宝物来了吗？在哪里？在哪里？在哪里？给我看嘛！
INN_MIRURU_CONNECT_CONVERSATION03,我的大炮？噢，是我做的呀！帅吧！是不是很帅？！
INN_LORRAINE_GREETING02,我很喜欢随时和你在一起。
INN_LORRAINE_CONVERSATION04,长长的两条岔道就在你的眼前。光和阴影...最后都会汇集成一条路的..
