KEY,ChineseTraditional
INN_CASSANDRA_GREETING01,天啊，你是在勾引我嗎？呵呵。
INN_CASSANDRA_CONVERSATION01,這邊再來一杯～這個人會買單～
INN_CASSANDRA_CONVERSATION02,武器的情報？嗯？第一次聽到這種事耶？
INN_CASSANDRA_CONVERSATION03,呵呵，你今天看起來很開心的樣子？有什麼好事嗎？
INN_CASSANDRA_GIFT01,呵呵，還準備這種東西～該怎麼報答你的心意呢？
INN_YANNE_INNIDLE01,哈哈哈哈，大家看起來都很開心呢？
INN_YANNE_GREETING01,好久不見了～你過得好嗎？
INN_YANNE_CONVERSATION01,狩獵怪物？有趣是有趣，主要是因為能幫助他人，所以相當有成就感。
INN_YANNE_CONVERSATION02,有很多怪物的肉烹調後都相當美味喔？
INN_YANNE_CONVERSATION03,野蠻人戰士都會學習做料理，不過我的料理大概是最美味的吧？
INN_YANNE_GIFT01,禮物？哈哈，謝謝！下次我請你吃飯！
INN_OPHELIA_INNIDLE01,我想讓你聆聽星星的耳語。
INN_OPHELIA_GREETING01,我是魔女歐菲莉亞。
INN_OPHELIA_CONVERSATION01,我在你的瞳孔裡也看得見...星星的軌跡...
INN_OPHELIA_CONVERSATION02,我望著你的眼睛，並且看見了...
INN_OPHELIA_CONVERSATION03,你聽過星星的低語嗎？
INN_OPHELIA_GIFT01,謝謝，我替你占卜一下當作報答吧。
INN_REQUINA_INNIDLE01,嗯，難道就沒有人要買我的東西嗎？
INN_REQUINA_GREETING01,嗨～你有缺什麼毒藥嗎？
INN_REQUINA_CONVERSATION01,毒也可以當作藥喔！不是只能用在不好的地方啦～
INN_REQUINA_CONVERSATION02,啊，不過毒確實是經常被使用在不好的地方啦。
INN_REQUINA_CONVERSATION03,嗯...上次跟我買毒藥的那個姐姐去哪了呢？
INN_REQUINA_GIFT01,哇，謝謝你！我會把它用來研發新商品的！
INN_ODDY_INNIDLE01,哇～！奧勒貝利亞真的變了好多。
INN_ODDY_GREETING01,很高興見到你。
INN_ODDY_CONVERSATION01,嗯嗯，時間還很充裕，要不要稍微聊一下呢？
INN_ODDY_CONVERSATION02,我本來也是人類…但現在是赤毧族。
INN_ODDY_CONVERSATION03,我的錶蘊含魔法，赤毧族的魔法…
INN_ODDY_GIFT01,噢噢～真的很久沒收到人類的禮物了！
INN_THEO_INNIDLE01,我是克萊兒公國的希歐・菲爾・格雷厄姆。
INN_THEO_GREETING01,啊，原來是你，我們曾見過面吧？
INN_THEO_CONVERSATION01,真想再見到她。
INN_THEO_CONVERSATION02,…已經過了一百個冬天。
INN_THEO_CONVERSATION03,你曾見過白髮的美麗少女嗎？
INN_THEO_GIFT01,你擁有一顆溫暖的心。
INN_MEDIANA_INNIDLE01,呵呵呵，終於出現像樣的實驗對象了。
INN_MEDIANA_GREETING01,很高興見到你，我們曾見過面吧？
INN_MEDIANA_CONVERSATION01,怎麼樣？要不要測試一下我的新藥呢？呵呵呵，不要害怕，過來吧。
INN_MEDIANA_CONVERSATION02,偶爾我會想念無緣聚首的爸爸。
INN_MEDIANA_CONVERSATION03,等一下，我想到一個非常有效的製藥方法。
INN_MEDIANA_GIFT01,天啊，謝謝，這也能當作研究素材吧？
INN_ARTEMIA_INNIDLE01,你必須知道，我是為了你而來這裡的。
INN_ARTEMIA_GREETING01,好，你不要忘了，我還在這裡。
INN_ARTEMIA_CONVERSATION01,是想向我表現誠意嗎？
INN_ARTEMIA_CONVERSATION02,我會記得你的長相。
INN_ARTEMIA_CONVERSATION03,不要在我面前表現得畏畏縮縮，堂堂正正抬起頭吧。
INN_ARTEMIA_GIFT01,這是你珍惜的物品嗎？那我就收下了，謝謝。
INN_SCARLET_INNIDLE01,比想像中的還整潔嘛。
INN_SCARLET_GREETING01,你，有事要找我？
INN_SCARLET_CONVERSATION01,不要客氣，再靠近一點吧。
INN_SCARLET_CONVERSATION02,告訴我你們的故事吧。
INN_SCARLET_CONVERSATION03,因為有你們，這個國家才得以繼續走下去。我一直很感激。
INN_SCARLET_GIFT01,...謝、謝謝啊...
INN_SONIA_INNIDLE01,好多人啊...米芮安去哪了？
INN_SONIA_GREETING01,咦，我嗎？嗯....
INN_SONIA_CONVERSATION01,我說過我唯一擅長的就是打架了，不過不要抱太大的期待喔。
INN_SONIA_CONVERSATION02,如果你因為我不是人類就瞧不起我，可是會吃虧的喔！
INN_SONIA_CONVERSATION03,別再盯著我看囉！小心我電到你吱吱叫！
INN_SONIA_GIFT01,欸？給我的嗎？！嗯...謝、謝謝...
INN_MIRIANNE_INNIDLE01,索妮亞～呃，又一下子就不見人影了呢。
INN_MIRIANNE_GREETING01,啊，你好！你看起來很健康，真好呢！
INN_MIRIANNE_CONVERSATION01,凱瑟哥哥和芙萊兒姐姐過得好嗎？嘻嘻。
INN_MIRIANNE_CONVERSATION02,好久沒見到爺爺了，要不要去看他呢？
INN_MIRIANNE_CONVERSATION03,啊，我不是正式的女僕啦...只是衣服很好看嘛，嘻嘻～
INN_MIRIANNE_GIFT01,啊！謝謝你。你不需要這樣的...
INN_ASELICA_INNIDLE01,勇者存在的地方，會是這裡嗎...
INN_ASELICA_GREETING01,願太陽的祝福與你同在...
INN_ASELICA_CONVERSATION01,絕對不能輸給侵占我們領土的魔族。
INN_ASELICA_CONVERSATION02,太陽總是一視同仁地照耀眾生。
INN_ASELICA_CONVERSATION03,你看過一個叫雅克的男人嗎？
INN_ASELICA_GIFT01,這個我不太需要...不過謝囉。
INN_CROW_INNIDLE01,不要在那邊礙眼。
INN_CROW_GREETING01,有事嗎？
INN_CROW_CONVERSATION01,你只能委託我一件事。仔細考慮吧。
INN_CROW_CONVERSATION02,這裡的子彈還真難取得啊。
INN_CROW_CONVERSATION03,這不是菸，是糖果。不必太在意。
INN_CROW_GIFT01,用這筆錢去買菸...不對，是買糖果。
INN_SHEA_INNIDLE01,啦啦啦～啦啦啦～啦～嗯？
INN_SHEA_GREETING01,溫暖的太陽啊，今天也請賜予滿滿的幸福吧。
INN_SHEA_CONVERSATION01,你聽到了嗎？隨風飄來的歌聲？
INN_SHEA_CONVERSATION02,唉呀呀？你有看到本來在這邊的豎琴嗎？
INN_SHEA_CONVERSATION03,我和修安海特初次相遇的地方就是在森林裡。
INN_SHEA_GIFT01,謝謝你～我會為你演奏一曲作為報答。
INN_SHAMILLA_INNIDLE01,噢噢，到處都是擁有強大靈魂的人…呵呵呵…
INN_SHAMILLA_GREETING01,呵呵，找我有什麼事嗎…？
INN_SHAMILLA_CONVERSATION01,你的靈魂相當特別呢，呵呵，真是有意思。
INN_SHAMILLA_CONVERSATION02,魔族？這個嘛，我不清楚你在說什麼耶。
INN_SHAMILLA_CONVERSATION03,人生不就是最棒的藝術嗎？
INN_SHAMILLA_GIFT01,噢噢…送我禮物嗎？呵呵…你的目的是什麼呢？
INN_KARA_INNIDLE01,人類的數量真多，比我看過的任何一個地方都更多…
INN_KARA_GREETING01,你好！？
INN_KARA_CONVERSATION01,今天的天氣…整體來說都很晴朗，預計晚上會變多雲。
INN_KARA_CONVERSATION02,這裡的食物品質都很好，沒有下毒，所以請放心享用吧。
INN_KARA_CONVERSATION03,王城很安靜，但這裡很吵鬧。
INN_KARA_GIFT01,原來這是最近的貨幣，如果交給大師的話，他大概會很開心。
INN_CHASE_INNIDLE01,陌生的空氣，陌生的景色…
INN_CHASE_GREETING01,你不存在於我的記憶當中。
INN_CHASE_CONVERSATION01,這裡有認識我的人嗎？
INN_CHASE_CONVERSATION02,我明明戰勝很多敵人了，但為什麼…？！
INN_CHASE_CONVERSATION03,今天有一個人不停盯著我看，難道他認識我嗎？
INN_CHASE_GIFT01,應該要說謝謝吧。
INN_ZAFIR_INNIDLE01,…看來有許多初次見到的飲料…噢噢。
INN_ZAFIR_GREETING01,願新王的祝福與你同在。
INN_ZAFIR_CONVERSATION01,嗯嗯，和沙漠酒館的氣氛不太一樣呢，原來你們不會坐在地上啊。
INN_ZAFIR_CONVERSATION02,沙漠的戰士向來都是以族人為優先。
INN_ZAFIR_CONVERSATION03,…雖然我不太喜歡人多的地方，但也不會排斥這種自由奔放的氣氛…
INN_ZAFIR_GIFT01,對仍有許多不足之處的我來說真是種奢侈，謝謝你。
INN_LILIA_INNIDLE01,…人類這麼多…
INN_LILIA_GREETING01,流動與你同在！
INN_LILIA_CONVERSATION01,我並不像姐姐那樣慈祥。
INN_LILIA_CONVERSATION02,藍龍很弱？哼，真是愚蠢。
INN_LILIA_CONVERSATION03,我已經是成年的龍了，已經長大了！
INN_LILIA_GIFT01,謝謝你，人類的孩子。
INN_LAUDIA_INNIDLE01,噢噢，真是有趣的地方？沒有可以跳舞的空間嗎…
INN_LAUDIA_GREETING01,您好～願流動之力與您同在～～
INN_LAUDIA_CONVERSATION01,你沒見過聖祭嗎？她長得非常美麗…
INN_LAUDIA_CONVERSATION02,呵呵，只要見過我的舞姿，大概都會深深著迷吧～？
INN_LAUDIA_CONVERSATION03,我不想看見美麗的世界繼續被破壞。
INN_LAUDIA_GIFT01,謝謝你的禮物～下次要不要一起跳舞呢？
INN_ERZE_INNIDLE01,有非常多美味的東西…哈啊～
INN_ERZE_GREETING01,我專門為了準備了一個遊戲喔！
INN_ERZE_CONVERSATION01,你幹嘛那麼害怕呢？
INN_ERZE_CONVERSATION02,呵呵…你怕我吸你的血嗎？
INN_ERZE_CONVERSATION03,我敢保證，你會體驗到一股前所未有的快感。
INN_ERZE_GIFT01,呵呵，不是這個…你把脖子伸過來看看。
INN_NERAXIS_INNIDLE01,嘖，為何我會在這種地方…
INN_NERAXIS_GREETING01,哼，區區人類會有什麼事呢？
INN_NERAXIS_CONVERSATION01,根本就沒有回答的價值。
INN_NERAXIS_CONVERSATION02,所以你想怎麼樣呢？
INN_NERAXIS_CONVERSATION03,哈，真是荒謬至極。
INN_NERAXIS_GIFT01,我不知道你要什麼，不過勸你還是放棄吧。
INN_SERIA_INNIDLE01,這裡真是個溫暖的地方。
INN_SERIA_GREETING01,好。
INN_SERIA_CONVERSATION01,看來這裡夜晚還能外出呢。
INN_SERIA_CONVERSATION02,看來你結識了不錯的同伴呢…同伴嗎…呵呵…
INN_SERIA_CONVERSATION03,我還能夠..再次信任別人嗎...
INN_SERIA_GIFT01,我還有其他事，短時間內無法接受委託。
INN_LUCIAS_INNIDLE01,在這裡…不光能感受到光的力量，還能感受到一股和諧的力量。
INN_LUCIAS_GREETING01,您好，您今天過得好嗎？
INN_LUCIAS_CONVERSATION01,今天這附近有舉辦婚禮，哈哈，真的是很美的畫面。
INN_LUCIAS_CONVERSATION02,請問您有看到巴杜因弟兄嗎？聽說他昨天喝得很醉…
INN_LUCIAS_CONVERSATION03,這裡到處都能感受到一股力量，就好像是位於世界的中心一樣…
INN_LUCIAS_GIFT01,願光之祝福與你同在。
INN_CHRISHA_INNIDLE01,嗯，奧勒貝爾的旅館也不差嘛。
INN_CHRISHA_GREETING01,…有什麼事嗎？
INN_CHRISHA_CONVERSATION01,你說你想知道關於帝國的事情？那就先證明你的能力吧！
INN_CHRISHA_CONVERSATION02,皇帝陛下的命令必須服從，我只是遵照陛下的旨意而已。
INN_CHRISHA_CONVERSATION03,聽說奧勒貝爾也有精通魔導工學的人…真好奇是什麼樣的人。
INN_CHRISHA_GIFT01,禮物嗎？為什麼要送這種東西呢…
INN_NIA_INNIDLE01,吼嗚嗚…人…好多…
INN_NIA_GREETING01,…嘶嘶嘶…黑暗與光明的味道…
INN_NIA_CONVERSATION01,…什麼時候…吃飯…？
INN_NIA_CONVERSATION02,肚子好餓…肚子好餓…狩獵的時間…
INN_NIA_CONVERSATION03,吼嗚嗚…從某處…散發一股掠食者的味道…
INN_NIA_GIFT01,…這個…不能吃…
INN_LAVRIL_INNIDLE01,嗚嗚…到、到處都是陌生人…
INN_LAVRIL_GREETING01,你…你好…
INN_LAVRIL_CONVERSATION01,你不會…欺負我吧…？
INN_LAVRIL_CONVERSATION02,我們…很善良…不要討厭我們…
INN_LAVRIL_CONVERSATION03,請…請再陪我一下…
INN_LAVRIL_GIFT01,…？！謝…謝謝…！
INN_ESKER_INNIDLE01,噓，遇到我的事情要保密喔。
INN_ESKER_GREETING01,要不要玩一局？\n我或許可以讓你一回。
INN_ESKER_CONVERSATION01,別眨眼，看仔細了。\n只要擲出這骰子，我創造的世界就會在你眼前展開。
INN_ESKER_CONVERSATION02,我已經知道接下來的骰子點數了，怎麼辦？\n遊戲時被看穿心理的話就等於輸了。
INN_ESKER_CONVERSATION03,因為我贏了而不開心？別生氣嘛～下次我會輸給你。
INN_ESKER_GIFT01,就這樣？
INN_GLENWYS_INNIDLE01,很乾淨的旅館呢，食物看起來也很美味…
INN_GLENWYS_GREETING01,您好，別來無恙吧？
INN_GLENWYS_CONVERSATION01,今天村莊的治安良好。
INN_GLENWYS_CONVERSATION02,啊，我簡單吃些麵包和濃湯就可以了。我的口味本來就很平民…
INN_GLENWYS_CONVERSATION03,哈哈，騎士偶爾也需要休息。
INN_GLENWYS_GIFT01,要給我…禮物？嗯、嗯…謝、謝您的心意。哈哈哈…
INN_BERNHEIM_INNIDLE01,…一直過著傭兵的生活，不可避免得經常來這種地方。
INN_BERNHEIM_GREETING01,咦，是委託嗎？
INN_BERNHEIM_CONVERSATION01,今天天氣真好啊，是個適合修練的好日子。
INN_BERNHEIM_CONVERSATION02,揮劍的理由？…知道了對你沒有好處。
INN_BERNHEIM_CONVERSATION03,只要不挨餓就行了，在戰場上不能奢望這麼多。
INN_BERNHEIM_GIFT01,咦…？不是委託，是禮物…？不知道這是什麼意思。
INN_YURIA_INNIDLE01,呵呵呵，真是個充滿活力的地方～很多人看起來都很開心…
INN_YURIA_GREETING01,哎呀，您好，您需要新衣服嗎？
INN_YURIA_CONVERSATION01,就像在白色畫布上作畫一樣，我也只是把我畫的圖畫做成衣服罷了～
INN_YURIA_CONVERSATION02,我聽說這村莊裡也有一位優秀的裁縫師，真想見見那個人，呵呵呵。
INN_YURIA_CONVERSATION03,每個人都帶著不同的命運出生，而您的命運，究竟會漂向何方…
INN_YURIA_GIFT01,哎呀，謝謝您，下回我做件衣服當作回禮吧，呵呵…
INN_CECILIA_INNIDLE01,我相信你的無限潛能！
INN_CECILIA_GREETING01,希望在未來的道路上能有你的陪伴。
INN_CECILIA_CONVERSATION01,你認識我爺爺嗎？
INN_CECILIA_CONVERSATION02,在正義中最重要的就是不屈的意志！
INN_CECILIA_CONVERSATION03,今天也要鍛鍊！鍛鍊！
INN_CECILIA_GIFT01,咦！？我能收下這個嗎！？
INN_DAKARIS_INNIDLE01,人類的旅館嗎…嗯，氣氛還挺溫馨的。
INN_DAKARIS_GREETING01,你好啊，旅人。
INN_DAKARIS_CONVERSATION01,嗯，這裡的食物好吃嗎？人類的飲食文化看幾次都覺得厲害。
INN_DAKARIS_CONVERSATION02,新文化、新世界、新體驗。每天都不停地學習。
INN_DAKARIS_CONVERSATION03,離開部落與家鄉獨自旅行的蜥蜴人並不多見。
INN_DAKARIS_GIFT01,哦，是禮物嗎？謝謝。作為報答，我下次會準備海鮮料理招待你的。
INN_KIRZE_INNIDLE01,啊哈哈…我被這愉快的氣氛吸引過來了…
INN_REHARTNA_INNIDLE01,真是愉快的氣氛，我真的好喜歡喔！
INN_REHARTNA_GREETING01,您好，今天天氣也很好，對吧？
INN_REHARTNA_CONVERSATION01,您對訂製樂器有興趣嗎？
INN_REHARTNA_CONVERSATION02,有空來我的店面逛逛吧，我會為您介紹好的樂器。
INN_REHARTNA_CONVERSATION03,演奏嗎…？會一點點，雖然還比不上吟遊詩人。
INN_REHARTNA_GIFT01,哇，真謝謝你！我會拿來補貼旅遊經費的！
INN_KASEL_GREETING02,又見到您了呢。對都市還習慣嗎？
INN_KASEL_CONVERSATION04,若找到聖劍所有的力量…這一切就會結束了嗎？
INN_KASEL_CONVERSATION05,不想再對任何人揮劍了。只能靠我的意志繼續走下去。
INN_KASEL_GIFT02,像我這種不受歡迎的男人…還願意送我禮物…謝謝你。
INN_KASEL_CONNECT_GREETING_MAX,非常感謝你願意幫我的忙。
INN_KASEL_CONNECT_CONVERSATION01,雖然說不累是騙人的，但這就是人生啊。
INN_KASEL_CONNECT_CONVERSATION02,謝謝你陪我一起揹負這麼重的劍。
INN_KASEL_CONNECT_CONVERSATION03,這世上不存在所謂完美的人生，但有時候也是會遇到那些美好的瞬間。
INN_FREY_GREETING02,您來了啊，有沒有哪裡受傷呢？
INN_FREY_CONVERSATION04,有時候會在夢中…看見耀眼的光芒。在耀眼的陽光下，有一群長著白色翅膀的人…
INN_FREY_CONVERSATION05,你問我喜歡的人是誰嗎？那…那個…那是只有露亞大人和我才知道的祕密。
INN_FREY_GIFT02,謝謝，我不會忘記你的心意的。
INN_FREY_CONNECT_GREETING_MAX,真心祈願露亞女神眷顧你。
INN_FREY_CONNECT_CONVERSATION01,因為凱瑟是露亞女神選中的人，所以確保凱瑟的安全是很重要的。
INN_FREY_CONNECT_CONVERSATION02,所有的選擇都可能遭受指責，但是只要露亞女神開心，我就滿足了。
INN_FREY_CONNECT_CONVERSATION03,神與祭司的關係跟一般人與人之間的關係並沒有什麼不同，但有時候神也是會抱怨的。
INN_CLEO_GREETING02,太慢了！竟然讓大魔法師等那麼久！！
INN_CLEO_CONVERSATION04,你問芙萊兒和羅伊之中我喜歡誰？你覺得這個問題該問嗎？當然是芙萊兒啊～！
INN_CLEO_CONVERSATION05,…母親…究竟在哪兒呢…？不過只要活著，我們就還有機會相見吧？
INN_CLEO_GIFT02,喔喔！這很適合大魔法師呢～！謝啦！
INN_CLEO_CONNECT_GREETING_MAX,噢，所以你是為了見大魔法師而來的嗎？
INN_CLEO_CONNECT_CONVERSATION01,芙萊兒對我來說不只是一個夥伴。
INN_CLEO_CONNECT_CONVERSATION02,你可別忘了，都是多虧我才能讓我們進度這麼快。
INN_CLEO_CONNECT_CONVERSATION03,你會一直在我們身邊吧？
INN_ROI_GREETING02,喂，該休息一下了吧。
INN_ROI_CONVERSATION04,都不會累嗎？克麗歐只是我義務照顧的…聽說…她以後會擔任重要角色。
INN_ROI_CONVERSATION05,你有做過後悔的事嗎？…如果現在有那樣的心情，那就馬上離開。
INN_ROI_GIFT02,每次都不會錯過呢…謝啦。
INN_ROI_CONNECT_GREETING_MAX,你來啦？
INN_ROI_CONNECT_CONVERSATION01,請多多幫忙凱瑟吧，他所揹負的負擔相當沉重呢。
INN_ROI_CONNECT_CONVERSATION02,雖然我不是祭司，但我也是信仰露亞女神的，而對於亡者們，我能夠給予的也只剩下祈福而已了。
INN_ROI_CONNECT_CONVERSATION03,從現在開始，我不再埋怨了。因為埋怨也改變不了什麼，能夠改變的就只有未來而已。
INN_GAU_GREETING02,我們之間還需要打招呼嗎，真害羞。
INN_GAU_CONVERSATION04,你最近有見到雅妮嗎？那傢伙...不知道有沒有好好吃飯..
INN_GAU_CONVERSATION05,什麼？你問我和露伊希亞是什麼關係嗎？那種小孩..雖然實際上是姊姊..但也不是我想要這樣的..
INN_GAU_GIFT02,謝謝，下次我請你吃飯。
INN_GAU_CONNECT_GREETING_MAX,嘿，又見面了！最近過得還好嗎？
INN_GAU_CONNECT_CONVERSATION01,啊...露伊希亞這孩子竟然突然變成魔女...而且小小年紀的...呵呵！
INN_GAU_CONNECT_CONVERSATION02,給我碎片吧！怎麼樣呀？孩子們一定會很喜歡的。
INN_GAU_CONNECT_CONVERSATION03,哈哈哈，上次我跟一些矮人喝了很多，我們甚至喝光了旅館裡的酒呢！哈哈！！
INN_PHILLOP_GREETING02,歡迎歡迎！來吧！趕快拿起空杯！
INN_PHILLOP_CONVERSATION04,因為是100年前的戰爭…當年和凱爾王一起奮戰時，我也和你們一樣年輕呢…
INN_PHILLOP_CONVERSATION05,有時候很懷念狩獵龍的時期。那時候沒有像這種令人頭疼的事呢。
INN_PHILLOP_GIFT02,這些都過去了，來喝杯酒吧。呵呵
INN_PHILLOP_CONNECT_GREETING_MAX,唷～我的朋友！要來喝一杯嗎？
INN_PHILLOP_CONNECT_CONVERSATION01,魔族戰爭時，瘋龍與惡龍可多了！但我都將他們一網打盡了！你知道那時有多可怕嗎？
INN_PHILLOP_CONNECT_CONVERSATION02,需要新武器嗎？我還有幾把矮人斧頭喔！
INN_PHILLOP_CONNECT_CONVERSATION03,哈哈哈，真是有趣的朋友啊！以後如果需要矮人族的力量，盡管來找我啊。
INN_LAKRAK_GREETING02,來得正好！！要看看我這次的研究嗎？
INN_LAKRAK_CONVERSATION04,我也想要說標準的人話呢！ㄅ－ㄆ－ㄇ－ㄈ！！這裡總是關鍵呢！！！
INN_LAKRAK_CONVERSATION05,沒有像你這樣的人類！異類！你也是異類！我的朋友現在除了羅伊又多了一個了！！
INN_LAKRAK_GIFT02,有沒有拿來一些有用的東西啊？你很有眼光呢！！了不起！！！
INN_LAKRAK_CONNECT_GREETING_MAX,嘎嘎！今天的研發也順利完成了！！
INN_LAKRAK_CONNECT_CONVERSATION01,火藥！發射！嘎嘎！！
INN_LAKRAK_CONNECT_CONVERSATION02,實驗！實驗！再實驗！研發武器最好玩了！
INN_LAKRAK_CONNECT_CONVERSATION03,託你的福，我可以好好的研究啦！真不愧是我的好朋友！
INN_KAULAH_GREETING02,希望我的微風能讓你暫時好好休息。
INN_KAULAH_CONVERSATION04,果然還是不適應都市。但能聽到生命的聲音真不錯。
INN_KAULAH_CONVERSATION05,就算時光流逝，風也如往常般持續地吹著…現在的苦難也會過去的。
INN_KAULAH_GIFT02,我會好好利用這次的旅程的。
INN_KAULAH_CONNECT_GREETING_MAX,我感受到熟悉的氣息，原來是你呀，很高興見到你！
INN_KAULAH_CONNECT_CONVERSATION01,從你的身上，我同時感受到如石頭般的剛強與微風般的柔軟。
INN_KAULAH_CONNECT_CONVERSATION02,你有爬過歐格利亞高山嗎？高山美景全部可以盡收眼底喔！
INN_KAULAH_CONNECT_CONVERSATION03,昨晚我做了預知夢，夢見你拯救了世界…
INN_EPIS_GREETING02,趕快來～親愛的！門關好了吧？
INN_EPIS_CONVERSATION04,天啊～你在期待什麼呀？比想像的還殷勤呢～
INN_EPIS_CONVERSATION05,你問為什麼魔族會站在人類這邊戰鬥？我看起來真的是這樣嗎？呵呵～
INN_EPIS_GIFT02,不錯嘛～你好像懂得怎麼誘惑喔，這樣我們算是同類囉？
INN_EPIS_CONNECT_GREETING_MAX,嗯，從你的表情看來，我猜你昨晚是不是在夢裡遇到我啦？
INN_EPIS_CONNECT_CONVERSATION01,啊哈～所以你夢見什麼啦？滿意嗎？還是你想要繼續夢裡沒完成的事呢？
INN_EPIS_CONNECT_CONVERSATION02,哈哈...有件事困擾我，就是我會一直想著你...你知道為什麼嗎？
INN_EPIS_CONNECT_CONVERSATION03,衣服好像越來越緊了，我是不是變胖了？可以來後面的房間幫我檢查一下嗎？
INN_SELENE_GREETING02,今天見到勇士了，真是幸福的一天。
INN_SELENE_CONVERSATION04,我從小就在守護森林，所以..聖劍的故事也是我最喜歡的故事。
INN_SELENE_CONVERSATION05,100年前打敗魔王並為世界帶來和平的聖劍勇者…現在由我們來創造新的傳說。
INN_SELENE_GIFT02,這是！總是對我那麼親切...太感謝了。
INN_SELENE_CONNECT_GREETING_MAX,今天也是幸福洋溢的大晴天呢。
INN_SELENE_CONNECT_CONVERSATION01,我這樣把自己的想法強加在凱瑟身上，是不是對他太嚴苛了。
INN_SELENE_CONNECT_CONVERSATION02,下次來艾莉朵拉森林走走吧，我會親自接待你的。
INN_SELENE_CONNECT_CONVERSATION03,這個弓是風之精怪贈送我的友情信物，對我意義非凡，但因為你是我的好朋友，可以讓你摸摸看沒關係。
INN_MARIA_GREETING02,嗯，有什麼事？
INN_MARIA_CONVERSATION04,依舊是那個什麼都不知情的表情呢。想要對付他們還早呢。
INN_MARIA_CONVERSATION05,你不知道，露亞的真面目究竟是如何..大概不要知道會比較好。
INN_MARIA_GIFT02,呵呵..很好，這個很適合當烏鴉飼料呢。
INN_MARIA_CONNECT_GREETING_MAX,…噢，你來啦！看起來現在已經不再是新手了呢。
INN_MARIA_CONNECT_CONVERSATION01,看著你...我就想起那男人年輕的模樣…
INN_MARIA_CONNECT_CONVERSATION02,我恨露亞...但是你是不一樣的。
INN_MARIA_CONNECT_CONVERSATION03,你是一個願意接受墮落女巫的孩子…呵呵，真可愛啊！
INN_MIRURU_GREETING02,趕快過來！我的1號名譽手下！！！！！
INN_MIRURU_CONVERSATION04,嗯….我的過去？我也想要想起來…每當快要想起什麼的時候！！就從床上掉下來了。
INN_MIRURU_CONVERSATION05,不過…唯一有一件事想起來了。有某種急迫渴望的感覺…地圖上的字…生命之泉？？
INN_MIRURU_GIFT02,果然是我的手下！這會讓大海盜團的寶物庫更豐富的！
INN_MIRURU_CONNECT_GREETING_MAX,耶～快來呀！
INN_MIRURU_CONNECT_CONVERSATION01,為了復興大海盜團的榮耀，今天一整天也好好加油吧！
INN_MIRURU_CONNECT_CONVERSATION02,你帶寶物來了嗎？在哪裡？在哪裡？在哪裡？給我看嘛！
INN_MIRURU_CONNECT_CONVERSATION03,我的大砲？噢，是我做的呀！帥吧！是不是很帥？！
INN_LORRAINE_GREETING02,我很喜歡隨時和你在一起。
INN_LORRAINE_CONVERSATION04,長長的兩條岔道就在你的眼前。光和陰影...最後都會匯集成一條路的..
INN_LORRAINE_CONVERSATION05,和度過漫長歲月的精靈族不同，人類的生命既短暫又散發強烈的光芒。
INN_LORRAINE_GIFT02,我會接受你的好意的。
INN_LORRAINE_CONNECT_GREETING_MAX,你長大了，變得更正直、更強大了呢！
INN_LORRAINE_CONNECT_CONVERSATION01,你是我見過的人之中，靈魂最純淨的…
INN_LORRAINE_CONNECT_CONVERSATION02,雖然我希望這愉快的旅程永遠不要結束，但...那也只是我個人太貪心的妄想吧…
INN_LORRAINE_CONNECT_CONVERSATION03,我不會忘記你的，這句話不是以智者的立場，而是以一個妖精的身分來對你說的。
INN_CLAUSE_GREETING02,哈哈！守護騎士團也會有休息的時候呀。過來坐一下吧。
INN_CLAUSE_CONVERSATION04,我沒想到凱瑟變得那麼強。小時候哭著跟在我後面跑的傢伙竟然是聖劍的主人…哈哈
INN_CLAUSE_CONVERSATION05,你問我羨不羨慕凱瑟？怎麼可能！他可是我最自豪的弟弟呢。
INN_CLAUSE_GIFT02,這些東西...雖然沒有特別名義，但我會當作是要我更努力的禮物收下的。
INN_CLAUSE_CONNECT_GREETING_MAX,哈哈哈，再次見面啦！很高興又見到你。
INN_CLAUSE_CONNECT_CONVERSATION01,我所言的正義也沒什麼，不過就是永不愧於心的信念，這就是我的正義。
INN_CLAUSE_CONNECT_CONVERSATION02,獲得高職位並不代表可以做很多事情。被限制在城堡裡每天也只是持續地工作而已。
INN_CLAUSE_CONNECT_CONVERSATION03,我知道我需要幫助他，但現在還有更緊迫的事情，奧勒貝爾各地的人們正承受著痛苦。
INN_REPHY_GREETING02,有種溫暖的感覺！這個地方，靈魂們一定很喜歡！
INN_REPHY_CONVERSATION04,聽見了嗎？那窗外的星星們正對著我們低語呢！
INN_REPHY_CONVERSATION05,人類，下次我一定會邀請你來我們的森林！
INN_REPHY_GIFT02,是驚喜禮物嗎？人類真的是很棒的朋友呢！
INN_REPHY_CONNECT_GREETING_MAX,嗨～今天的靈魂之光也很純潔美麗呢！
INN_REPHY_CONNECT_CONVERSATION01,森林的氛圍很美好！清新的空氣、涼快的風、愉快地跳著舞的精怪們…
INN_REPHY_CONNECT_CONVERSATION02,導航就交給我吧！靈魂會帶領我們的！
INN_REPHY_CONNECT_CONVERSATION03,星光透露了一切，有預感今天是個好日子呢！快走吧！
INN_DIMAEL_GREETING02,這個地方也不差呢。
INN_DIMAEL_CONVERSATION04,陰涼的地方很不錯。最討厭明亮的地方了。
INN_DIMAEL_CONVERSATION05,黑暗是我的原始力量。
