KEY,Vietnamese
ITEM_STORY_1008,"Một cây quyền trượng có hình sấm điểu bốn cánh. Quả thực là cây quyền trượng được chết tạo từ lông sấm điểu, một mãnh thú được Orc Skywind cho là thần thánh. Cây quyền trượng có khả năng giao tiếp với bầu trời, dự báo thời tiết và điều khiển không khí. Đối với một pháp sư Skywind sử dụng sức mạnh ánh sáng thì cây quyền trượng này là công cụ tối thượng."
ITEM_STORY_1009,"Lưỡi hái tử thần phù hợp với cá tính của người sử dụng, Epis. Lưỡi hái này cướp đi linh hồn của những người lại gần để chiêm ngưỡng vẻ đẹp của nó. Được tạo thành bên trong chính cơ thể của Epis, bản thân vũ khí này cũng giống một nữ quái. Nó đem lại cực khoái cho nạn nhân trước khi hấp thu năng lượng sống của họ. Dường như Epis đã cố gắng thể hiện sự tốt bụng với vũ khí này theo một cách nào đó."
ITEM_STORY_1010,"Là cung tên được Sylphid – tinh linh của gió truyền hơi thở và chỉ có người cao quý mới có thể sử dụng. Khi kéo căng dây cung thì sẽ sinh ra mũi tên được làm từ hơi thở của tinh linh, khiến xuyên thủng mục tiêu. Dù mục tiêu có trốn ở đâu đi nữa thì mũi tên dẫn đường của tinh linh gió vẫn sẽ tìm ra được chính xác. Tương truyền rằng Selene từ bé đã tự hào về khả năng đặc biệt có thể hòa hợp với các tinh linh, tinh linh gió thân thiết nhất với nàng đã truyền hơi vào mũi tên như là một minh chứng cho tình bạn."
ITEM_STORY_1011,"Một con quạ bí ẩn có thể di chuyển giữa các chiều không gian. Trí thông minh và sự khôn ngoan của nó chắc chắn không phải của một con chim đơn thuần. Trên thực tế, nó là một con quái vật ngập tràn năng lượng hắc ám, rất giống Ác quỷ. Quả thật, tương truyền mãnh thú này cũng hùng mạnh như một Ác quỷ cấp cao. Một vài người khẳng định đôi khi nó bay qua các chiến trường, nói ngôn ngữ của loài người. Danh tính của sinh vật này phần lớn vẫn bị bức màn bí ẩn che phủ."
ITEM_STORY_1012,"Quay lại thời kỳ trống trị của Miruru khi còn là nữ hoàng hải tặc, nàng là nỗi sợ hãi của các thủy thủ và là mối đe dọa nghiêm trọng đối với lực lượng hải quân Orvelia cũng như đế chế. Hải quân đặc biệt khiếp sợ những khẩu súng thần công trên tàu của nàng. Trong đó khẩu mạnh nhất là Leviathan, súng thần công chính của con tàu. Sau khi bị nguyền, nàng mang theo một thứ khi chạy thoát khỏi đám thủy thủ đoàn nổi loạn. Trên thực tế, nếu dùng vật này làm vũ khí thì còn có giá trị hơn nhiều so với vàng hay tiền bạc. Thứ nàng mang theo chính là Leviathan, súng thần công mạnh nhất trong kho vũ khí của mình. Sau nhiều lần điều chỉnh, nỗi khiếp sợ một thời trên biển cả giờ đây biến thành một khẩu pháo cầm tay."
ITEM_STORY_1013,"Theo truyền thuyết, sau mỗi 100 năm, Cây thế giới sẽ trao một cành của mình cho người được chọn. Cành cây tỏa ra sự sống vĩnh cửu, trao quyền năng và kiến thức rộng lớn cho người sở hữu nó. Hợp nhất cành cây với Viên đá của rừng, một báu vật Tiên, Lorraine đã tạo ra cây quyền trượng này. Giờ đây, nàng có thể triệu hồi các lực lượng tự nhiên và vẫn giữ được liên hệ với Cây thế giới cho dù đi bất kỳ đâu."
ITEM_STORY_1015,"Một bộ kiếm và khiên khắc nhiều Cổ tự khác nhau và ngấm đầy phép thuật cổ. Những vật phẩm huyền thoại này được cho là đã được tạo ra từ nhiều thời đại trước bởi một con rồng cổ có tên Exian, từ chính vảy của nó. Là một trong những kho báu của hoàng gia Orvel, thanh kiếm chỉ được ban cho hiệp sĩ có phương châm xử thế ngay thẳng nhất. Người sử dụng thanh kiếm sẽ là người bảo vệ vương quốc và người dân, cũng như người bảo vệ sự sống."
ITEM_STORY_1016,"Nhiệm vụ của người dẫn đường cho linh hồn là dẫn dắt những linh hồn lạc lối đi lên con đường đúng đắn, giúp họ đầu thai sang kiếp sau. Lấy năng lượng từ một quả cầu bí ẩn do một con rồng ở một vùng đất xa xôi tạo ra rất lâu trước đây, ngọn đèn này là một báu vật của người Tamia. Nhân của quả cầu cho phép những linh hồn gần đó hiện ra, giúp người sử dụng có thể nói chuyện trực tiếp với họ. Do đó, đây là công cụ tối thượng dành cho người dẫn đường cho linh hồn. Các tộc trưởng Tamia đã sử dụng thánh tích này để thực hiện những nhiệm vụ thiêng liêng của người dẫn đường cho linh hồn trong nhiều thế hệ. Giờ đây, khi đối mặt với mối nguy hiểm to lớn đe dọa thế giới, ngọn đèn đã được truyền lại cho Rephy, người dẫn đường cho linh hồn hùng mạnh nhất còn tồn tại."
ITEM_STORY_1017,"Một báu vật của Tiên bóng tối, được tạo ra nhờ viên đá ánh trăng đầy sức mạnh từ Arrovina và một cành cây trên mặt trăng có chất lượng tốt nhất. Nerius là công cụ hoàn hảo cho Phép thuật ánh trăng và là một trong những vũ khí phép thuật mạnh nhất của Tiên bóng tối. Tuy nhiên, người ta cho rằng ánh sáng bạc tuyệt đẹp của mặt trăng có thể dễ dàng bị bóng tối vấy bẩn. Tình yêu cao thượng đã biến thành bóng tối sâu thẳm và vị tiên bóng tối khao khát được trả thù đã hợp nhất bóng tối trong vũ khí này."
ITEM_STORY_1018,"Dòng họ Stein tự hào về dòng dõi lâu đời, bắt nguồn từ những ngày đầu của đế chế. Tuy nhiên, danh dự của dòng họ xuất phát từ kỹ năng của các chiến binh chứ không phải dòng máu quý tộc. Aria Stein là một bậc thầy sử kiếm huyền thoại. Đơợc nhớ đến như một trong những chiến binh tài năng nhất trong lịch sử của đế chế, cô đã đặt nền móng cho danh dự của dòng họ Stein. Reina là hậu duệ của cô. Reina hiện đang sở hữu thanh kiếm Livatas của Aria. Nhẹ như lông hồng nhưng đủ mạnh mẽ để chống chịu bất kỳ đòn tấn công nào, thanh kiếm này đã giúp Reina giành được biệt hiệu 'Tia sét'."
ITEM_STORY_1019,"Andarta và Andraste là hai con rồng bị Ác quỷ đánh bại trong cuộc chiến. Chúng là một cặp có tâm hồn tương thông. Chúng yêu nhau và hiểu nhau hơn bất kỳ ai khác. Kể cả khi nằm hấp hối, chúng vẫn không muốn tách ra và đưa ra một yêu cầu cuối cùng đối với đồng đội Pavel của mình. Pavel đã hoàn thành tâm nguyện cuối cùng của chúng khi đưa linh hồn chúng vào trái tim, rồi sau đó biến chúng thành một đôi ngọc. Mặc dù cả hai đã mất đi cơ thể nhưng chúng vẫn ở bên nhau và không tách rời như từ trước đến nay vẫn vậy."
ITEM_STORY_1020,"Một ngày nọ, người ta phát hiện một mạch tỏa ra mana đầy sức mạnh trong lãnh thổ Ziltrion. Trong khi điều tra, Demia tìm thấy một quặng màu xanh lam mà cô chưa từng thấy thứ gì giống như vậy. Vô số phù thủy và nhà giả kim đã nghiên cứu loại quặng bí ẩn mang đặc điểm của cả ngọc và kim loại này nhưng không ai có thể tìm ra danh tính của nó. Tuy nhiên, người thợ rèn Jin có một ý tưởng khác. Ngay sau khi nhìn thấy loại quặng này, anh đã đề nghị Demia rằng mình sẽ chế tác ra những trang bị quyền năng từ loại quặng đó, kèm theo một nụ cười thật tươi. Với nguyên liệu này, anh đã rèn một ngọn thương và một tấm khiên, chúng phát ra ánh sáng màu xanh lam của mana và cứng hơn cả kim cương."
ITEM_STORY_1021,"Một đôi bao tay sắt bị nguyền rủa, được tạo ra từ móng vuốt của Rồng điên Baroro, kẻ bị đánh bại trong cuộc chiến. To hơn nhiều lần so với cỡ tay của một người bình thường, đôi bao tay này kết nối trực tiếp với thần kinh của người đeo, cho phép người sử dụng dễ dàng điều khiển chúng. Mặc dù có sức mạnh to lớn nhưng chúng cũng tấn công tâm trí người đeo, chậm rãi ăn mòn linh hồn của người đó. Chỉ một chiến binh chân chính có niềm tin cao quý, ý chí mạnh mẽ và tinh thần bất diệt mới có thể sử dụng vũ khí bị nguyền rủa này. Chúng là vũ khí hoàn hảo cho một chiến binh có ý chí mạnh mẽ, sẽ tỏa sáng kể cả trong bóng tối của vực thẳm."
ITEM_STORY_1022,"Bản chất của công nghệ hoàng gia tinh vi nhất. Đòi hỏi phải có sự chính xác phi thường nên súng trường này không dành cho người bình thường sử dụng. Cây súng này đã được phù phép để cho phép xạ thủ thấy được khoảng cách xa không thể tin được. Tuy nhiên, kể cả cơ hội lớn nhất trên thế giới cũng sẽ vô dụng nếu nằm trong tay của người không thể tận dụng. Do đó, hiệu quả của cây súng này phần lớn phụ thuộc vào kỹ năng của người sử dụng. Được phú cho tầm nhìn siêu việt và khả năng kiểm soát chính xác, Rodina là người phù hợp để sở hữu cây súng trường này. Cô đã tiến thêm một bước nữa và tùy chỉnh cây súng theo ý thích của mình, đồng thời đặt tên cho cây súng là Súng trường Rodina."
ITEM_STORY_1023,"Trong tâm Núi lửa Dragia có một lò rèn. Hàng trăm năm trước, một con rồng lửa cổ đại tên là Temeraire đã tạo ra một bộ trang bị được phù phép. Kết hợp dung nham với sức mạnh của lửa núi lửa, hắn đã rèn ra một tấm khiên và một thanh kiếm có thể thiêu đốt mọi thứ. Trong suốt cuộc chiến chống lại Ác quỷ, Temeraire đã đưa bộ trang bị này cho một chiến binh loài người. Không may, người ta đồn rằng chiến binh đó đã bị Morrah đánh bại. Kể từ đó, chưa có ai từng nhìn thấy bộ trang bị huyền thoại đó. Đó là cho đến khi Morrah tái xuất hiện trên tiền tuyến."
ITEM_STORY_1024,"Ngay cả giữa những thánh tích được trao cho các thầy cả của Nhà thờ Lua, Sách sáng thế của Chúa vẫn rất đặc biệt. Theo truyền thuyết, cuốn sách này do chính Lua viết và được các Thầy cả của nhà thờ bảo vệ qua nhiều thế hệ. Khi được tiết lộ về Baudouin, Đại linh mục hiện nay là Iris đã giao phó quyển sách này cho cha dượng của mình là Berman. Sau này, cuốn sách được trao cho Baudouin khi anh trở thành thầy cả. Tương truyền thánh tích thiêng liêng này cung cấp năng lượng thần thánh vô hạn cho người sở hữu, cùng với quyền năng giải phóng tiềm năng thực sự của những người có niềm tin."
ITEM_STORY_1025,"Khi phép thuật của Malduk hồi sinh Jane thành xác sống, đáng nhẽ nàng không thể có bất kỳ cảm giác nào. Thế nhưng nàng lại thấy ấm áp và thoải mái khi một nguồn năng lượng thần bí bao quanh thi thể của nàng. Đáng nhẽ nàng còn không thể cảm nhận nguồn năng lượng đó. Nhưng khi Malduk đưa nàng đi, theo bản năng nàng hướng về nguồn ấm áp. Sau này, khi phép thuật thần bí đem lại nhận thức cho nàng, điều đầu tiên mà nàng làm là kiểm tra quan tài của mình, vật phát ra tình yêu bi kịch nhưng ấm áp. Bên trong quan tài, nàng thấy thông điệp được khắc cẩn thận như sau: 'Tình yêu không đổi của ta dành cho nàng'."
ITEM_STORY_1026,"Trong Tháp hiền triết, danh hiệu cấp bậc Tím thể hiện sức mạnh mana đỉnh cao. Những công cụ phát thông thường không thể chứa đựng mana dường như vô tận của Aisha. Vì lý do đó, dòng họ Daphnel đã mua tất cả những viên đá mana tốt nhất họ có thể tìm được và đưa chúng cho Annette, pháp nghệ sư giỏi nhất trong Lâu đài Orvel. Annette vui vẻ đồng ý thực hiện dự án mới này. Không lâu sau đó, cô đã tạo ra Mahitra, một chiếc ô xinh đẹp thích hợp cho một phù thủy quý tộc có định mệnh cao quý."
ITEM_STORY_1027,"Phượng hoàng là một thánh thú tượng trưng cho sự sống vĩnh cửu. Cũng khó nắm bắt như chính bản thân mãnh thú, lông của nó được cho là cực kỳ hiếm. Tương truyền một cây bút lông làm từ lông phượng hoàng là một công cụ phép thuật đầy quyền năng chỉ nhờ vào chính nguyên liệu thôi. Cổ tự được viết bằng chiếc bút lông này có thể là một công cụ đầy sức mạnh cho Phép thuật cổ tự."
ITEM_STORY_1028,"Một bộ vũ khí đã phù phép được trao cho một hiệp sĩ giáng xuống từ Cộng hòa Gray là ông của Fluss và được truyền qua các thế hệ như báu vật gia truyền. Chúng có khả năng tăng dần năng lực thể chất của người sử dụng, cho phép người đó phá vỡ giới hạn của loài người và có được sức mạnh cũng như tốc độ siêu nhiên. Vì tác động diễn ra dần dần nên không có áp lực đột ngột nào đối với cơ thể của người sử dụng. Mỗi món vũ khí lần lượt có tên là Máu và Hoa hồng. Tên gọi của chúng bắt nguồn từ cơn lốc máu và cánh hoa xuất hiện sau mỗi lần Fluss vung cặp song kiếm. Không có chiến binh nào khác có thể tận dụng tiềm năng của chúng như Fluss."
ITEM_STORY_1029,"Súng cao su làm từ cây lan dạ hương, một loại cây bạc chỉ mọc ở những vùng cực kỳ lạnh giá. Tương truyền cây lan dạ hương đã được Nữ hoàng băng giá ban phúc và có thể cho ra quả đỏ tươi kể cả trong thời tiết lạnh nhất. Chỉ cần bám vào một cành cây lan dạ hương là có thể lờ đi cái lạnh quanh mình. Loại cây được ban phúc này cũng có sức mạnh tạo bão tuyết và đông giá. Khỏi cần phải nói, những quyền năng này sẽ được sử dụng hiệu quả nhất nhờ một vũ khí làm từ một trong những cây lan dạ hương."
ITEM_STORY_1030,"Một chữ thập chìa khóa được chế tác trong hình dáng phượng hoàng. Vật phẩm này tượng trưng cho chu kỳ sống tự nhiên. Trong thời cổ đại, các bộ tộc du mục trên sa mạc tôn thờ rồng xanh của ốc đảo làm người bảo vệ của họ. Đổi lại, cô ban cho họ mưa và mùa màng tươi tốt. Để tỏ lòng biết ơn của mình, các bộ tộc du mục dâng cho cô nhiều báu vật, trong đó có viên thủy ngọc Lazulia. Mặc dù không đặc biệt yêu thích của cải vật chất nhưng cô vẫn chấp nhận sự biết ơn của họ và sử dụng các báu vật đó để xây dựng một đền thờ bên trong ốc đảo. Chữ thập chìa khóa là biểu tượng thiêng liêng của đền thờ và chứa đựng thủy năng hùng mạnh."
ITEM_STORY_1031,"Một thứ vũ khí ánh sáng quyền năng, có thể mang hình dạng ngọn giáo, con dao găm hoặc cây cung. Một trong những báu vật thần thánh của Thiên thần do tổng lãnh thiên thần ban phước. Nó được biết đến với khả năng thiêu đốt quỷ dữ. Nhờ có tính linh hoạt, nó thường được trao cho lính trinh sát giỏi nhất. Số Ác quỷ bị tiêu diệt trong cuộc chiến dưới ánh sáng của vũ khí này không thể kể xiết."
ITEM_STORY_1032,"Quyền trượng máu đã được truyền lại trong gia đình Chúa tể Ma cà rồng qua nhiều thế hệ. Màu đỏ thẫm của nó tượng trưng cho uy quyền, sự sáng suốt và sức mạnh tuyệt đối của Chúa tể Ma cà rồng. Thánh địa của Ma cà rồng nằm sâu trong thế giới ngầm của Galia Plains. Chiếc quyền trượng huyền thoại này nằm ở đó, sẵn sàng xuất hiện ở bất cứ đâu khi có tiếng gọi từ một chủ nhân xứng đáng với nó."
ITEM_STORY_1033,"Có một sợi dây vũ trụ kết nối các chiều không gian khác nhau. Thanh kiếm này là chìa khóa để chia cắt và kết nối lại sợi dây đó. Nó được ban cho người phân xử không gian, người bị ràng buộc bởi lời thề bảo vệ sự cân bằng của vũ trụ. Nó có thể được nhân đôi vô thời hạn nhưng sẽ chỉ trao sức mạnh cho người được chọn."
ITEM_STORY_1034,"Linh hồn màu nhiệm, được tạo dựa trên thuyết Annette. Năm vị pháp sư hàng đầu của lâu đài Orvel đã dồn năng lượng của họ để tạo ra sinh vật kỳ diệu này. Nó có ý chí riêng, cho phép nó đưa ra những quyết định độc lập và thực hiện hành động. Nó chia sẻ mana với Annette và cũng có thể sử dụng bất kỳ nguồn mana nào ở gần. Như vậy, đây là cột mốc quan trọng đầu tiên trong nỗ lực mang phép thuật đến với tất cả mọi người của Annette."
ITEM_STORY_1035,"Một cặp vũ khí phép thuật hấp thụ cơn khát máu của người dùng để tăng cường hỏa lực của chúng. Mỗi lần kéo cò, chúng sẽ đẩy người dùng lún sâu hơn vào sự điên cuồng của trận chiến. Người ta nói rằng khi chế tạo vũ khí, người thợ chính đã tạo cho nó một linh hồn. Dường như Berkinos có được linh hồn của vị thần chiến tranh. Truyện kể rằng, khi người chế tạo kéo cò chúng lần đầu, mặt ông ta đột nhiên tái nhợt với nỗi khiếp sợ và sau đó đã vứt chúng xuống sông."
ITEM_STORY_1036,"Khi Kiếm Thánh Aea được ban cho Kyle, nó xuất hiện tại Ngôi đền Lua nằm ở phía bắc của King's Plains. Khi Kyle lấy thanh kiếm khỏi bàn thờ, nó đã phát ra một làn sóng ánh sáng quyền năng biến toàn bộ khu vực xung quanh thành một vùng đất thiêng. Mọi thứ trong Ngôi đền đều biến thành thánh tích. Trong đó, cột trụ chính giữa Ngôi đền là Teoria được hấp thụ nhiều năng lượng thánh nhất."
ITEM_STORY_1037,"Cuộc chiến chống Ác quỷ đã diễn ra 100 năm trước. Trong cuộc chiến này, mối đe dọa lớn nhất với nhân loại chắc chắn là nhóm chỉ huy Ác quỷ cấp cao. Trong số đó, Ác quỷ Kiên nhẫn Kaitasis là kẻ đặc biệt nguy hiểm. Vô số pháp sư và giáo sĩ đã bị tàn sát bởi tên Ác quỷ này, kẻ chuyên nhắm vào những người sử dụng phép thuật để lấy linh hồn của họ. Cuối cùng, Kaitasis đã bị Kyle đánh bại, và hạt nhân của ác quỷ này đã bị niêm phong. Tuy nhiên, nhiều năm sau, hạt nhân đó rơi vào tay Mặt nạ cười và một lần nữa lại trở thành một thứ vũ khí chết chóc."
ITEM_STORY_1038,"Cha của Ezekiel là một trong những Ác quỷ cấp cao nhất. Dù không biết tên hay mặt cha, nhưng anh ta nhận thấy nguồn sức mạnh ghê gớm từ dòng máu Ác quỷ mà anh ta được thừa hưởng. Dòng máu Ác quỷ chảy trong huyết quản cũng mang đến cho anh ta nhân cách thứ hai. Khi dòng máu con người chiếm ưu thế, Ezekiel là một chàng trai trẻ có nhân cách tuyệt vời. Những lúc khác, anh ta là một Ác quỷ vô cùng mạnh và ngạo mạn, giống như cha của anh ta vậy. Tên quản ngục tuyệt vọng Barbatos hiện thân khi dòng máu Ác quỷ của Ezekiel bộc lộ toàn bộ sức mạnh. Với hình dạng là cánh tay của anh ta, vũ khí này đủ mạnh để chia cắt các chiều không gian và tự cắt đứt không gian. Đó chính là hình ảnh tiêu biểu cho sức mạnh của cha anh ta."
ITEM_STORY_1039,"Cassandra là một người buôn bán vũ khí. Một ngày nọ, có một món hàng ăn cắp rơi vào tay cô ta và ngay lập tức được cô ta chú ý. Đó là một chiếc quạt rất đẹp được trang trí bằng vàng và đá quý. Người ta đồn rằng bất kỳ người phụ nữ nào sở hữu chiếc quạt này đều sẽ sớm gặp phải mối bất hạnh khủng khiếp. Chiếc quạt đã trôi dạt trong khu chợ như một món hàng bị nguyền rủa. Ngay sau khi mua, Cassandra bắt đầu điều tra nguồn gốc của chiếc quạt. Và cô ta phát hiện ra rằng chiếc quạt này có tên là Goldbreeze, được chế tạo như một loại vũ khí bí mật. Không quá khó để đoán được sự bất hạnh mà những người chủ của nó phải chịu khi không hề hay biết điều này."
ITEM_STORY_1040,"Ngọn giáo được cho là rèn từ một tia chớp. Trên ngọn giáo ấn tượng với chiều cao ngang bằng với chiều cao trung bình của một người đàn ông trưởng thành này luôn có dòng điện chạy qua. Rèn ngọn giáo từ tia chớp là một công việc phi thường. Và rõ ràng Jin không phải là một thợ rèn bình thường. Anh ta đã nấu chảy một hòn đá mana lớn được ngâm trong máu rồng đỏ. Anh ta sử dụng hòn đá này để chứa tia chớp trước khi rèn nó vào ngọn giáo. Không người nào có thể chạm vào vũ khí này ngoài chủ nhân đã được chọn. Khi hai mảnh của ngọn giáo được kết hợp, nó sẽ toát ra một dòng năng lượng cực lớn như tiếng gầm của rồng."
ITEM_STORY_1041,"Câu chuyện trở lại với thời điểm thử nghiệm chất độc của Mediana vẫn đang được giữ bí mật với bạn bè của cô ta. Đến ngày nọ, một bác sĩ đồng nghiệp phát hiện thấy ống tiêm khổng lồ mà cô ta đã chế tạo. Quá ấn tượng với kích cỡ của ống tiêm, vị bác sĩ đó nói với cô ta:\n'Nhìn kích cỡ của nó kìa. Ít nhất cô cũng phải đặt cho nó một cái tên chứ?'\nMediana trả lời một cách thờ ơ:\n'Ờ... Cứ gọi nó là... Piston.'"
ITEM_STORY_1042,"Sau khi đồng hồ của Oddy được sửa đổi với lời nguyền Redpur và có được sức mạnh kiểm soát thời gian đối với sinh vật sống, anh ta đã sử dụng thời gian vô hạn mà mình có được để nghiên cứu những ứng dụng có thể thực hiện. Sau rất nhiều thử nghiệm, anh đã chế tạo ra được một chiếc đồng hồ mang bản chất phép thuật thời gian, Oddy nhận ra rằng bí mật của phép thuật Redpur bắt nguồn từ ánh trăng và bóng tối mà nó tạo ra. Anh ta đặt tên cho kiệt tác này là 'Tempodiana' với biệt danh là 'Thời gian của bóng trăng'."
ITEM_STORY_1043,"Ác mộng Kitrax được biết đến là yêu quái giỏi nhất và cũng đáng sợ nhất. Sau khi tàn phá toàn bộ linh hồn và tất cả mọi thứ của Kitrax, Viska đã tạo ra vũ khí mạnh nhất từng có. Chiếc que nhọn này và vật tượng trưng cho nỗi sợ hãi và tuyệt vọng. Kết cục của tất cả nạn nhân xấu số đều là cái chết. Nó liên tục gây ra nỗi sợ hãi cho tâm hồn của nạn nhân, biến những kẻ thù đáng sợ nhất trở thành con mồi."
ITEM_STORY_1044,"Trong suốt sự nghiệp quân đội, Priscilla đã đánh ngã vô số kẻ thù với chiếc kích của mình. Dù chiếc kích bị hư hỏng sau khi cô ta rút lui khỏi quân đội nhưng sau đó nó đã được phục sinh với tên gọi Exilius. Quá trình nâng cấp này là một phần trong yêu cầu được gửi đến Annette để tạo Mahitra cho Aisha. Đây là một vũ khí mới sắc như dao cạo và vô cùng bền bỉ, thậm chí còn có sức mạnh phép thuật để hút kẻ thù. Những người đã từng nhìn thấy Priscilla tiêu diệt Ác quỷ bằng chiếc kích này khẳng định rằng đó như một cơn bão không thể ngăn chặn."
ITEM_STORY_1045,"Vũ khí đầy mê hoặc được làm từ xương, gân và các mảnh da của Rồng điên Svelta. Quá nặng để người bình thường có thể nhấc lên chứ chưa nói gì đến kéo, chiếc cung khổng lồ này là sự kết hợp của các công nghệ vũ khí từ Yêu tinh Bóng tối và Người lùn. Chỉ những người có sức mạnh cơ bắp đặc biệt như Yanne mới có thể hy vọng cầm được chiếc cung khác thường này. Linh hồn của Rồng điên vẫn còn trong chiếc cung này. Năng lượng dữ dội của Rồng điên vẫn tồn tại trong từng mũi tên được bắn ra, tạo nên sức mạnh có thể xuyên phá những bức tường to lớn nhất."
ITEM_STORY_1046,"Một Vũ khí cổ đại được tôi luyện cho thực thể diễm lệ nhất thế gian. \nMột người phải trải qua nhiều thử thách khắc nghiệt để chứng minh mình xứng đáng có được món vũ khí mà xưa nay chỉ dành cho người kế vị Thần vương. \nChỉ phục tùng người nối ngôi Thần vương được chọn, cây cung này sở hữu sức mạnh tối thượng chốn sa mạc."
ITEM_STORY_1047,"Bộ kim chỉ và kéo ưa thích của Yuria.\nCô dùng những dụng cụ này để làm ra tất cả các kiệt tác của mình.\nSợi chỉ ánh sao từ bầu trời đêm\ncùng cây kim, cái kéo được làm bằng thứ kim loại chiết xuất từ thiên thạch\nmang đến cho Yuria năng lực thấy được tương lai."
ITEM_STORY_1049,"Đọc thẻ bài Tarot là cách thức bói toán thường được các phù thủy sử dụng. Một số phù thủy sử dụng thẻ bài tự điều chỉnh để phù hợp với phong cách cá nhân của họ. Thẻ bài của Ophelia cũng đóng vai trò như bằng chứng của các hiệp ước giữa cô ta với những sinh vật mà cô ta triệu hồi. Vô cùng nổi tiếng với tư cách là người dẫn hướng định mệnh trong các thực thể của các chiều không gian bí ẩn, cô ta đã giao kèo với vô số sinh vật. Del Arcana, một bộ bài tarot quyền năng được ghép cẩn thận bởi Ophelia, là vật chứng cho những mối quan hệ này."
ITEM_STORY_1050,"Súng khí siêu chính xác do Requina tự chế tạo. Bộ phận giảm thanh đặc biệt được thêm vào phần đầu khiến vũ khí vốn ít tiếng ồn này gần như không gây ra bất kỳ âm thanh nào. Do sự xuất hiện của Ác quỷ gây ảnh hưởng đến công việc của Requina, cô ta đã quyết định sử dụng tất cả những gì có thể thay vì chỉ sử dụng chất độc. Cô ta tìm kiếm sự giúp đỡ từ một người bạn là người sử dụng phép thuật yếu tố tự nhiên và truyền cho chiếc súng khí sức mạnh của gió. Điều này giúp hỏa lực của chiếc súng ngang bằng với pháo phép thuật. Sau khi thêm chất độc siêu chết chóc dùng để tiêu diệt Ác quỷ của Requina, nó trở thành một thứ vũ khí mạnh mẽ và chết chóc với khả năng tiêu diệt bất kỳ sinh vật nào."
ITEM_STORY_1051,"Truyền thuyết nói rằng vàng, một dạng kim loại huyền bí, là những tia sáng huy hoàng của mặt trời, xanh như bầu trời thuần khiết và trắng như ánh sáng chói lòa. Bộ thanh kiếm và khiên thánh này được rèn từ thứ kim loại đặc biệt mà chỉ các Thiên thần mới có thể tạo ra đó. Đây là những thánh tích của sự bảo hộ, được chế tạo để xua đuổi bóng tối và mang ánh sáng đến khắp thế giới. Chỉ được ban cho Hiệp sĩ Bảo vệ chính nhất của các Thiên thần, những thách tích này có thể thiêu đốt bất kỳ Ác quỷ nào nhìn về phía ánh sáng của chúng ngay lập tức."
ITEM_STORY_1052,"Không thể nhầm lẫn đó là thành quả của công nghệ hoàng gia mới nhất. Nó có thể biến đổi thành ba chế độ, cái cuối cùng trong số đó sử dụng ma thuật tàn phá đến mức việc dùng nó phải bị hạn chế. Theo như lời Valance, người đứng đầu tổ chức phát triển vũ khí hoàng gia MagosLe’Flamme, vũ khí mới Archistra đã bị đánh cắp, ngay sau khi nó được phát triển, bởi Crow, một cựu sĩ quan Hải quân bị buộc xuất ngũ. Vẫn còn để ngỏ chưa thể chắc chắn rằng liệu Crow có thật sự đột nhập vào một trong những tổ chức quan trọng nhất của Đế quốc để trộm Archistra... Cũng có thể Valance đã đơn giản là giao nó cho hắn ta, căn cứ theo tình bạn lâu dài của họ."
ITEM_STORY_1053,"Lời nguyền sinh ra từ những cảm xúc tiêu cực như thù ghét, ghen tị và oán hận. Đó là những món khoái khẩu của Shamilla. Trong Cuộc chiến chống Ác quỷ, đôi cánh này mạnh lên từng ngày khi hút lời nguyền của vô số người và là nỗi ám ảnh đối với người phàm. Tương truyền, những người tiếp xúc với lông vũ sẽ bị rất nhiều lời nguyền trói buộc và sa vào vực xoáy cảm xúc. Trong vực thẳm đó vang lên những tiếng cười quyến rũ, đầy mời gọi. Đó là tiếng cười của một ác quỷ đang nhâm nhi mọi cung bậc cảm xúc của con người."
ITEM_STORY_1054,"Một thực thể ma quái khác tách biệt với Lavril.\nKhông giống như Lavril tốt bụng, Dunn Nemecia là sự kết hợp của những linh hồn tiêu cực và hung hăng bên trong cô.\nMay mắn thay, hồn ma dễ thương lẫn dễ sợ này luôn che giấu mặt ác và chỉ dùng sức mạnh của nó khi vật chủ cần hoặc khi thấy nguy hiểm.\n\nNhưng hãy nhớ rằng hồn ma kỳ quặc này không tử tế và vô hại đâu.\n\nNhững trò tinh nghịch mà nó thường làm là để đồ chơi cứng, nhọn xung quanh người đang ngủ, ngáng chân người qua đường, nhưng...\nNó có thể làm nhiều thứ khác ngoài mấy 'trò tinh nghịch' đó nếu Lavril không kiểm soát."
