KEY,Portuguese
Sub1_Prisila_6_1_37,Ela é uma verdadeira patriota que acredita firmemente na justiça.
Sub1_Prisila_6_1_38,"Assim como você, Clause."
Sub1_Prisila_6_1_39,Princesa...
Sub1_Prisila_6_1_40,Quanto tempo.
Sub1_Prisila_6_1_41,"Vossa Alteza, fico honrada em estar perante a Fé de Prata, a mãe do nosso povo."
Sub1_Prisila_6_1_42,"Aisha da família Daphnel está honrada por ser agraciada pela presença da mestra de Orvelia, Vossa Alteza."
Sub1_Prisila_6_1_43,Fé...
Sub1_Prisila_6_1_44,Mestra...
Sub1_Prisila_6_1_45,Absurdo...
Sub1_Prisila_6_1_46,É por causa de vocês e do nosso povo
Sub1_Prisila_6_1_47,que a família real de Orvel existe...
Sub1_Prisila_6_1_48,"Por favor, ergam as cabeças."
Sub1_Prisila_6_1_49,Temos muito o que conversar.
Sub1_Prisila_6_1_50,Parece que a carta enviada por Vossa Alteza foi substituída.
Sub1_Prisila_6_1_51,A data e o local foram alterados.
Sub1_Prisila_6_1_52,O selo carimbado na carta é quase idêntico ao verdadeiro.
Sub1_Prisila_6_1_53,Enganaria qualquer um.
Sub1_Prisila_6_1_54,"Se não tivéssemos chegado logo aqui, como Vossa Alteza disse..."
Sub1_Prisila_6_1_55,O guerreiro descontrolado que estava atrás de Vossa Alteza...
Sub1_Prisila_6_1_56,era completamente diferente dos que vieram antes dele.
Sub1_Prisila_6_1_57,... Guerreiro descontrolado?
Sub1_Prisila_6_1_58,Também fomos atacados.
Sub1_Prisila_6_1_59,Se não fosse por Clause e Demia... coisas horríveis teriam acontecido.
Sub1_Prisila_6_1_60,"Quando terminarmos de conversar, iremos achar aquele homem."
Sub1_Prisila_6_1_61,Ele ainda parecia instável.
Sub1_Prisila_6_1_62,Por que eles se deram o trabalho de lidar conosco separadamente?
Sub1_Prisila_6_1_63,"Se eu tivesse sido morta no caminho, como eles planejavam, teria sido muito mais fácil para eles"
Sub1_Prisila_6_1_64,incriminarem a família Daphnel e se livrarem de todos nós.
Sub1_Prisila_6_1_65,Isso significa...
Sub1_Prisila_6_1_66,Estamos enfrentando um inimigo em comum.
Sub1_Prisila_6_1_67,"Temos uma boa ideia de quem são aqueles que foram atrás de Vossa Alteza,"
Sub1_Prisila_6_1_68,mas precisamos de provas para associá-los a esta loucura.
Sub1_Prisila_6_1_69,"O atual primeiro ministro de Orvelia, El Moriham..."
Sub1_Prisila_6_1_70,"O homem que está reunindo nobres para controlar meu pai, Rei Veroglance Segundo..."
Sub1_Prisila_6_1_71,"O ambicioso conspirador que, há 4 anos, queria ter você, a filha da família Daphnel, e o seu potencial nas mãos."
Sub1_Prisila_6_1_72,As forças sombrias do império também devem estar relacionadas a isto.
Sub1_Prisila_6_1_73,"Eu sabia que El Moriham tem se encontrado com o império em segredo,"
Sub1_Prisila_6_1_74,e vim falar sobre aqueles do império que estão conspirando com ele.
Sub1_Prisila_6_1_75,Há alguém com quem também devemos nos encontrar. Ele pode ser o verdadeiro herdeiro do trono de Orvelia.
Sub1_Prisila_6_1_100,Erox...
Sub1_Prisila_6_1_101,Mesmo assim... conseguimos encontrar seu corpo.
Sub1_Prisila_6_1_102,Certo...
Sub1_Prisila_6_1_103,Hahahaha!
Sub1_Prisila_6_1_104,Um corte de cabelo lhe concederá um pouco mais de discrição e lhe ocultará de olhares curiosos.
Sub1_Prisila_6_1_105,Após derrotá-los.
