KEY,Russian
GETHERO_DESC_45,"Варвар, путешествующий по миру и охотящийся на монстров, которые тревожат людей.Она единолично убила Безумного Дракона по имени Свэтла. Она так сильна, что стрелы, выпускаемые ей, пробивают крепостные стены."
GETHERO_DESC_46,"Потомок древнего короля-бога. Благородный юноша, поднявшийся на защиту пустыни. Песчаные бури, вызываемые его стрелами, уничтожают любого, кто встает у него на пути."
GETHERO_DESC_47,"Непревзойденная швея, которая шьет платья и другую одежду для всех знаменитостей на континенте. Она видит судьбы людей и искусно владеет иглой и нитью. На кончике ее иглы танцуют звезды, а ее нить оставляет следы света на всем, к чему прикасается."
GETHERO_DESC_48,"Мастерица и хозяйка мастерской музыкальных инструментов «Аселерандо».\nЯвляется тайным борцом сопротивления и часто путешествует с целью передачи информации. Подбодряет союзников и приводит в ужас врагов, используя особый ультразвуковой инструмент собственного создания."
GETHERO_DESC_49,"Астролог Звездной Пыли, труппы, бродящей по всему континенту. Вместо того, чтобы стать частью сообщества ведьм, она ищет свю судьбу, однажды увиденную в мечтах. Контролирует карты Таро, парящие вокруг нее и атакующие врагов на дистанции."
GETHERO_DESC_50,"Торговец, путешествующий по континенту, продающий яды всем, кто в них нуждается.Использует духовую трубку, чтобы ранить ядом и обездвиживать своих врагов."
GETHERO_DESC_51,"Рыцарь праведного бога, карающий зло мечом и защищающий слабых щитом. Она спустилась с небес, чтобы истребить демонов, разрушающих земной мир. Свет, исходящий от ее меча и щита, поражает врагов и защищает союзников."
GETHERO_DESC_52,"Отставной морской офицер, в настоящее время занимающийся охотой за головами и решением проблем. Циник, который не доверяет никому. Обожает огнестрельное оружие."
GETHERO_DESC_53,"Высокопоставленный офицер армии демонов, внутри которой заключено 30 миллионов всевозможных проклятий. Восхищается силой воли людей, благодаря которой они могут противостоять боли и мучениям. С помощью Лука и Стрел осквернения терзает противников многочисленными проклятиями."
GETHERO_DESC_54,"Призрак, рожденный из слияния бесчисленных несправедливо оборвавшихся жизней. Несмотря на свою природу, Лавриль, на удивление, наивна и невинна. Она вытягивает жизненную энергию из врагов с помощью своих спектральных способностей."
GETHERO_DESC_55,"Серия – 101-я глава ТемногоЭфеса, семьи охотников на различных сверхъестественных существ. Эта охотница на вампиров прибыла в Орвелию в поисках сестры, обратившейся в вампира и убившей их общих товарищей по оружию. Серия хочет не только совершить возмездие, но и избавить свою младшую сестру от страданий."
GETHERO_DESC_56,"Она была охотницей на вампиров, как и ее сестра Серия. Однако позже стала жертвой собственной силы, убила товарищей по оружию и сама превратилась в вампира. Уничтожив высшего вампира, который ее обратил, и получив его силу, она покинула свою старшую сестру Серию, единственную, кто выжил в этом кошмаре, и направилась в Орвелию."
GETHERO_DESC_57,"Девушка-синий дракон, чья взрослая жизнь только началась, и сестра жрицы воды Лайас. Хотя она еще слишком неопытна и юна, те, кто смотрит на нее с высока, горько об этом потом жалеют. Своих врагов она уничтожает беспощадной силой воды."
GETHERO_DESC_58,"Танцовщица из племени кочевников пустыни Аэгина. Ее танцы растапливают людские сердца, а ее острые мечи бесшумно забирают жизни врагов."
GETHERO_DESC_59,"Верховный жрец Луа и наставник Фрэй. Вера Люция настолько крепка, что он обладает силой благословения Луа. Благословенные им предметы наделяются могуществом света и служат эффективным оружием в борьбе с демонами."
GETHERO_DESC_60,"Командир Велчии, подразделения магических рыцарей империи, вооруженных самым передовым техномагическим оружием. Рыцари, которые представляют собой настоящих профессионалов военного ремесла, не потерпели ни одного поражения под ее командованием. Криша – могучий рыцарь, поражающий своих врагов силой света с различными характеристиками."
GETHERO_DESC_61,"Потомок черного дракона, способный управлять черной молнией. Он сражается, чтобы очистить мир от демонов, особенно дракониксов. Энергия темной молнии, заключенная в его Коломете, пробивает защиту врагов."
GETHERO_DESC_62,"Принцесса Орвелии, которая по-настоящему любит свой народ.Она разит своим мечом, защищает слабых и стоит за справедливость, как настоящий рыцарь.Её огромный меч блокирует ману, и она с легкостью рубит своих врагов."
GETHERO_DESC_63,"Гений, признанный Башней Мудрецов, хотя никогда в ней не состоявший.Ей дали титул 'Небесная', и на самом деле она- гомункул.Её шаровые молнии не оставляют камня на камне."
GETHERO_DESC_64,"Королева Пентеонии, Королевства- крепости, которое не отступило ни на дюйм, когда его атаковали Демоны 100 лет назад. Её посох сияет бриллиантовым светом справедливости, и она превращает своих врагов в пепел."
GETHERO_DESC_65,"Ассистент и слуга архимага 'Небесной' Cони.\nОна действует только в интересах Сони, которая является её хозяйкой, сестрой, другом.\nИспользуя свое острое зрение, она находит уязвимость и разит врага своими кинжалами."
GETHERO_DESC_66,Эта загадочная девушка исцеляет людей пленительными мелодиями. Ее прекрасный голос и чарующие звуки арфы обладают магической силой.
GETHERO_DESC_67,"Человекоподобный голем, созданный техномагами давно забытой древней цивилизации. Ее тело – совокупность древних технологий и высших достижений техномагии. Она – могучее оружие, способное уничтожить противника мощным концентрированным огнем."
GETHERO_DESC_68,"Молодой вождь племени варваров, живущих в глубинах южных джунглей. В наследство от своих предков ей достались демоническая кровь и «Демонические глаза оцепенения». Она обездвиживает своих врагов и расправляется с ними яростными ударами."
GETHERO_DESC_69,"Самый опасный человек тайного мира азартных игр. Обладает необычной способностью читать чужие мысли. Как только вы отвлекаетесь на вращение его кубика, считайте, что игра проиграна."
GETHERO_DESC_70,"Девушка с повышенным чувством справедливости, которая всегда стремится быть поддержкой для всех. Она наказывает демонов, которые обижают людей, своими техномагическими ботинками, обладающими силой стирать врагов в порошок."
GETHERO_DESC_71,"Победитель конкурса «дизайнерский концепт героя» [87CEFA]Mochi00 (JPN)[-]\nДевочка, рождённая полуживотным с редкостной магией.\nВ раннем возрасте она была схвачена демоническими войсками и подвержена опытам по изменению тела.\nПолучив силу, она сбежала, чтобы сражаться со врагами, используя своё тело из красного кристалла."
GETHERO_DESC_72,"Девушка, очарованная безумием войны. Бывший офицер Имперской дивизии механизмов, член подразделения «Гончая». Жарким пламенем поджигает всё живое на своём пути."
GETHERO_DESC_73,"Объект эксперимента, не помнящий своего прошлого, и яростный воин, побеждающий своих врагов благодаря нечеловеческой силе. Могучее оружие, уничтожающее все, что попадается ему на пути."
GETHERO_DESC_74,"Редкостный маг меча, который искусно владеет множеством рукояток.\nСчитает, что каждый увиденный им проклятый или же могущественный меч должен обязательно побывать в его руках.\nОн с удовольствием разрезает своих врагов при помощи 3-х проклятых лезвий."
GETHERO_DESC_75,"Мудрец ящеров, населявших окрестности озера Эретана, которые были захвачены Империей. 8 лет назад, присоединился в отряд сопративления для спасения павшей родины. Он погружает в хаос врагов, используя традиционную магию своего племени."
GETHERO_DESC_78,"Рыцарь безмолвия, Темный мечник и Сотрясающий горы меч. Вот далеко не полный список имен, под которыми этот легендарный наемник известен в империи. Его огромный меч способен поглотить любую энергию и преобразовать ее во всеразрушающую силу."
GETHERO_DESC_87,"Девушка-рыцарь незнатного происхождения. Пользуется большим уважением среди простых жителей империи, так как добилась своего поста вице-капитана столичных рыцарей-стражей только благодаря личным навыкам. Она дала клятву защищать жителей империи, и нет никого, кто бы так самоотверженно служил империи."
GETHERO_DESC_90,"Хозяйка лавки в Орвеле. Разве можно не любить эту отважную и жизнерадостную девушку? Она помогает союзникам, доставая из своей корзины полезные предметы."
GETHERO_DESC_91,"Человек, покоривший Арену Орвела. Люди боялись его и начали называть Зверем Арены. Благодаря его невероятной технике боя, он может уничтожить врага за считанные секунды."
GETHERO_DESC_92,"Гений из Башни мудрости, сумевший возродить руническую магию. В настоящее время заведует финансами в Орвеле, а также занимает должность управляющего гильдиями.Ее мудрость и руническая магия сокрушат любого врага."
GETHERO_DESC_93,"Привратник правителей Орвела. Без королевского дозволения ни одна душа не может пройти мимо Ломана. Невероятная сила, заключенная в его алебарде, заставляет его врагов преклонять пред ним колени."
GETHERO_DESC_94,"Одна из лучших поваров в Орвеле. Кажется, она может приготовить всё, что угодно: от простецких закусок до изысканных лакомств. Её блюда исцеляют тело и наполняют сердце храбростью."
GETHERO_DESC_95,"Девушка-воин и главный страж темницы Орвела, в которой заключены самые жуткие монстры континента. В силе и мастерстве не уступает даже Гладу, Зверю арены, поэтому вселяет ужас в негодяев, находящихся по ее надзором. Сокрушает врагов могучими ударами устрашающей булавы."
GETHERO_DESC_96,"Принцесса эльфов, охраняющая Башню вызова в королевстве Элидора. Знает о древних реликвиях и скрытой в них силе лучше кого бы то ни было."
GETHERO_DESC_97,Самый молодой тренер воспитывающий армию союза Гильдий в диспетчерском центре и гений модернизации и стратегии. Крушит врагов оружием собственной разработки.
GETHERO_DESC_98,"Величайший король-бог древнего Секирейнеля. Связал свою душу с пустыней и заполучил бессмертие до тех пор, пока существует пустыня. Используя телекинез, свободно управляет и атакует чакрой, символизирующей могущество короля-бога."
INN_KASEL_INNIDLE01,Хорошо отдохнуть...
INN_KASEL_GREETING01,Прошло много времени. Как ты?
INN_KASEL_CONVERSATION01,"Я надеюсь, что скоро наступит мир."
INN_KASEL_CONVERSATION02,Этот меч... Такой тяжелый.
INN_KASEL_CONVERSATION03,Я не верю в судьбу.
INN_KASEL_GIFT01,Спасибо. Это поможет окончить битву быстро.
INN_FREY_INNIDLE01,"Богиня Луа, наше вера в тебя сильна!"
INN_FREY_GREETING01,Пусть благословение Луа будет с тобой.
INN_FREY_CONVERSATION01,"Мои отношения с Касселем? Хаха, мы просто семья. Я же как защитник."
INN_FREY_CONVERSATION02,"Интересно, как там поживает Принцесса Ирис. Я давно ее не видела..."
INN_FREY_CONVERSATION03,"Хаха, Рой и Клео довольно мило смотрятся вместе?"
INN_FREY_GIFT01,"Ого, спасибо."
INN_CLEO_INNIDLE01,Ох... Так скучно. Вот бы чего-то веселого и магического...
INN_CLEO_GREETING01,Привет! Я Клео! Архи-маг!
INN_CLEO_CONVERSATION01,Хочешь мяска? Приготовить?
INN_CLEO_CONVERSATION02,"Интересуешься магией Огня? Хаха, могу научить, но не все могут с ней сладить!"
INN_CLEO_CONVERSATION03,Почему все зовут меня Магом Страданий? Не люблю такое прозвище! Зовите меня Архи-магом!
INN_CLEO_GIFT01,"Ха, а ты мне нравишься."
INN_ROI_INNIDLE01,.......
INN_ROI_GREETING01,Что это.
INN_ROI_CONVERSATION01,"Я буду признателен, если ты не будешь спрашивать меня о прошлом."
INN_ROI_CONVERSATION02,"Раньше было все спокойно. Надеюсь, Клео не учинит здесь ничего."
INN_ROI_CONVERSATION03,"Хватит делать из нас с Клео пару! Фрэй уже достала... Я делаю это только потому, что должен."
INN_ROI_GIFT01,"Я не знаю, заслужил ли я это..."
INN_GAU_INNIDLE01,У тебя какое-то дело к варвару?
INN_GAU_GREETING01,Приятно познакомиться. Поохотимся вместе когда-нибудь.
INN_GAU_CONVERSATION01,"Я выгляжу сильным? Эй, перестань меня смущать."
INN_GAU_CONVERSATION02,"Наверное, просто зависть из-за всех этих красавиц вокруг!"
INN_GAU_CONVERSATION03,Я действительно сильный.
INN_GAU_GIFT01,Что это? Да не стоило.
INN_PHILLOP_INNIDLE01,Может ли человек перепить дворфа?
INN_PHILLOP_GREETING01,"Ха-ха-ха, напоминает прошлые деньки."
INN_PHILLOP_CONVERSATION01,Король дворфов? Ничего особенного. Сплошное беспокойство.
INN_PHILLOP_CONVERSATION02,Размер кровати здесь не совсем подходит. Но домой я еще не собираюсь!
INN_PHILLOP_CONVERSATION03,"По сравнению с нами, дворфами, люди не умеют наслаждаться жизнью!"
INN_PHILLOP_GIFT01,"Это воспоминание о нашей встрече? Ха-ха-ха, я буду дорожить этим."
INN_LAKRAK_INNIDLE01,Никаких глупых гоблинов здесь! Отличное место.
INN_LAKRAK_GREETING01,Ак! У вас отличное оружие!
INN_LAKRAK_CONVERSATION01,"Сражались с гоблинами? Победили? Га-га-га, отлично!"
INN_LAKRAK_CONVERSATION02,Ак! Напугали! Помочь с экспериментом? Хорошо! Тогда прямо сейчас!
INN_LAKRAK_CONVERSATION03,Нравятся ручные пушки? А ты разбираешься!
INN_LAKRAK_GIFT01,Взнос для создания мощного оружия? Хорошо! Добавим еще пороха!
INN_KAULAH_INNIDLE01,Нужна помощь орка-шамана?
INN_KAULAH_GREETING01,"Я Каула, вождь племени Небесного ветра."
INN_KAULAH_CONVERSATION01,"Я думаю, материальная цивилизация человечества поражает."
INN_KAULAH_CONVERSATION02,Я скучаю по ветру горных вершин. Завтра мне нужно подняться на ближайшую гору.
INN_KAULAH_CONVERSATION03,Я в этой таверне по делам. Эта неудобная кровать лишает меня пророческих снов.
INN_KAULAH_GIFT01,Я запомню твою доброту.
INN_EPIS_INNIDLE01,Ум-м-м… М-м-м… (поет про себя)
INN_EPIS_GREETING01,У тебя есть время сегодня?
INN_EPIS_CONVERSATION01,"Кажется, ты краснеешь? Как мило."
INN_EPIS_CONVERSATION02,"Куда это ты смотришь? Не волнуйся, я никому не скажу."
INN_EPIS_CONVERSATION03,В чем дело? Хочешь сыграть в одну восхитительную игру? Да?
INN_EPIS_GIFT01,"Ох, это для меня? Хо-хо, а что хочешь взамен?"
INN_SELENE_INNIDLE01,"О, так вот где спят люди."
INN_SELENE_GREETING01,Все хорошо? Пусть твой день будет полон света.
INN_SELENE_CONVERSATION01,Почему ты так смотришь?
INN_SELENE_CONVERSATION02,"Всегда радуюсь тем, кто обладает хорошими манерами."
INN_SELENE_CONVERSATION03,"Да, выслушаете историю?"
INN_SELENE_GIFT01,Прекрасный подарок. Я буду бережно хранить его.
INN_MARIA_INNIDLE01,Что? Салага.
INN_MARIA_GREETING01,"Не стоит так небрежно приветствовать Темные силы, малыш."
INN_MARIA_CONVERSATION01,"Не волнуйся. Я останусь тут только на одну ночь. Моя комната наверху, поднимемся вместе? Ха-ха-ха."
INN_MARIA_CONVERSATION02,"Кажется, ты в моем вкусе. В смысле я хочу разорвать тебя на части."
INN_MARIA_CONVERSATION03,Я хочу непременно увидеть кое-что. Как ты на коленях молишь о пощаде.
INN_MARIA_GIFT01,"Этот подарок такой же нелепый, как ты."
INN_MIRURU_INNIDLE01,"Как насчет совместного дела? Если найдем сокровища, получишь десятую часть."
INN_MIRURU_GREETING01,Приятно познакомиться!
INN_MIRURU_CONVERSATION01,Вместе мы сможем все! Даже с этим проклятым телом.
INN_MIRURU_CONVERSATION02,Море зовет нас!
INN_MIRURU_CONVERSATION03,Однажды я верну свой облик!
INN_MIRURU_GIFT01,Золото! Золотишко!
INN_LORRAINE_INNIDLE01,Не бойся. Ты можешь стать сильнее.
INN_LORRAINE_GREETING01,"Я Лорейн, эльфийка Элидоры. Мое почтение."
INN_LORRAINE_CONVERSATION01,Я хорошо провела время.
INN_LORRAINE_CONVERSATION02,Пусть благословение матери-природы освещает твой путь.
INN_LORRAINE_CONVERSATION03,"Человек - удивительное существо. Но ваш недостаток в том, что вы не можете противостоять искушению."
INN_LORRAINE_GIFT01,Я буду бережно хранить это.
INN_CLAUSE_INNIDLE01,Хахаха! Знакомые все лица!
INN_CLAUSE_GREETING01,А вот и ты! Как дела?
INN_CLAUSE_CONVERSATION01,Как на счет вступления к Рыцарям- Защитникам?
INN_CLAUSE_CONVERSATION02,Ты выглядишь достойно.
INN_CLAUSE_CONVERSATION03,"Мне иногда кажется, что мой шлем хочет меня задушить! Хахаха!"
INN_CLAUSE_GIFT01,"Обычно, я бы отказался, но я принимаю это как благодарность."
INN_REPHY_INNIDLE01,Ты знаешь о племени Тамия?
INN_REPHY_GREETING01,Меня зовут Леви. Я мудрец племени Тамия.
INN_REPHY_CONVERSATION01,"Человек, идем со мной. Защитим лес и уничтожим темного короля."
INN_REPHY_CONVERSATION02,Со мной ты никогда не заблудишься в лесу.
INN_REPHY_CONVERSATION03,"Одна из наших задач - вести по свету звезд тех, кто погиб в лесу, помогая им вернуться куда следует."
INN_REPHY_GIFT01,Подарок от человека! Мне нравится.
INN_DIMAEL_INNIDLE01,Эфикаэль…
INN_DIMAEL_GREETING01,А-а… Это ты.
INN_DIMAEL_CONVERSATION01,"Взглядом просверлишь. Может, хватит глазеть?"
INN_DIMAEL_CONVERSATION02,Оставь меня в покое…
INN_DIMAEL_CONVERSATION03,В чем дело?
INN_DIMAEL_GIFT01,"Это мне? Хм, не вижу смысла отказываться."
INN_DEMIA_INNIDLE01,Нужно подготовиться к завтрашней битве.
INN_DEMIA_GREETING01,"Рада знакомству. Я Дэмия Зилтриона, глава Королевского гарнизона."
INN_DEMIA_CONVERSATION01,Королевский гарнизон силен. Нарс Хоррун поведет войска вместо меня.
INN_DEMIA_CONVERSATION02,"Мой отец много лет занимал пост главы гарнизона. Он хотел, чтобы я росла как нормальный ребенок, но война у меня в крови."
INN_DEMIA_CONVERSATION03,Мы непременно одолеем Темные силы и вернем мир в королевство.
INN_DEMIA_GIFT01,Я должна поделиться этим с моими солдатами.
INN_NAILA_INNIDLE01,"Что случилось, воин людей?"
INN_NAILA_GREETING01,Однажды я хочу померяться с тобой силой.
INN_NAILA_CONVERSATION01,"Химмуллис, моя сестра…"
INN_NAILA_CONVERSATION02,"Глупо было думать, что заимствованная сила является твоей собственностью."
INN_NAILA_CONVERSATION03,Я никогда не забываю о гордости гарпий Элидоры.
INN_NAILA_GIFT01,"Ты знаешь, что нравится гарпиям."
INN_RODINA_INNIDLE01,Подготовка к путешествию! М-м-м… (напевает про себя)
INN_RODINA_GREETING01,Приветствую! Хорошего дня!
INN_RODINA_CONVERSATION01,Славно поешь - хорошо подерешься!
INN_RODINA_CONVERSATION02,"Говорят, жареные морумы очень вкусные? Я попробую!"
INN_RODINA_CONVERSATION03,Ты любишь овощи? Мне очень нравятся!
INN_RODINA_GIFT01,Спасибо! Спасибо за угощение!
INN_MORRAH_INNIDLE01,Что? Хочешь умереть?
INN_MORRAH_GREETING01,Не шути со мной.
INN_MORRAH_CONVERSATION01,"Это таверна, я не буду тут драться. Но лучше тебе со мной не встречаться за ее пределами."
INN_MORRAH_CONVERSATION02,"Кажется, твоя жизнь наполнена досугом. Как насчет того, чтобы отдать ее мне?"
INN_MORRAH_CONVERSATION03,Не разговаривай со мной.
INN_MORRAH_GIFT01,"Я хочу увидеть твою кровь, а не это."
INN_BAUDOUIN_INNIDLE01,"Здесь много отличной выпивки! Эй, красавица, еще бутылку!"
INN_BAUDOUIN_GREETING01,"О, приветствую! А ты в хорошей форме!"
INN_BAUDOUIN_CONVERSATION01,Жесткость и формальности не в моем вкусе!
INN_BAUDOUIN_CONVERSATION02,"О, хочешь подраться? Я хорош в кулачном бою!"
INN_BAUDOUIN_CONVERSATION03,"Как говорится, мужчина должен быть с кулаками!"
INN_BAUDOUIN_GIFT01,"Ха-ха-ха, вот мой лучший друг! Хорошо, пропустим по стаканчику!"
INN_REINA_INNIDLE01,Есть славное предложение о работе! Ох!Но наниматель…
INN_REINA_GREETING01,"Ух ты… Привет, малыш!"
INN_REINA_CONVERSATION01,Нужен наемник? Я одна из лучших.
INN_REINA_CONVERSATION02,"Ох, ну что за милашка… А, ничего, хи-хи."
INN_REINA_CONVERSATION03,"Нужна Вспышка молнии Рейна? Хе-хе, так это же я!"
INN_REINA_GIFT01,"Хм? Подарок? Хи-хи, спасибо. Я сделаю тебе скидку на следующее поручение."
INN_PAVEL_INNIDLE01,…Как много людей.
INN_PAVEL_GREETING01,…Тебе что-то нужно?
INN_PAVEL_CONVERSATION01,Так шумно…
INN_PAVEL_CONVERSATION02,Мне нужно освежиться…
INN_PAVEL_CONVERSATION03,Как бы поступил Настоятель?
INN_PAVEL_GIFT01,…Я принимаю это.
INN_JANE_INNIDLE01,…
INN_JANE_GREETING01,…Привет.
INN_JANE_CONVERSATION01,Кто ты?
INN_JANE_CONVERSATION02,Я тебя не знаю…
INN_JANE_CONVERSATION03,Ты меня знаешь?
INN_JANE_GIFT01,Подарок? Благодарность?
INN_AISHA_INNIDLE01,Я могла бы купить эту таверну.
INN_AISHA_GREETING01,Впервые встречаешь благородную особу?
INN_AISHA_CONVERSATION01,Хм? Из какой ты семьи?
INN_AISHA_CONVERSATION02,Края этой юбки уже истрепались.
INN_AISHA_CONVERSATION03,"Я хочу то, что готовил повар в нашем доме."
INN_AISHA_GIFT01,Благодарю. Почему бы нам как-нибудь не выпить чаю?
INN_LEO_INNIDLE01,"Ух ты, да здесь людей больше, чем книг."
INN_LEO_GREETING01,Привет! Рад познакомиться.
INN_LEO_CONVERSATION01,Я хочу знать все об этом мире.
INN_LEO_CONVERSATION02,Мир действительно огромен…
INN_LEO_CONVERSATION03,"Могу посоветовать хорошую книгу, если заглянешь в библиотеку."
INN_LEO_GIFT01,Это в самом деле мне?
INN_FLUSS_INNIDLE01,Не так уж отличается от имперской таверны.
INN_FLUSS_GREETING01,Вы очень трудолюбивы.
INN_FLUSS_CONVERSATION01,Я уже скучаю по воздуху империи.
INN_FLUSS_CONVERSATION02,Я стал сильнее благодаря постоянным тренировкам.
INN_FLUSS_CONVERSATION03,"Есть лишь один человек, которому я могу открыться…"
INN_FLUSS_GIFT01,За вас.
INN_LUNA_INNIDLE01,Привет! Есть морковка?
INN_LUNA_GREETING01,Привет! И тебе привет! Всем привет!
INN_LUNA_CONVERSATION01,"Знаешь, что это? Морковка!"
INN_LUNA_CONVERSATION02,"Морковка морковного цвета, ух ты!"
INN_LUNA_CONVERSATION03,"Кролик? Нет, Луна - это Луна!"
INN_LUNA_GIFT01,Вау!Это морковка? Хм? Нет!
INN_LAIAS_INNIDLE01,Здесь такая спокойная атмосфера.
INN_LAIAS_GREETING01,"Приятно познакомиться, человеческое дитя."
INN_LAIAS_CONVERSATION01,"Человеческая пища, как и всегда, особенная."
INN_LAIAS_CONVERSATION02,За время моего сна столько всего поменялось.
INN_LAIAS_CONVERSATION03,Пусть вода направляет тебя.
INN_LAIAS_GIFT01,"Спасибо, человеческое дитя."
INN_ARCH_INNIDLE01,"Что?! Я думал, что увидел демона…"
INN_ARCH_GREETING01,"Да, земное создание."
INN_ARCH_CONVERSATION01,Мои крылья такие интересные?
INN_ARCH_CONVERSATION02,Мое призвание - выносить приговор злу.
INN_ARCH_CONVERSATION03,Желаю вашим жизням узнать благословение богов.
INN_ARCH_GIFT01,Пусть свет ведет тебя.
INN_NICX_INNIDLE01,"О, интересуешься мной?"
INN_NICX_GREETING01,"Я чувствую, что у тебя особая аура."
INN_NICX_CONVERSATION01,Куда хочешь отправиться?
INN_NICX_CONVERSATION02,"Нет такого места в мире, куда я не могу попасть"
INN_NICX_CONVERSATION03,Мне нравятся интересные личности вроде тебя.
INN_NICX_GIFT01,Это мне? Благодарю.
INN_ANNETTE_INNIDLE01,"Ух ты, тут полно людей! Не то что в моей лаборатории в замке!"
INN_ANNETTE_GREETING01,Привет! Интересуешься техномагией?
INN_ANNETTE_CONVERSATION01,Все люди имеют право использовать магию! Я лишь хочу помочь им!
INN_ANNETTE_CONVERSATION02,Королевский дворец дает средства на мои исследования…Но их все равно не хватает!
INN_ANNETTE_CONVERSATION03,"Что? Яйца, которые тут продают, так похожи на мою милашку, разве нет?"
INN_ANNETTE_GIFT01,Хе-хе! Спасибо за средства на исследования!
INN_MITRA_INNIDLE01,Ох… Как же хочется вздремнуть.
INN_MITRA_GREETING01,Хэй!
INN_MITRA_CONVERSATION01,"О, где-то кто-то дерется?"
INN_MITRA_CONVERSATION02,"Ах, ничего не хочется делать."
INN_MITRA_CONVERSATION03,Иногда просто хочется расслабиться.
INN_MITRA_GIFT01,Ого? Это мне?
INN_TANYA_INNIDLE01,…
INN_TANYA_GREETING01,…Хм.
INN_TANYA_CONVERSATION01,…Не пытайся со мной заговорить.
INN_TANYA_CONVERSATION02,"…Не стоит интересоваться девушкой, которая может только убивать."
INN_TANYA_CONVERSATION03,…Хм.
INN_TANYA_GIFT01,…Так и быть. Я приму это.
INN_EZEKIEL_INNIDLE01,Ты куда зыришь?
INN_EZEKIEL_GREETING01,Чего? Скажи это еще раз!
INN_EZEKIEL_CONVERSATION01,"Хех, какой назойливый..."
INN_EZEKIEL_CONVERSATION02,Просто иди своей дорогой.
INN_EZEKIEL_CONVERSATION03,"Вы че все со мной хотите поболтать, а?"
INN_EZEKIEL_GIFT01,"Чё... Это чё такое... А, это... Да, спасибо, принимаю..."
INN_VISKA_INNIDLE01,Эх... Никаких Демонов? Я проголодалась...
INN_VISKA_GREETING01,"Эй? Есть, что поесть? Может быть, немного Демонов?"
INN_VISKA_CONVERSATION01,"Я очень разозлюсь, если не поем! Ох, да нет, ничего... АХАХАХА! Пффф..."
INN_VISKA_CONVERSATION02,"Я слегка проголодалась... Эй, ты не знаешь, есть ли тут какие-нибудь сильные Демоны неподалеку?"
INN_VISKA_CONVERSATION03,"Что это? Это Метка Демонического Контракта. И нет, деталей я не знаю."
INN_VISKA_GIFT01,Это что такое? Я могу это скушать?
INN_LEWICIA_INNIDLE01,"Как заряжает! Отлично подходит, чтобы восполнить силы!"
INN_LEWICIA_GREETING01,"Приветствую, мы вновь встретились. Остановишься здесь ненадолго?"
INN_LEWICIA_CONVERSATION01,"Хм? Я думаю, слишком много чеснока, но почему ты спрашиваешь?"
INN_LEWICIA_CONVERSATION02,Я люблю яркий солнечный свет. Дома было так темно... Хм? Почему ты так на меня смотришь?
INN_LEWICIA_CONVERSATION03,"После выздоровления, мне больше не придётся мучиться с таким телом."
INN_LEWICIA_GIFT01,"Хм, если ты настаиваешь, я приму твой дар."
INN_RICARDO_INNIDLE01,"Я смотрю, у тебя все хорошо! Отлично! Хахахахаха!"
INN_RICARDO_GREETING01,"Хаха, это ты, да? Ты хорошо кушаешь?"
INN_RICARDO_CONVERSATION01,"Я стар, но я все также в порядке! И я не знаю, когда мне предстоит отправиться в отставку!"
INN_RICARDO_CONVERSATION02,"Хахаха, мои ноги немного побаливают, но что поделать, я готов идти!"
INN_RICARDO_CONVERSATION03,Соревнования по армрестлингу? Такое я ни за что не пропущу! Понеслась!
INN_RICARDO_GIFT01,"Не обращай на меня внимания. Просто внесите пожертвования нашим сиротам. Дети нуждаются больше, чем я."
INN_PRISCILLA_INNIDLE01,Милади спит в данный момент.
INN_PRISCILLA_GREETING01,Милади нет в своей комнате сейчас.
INN_PRISCILLA_CONVERSATION01,...
INN_PRISCILLA_CONVERSATION02,Мы поговорим при следующей возможности.
INN_PRISCILLA_CONVERSATION03,Я больше не солдат.
INN_PRISCILLA_GIFT01,"Я не привык к подаркам, но спасибо."
INN_CASSANDRA_INNIDLE01,"Ой, добро пожаловать... На самом деле, это не мой магазин все равно, но~"
INN_CASSANDRA_GREETING01,"Ты что это, приударить за мной хочешь? Уф..."
INN_CASSANDRA_CONVERSATION01,"Еще одну для меня! И да, вот этот человек за всё заплатит~"
INN_CASSANDRA_CONVERSATION02,"Оружие? Не думаю, что я понимаю, о чем ты..."
INN_CASSANDRA_CONVERSATION03,Ты сегодня выглядишь довольным. Что произошло?
INN_CASSANDRA_GIFT01,"Ой, не стоило... Как же мне показать свою благодарность..."
INN_YANNE_INNIDLE01,"Я смотрю, все веселятся?"
INN_YANNE_GREETING01,Давно не виделись.. Как ты поживаешь?
INN_YANNE_CONVERSATION01,"Охота на Монстров? Довольно веселое занятие, и что здорово, так это то, что я могу помочь людям."
INN_YANNE_CONVERSATION02,"Мясо Монстров довольно хорошее, если его правильно приготовить, ага?"
INN_YANNE_CONVERSATION03,"Все Воины Варвары умеют готовить. Но я думаю, что я лучший повар, э?"
INN_YANNE_GIFT01,"Подарок? Ахаха, спасибо! Я накормлю тебя следующий раз!"
INN_OPHELIA_INNIDLE01,"Я хочу , чтобы ты услышал шепот звезд."
INN_OPHELIA_GREETING01,"Я ведьма, и зовусь Офелия."
INN_OPHELIA_CONVERSATION01,Я вижу это в твоих глазах... Пусть звезд.
INN_OPHELIA_CONVERSATION02,"Я смотрю тебе в глаза, и вижу..."
INN_OPHELIA_CONVERSATION03,Ты слышал шепот звезд?
INN_OPHELIA_GIFT01,"Спасибо! Как благодарность, я расскажу тебе о твоей судьбе..."
