KEY,"Vietnamese"
GETHERO_DESC_58,"Một vũ công đến từ bộ tộc du cư trên Sa mạc Aegina. Vũ điệu của cô làm tan chảy trái tim người xem, còn lưỡi kiếm sắc lẹm âm thầm lấy mạng kẻ địch."
GETHERO_DESC_59,"Linh mục tối cao của Lua và là thượng cấp của Frey. Tín điều của Lucias đủ mạnh để triệu hoán phước lành của Lua. Những vật phẩm được ngài ban phúc sẽ ẩn chứa sức mạnh Ánh sáng và biến thành vũ khí diệt quỷ hữu hiệu."
GETHERO_DESC_60,"Thống lĩnh của Velchia, đội ngũ Hiệp sĩ phép thuật của Đế quốc được trang bị những vũ khí pháp nghệ tối tân. Các hiệp sĩ, toàn những kẻ vào sống ra chết trên chiến trường, chưa từng thất bại lần nào dưới sự chỉ huy của cô. Chrisha là một hiệp sĩ mạnh mẽ, áp đảo kẻ địch bằng sức mạnh ánh sáng với nhiều thuộc tính."
GETHERO_DESC_61,"Hậu duệ của rồng đen kiểm soát tia chớp bóng tối. Anh chiến đấu để giải thoát thế giới khỏi ác quỷ, đặc biệt là Quỷ rồng. Năng lượng của tia chớp bóng đêm được yểm trong Súng đại đinh xuyên thủng lớp phòng thủ của kẻ địch."
GETHERO_DESC_62,"Tuy không thuộc nhóm hiền nhân, nhưng là một nhân tài được công nhận với thực lực pháp thuật xuất chúng của mình. Bản chất của cô gái nhận được gọi tên 'màu xanh' này, thực ra là một homunculus được tạo ra từ việc sao bản gốc con người. Đòn tấn công như sốc điện phát ra từ quả cầu thủy tinh của cô ấy không để lại gì dù là một chút tro tàn."
GETHERO_DESC_63,"Tuy không thuộc nhóm hiền nhân, nhưng là một nhân tài được công nhận với thực lực pháp thuật xuất chúng của mình. Bản chất của cô gái nhận được gọi tên 'màu xanh' này, thực ra là một homunculus được tạo ra từ việc sao bản gốc con người. Đòn tấn công như sốc điện phát ra từ quả cầu thủy tinh của cô ấy không để lại gì dù là một chút tro tàn."
GETHERO_DESC_64,"Nữ Hoàng của Pentheonia kiên cố, trong cuộc tranh đấu với ma tộc chưa một lần bị xâm lấn vào 100 năm về trước. Cây trượng cô nắm giữ tỏa sức mạnh ánh sáng chính nghĩa tiêu diệt mọi đối thủ."
GETHERO_DESC_65,"Người phụ tá và là trợ thủ cho đại phù thủy được gọi tên 'ánh sáng xanh' Sonia. Cô hành động chỉ vì cô gái vừa là chủ nhân vừa là bạn thân như chị em của mình. Cô vung dao găm và nhắm vào điểm yếu của địch bằng đôi mắt diều hâu và lực phân tích ưu việt của mình."
GETHERO_DESC_66,"Cô nàng bí ẩn này cứu thương cho mọi người bằng những giai điệu đầy lôi cuốn. Cô chữa lành thương tổn cho mọi người bằng giọng ca tuyệt hay và những âm thanh du dương của chiếc đàn hạc thần kì."
GETHERO_DESC_67,"Một Quái vật đá hình người được chế tạo từ pháp nghệ của một nền văn minh cổ đại bị quên lãng. Thân thể của cô là sự kết hợp giữa công nghệ cổ đại và pháp nghệ thu nhỏ. Cô là một vũ khí cực mạnh có khả năng hủy diệt quân địch bằng ngọn lửa hội tụ đầy uy lực."
GETHERO_DESC_68,"Một tộc trưởng trẻ tuổi của tộc man di sống nơi rừng rậm sâu thẳm phía nam. Cô được thừa hưởng dòng máu ác quỷ và Đôi mắt ác quỷ hóa đá từ tổ tiên. Cô ngăn cản kẻ địch và kết liễu chúng bằng những đòn tấn công dữ dội."
GETHERO_DESC_69,"Người nguy hiểm nhất trong thế giới bài bạc ngầm. Anh ta có một khả năng kỳ lạ đó là đọc suy nghĩ của mọi người. Khoảnh khắc anh ta gieo xúc xắc thì ván bài đã được định đoạt."
GETHERO_DESC_70,"Một cô gái có ý thức mạnh mẽ về công lý. Cô luôn muốn trở thành nguồn tiếp sức mạnh cho những người khác. Cô trừng phạt lũ Ác quỷ quấy rối mọi người bằng đôi giày pháp nghệ vô cùng mạnh mẽ, đủ để nghiền nát kẻ địch."
GETHERO_DESC_71,"Thiếu nữ thuộc chủng tộc lai thú vốn đã mang trong mình một nguồn ma lực quý hiếm từ khi được sinh ra. Từ nhỏ cô đã bị bắt giữ và bị biến thành thủy tinh qua cuộc thí nghiệm của thế lực hắc ám. Sau khi được tiếp thêm sức mạnh và trốn thoát, cô chiến đấu với địch bằng những mảnh thủy tinh đỏ - thứ tạo nên cơ thể của chính cô."
GETHERO_DESC_73,"Một đối tượng thí nghiệm không nhớ chuyện quá khứ, một chiến binh điên cuồng luôn xông pha chiến đấu với sức mạnh vô biên. Một vũ khí cực mạnh phá hủy bất cứ thứ gì dám cản đường."
GETHERO_DESC_75,"Nhà hiền triết của những cư dân thằn lằn sống gần khu hồ Eretana bị đế quốc chiếm lĩnh. 8 năm trước, ông từng tham gia vào cuộc kháng chiến để tìm lại quê hương bị áp bức bởi vũ lực của mình. Ông đã khiến kẻ thù phải rơi vào tình trạng hoảng loạn nhờ phép thuật truyền thống của bộ tộc. "
GETHERO_DESC_78,"Hiệp sĩ im lặng, Kiếm sĩ bóng tối và Thanh kiếm phá núi. Đây là những cái tên người ta đặt cho gã lính đánh thuê huyền thoại này ở Đế quốc. Thanh cự kiếm của anh ta có thể hấp thu bất kỳ loại sức mạnh nào để rồi bộc phát ra lực hủy diệt tuyệt đối."
GETHERO_DESC_87,"Một nữ hiệp sĩ được phong tặng có nguồn gốc thường dân trong Vương quốc. Cô ấy được tôn trọng bởi vô số thường dân, đảm nhận vị trí Đội phó đội Hiệp sĩ bảo vệ kinh thành nhờ vào kỹ năng của mình. Cô ấy thề sẽ trở thành tấm khiên bảo vệ người dân trong vương quốc và không còn ai khác nguyện phục vụ Vương quốc."
GETHERO_DESC_90,"Thiếu nữ kinh doanh cửa hàng đặc biệt tại lâu đài Orvel. Một thiếu nữ luôn đối đãi mọi người với hình ảnh tươi sáng và hoạt bát thế này thì ai có thể ghé cho được? Cô lấy nhiều vật phẩm hữu dụng từ trong giỏ đồ của mình để giúp đỡ các đồng minh."
GETHERO_DESC_91,"Người chinh phục Đấu trường của Orvel. Ai cũng lo ngại sức mạnh tinh thông của anh và gọi anh là Mãnh thú của Đấu Trường. Quyền pháp đáng sợ của anh có thể nghiền nát đối thủ trong thời gian ngắn."
GETHERO_DESC_92,"Cô nàng là thiên tài đến từ Tháp Sage, chính cô là người đã tái thiết lập công thức cho Phép thuật cổ tự. Hiện nay, cô ấy đang đảm nhiệm chức tài phiệt cho Orvel và Sỹ quan Guild trưởng chuyên trách tất cả các guild.Những kỹ năng phân tích xuất thần cùng với Phép thuật cổ tự mà cô sở hữu có thể cản phá kẻ địch."
GETHERO_DESC_93,"Người giữ cổng của hoàng tộc Orvel. Nếu không được hoàng gia cho phép, chẳng ai có thể bước qua vị trí gác của Loman. Sức mạnh kinh người từ cây kích của anh khiến quân địch phải chùn bước."
GETHERO_DESC_94,"Một trong những đầu bếp kỳ tài ở Orvel. Từ bình dân đến thượng hạng, cô có thể chinh phục mọi món ăn với tay nghề khéo léo của mình. Món cô nấu sẽ chữa lành thân thể và tiếp thêm sự cản đảm cho tâm hồn."
GETHERO_DESC_95,"Một nữ chiến binh, Quản ngục trưởng tại Nhà ngục Orvel, nơi giam giữ những quái vật xấu xa nhất. Sở hữu kỹ năng và sức mạnh sánh ngang với Mãnh thú đấu trường Gladi, cô ta gieo rắc nỗi sợ hãi lên tâm trí lũ quái vật. Cây chùy quyền năng của cô có thể đánh tan xương nát thịt mọi kẻ địch."
GETHERO_DESC_96,"Công chúa Tiên bảo vệ Tháp thách thức ở Vương quốc Elidora. Cô ấy biết về Cổ vật cổ đại và sức mạnh của chúng nhiều hơn bất kỳ ai."
INN_KASEL_INNIDLE01,"Mọi người bảo cần phải nghỉ ngơi nên mới đang nghỉ... nhưng thật sự tôi nghỉ thế này liệu có ổn không."
INN_KASEL_GREETING01,"Lâu ngày không gặp. Bạn vẫn ổn chứ?"
INN_KASEL_CONVERSATION01,"Thật mong sớm sẽ hòa bình trờ lại."
INN_KASEL_CONVERSATION02,"Nặng thật đấy, thanh gươm này."
INN_KASEL_CONVERSATION03,"Tôi không tin những thứ gọi là định mệnh."
INN_KASEL_GIFT01,"Xin cảm ơn. Nó sẽ rất hữu ích cho việc kết thúc trận đấu này."
INN_FREY_INNIDLE01,"Hỡi thần ánh sáng Lua, xin hãy ban cho chúng con sức mạnh phi thường."
INN_FREY_GREETING01,"Cầu cho lời chúc phúc của Lua sẽ luôn bên bạn."
INN_FREY_CONVERSATION01,"Quan hệ giữa tôi và Kasel? Hihi, là gia đình. Tôi chắc là người bảo vệ?"
INN_FREY_CONVERSATION02,"Không biết ngài Iris dạo này thế nào rồi. Từ khi rời khỏi nhà linh mục, tôi hoàn toàn không thấy bóng dáng của ngài ấy..."
INN_FREY_CONVERSATION03,"Hihi, cậu không thấy Roi và Cleo là một đôi rất hợp nhau không?"
INN_FREY_GIFT01,"Ôi, cảm ơn."
INN_CLEO_INNIDLE01,"A~ chán quá. Ước gì có trang bị phép thuật nào đó."
INN_CLEO_GREETING01,"Chào? Tên tôi là Cleo. Tôi là một đại phù thủy."
INN_CLEO_CONVERSATION01,"Có muốn ăn thịt không? Tôi nướng cho nhé?"
INN_CLEO_CONVERSATION02,"Bạn tò mò về phép thuật của lửa? Hehe, tôi cũng muốn dạy cho lắm nhưng không phải ai cũng có thể học được."
INN_CLEO_CONVERSATION03,"Tại sao lại gọi tôi là phù thủy luyện ngục nhỉ? Thật là không hài lòng chút nào. Tôi là một đại phù thủy."
INN_CLEO_GIFT01,"Tôi thích bạn."
INN_ROI_INNIDLE01,"......"
INN_ROI_GREETING01,"Có chuyện gì vậy."
INN_ROI_CONVERSATION01,"Mong bạn không hỏi đến quá khứ."
INN_ROI_CONVERSATION02,"Lâu rồi mới cảm nhận được yên bình. Giờ chỉ cầu cho Cleo không gây tai họa là được."
INN_ROI_CONVERSATION03,"Mỗi Frey ghép tôi với Cleo đã là đủ lắm rồi. Vì tôi cần sự trợ giúp của cô ấy nên mới đang nhịn đấy."
INN_ROI_GIFT01,"Tôi.. không biết tôi có đủ tư cách để nhận cái này không nữa."
INN_GAU_INNIDLE01,"Bạn có việc gì với một Barbarian ư?"
INN_GAU_GREETING01,"Rất vui được gặp bạn. Đôi khi chúng ta nên đi săn cùng nhau."
INN_GAU_CONVERSATION01,"Trông tôi khỏe lắm sao? Ê, đừng có làm tôi đỏ mặt như một cô gái thẹn."
INN_GAU_CONVERSATION02,"Bạn đang đứng cạnh toàn những cô gái xinh đẹp đấy. Đừng có làm tôi ganh tị, anh bạn!"
INN_GAU_CONVERSATION03,"Tôi vốn nổi tiếng là khỏe mà, Ha"
INN_GAU_GIFT01,"Những chuyện này là gì đây? Cám ơn anh bạn."
INN_PHILLOP_INNIDLE01,"Liệu con người có thể mời một người lùn uống gì không nhỉ?"
INN_PHILLOP_GREETING01,"Ái chà, haha. Anh bạn làm tôi nhớ lại ngày xưa đấy."
INN_PHILLOP_CONVERSATION01,"Vua của người lùn thì sao? Cái danh đó chẳng có gì ngoài phiền phức."
INN_PHILLOP_CONVERSATION02,"Giường ở đây chẳng vừa tôi tẹo nào. Nhưng tôi vẫn chưa về nhà đâu!"
INN_PHILLOP_CONVERSATION03,"So với người lùn chúng tôi, loài người chưa bao giờ biết tận hưởng cuộc sống của họ!"
INN_PHILLOP_GIFT01,"Đây có phải là để ghi nhớ cuộc hội ngộ của ta hôm nay? Ái chà haha. Tôi sẽ ghi nhớ chuyện này."
INN_LAKRAK_INNIDLE01,"Không có yêu tinh nào! Nơi này tốt đấy!"
INN_LAKRAK_GREETING01,"Ái chà!! Vũ khí của bạn trông ngon đấy!!"
INN_LAKRAK_CONVERSATION01,"Bạn đã đánh nhau với yêu tinh sao? Thắng nữa à? Kakaka, giỏi!!"
INN_LAKRAK_CONVERSATION02,"Hãy làm tôi ngạc nhiên nào!! Giúp thử nghiệm sao?! Được!! Ngay bây giờ nhé!!"
INN_LAKRAK_CONVERSATION03,"Thích Súng thần công cầm tay sao? Giỏi lắm!! Thông minh đấy!!"
INN_LAKRAK_GIFT01,"Quà tặng sao? Quỹ vũ khí?? Được thôi!! Thêm thuốc súng đây!!"
INN_KAULAH_INNIDLE01,"Bạn có cần một pháp sư Orc giúp một tay không?"
INN_KAULAH_GREETING01,"Xin tự giới thiệu, tôi là Kaulah, thủ lĩnh của bộ tộc Skywind."
INN_KAULAH_CONVERSATION01,"Khi tôi ở đây, tôi đã nghĩ rằng nền văn minh vật chất của con người thật là đáng kinh ngạc."
INN_KAULAH_CONVERSATION02,"Tôi rất nhớ ngọn gió mà tôi cưỡi trên đỉnh núi. Mai tôi sẽ phải trèo lên một ngọn núi nào đó quanh đây mới được."
INN_KAULAH_CONVERSATION03,"Dù tôi phải ở trong Quán trọ này vì có việc, tôi không thể chịu được cảnh nhàm chán trên chiếc giường bất tiện này thêm nữa."
INN_KAULAH_GIFT01,"Tôi sẽ ghi lòng tạc dạ ý tốt của anh."
INN_EPIS_INNIDLE01,"Hm hmm hmm~ (tiếng ậm ừ)"
INN_EPIS_GREETING01,"Hôm nay bạn có rảnh không?"
INN_EPIS_CONVERSATION01,"Bạn đang đỏ mặt sao? Dễ thương quá~"
INN_EPIS_CONVERSATION02,"Giờ bạn đang nhìn chằm chằm vào đâu vậy? Đừng lo, tôi sẽ không nói với ai cả ..."
INN_EPIS_CONVERSATION03,"Hmm .. Gì vậy, bạn có muốn thử cái gì đó thú vị không~?"
INN_EPIS_GIFT01,"Ôi, cho tôi sao? Vậy bạn muốn nhận lại gì nào?"
INN_SELENE_INNIDLE01,"Oh, vậy con người ngủ ở những nơi như thế này?"
INN_SELENE_GREETING01,"Bạn có khoẻ không? Chúc bạn một ngày tràn ngập ánh sáng."
INN_SELENE_CONVERSATION01,"Tôi đã thu hút sự chú ý của bạn?"
INN_SELENE_CONVERSATION02,"Người có học thức luôn được chào đón."
INN_SELENE_CONVERSATION03,"Tại sao lại không, tôi đoán tôi có thể nghe được bạn."
INN_SELENE_GIFT01,"Cảm ơn vì món quà. Nó thật đẹp."
INN_MARIA_INNIDLE01,"Cái gì đây? Lính mới ư?"
INN_MARIA_GREETING01,"Ngươi thật dễ dàng chào đón binh đoàn ma quỷ mà chẳng biết chuyện gì sẽ xảy đến thế, nhóc."
INN_MARIA_CONVERSATION01,"Đừng lo. Ta chỉ ở đây một tối thôi. Phòng ta ở trên gác. Phiền ngươi đưa ta lên đó được chứ?"
INN_MARIA_CONVERSATION02,"Ồ tốt, ngươi có vẻ hợp với khẩu vị của ta đó. Ta muốn xé toạc chỗ thịt tươi đó ra."
INN_MARIA_CONVERSATION03,"Đoán thử coi ta muốn gì nào? Đó là xem ngươi quỳ trên cái đầu gối nhỏ bé kia xin ta tha mạng cho."
INN_MARIA_GIFT01,"Đó chỉ là một... học sinh."
INN_MIRURU_INNIDLE01,"Vậy kết đồng minh với tôi không? Tôi có thể chia cho bạn 10% những thứ ta cùng nhau kiếm được."
INN_MIRURU_GREETING01,"Rất hân hạnh được làm quen!"
INN_MIRURU_CONVERSATION01,"Tôi có cảm giác như ta hoàn toàn có thể làm được bất kỳ việc gì! Kể cả với thân xác bị nguyền này!"
INN_MIRURU_CONVERSATION02,"Đại dương đang vẫy gọi chúng ta~ !"
INN_MIRURU_CONVERSATION03,"Một ngày nó đó tôi sẽ lấy lại diện mạo của mình."
INN_MIRURU_GIFT01,"Vàng, đó là vàng!!!!!"
INN_LORRAINE_INNIDLE01,"Đừng sợ. Bạn có thể còn mạnh hơn nữa."
INN_LORRAINE_GREETING01,"Là tiên xứ Elidora, tôi Lorraine, xin bày tỏ lòng trân trọng đối với tất cả các bạn."
INN_LORRAINE_CONVERSATION01,"Tôi đã có một quãng thời gian tuyệt vời."
INN_LORRAINE_CONVERSATION02,"Cầu phúc lành của mẹ thiên nhiên soi sáng đường của Chúa."
INN_LORRAINE_CONVERSATION03,"Con người là một sinh vật đáng kinh ngạc. Nhưng vẫn còn một khuyết điểm nghiêm trọng. Bạn là nô lệ của lòng tham và không thể cưỡng lại sức cám dỗ của nó."
INN_LORRAINE_GIFT01,"Tôi sẽ giữ thứ này"
INN_CLAUSE_INNIDLE01,"Haha! Nhiều khuôn mặt quen thuộc quá?"
INN_CLAUSE_GREETING01,"Ồ, bạn đây rồi! Vẫn khỏe chứ?"
INN_CLAUSE_CONVERSATION01,"Sao rồi? Bạn không có ý định đăng kí vào đội kị sĩ bảo vệ à?"
INN_CLAUSE_CONVERSATION02,"Biểu hiện của bạn lúc nào trông cũng thật đáng tin cậy."
INN_CLAUSE_CONVERSATION03,"Lâu lâu tôi cũng bị khó thở vì phần che miệng của cái mũ giáp sắt. hahaha!"
INN_CLAUSE_GIFT01,"Nếu như bình thường thì tôi sẽ không nhận đâu, nhưng cũng sẽ không phải nếu xem thường thành ý của bạn."
INN_REPHY_INNIDLE01,"Đã bao giờ nghe nói đến bộ tộc Tamian chưa?"
INN_REPHY_GREETING01,"Ta là Rephy, nhà hiền triết của bộ tộc Tamian."
INN_REPHY_CONVERSATION01,"Con người, hãy đi với ta. Đi nào, hãy đánh bại vua quỷ và bảo vệ khu rừng."
INN_REPHY_CONVERSATION02,"Ngươi sẽ không bao giờ lạc trong khu rừng này khi có ta!"
INN_REPHY_CONVERSATION03,"Một trong những nhiệm vụ của ta là dẫn đường cho những người đã chết trong khu rừng này trở về nơi họ nên tới."
INN_REPHY_GIFT01,"Ta nhận được một món quà từ một con người!! Hoan hô!"
INN_DIMAEL_INNIDLE01,"Ephigael..."
INN_DIMAEL_GREETING01,"Ah..Là bạn sao."
INN_DIMAEL_CONVERSATION01,"Đừng có nhìn chằm chằm như thế."
INN_DIMAEL_CONVERSATION02,"Thật khó chịu. Để mặc tôi."
INN_DIMAEL_CONVERSATION03,"Nói vào trọng tâm đi."
INN_DIMAEL_GIFT01,"...Cho tôi? Hmph, tại sao không. Không có lý gì để lãng phí nó cả."
INN_DEMIA_INNIDLE01,"Hãy chuẩn bị sẵn sàng cho cuộc chiến ngày mai."
INN_DEMIA_GREETING01,"Rất vui được gặp chiến sĩ. Ta là Demia Ziltrion, thủ lĩnh Đồn trú hoàng gia."
INN_DEMIA_CONVERSATION01,"Đơn vị Đồn trú Hoàng gia rất hùng mạnh. Nars Horrun sẽ thống lĩnh quân lính thay tôi."
INN_DEMIA_CONVERSATION02,"Cha tôi cũng là chỉ huy của Đơn vị Đồn trú được nhiều năm. Ông muốn tôi lớn lên như những đứa trẻ bình thường, nhưng dòng máu của ông đã chảy trong huyết quản của tôi."
INN_DEMIA_CONVERSATION03,"Tô sẽ đánh bại Vua Quỷ và đem lại bình yên cho vương quốc mình."
INN_DEMIA_GIFT01,"Tôi nên chia sẻ thứ này với các binh sĩ của mình."
INN_NAILA_INNIDLE01,"Anh có chuyện gì thế, chiến binh con người?"
INN_NAILA_GREETING01,"Tôi muốn sẽ phân tài cao thấp với anh vào một ngày nào đó."
INN_NAILA_CONVERSATION01,"Himmullis"
INN_NAILA_CONVERSATION02,"Thật lố bịch khi cho rằng sức mạnh của một người nào đó sẽ thuộc về người đó."
INN_NAILA_CONVERSATION03,"Tôi chưa bao giờ quên niềm kiêu hãnh được là Tiên nữ cánh chim của xứ Elidora."
INN_NAILA_GIFT01,"Ngươi biết tiên nữ cánh chim thích gì rồi đấy."
INN_RODINA_INNIDLE01,"Hãy chuẩn bị cho cuộc hành trình tiếp theo ~ hmhmhm ~"
INN_RODINA_GREETING01,"Xin chào! Chúc một ngày tốt lành~"
INN_RODINA_CONVERSATION01,"Chúc ăn ngon miệng và chiến đấu tốt !!"
INN_RODINA_CONVERSATION02,"Tôi nghe nói nấm nướng rất ngon đúng không? Tôi sẽ có một suất, yay !!"
INN_RODINA_CONVERSATION03,"Bạn có thích rau không? Tôi thích ăn rau lắm!"
INN_RODINA_GIFT01,"Cảm ơn bạn!! Cảm ơn về bữa ăn !!"
INN_MORRAH_INNIDLE01,"Cái gì thế? Ngươi muốn chết sao?"
INN_MORRAH_GREETING01,"Đừng có mà lộn xộn với ta."
INN_MORRAH_CONVERSATION01,"Ta sẽ không đánh nhau trong Quán trọ này đâu. Nhưng ở ngoài kia thì ngươi tốt hơn nên tránh xa ta ra."
INN_MORRAH_CONVERSATION02,"Có vẻ như ngươi quá rảnh rỗi nên mới chơi bời quanh đây, hãy dâng đầu ngươi ta cho ta?"
INN_MORRAH_CONVERSATION03,"Đừng nói chuyện với ta."
INN_MORRAH_GIFT01,"Ta muốn thấy máu của ngươi thay vì thứ này cơ."
INN_BAUDOUIN_INNIDLE01,"Whew, tôi thấy nhiều rượu vang ngon ở đây! Thêm một chai cho tôi, cô nàng!"
INN_BAUDOUIN_GREETING01,"Hey, gì vậy? Bạn trông khá mạnh, phải không?"
INN_BAUDOUIN_CONVERSATION01,"Gói chặt cứng đến nghẹt thở không phải là phong cách của tôi!"
INN_BAUDOUIN_CONVERSATION02,"Ồ, muốn đánh nhau sao? Tôi sẽ không bị thua bao giờ!"
INN_BAUDOUIN_CONVERSATION03,"Như ý thượng đế, một người đàn ông nên sống bằng nắm tay của mình!"
INN_BAUDOUIN_GIFT01,"Gahahaha, chẳng phải bạn rất hào phóng sao! Hẳn rồi, chúng ta hãy uống nhé!"
INN_REINA_INNIDLE01,"Một công việc tốt! Ah, nhưng người tuyển dụng có vẻ hơi ...."
INN_REINA_GREETING01,"Whoa, đẹp trai quá... Ah, xin chào!"
INN_REINA_CONVERSATION01,"Bạn cần lính đánh thuê? Tôi là một trong những người giỏi nhất."
INN_REINA_CONVERSATION02,"Wow, đáng yêu quá... oh, không có gì đâu, hehe..."
INN_REINA_CONVERSATION03,"Bạn đang tìm Reina,Tia sét? Hehe, phải, chính là tôi đây."
INN_REINA_GIFT01,"Eh? Một món quà sao? Hehe, cảm ơn bạn. Tôi sẽ giảm giá cho bạn lần tới thuê tôi."
INN_PAVEL_INNIDLE01,"... Nhiều người quá."
INN_PAVEL_GREETING01,"... Bạn có cần gì không?"
INN_PAVEL_CONVERSATION01,"Ồn áo quá..."
INN_PAVEL_CONVERSATION02,"... Tôi cần phải bình tĩnh lại một chút."
INN_PAVEL_CONVERSATION03,"Ông Chủ vừa làm gì vậy..."
INN_PAVEL_GIFT01,".. Tôi đồng ý."
INN_JANE_INNIDLE01,".."
INN_JANE_GREETING01,"... Xin chào."
INN_JANE_CONVERSATION01,"Bạn.. là ai?"
INN_JANE_CONVERSATION02,"Tôi... không biết bạn.."
INN_JANE_CONVERSATION03,"Bạn.. biết tôi sao?"
INN_JANE_GIFT01,"Quà tặng à...? Cám ơn ...?"
INN_AISHA_INNIDLE01,"Hmph, có lẽ nên mua luôn cả Quán trọ này."
INN_AISHA_GREETING01,"Đây là lần đầu tiên bạn tham gia một cuộc gặp mặt quý tộc?"
INN_AISHA_CONVERSATION01,"Hừm, bạn đến từ gia đình nào?"
INN_AISHA_CONVERSATION02,"Chiếc váy này ... những chi tiết cuối cùng khá tồi tàn"
INN_AISHA_CONVERSATION03,"Ugh, tôi thích đầu bếp của tôi nấu ... những món ăn ngon lành này hơn."
INN_AISHA_GIFT01,"Là của tôi, cảm ơn bạn. Sao lúc khác bạn không ghé qua uống trà?"
INN_LEO_INNIDLE01,"Wow, ở đây có nhiều người hơn là sách."
INN_LEO_GREETING01,"Chào bạn. Rất vui được gặp bạn."
INN_LEO_CONVERSATION01,"Tôi muốn biết mọi thứ về thế giới này."
INN_LEO_CONVERSATION02,"Thế giới này chắc chắn là rất rộng lớn ..."
INN_LEO_CONVERSATION03,"Lúc nào đó đến thư viện đi. Tôi sẽ giới thiệu cho bạn vài quyển sách hay."
INN_LEO_GIFT01,"Cho tôi sao? Có thật không?"
INN_FLUSS_INNIDLE01,"Không quá khác biệt với các Quán trọ tại Vương đô, tôi đảm bảo."
INN_FLUSS_GREETING01,"Bạn khá là chăm chỉ."
INN_FLUSS_CONVERSATION01,"Ah, làn gió mát của Vương đô - tôi nhớ nó biết bao."
INN_FLUSS_CONVERSATION02,"Tham gia đào tạo liên tục là cách duy nhất nâng cao kỹ năng của bạn."
INN_FLUSS_CONVERSATION03,"Chỉ có một người khác có thể khiến tôi nói chuyện thoải mái như vậy ..."
INN_FLUSS_GIFT01,"Một cái bánh mì nướng cho tinh thần của bạn."
INN_LUNA_INNIDLE01,"Chào! Bạn có cà rốt không ?!"
INN_LUNA_GREETING01,"Chào bạn! Xin chào bạn! Chào mọi người!"
INN_LUNA_CONVERSATION01,"Bạn có biết cái này là cái gì không?! Cà rốt!"
INN_LUNA_CONVERSATION02,"Cà rốt có màu cà rốt! Yay!"
INN_LUNA_CONVERSATION03,"Con thỏ? Không, Luna là Luna!"
INN_LUNA_GIFT01,"Yay, cà rốt !! Đợi đã? Đây không phải là cà rốt !!"
INN_LAIAS_INNIDLE01,"Không khí ở đây khá yên tĩnh ..."
INN_LAIAS_GREETING01,"Chào mừng, con của loài người"
INN_LAIAS_CONVERSATION01,"Tài nấu nướng của con người luôn ngon lành như vậy."
INN_LAIAS_CONVERSATION02,"Sau một giấc ngủ dài, mọi thứ đã thay đổi."
INN_LAIAS_CONVERSATION03,"Hãy để dòng chảy của nước dẫn đường cho bạn."
INN_LAIAS_GIFT01,"Cảm ơn bạn, con của loài người"
INN_ARCH_INNIDLE01,"Hm ?! Tôi nghĩ rằng tôi vừa nhìn thấy một con quỷ ..."
INN_ARCH_GREETING01,"Chúc mừng, công dân địa cầu."
INN_ARCH_CONVERSATION01,"Đôi cánh của tôi có thú vị không?"
INN_ARCH_CONVERSATION02,"Tiêu diệt cái ác là nghĩa vụ của tôi."
INN_ARCH_CONVERSATION03,"Cầu cho bạn hiểu rằng sự sống của bạn là do thần linh ban phước."
INN_ARCH_GIFT01,"Cầu ánh sáng dẫn đường cho bạn."
INN_NICX_INNIDLE01,"Ohh, bạn có hứng thú với ta hả?"
INN_NICX_GREETING01,"Anh bạn, tôi cảm thấy một bầu không khí hơi kì lạ ở đây đấy."
INN_NICX_CONVERSATION01,"Bạn có nơi nào đó muốn tới không?"
INN_NICX_CONVERSATION02,"Không có nơi nào trên thế giới này mà ta không thể tới được"
INN_NICX_CONVERSATION03,"Ta thích những người thú vị như anh bạn đấy"
INN_NICX_GIFT01,"Cho ta hả? Cám ơn nhé"
INN_ANNETTE_INNIDLE01,"Waa, Thật đông đúc! Thật khác với phòng nghiên cứu của ta ở lâu đài!"
INN_ANNETTE_GREETING01,"Xin chào? Bạn có hứng thú với khoa học phép thuật không?"
INN_ANNETTE_CONVERSATION01,"Tất cả mọi người đều có quyền được sử dụng phép thuật! Đó chỉ là lý do mà ta muốn tạo ra thôi!"
INN_ANNETTE_CONVERSATION02,"Nếu làm việc ở lâu đài, phí nghiên cứu cũng nhiều...mặc dù vậy vẫn thiếu!"
INN_ANNETTE_CONVERSATION03,"Hm? Trứng bán ở đây, thật trông giống mấy nhóc xinh xắn của ta phải không?"
INN_ANNETTE_GIFT01,"Hehe! Cám ơn vì chi phí hỗ trợ nghiên cứu!"
INN_MITRA_INNIDLE01,"Ha.. Thôi thì chỉ thèm đi đánh một giấc ngủ trưa."
INN_MITRA_GREETING01,"Yo~"
INN_MITRA_CONVERSATION01,"Ơ, thế có đánh nhau ở đâu hả?"
INN_MITRA_CONVERSATION02,"Aa, cứ thế thôi chứ chẳng muốn làm gì cả."
INN_MITRA_CONVERSATION03,"Đôi khi cũng muốn bay nhảy một trận chứ."
INN_MITRA_GIFT01,"Ố ồ!? Cái này hơi bị đỉnh đấy?"
INN_TANYA_INNIDLE01,"...."
INN_TANYA_GREETING01,"...Hứ."
INN_TANYA_CONVERSATION01,"...Đừng có chọc vào tôi."
INN_TANYA_CONVERSATION02,"...Đừng có thèm quan tâm tới người con gái như tôi, chỉ có tài đi giết người là giỏi thôi."
INN_TANYA_CONVERSATION03,"... Haizz"
