KEY,Japanese
Sub1_Ophelia_7_3_57,師匠がいつもおっしゃっていた「友人」を本に書き留めたこともその努力の一環でした…
Sub1_Ophelia_7_3_58,いつかその内容を理解してやってくるあなたを待ちわびながら…
Sub1_Ophelia_7_3_59,師匠？一体誰のことを言っているんですか？
Sub1_Ophelia_7_3_60,あなたが本に書いた「あの方」のことですか？
Sub1_Ophelia_7_3_61,師匠は、きっとあなたを待っていることでしょう。 
Sub1_Ophelia_7_3_62,ええっ？！ま…待ってください！
Sub1_Ophelia_7_3_63,私のお友だちが消えちゃったんです！どうか、あの子たちを探す方法を教えてください！ 
Sub1_Ophelia_7_3_64,私はわかりません。 
Sub1_Ophelia_7_3_65,師匠がいつもおっしゃっていた言葉を、本に書き留めただけです。
Sub1_Ophelia_7_3_66,あなたが探している子たちは、師匠の親しい友人でしたからね。
Sub1_Ophelia_7_3_67,えっ…あの子たちが、その人と親しかった…？
Sub1_Ophelia_7_3_68,その師匠っていう人が、あの子たちについて他に何か言っていませんでしたか！？
Sub1_Ophelia_7_3_69,私に話してくれたことは、それが全部です。 
Sub1_Ophelia_7_3_70,他に知りたいことがあれば、ミーラの意志を継ぐ者の所へ行くのはどうでしょうか。
Sub1_Ophelia_7_3_71,ミーラですか？
Sub1_Ophelia_7_3_72,師匠はミーラ様と親しかったのです。
Sub1_Ophelia_7_3_73,いつもミーラ様とあの子たちの話をしていましたから。
Sub1_Ophelia_7_3_74,あ…！行かないで！
Sub1_Ophelia_7_3_75,まだ聞きたいことが…
Sub1_Ophelia_7_3_76,あなたの試験はすでに始まっています。 
Sub1_Ophelia_7_3_77,自分の進む道を信じてください。 
Sub1_Ophelia_7_3_78,その瞳に世界の運命を抱く、高貴な継承者。
Sub1_Ophelia_7_3_79,我が救援者よ。
Sub1_Ophelia_7_3_80,ああ…一体どういうことなんだろう…いなくなっちゃった…
Sub1_Ophelia_8_1,ミーラが、私の知ってるあの愛の月のミーラなら…
Sub1_Ophelia_8_2,エリドラに行くべきなのかな…
Sub1_Ophelia_8_3,ミーラの故郷、歌の天国と呼ばれた森…
Sub1_Ophelia_8_4,うーん…ミーラの意志を継ぐ者か…
Sub1_Ophelia_8_5,あ！そういえば彼女が言ってた「あの方」は一体誰なんだろう？
Sub1_Ophelia_8_6,はっ…まさか！！ 
Sub1_Ophelia_8_7,あの方…
Sub1_Ophelia_8_8,それなら、一刻も早く会いたいわ！
Sub1_Ophelia_8_9,あ…あれ？さっきの？
Sub1_Ophelia_8_10,あん？なんだ、お前。
Sub1_Ophelia_8_11,何で俺につきまとってんだよ？
Sub1_Ophelia_8_12,つきまとった覚えはありませんけど。
Sub1_Ophelia_8_13,チッ、出てきてほしいセンパイは出てこねぇし、
Sub1_Ophelia_8_14,なんでこんなくだらねぇ偶然ばっか起こるんだ？
Sub1_Ophelia_8_15,人の出会いに、偶然などありませんよ。
Sub1_Ophelia_8_16,すべてに理由があるんです。
Sub1_Ophelia_8_17,あ。そのセリフ、賭博場で聞いた気がするな。
Sub1_Ophelia_8_18,チッ、なんだか気分悪いぜ。
Sub1_Ophelia_8_19,やっぱりヘンな人だなぁ。
Sub1_Ophelia_8_20,おい、待て
Sub1_Ophelia_8_21,お前、占い師だって言ったな？
Sub1_Ophelia_8_22,はい？
Sub1_Ophelia_9_1,ったく、イライラするぜ。だーかーら！
Sub1_Ophelia_9_2,こーいう黒髪でよ！でけぇカバンみたいな銃を持ってて！
Sub1_Ophelia_9_3,…？？
Sub1_Ophelia_9_4,あぁ、そうだキャンディーだ！キャンディーをくわえていてだな！
Sub1_Ophelia_9_5,…？？？？？
Sub1_Ophelia_9_6,とにかく、そういうヤツってこった、ギャハハ！
Sub1_Ophelia_9_7,黒髪に…カバンみたいな銃に…キャンディー…ははは…
Sub1_Ophelia_9_8,(まったく分からないんですけど？？)
Sub1_Ophelia_9_9,こんだけ言えば情報は十分だろ？
Sub1_Ophelia_9_10,だからよ！アンタがセンパイの居場所を探してくれ、ってことだ。 
Sub1_Ophelia_9_11,あぁ…あはは…方角のことを言ってるんですよね？
Sub1_Ophelia_9_12,そうだよ、それそれ！
Sub1_Ophelia_9_13,もう、何やってるんだろう…
Sub1_Ophelia_9_14,はぁぁ…儀式を始めます。頭をあげて、私を見てください。
Sub1_Ophelia_9_15,魔女、オペリア。あなたの瞳を見つめます… 
Sub1_Ophelia_9_16,世界を灯す星たちよ、道を照らしてください。
Sub1_Ophelia_9_17,では…カードを3枚引いてください。
Sub1_Ophelia_9_18,面倒くせぇ。こんな事までやらなきゃいけねぇのか？
Sub1_Ophelia_9_19,あはは…1枚目のカードは正位置のフール、[愚者のカード]
Sub1_Ophelia_9_20,愚者のカードの下段を見ると、白い犬が…
Sub1_Ophelia_9_21,おい、もう1回引かせろ。
Sub1_Ophelia_9_22,ちょっと…！そんな勝手に触れたら…
Sub1_Ophelia_9_23,うるせぇ！やり直しだ！
Sub1_Ophelia_9_24,[愚者のカード]
Sub1_Ophelia_9_25,もう1回！
Sub1_Ophelia_9_26,[愚者のカード]
Sub1_Ophelia_9_27,もう1回！もう1回！！もう1回！！！
Sub1_Ophelia_9_28,くそぉっ！
Sub1_Ophelia_9_29,なんでずっとこれしか出ねぇんだよ！？
Sub1_Ophelia_9_30,ってか、なんで最近こんなについてねぇんだ！？
Sub1_Ophelia_9_31,賭博場ではイカれたヤツに偽造チップ握らされるわ、\nろくでもないカードばっか引くわで…
Sub1_Ophelia_9_32,あなたがついてないのは、私のせいではありません…
Sub1_Ophelia_9_33,センパイは俺が自分で探したほうが早そうだ。 
Sub1_Ophelia_9_34,じゃ、行くぜ。 
Sub1_Ophelia_9_35,お客さん…？お代は…？
Sub1_Ophelia_9_36,おいおい！ただでさえ一銭も無いのに！ 
Sub1_Ophelia_9_37,ほれ、このチップ以外は何もねぇぞ！
Sub1_Ophelia_9_38,エセ占いにはニセの金で十分だろ！ギャハハッ！
Sub1_Ophelia_10_1_1,本当にヘンな人…
Sub1_Ophelia_10_1_2,ここ最近は面倒な客がいないと思ったら、こんな…
Sub1_Ophelia_10_1_3,エスカーに会ったら、話さなきゃ！
Sub1_Ophelia_10_1_4,[ドンッ]
Sub1_Ophelia_10_1_5,あ…！？
Sub1_Ophelia_10_1_6,ブーーン
Sub1_Ophelia_10_1_7,………
Sub1_Ophelia_10_1_8,ブーーーーーン
Sub1_Ophelia_10_1_9,う…う……
Sub1_Ophelia_10_1_10,ブーーーーーーーーーン
Sub1_Ophelia_10_1_11,うわあああああああ！
Sub1_Ophelia_10_1_12,ブーーーーーーーーーーーン！！
Sub1_Ophelia_10_1_13,なんで今日はこんなことばっかなの～～～！！
Sub1_Ophelia_10_2_1,うわああああああん！！あっち行って！
Sub1_Ophelia_10_2_2,もう誰でもいいから、助けて～！
Sub1_Ophelia_10_2_3,ランララ～♪フフフ～ン♪
Sub1_Ophelia_10_2_4,あら、誰でしょう？
Sub1_Ophelia_10_2_5,こんにちは！可愛いお嬢さん！
Sub1_Ophelia_10_2_6,()@(*@(*&$@!$(*@い～！！
Sub1_Ophelia_10_2_7,聞こえなかったのかな？
Sub1_Ophelia_10_2_8,こんにちは～～！！
Sub1_Ophelia_10_2_9,た・す・け・て・く・だ・さ・い～！！！
Sub1_Ophelia_10_2_10,わぁ～！
Sub1_Ophelia_10_2_11,ハチさんたちとダンスを踊ってたんですか？
Sub1_Ophelia_10_2_12,私も仲間に入れてくださ～い！
Sub1_Ophelia_10_3_1,はぁ…はぁ…ありがとうございます…
Sub1_Ophelia_10_3_2,楽しい舞踏会でしたね～！ 
Sub1_Ophelia_10_3_3,……？？？？
Sub1_Ophelia_10_3_4,……？？？？
Sub1_Ophelia_10_3_5,…というわけで、ここまでやってきたんです。
Sub1_Ophelia_10_3_6,そのお心遣い素敵ですね…お友だちを呼び覚ますために来たなんて…
Sub1_Ophelia_10_3_7,[ポロン、ポロロン]
Sub1_Ophelia_10_3_8,あら？シュートさん～オペリアさんに見覚えがあるですって？
Sub1_Ophelia_10_3_9,またまた～私たち、オペリアさんとは初対面ですよ？
Sub1_Ophelia_10_3_10,えっと…？私たちって、一体誰のことを言ってるんでしょう…
Sub1_Ophelia_10_3_11,あ！こちらは、シュワンハイトさんですー！
Sub1_Ophelia_10_3_12,あ…はは…そ……そうなんですね。
Sub1_Ophelia_10_3_13,その…シアさんは、エリドラに住んでいるんですか？
Sub1_Ophelia_10_3_14,うーん…特にそういうわけではないんですけど… 
Sub1_Ophelia_10_3_15,私は、今夜ここで開かれる「影たちのための舞踏会」を宣伝していたんです。
Sub1_Ophelia_10_3_16,へぇ…森の中で開かれる真夜中の舞踏会だなんて… 
Sub1_Ophelia_10_3_17,素敵ですね。
Sub1_Ophelia_10_3_18,(ヒソヒソ)
Sub1_Ophelia_10_3_19,まぁ、シュートさん、それはすごくいい考えですね～！
Sub1_Ophelia_10_3_20,オペリアさん、今夜の舞踏会の特別招待客になりませんか？
Sub1_Ophelia_10_3_21,え？？私が、ですか？
Sub1_Ophelia_10_3_22,ちょうど、舞踏会でどんな曲を歌おうかシュートさんと悩んでいたところなんですよ。
Sub1_Ophelia_10_3_23,歌ですか？
Sub1_Ophelia_10_3_24,えぇ！歌です～！
Sub1_Ophelia_10_3_25,今日いらっしゃるお客様たちは、大切な何かを失ってしまった方たちなんです。
Sub1_Ophelia_10_3_26,だから、影たちの色を取り戻せそうな曲を探していたんです～
Sub1_Ophelia_10_3_27,オペリアさんのカード占いで曲を決めるのはどうかと思いまして～！
Sub1_Ophelia_10_3_28,でも、私はお友だちを探さな…
Sub1_Ophelia_10_3_29,オペリアさんの力を借りれば、きっと幸せなメロディが流れるはずです～
Sub1_Ophelia_10_3_30,歌声が響けば、そのお友だちもやってくるんじゃないでしょうか？
Sub1_Ophelia_11_1,この世界には色んな音楽がありすぎて、選ぶのが大変なんです～！
Sub1_Ophelia_11_2,個人的には[緑のメロディ]のような曲が流れるといいんですけど～
Sub1_Ophelia_11_3,いえいえ…[黎明の陽光]も良さそうです～！
Sub1_Ophelia_11_4,思わず馬車でやってきちゃったけど…
Sub1_Ophelia_11_5,うぅん…でも、不思議とイヤではないかな。
Sub1_Ophelia_11_6,むしろ、心が安らぐような気がする。 
Sub1_Ophelia_11_7,これが、彼女の持つ魅力なのかな…
Sub1_Ophelia_11_8,しかも、こんな美しい森の中で舞踏会だなんて…
Sub1_Ophelia_11_9,すごくロマンチックじゃない！？
Sub1_Ophelia_11_10,あ、オペリアさん～！
Sub1_Ophelia_11_11,カード占いのお礼は、どうしたらいいでしょうか？
Sub1_Ophelia_11_12,シアさんの素敵な歌声でいいですよ。
Sub1_Ophelia_11_13,わぁ～！頑張りますね～！
Sub1_Ophelia_11_14,では、儀式を始めます。
Sub1_Ophelia_11_15,魔女、オペリア。あなたの瞳を見つめます。
Sub1_Ophelia_11_16,世界を灯す星たちよ、道を照らしてください。
Sub1_Ophelia_11_17,シアさん、カードを引いてください！
Sub1_Ophelia_11_18,うーんと…1枚はシュートさんが引いてください～
Sub1_Ophelia_11_19,1枚目のカードは、逆位置のワンド、24番。
Sub1_Ophelia_11_20,空に輝く星の群れを一つに集めているこの少年の絵は、
Sub1_Ophelia_11_21,逆さまになっています。いくら満たそうとしても満たされない孤独感があることを意味します。 
Sub1_Ophelia_11_22,うーん…
Sub1_Ophelia_11_23,2枚目のカードは、正位置の枯れ木。
Sub1_Ophelia_11_24,絵をよく見ると、木に寄りかかって泣いている男性がいます。
Sub1_Ophelia_11_25,孤独を埋めてくれる支えを探し求めていることを意味します。
Sub1_Ophelia_11_26,最後のカードは、正位置の光輝く夜の庭園。
Sub1_Ophelia_11_27,いいカードが出ましたね。
Sub1_Ophelia_11_28,陽光を浴びることができず、枯れていく花たちに光を浴びせる場面です。
Sub1_Ophelia_11_29,なんとしてでも、寂しい彼らを暖かく慰めることを意味します。
Sub1_Ophelia_11_30,これらのカードを合わせると、結論は…
Sub1_Ophelia_11_31,傷をいつまでも癒し続け、慰める曲？
Sub1_Ophelia_11_32,慰め…ですか…
Sub1_Ophelia_11_33,やっぱり、シュートさんも同じことを考えてるんですね～！
Sub1_Ophelia_11_34,ついに、あの曲を演奏する時が来たみたいです！
Sub1_Ophelia_12_1,みなさ～ん、今日はいかがでしたか～？
Sub1_Ophelia_12_2,最後に、今日は特別に未公開の曲を披露いたします～
Sub1_Ophelia_12_3,オペリアさんのカードで選曲した、特別な曲です。
Sub1_Ophelia_12_4,この曲は、シュートさんが遠い昔、とある詩人さんから歌詞をいただいて作ったそうです。
Sub1_Ophelia_12_5,詩人？ 
Sub1_Ophelia_12_6,はい～！シュートさんは、愛を歌う詩人ミーラ様と、かけがえのないお友達なんですよ。
Sub1_Ophelia_12_7,ですよね、シュートさん～？
Sub1_Ophelia_12_8,[ポロン、ポロロン]
Sub1_Ophelia_12_9,ミーラ！！
Sub1_Ophelia_12_10,ミーラさんは、ときどき私の夢の中の演奏会にも遊びに来てくれるんですよ～
Sub1_Ophelia_12_11,愛の月に生まれた子どもたちのうち、自分に一番よく似ているって褒めてくれるんです～！
Sub1_Ophelia_12_12,ミーラの意志を受け継ぐ者…
Sub1_Ophelia_12_13,まさか…
Sub1_Ophelia_12_14,では、影のみなさん！ 
Sub1_Ophelia_12_15,この歌で、みなさんの心に温もりを取り戻せることを願います～
Sub1_Ophelia_12_16,♪長い夢から覚めた少女 手に持つ小さなものを胸に抱いて
Sub1_Ophelia_12_17,♪その心臓は 冷たい氷のよう
Sub1_Ophelia_12_18,♪少女はこれ以上冷たくならないよう 心臓を抱きかかえるの
Sub1_Ophelia_12_19,♪このひとさじで 寂しさに温もりを らら～
Sub1_Ophelia_12_20,♪ららら～ 影のような心臓に光が差し込むの
Sub1_Ophelia_12_21,この懐かしい感じ…
Sub1_Ophelia_12_22,涙が溢れそう…
Sub1_Ophelia_12_23,あ…あぁ…
Sub1_Ophelia_12_24,これは…あの子に初めて会ったときの話…！
Sub1_Ophelia_12_25,みなさ～ん、いかがでしたか～？
Sub1_Ophelia_12_26,あ…
Sub1_Ophelia_12_27,ミーラ様は、いつもシュートさんに言っていたそうです。
Sub1_Ophelia_12_28,大切な友だちにお願いされたから、
Sub1_Ophelia_12_29,いつか時が来たら、この曲を必ず演奏してほしいって。
Sub1_Ophelia_12_30,ついにこの曲を歌う日が来るなんて、とってもうれしい～！
Sub1_Ophelia_12_31,あ…あ…
Sub1_Ophelia_12_32,世界に存在するあらゆる傷を包み込み、癒す…
Sub1_Ophelia_12_33,この曲のタイトルは… 
Sub1_Ophelia_12_34,エリシアード…
Sub1_Ophelia_12_35,[ポロン、ポロロン]
Sub1_Ophelia_12_36,[ポロン、ポロロン]
Sub1_Ophelia_12_37,あら？この曲はまだ未公開のはずなのに…
Sub1_Ophelia_12_38,わああん！オペリア会いたかったー！
Sub1_Ophelia_12_39,ずーっと待ってたんだよ！もう二度と置いてけぼりにしないで！
Sub1_Ophelia_12_40,ん？愛を失った人たちがいっぱいいるね？
Sub1_Ophelia_12_41,よーし、待ってて～！みんなの心に光を満たしてあげる！
Sub1_Ophelia_12_42,わぁ～！影たちが元の色を取り戻しました～～！
Sub1_Ophelia_12_43,えっ？シュートさん、ここに誰かがいるみたいですって？
Sub1_Ophelia_12_44,こんにちは～～！！
Sub1_Ophelia_12_45,ごめんね…それから、ありがとう…エリシアード。 
Sub1_Ophelia_12_46,えっ…！？
Sub1_Ophelia_12_47,こ…この感じは何だろう…
Sub1_Ophelia_12_48,あぁっ…！
Sub1_Ophelia_12_49,あら？オペリアさん？
Sub1_Ophelia_12_50,どこに行ったんでしょう？
Sub1_Ophelia_12_51,シュートさん～1人で納得しないで、私にも教えてください～！
Sub1_Ophelia_13_1,あ…頭痛い… 
Sub1_Ophelia_13_2,ここは… 
Sub1_Ophelia_13_3,ユカレトゥスとシュワンハイトに出会ったようですね。
Sub1_Ophelia_13_4,だ…誰…
Sub1_Ophelia_13_5,あなたを、待っていました。 
Sub1_Ophelia_13_6,あなたは…！世界樹で聞いた…あの声！！
Sub1_Ophelia_13_7,あなたですよね？
Sub1_Ophelia_13_8,ユカレトゥスの師匠、ミーラの友人、全部あなたなんですよね？
Sub1_Ophelia_13_9,そして、あの子たちを眠らせた張本人でもある。ふふ…
Sub1_Ophelia_13_10,ど…どうして私の姿を！
Sub1_Ophelia_13_11,私の本当の姿を見ると、驚いて気絶するかもしれませんからね…？ふふ…
Sub1_Ophelia_13_12,あなたとは話したい事が沢山あります。
Sub1_Ophelia_13_13,とりあえず、少し歩きましょうか。
Sub1_Ophelia_14_1_1,あなたにとても会いたかった。
Sub1_Ophelia_14_1_2,長い間、ずっと指折り数えて待っていたのですよ…
Sub1_Ophelia_14_1_3,あなたに会うための私の意志を込めて、
Sub1_Ophelia_14_1_4,あの時の魔法陣は…
Sub1_Ophelia_14_1_5,そう… 
Sub1_Ophelia_14_1_6,ですが、あなたが生まれるまであの術式を保つということは…
Sub1_Ophelia_14_1_7,結局、チャンスは一度きり。
Sub1_Ophelia_14_1_8,星光が集い、作り上げる洞察のエネルギーを利用することだったのです。
Sub1_Ophelia_14_1_9,世界樹…予言の星…洞察…
Sub1_Ophelia_14_1_10,ようやくすべてのパズルが合わさりましたね。
Sub1_Ophelia_14_1_11,あなたは…占星術の根源…
Sub1_Ophelia_14_1_12,あなたの名前は、
Sub1_Ophelia_14_1_13,預言者ラシフィール。
Sub1_Ophelia_14_1_14,…
Sub1_Ophelia_14_1_15,どうして、そこまでして私に会おうとしたんですか…？
Sub1_Ophelia_14_1_16,分からない…あなたはどうして…
Sub1_Ophelia_14_1_17,私は、ただの一介の魔女に過ぎません。
Sub1_Ophelia_14_1_18,あなたは特別な人間なのです。 
Sub1_Ophelia_14_1_19,私が一握りの星の群れとなって消えゆく前、最後の夢で見ました。 
Sub1_Ophelia_14_1_20,オペリアという少女が…我が子たちと踊りながら笑っている姿を…
Sub1_Ophelia_14_1_21,そして気付いたのです…
Sub1_Ophelia_14_1_22,あなたが私の跡を継ぎ、世界の運命を見つめることができるということを。
Sub1_Ophelia_14_1_23,世界の運命…
Sub1_Ophelia_14_1_24,運命の星からやってきた子たちに選ばれるということは、またとない祝福なのです。
Sub1_Ophelia_14_1_25,この先の遠い未来を見透すことができるのですから…
Sub1_Ophelia_14_1_26,しかし、世界の未来を見透すということは、とても重くて辛いことでもあります。
Sub1_Ophelia_14_1_27,それは私自身が一番よく知っているので、
Sub1_Ophelia_14_1_28,果たして、あなたがその重荷に耐えられる者かどうか、試す必要がありました。
Sub1_Ophelia_14_1_29,それで…あの子たちを…
Sub1_Ophelia_14_1_30,運命の子たちは、自分の存在価値が発現する時、眠りから目覚めるようにしておいたのです。
Sub1_Ophelia_14_1_31,やはり予想通り、あなたの行動は驚くべきものでした。
Sub1_Ophelia_14_1_32,ですが…[死]と[愛]の真の主になったとしても、
Sub1_Ophelia_14_1_33,それだけでは足りないでしょう。
Sub1_Ophelia_14_1_34,生きていく上で、運命を揺るがす者がもう1人います。
Sub1_Ophelia_14_1_35,ふふ、あなたもよくわかっているはずですよ？
Sub1_Ophelia_14_1_36,幸運…
Sub1_Ophelia_14_1_37,そう、あなたはヴェレキアを目覚めさせることはできなかったようですね。
Sub1_Ophelia_14_1_38,あ…あ…
Sub1_Ophelia_14_1_39,随分長い間待ってはみましたが、
Sub1_Ophelia_14_1_40,あなたに与えられた時間は、もう残り少ないです。
Sub1_Ophelia_14_1_41,あなたが失敗したことを知ったからこそ、
Sub1_Ophelia_14_1_42,私はこの子たちの最後を見せるために、あなたをここに呼んだのです。
Sub1_Ophelia_14_1_43,最後って…？
Sub1_Ophelia_14_1_44,い…いや…いやよ…
Sub1_Ophelia_14_1_45,資格なき主により、数多くの運命が振り回されるくらいなら、
Sub1_Ophelia_14_1_46,その子たちが永遠に眠った方が、この世界を護るにはより利益となるでしょう。
Sub1_Ophelia_14_1_47,だめーっ！！！
Sub1_Ophelia_14_1_48,お願い、あの子たちを返してください！
Sub1_Ophelia_14_2_1,カードですか…ふふ…
Sub1_Ophelia_14_2_2,あの子たちを連れている姿がなかなか面白いですね。
Sub1_Ophelia_14_2_3,どうして…どうして…
Sub1_Ophelia_14_2_4,あの子たちが…
Sub1_Ophelia_14_2_5,運命の星から最初に選ばれた存在は誰だと思いますか。
Sub1_Ophelia_14_2_6,オペリア、あなたは私には勝てない。
Sub1_Ophelia_14_2_7,そんなこと…そんなことない！
Sub1_Ophelia_14_2_8,みんな…お願い…どうか、目を覚まして！
Sub1_Ophelia_14_2_9,戻ってきて… 
Sub1_Ophelia_14_2_10,お願い！！
Sub1_Ophelia_14_3_1,別れの時が来たようですね。 
Sub1_Ophelia_14_3_2,破滅よ、我が元へ来るがいい。ギガンテス…
Sub1_Ophelia_14_3_3,やめて！！
Sub1_Ophelia_14_3_4,どうか…
Sub1_Ophelia_14_3_5,どうか、あの子たちを傷つけないで…
Sub1_Ophelia_14_3_6,お願いします！
Sub1_Ophelia_14_3_7,自分ではどうすることもできないものが運命であり、
Sub1_Ophelia_14_3_8,人間はその摂理に従わなければならない。
Sub1_Ophelia_14_3_9,救えなかったからには、この子たちは眠るべきなのです。 
Sub1_Ophelia_14_3_10,いいえ…
Sub1_Ophelia_14_3_11,そうはできない…
Sub1_Ophelia_14_3_12,私は、その子たちと絶対に別れることはできません…
Sub1_Ophelia_14_3_13,あなたの言う運命がそうであるなら… 
Sub1_Ophelia_14_3_14,私は…
Sub1_Ophelia_14_3_15,私は！！
Sub1_Ophelia_14_3_16,その運命に、逆らいます！！！
Sub1_Ophelia_14_3_17,あれは…車輪に落ちたコイン…
Sub1_Ophelia_14_3_18,そんな…
Sub1_Ophelia_14_3_19,運命の方向が逆に回ったか。
Sub1_Ophelia_14_3_20,ありがとう。オペリア…
Sub1_Ophelia_14_3_21,定められる未来を、一瞬で変える力。 
Sub1_Ophelia_14_3_22,奇跡。幸運は、その奇跡を抱いている。
Sub1_Ophelia_14_3_23,何かを変えようとする君の強い意志によって、ようやく目が覚めた。
Sub1_Ophelia_14_4_1,ヴェレキア！！戻ってきてくれてありがとう！
Sub1_Ophelia_14_4_2,それに、みんな…会いたかったよ…
Sub1_Ophelia_14_4_3,ごめんね…もっと早く迎えにこれなくて、ごめんね。
Sub1_Ophelia_14_4_4,オペリア、私の最後の夢となった少女…
Sub1_Ophelia_14_4_5,そう、私の名前はラシフィール。 
Sub1_Ophelia_14_4_6,運命を観察する者。 
Sub1_Ophelia_14_4_7,やっぱり…あなたがラシフィール…
Sub1_Ophelia_14_4_8,私の夢は正しかったようですね。 
Sub1_Ophelia_14_4_9,オペリア。あなたは世界の運命を導く準備が整いました。
Sub1_Ophelia_14_4_10,すべての運命に必ず介入する、
Sub1_Ophelia_14_4_11,死、愛、そして幸運に選ばれた特別な存在なのです。
Sub1_Ophelia_14_4_12,この3つから派生したすべての理性と感情は、すべてあなたに従うでしょう。
Sub1_Ophelia_14_4_13,喜び、笑顔、破滅、悲しみ、すべて…
Sub1_Ophelia_14_4_14,でも…
Sub1_Ophelia_14_4_15,私はお友だちを助けにきたんです。
Sub1_Ophelia_14_4_16,それに、私が考えていた運命は世界の運命じゃなく、
Sub1_Ophelia_14_4_17,夢に現れる運命の人を探すことだったんですよ。
Sub1_Ophelia_14_4_18,オペリア。 
Sub1_Ophelia_14_4_19,心の中をよく覗いてごらんなさい。
Sub1_Ophelia_14_4_20,その2つは、結局は同じものなのです。
Sub1_Ophelia_14_4_21,えっ…？？
Sub1_Ophelia_14_4_22,あ…あぁ… 
Sub1_Ophelia_14_4_23,そうだったんですね…
Sub1_Ophelia_14_4_24,あ…
Sub1_Ophelia_14_4_25,だから…
Sub1_Ophelia_14_4_26,だから、いつも私の夢の中に…
Sub1_Ophelia_14_4_27,だから、あの子たちが私に…
Sub1_Ophelia_14_4_28,あ…
Sub1_Ophelia_14_4_29,あぁ…
Sub1_Ophelia_14_4_30,やっと気づきました。
Sub1_Ophelia_14_4_31,私の役目が何なのか…
Sub1_Ophelia_14_4_32,あなたは私であり、私はあなたなのです。 
Sub1_Ophelia_14_4_33,過去から導いてきた世界の運命、 
Sub1_Ophelia_14_4_34,これからは、あなたの目で見つめるときが来たようですね。
Sub1_Ophelia_14_4_35,オペリア。
Sub1_Ophelia_14_4_36,これからはあなたが、 
Sub1_Ophelia_14_4_37,運命の導き手なのです。 
Sub1_Ophelia_14_4_38,私と共に､この道を歩みましょう。
Sub1_Ophelia_14_4_39,運命の…導き手…
Sub1_Ophelia_Sub_Sca_1,あ…！ 
Sub1_Ophelia_Sub_Sca_2,王女様に感謝の言葉を伝えないと！
Sub1_Ophelia_Sub_Sca_3,……
Sub1_Ophelia_Sub_Sca_4,王…
Sub1_Ophelia_Sub_Sca_5,誰も声をかけるなと言われた。
Sub1_Ophelia_Sub_Sca_6,あぁっ…！私、差し出がましいことを…
Sub1_Ophelia_Sub_Sca_7,構わない。
Sub1_Ophelia_Sub_Sca_8,……満天の星だな。
Sub1_Ophelia_Sub_Sca_9,今夜は空気が澄んでいるので、星がよく見えますね。
Sub1_Ophelia_Sub_Sca_10,あ…！青い星光が集まっています。\nアーシピアの星座が現れる時が来たようです。
Sub1_Ophelia_Sub_Sca_11,急いでお祈りしないと…
Sub1_Ophelia_Sub_Sca_12,お祈り？
Sub1_Ophelia_Sub_Sca_13,はい。あの星の形は、死者の魂が女帝アーシピアの星に到達する直前の姿だそうです。
Sub1_Ophelia_Sub_Sca_14,亡者の永遠の安息のため、星を見ながらお祈りを捧げるんです。
Sub1_Ophelia_Sub_Sca_15,星について詳しいようだな。
Sub1_Ophelia_Sub_Sca_16,君は、たしか魔女だと言ったな。
Sub1_Ophelia_Sub_Sca_17,はい！占星術師でもあります。
Sub1_Ophelia_Sub_Sca_18,王室の外には、面白い職業が沢山あるのだな。 
Sub1_Ophelia_Sub_Sca_19,……あの星の民は、王によく従うのか。
Sub1_Ophelia_Sub_Sca_20,えっ…？
Sub1_Ophelia_Sub_Sca_21,いや。余計な事を言ってしまったな。
Sub1_Ophelia_Sub_Sca_22,占星術師ならば、私のことも占ってもらえるか？
Sub1_Ophelia_Sub_Sca_23,えっ…そ…そんな、私なんかが…
Sub1_Ophelia_Sub_Sca_24,問題ない。
Sub1_Ophelia_Sub_Sca_25,あ…こんな狭苦しい所にお連れして、本当に申し訳ありません…
Sub1_Ophelia_Sub_Sca_26,いいや、構わない。この馬車…興味深いな。
Sub1_Ophelia_Sub_Sca_27,王城にもひとつ欲しいものだ。
Sub1_Ophelia_Sub_Sca_28,あの…あ…あそこにいる方は…
Sub1_Ophelia_Sub_Sca_29,あぁ、気にすることはない。
Sub1_Ophelia_Sub_Sca_30,あの、王女様。何を占いましょうか？
Sub1_Ophelia_Sub_Sca_31,ふむ…どんな占いができる？
Sub1_Ophelia_Sub_Sca_32,色々な運勢があります。
Sub1_Ophelia_Sub_Sca_33,方向を調べる占いとか、
Sub1_Ophelia_Sub_Sca_34,ん？どうした？
Sub1_Ophelia_Sub_Sca_35,な、なんでもありません！
Sub1_Ophelia_Sub_Sca_36,選ぶのが難しいようでしたら、\n過去、現在、未来について占うこともできます。
Sub1_Ophelia_Sub_Sca_37,面白そうだ。それでお願いしよう。
Sub1_Ophelia_Sub_Sca_38,その…大変失礼ですが、儀式のために少しの間、王女様を見つめさせていただきます。
Sub1_Ophelia_Sub_Sca_39,ああ、構わない。 
Sub1_Ophelia_Sub_Sca_40,魔女、オペリア。銀の信仰である王女様の瞳を見つめます。
Sub1_Ophelia_Sub_Sca_41,世界を灯す星たちよ、道を照らしてください。
Sub1_Ophelia_Sub_Sca_42,王女様、カードを3枚引いてください。
Sub1_Ophelia_Sub_Sca_43,うむ… 
Sub1_Ophelia_Sub_Sca_44,1枚目のカードは、正位置の剣をまっすぐ構える者。 
