KEY,German
ITEM_STORY_1013,"Der Legende nach beschenkt der Weltenbaum einmal alle 100 Jahre einen Auserwählten mit einem seiner Zweige. Der Zweig versprüht ewiges Leben und verleiht seinem Besitzer immense Macht und großes Wissen. Lorraine schuf diesen Stab, indem sie den Zweig mit dem Stein des Waldes, einem Elfenschatz, vereinigte. Jetzt kann sie die Kräfte der Natur anrufen und ihre Verbindung mit dem Weltenbaum aufrechterhalten, wo auch immer sie gerade sein mag."
ITEM_STORY_1015,"Ein Set aus Schwert und Schild, graviert mit verschiedenen Runen und voller antiker Magie. Es heißt, diese legendären Gegenstände wurden vor Äonen von einem antiken Drachen namens Exian aus dessen eigenen Schuppen geschaffen. Das Schwert ist einer der königlichen Schätze von Orvel und wird nur dem ehrenhaftesten Ritter verliehen. Sein Führer soll als Verteidiger des Königreichs und des Volkes sowie als Beschützer des Lebens dienen."
ITEM_STORY_1016,"Es ist die Pflicht einer Seelenführerin, die verlorenen Seelen zurück auf den richtigen Pfad zu geleiten, und ihnen beim Übergang ins Jenseits zur Seite zu stehen. Diese Lampe, erleuchtet von einer geheimnisvollen Kugel, die vor langer Zeit von einem Drachen aus einem weit entfernten Land erschaffen wurde, ist ein Schatz der Tamian. Der Kern der Kugel erlaubt Seelen in der Nähe, sich zu materialisieren, wodurch ihr Besitzer direkt mit ihnen kommunizieren kann. Insofern ist sie das optimale Werkzeug für eine Seelenführerin. Tamian-Häuptlinge verwendeten diese Reliquie seit Generationen, um damit die heiligen Pflichten einer Seelenführerin zu verrichten. Jetzt, wo die Welt von großer Gefahr bedroht wird, ging die Lampe an Rephy, der mächtigsten Seelenführerin von allen."
ITEM_STORY_1017,"Ein Schatz der Dunkelelfen, der mithilfe eines mächtigen Mondlichtsteins aus Arrovina und einem Zweig des Mondbaums der höchsten Qualität erschaffen wurde. Nerius ist das perfekte Mittel für Mondlichtmagie und eine der mächtigsten magischen Waffen der Dunkelelfen. Doch es heißt, dass das wunderschöne silberne Licht des Mondes leicht von der Dunkelheit befleckt werden kann. Eine außergewöhnliche Liebe, verwandelt in tiefe Dunkelheit, und jener Dunkelelf, der nach Rache trachtet, bannte diese Dunkelheit in diese Waffe."
ITEM_STORY_1018,"Der große Stammbaum der Stein-Familie datiert zurück zu den frühesten Tagen des Kaiserreichs. Die Ehrwürdigkeit der Familie erklärt sich allerdings durch ihre fähigen Krieger und hängt nicht in erster Linie mit ihrem adeligen Blut zusammen. Aria Stein war eine legendäre Meisterin der Klinge. Als eine der talentiertesten Kriegerinnen in der Geschichte des Kaiserreichs war sie es, die den Grundstein für den Ruhm der Stein-Familie legte. Arias Schwert, Livatas, ist heute im Besitz von Reina. Das Schwert, durch das Reina den Spitznamen „Blitz“ erlangte, ist leicht wie eine Feder und doch stark genug, um jedem Schwertstreich zu widerstehen."
ITEM_STORY_1019,"Andarta und Andraste waren zwei Drachen, die während des Krieges von den Dämonen besiegt wurden. Die Seelen des Paares waren miteinander verwoben. Sie liebten sich und verstanden einander besser als irgendjemand sonst. Selbst im Sterben weigerten sie sich, sich voneinander zu entfernen und rangen Pavel, ihrem Kameraden, eine letzte Bitte ab. Pavel erfüllte ihnen ihren letzten Wunsch, indem er ihre Seelen in ihre Herzen überführte und diese anschließend in ein Paar Edelsteine verwandelte. Trotz des Verlusts ihrer Körper konnten die beiden so zusammenbleiben und sind so unzertrennlich wie zuvor."
ITEM_STORY_1020,"Eines Tages wurde im Territorium von Ziltrion eine Ader mächtigen Manas entdeckt. Als Demia diese untersuchte, fand sie ein blaues Erz, das sie noch nie zuvor gesehen hatte. Zahlreiche Zauberer und Alchemisten studierten dieses geheimnisvolle Erz, das zugleich Edelstein und Metall war, doch niemand vermochte, ihre Zusammensetzung zu ergründen. Jin, der Schmied, hatte allerdings eine andere Idee. Als er das Erz erblickte, bot er Demia mit einem breiten Grinsen an, daraus mächtige Ausrüstung zu schmieden. Tatsächlich schmiedete er daraus eine Lanze und einen Schild, beide mit dem blauen Schimmern des Manas und härter als ein Diamant."
ITEM_STORY_1021,"Ein verfluchtes Paar Kampfhandschuhe aus den Klauen des Wahnsinnigen Dämons Baroro, der während des Kriegs besiegt worden war. Die Handschuhe sind um ein Vielfaches größer als menschliche Hände und verbinden sich direkt mit dem Nervensystem ihres Trägers, wodurch dieser sie ohne Anstrengung führen kann. Sie verfügen zwar über eine immense Kraft, doch korrumpieren auch den Verstand ihres Trägers und fressen dessen Seele langsam auf. Nur ein Krieger mit wahrhaft edlen Absichten, einem starken Willen und einem unsterblichen Geist vermag es, mit diesen verfluchten Waffen umzugehen. Sie sind die perfekten Waffen für einen Krieger mit starkem Willen, der selbst in der Dunkelheit des Abgrunds zu strahlen vermag."
ITEM_STORY_1022,"Der Inbegriff hochentwickelter kaiserlicher Technologie. Dieses Gewehr benötigt übermenschliche Präzision und kann nicht von einer normalen Person genutzt werden. Es wurde verzaubert, um dem Schützen eine Sicht über schier unmögliche Distanzen zu gewähren. Doch selbst das größte Zielfernrohr ist nutzlos, wenn es von jemandem benutzt wird, der nicht damit zielen kann. Die Leistung des Gewehrs hängt also stark von den Fähigkeiten seiner Benutzer ab. Rodina, allerdings, ist mit ihrer enormen Sehkraft und ihrer Genauigkeit eine angemessene Besitzerin des Gewehrs. Sie ging noch einen Schritt weiter, passte es nach ihren Vorstellungen an und nannte es „Rodina Spezial“."
ITEM_STORY_1023,"Im Herzen des Dragia-Vulkans gibt es eine Schmiede. Vor hunderten von Jahren schuf Temeraire, der antike Feuerdrache, eine Reihe magischer Ausrüstungsgegenstände. Mithilfe von Lava und ihrer Kraft des vulkanischen Feuers schmiedete er einen Schild und ein Schwert mit der Fähigkeit, Dinge in Brand zu setzen. Während des Krieges gegen die Dämonen gab er diese Gegenstände einem menschlichen Krieger. Doch dieser Krieger wurde angeblich von Morrah getötet. Seitdem wurde diese legendäre Ausrüstung nicht mehr gesehen. Bis Morrah eines Tages wieder an der Front auftauchte."
ITEM_STORY_1024,"Selbst unter den heiligen Reliquien der Hohepriester der Kirche von Lua ist das Buch der Götter besonders. Glaubt man der Legende schrieb Lua dieses Buch, das über die Jahre von den Großpriestern der Kirche bewahrt wurde, selbst. Iris, der gegenwärtige Großpriester vertraute das Buch seinem Stiefvater Berman an, nachdem er wegen Baudouin eine Offenbarung hatte. Später erhielt Baudouin das Buch, als er zum Hohepriester wurde. Es heißt, dass diese göttliche Reliquie seinen Besitzer mit unendlicher heiliger Energie versorgt und ihn ermächtigt, das wahre Potential aller Gläubigen zu erschließen."
ITEM_STORY_1025,"Als Malduks Magie Jane als Untote wiederauferstehen ließ, sollte sie eigentlich nichts fühlen können. Doch sie fühlte sich warm und behaglich, denn eine sonderbare Energie umgab ihren toten Körper, die sie eigentlich nicht spüren hätte dürfen. Als Malduk sie mitnahm, gab sie sich instinktiv der warmen Ausstrahlung hin. Später, als sie durch geheimnisvolle Magie wieder das Bewusstsein erlangte, untersuchte sie zuallererst ihren Sarg, der eine tragische und doch warme Liebe ausstrahlte. In ihm fand sie eine sorgsam eingravierte Botschaft: „In beständiger Liebe für dich.“"
ITEM_STORY_1026,"Im Turm der Weisen bezeichnet der Titel „Lila“ den Inbegriff der Manakapazität. Aishas scheinbar unendliches Mana überstieg normale Mengen schlicht zu sehr. Deshalb kaufte die von Daphnel-Familie all die besten Manasteine, die sie finden konnte und brachte sie Annette, der besten Technomagierin von Schloss Orvel. Annette willigte ein, das neue Projekt anzunehmen. Kurz darauf erschuf sie Mahitra, einen wunderschönen, für aristokratische Zauberer mit edlen Absichten angemessenen Schirm."
ITEM_STORY_1027,"Der Phönix ist eine heilige Kreatur, die das ewige Leben symbolisiert. Genauso wie das Tier selbst sind auch dessen Federn extrem selten. Es heißt, dass ein Federkiel, der aus einer Phönixfeder hergestellt wurde, selbst ein mächtiges magisches Werkzeug sei. Runen, die mit dieser Feder geschrieben werden, sind ein mächtiges Mittel für Runenmagie."
ITEM_STORY_1028,"Ein Set verzauberter Waffen von Fluss’ Großvater, einem Ritter aus dem Fürstentum Gray, das als Familienschatz weitergegeben wurde. Die Waffen sind in der Lage, die Körperkraft ihres Besitzers zu steigern, um die Grenzen der menschlichen Leistungsfähigkeit zu überwinden und übernatürliche Kraft und Geschwindigkeit zu erlangen. Weil der Effekt allmählich eintritt, wird der Körper des Trägers keiner plötzlichen Belastung ausgesetzt. Die Teile werden als Blut und Rose bezeichnet. Diese Namen entstanden durch den Wirbel aus Blut und Blütenblättern, der stets auftrat, wenn Fluss diese Zwillingsschwerter führte. Kein anderer Krieger konnte deren Potential jemals so nutzen wie Fluss selbst."
ITEM_STORY_1029,"Eine Schleuder, die aus einer Hyazinthe hergestellt wurde. Dieser silbrige Baum wächst nur in sehr kalten Regionen. Es heißt, Hyazinthen hätten den Segen der Eiskönigin erhalten und wären in der Lage, selbst bei extremer Kälte leuchtend-rote Beeren zu tragen. Allein die Berührung eines Hyazinthenzweiges ermöglicht es einer Person, die Kälte um sie herum zu vergessen. Diese gesegneten Bäume haben außerdem die Macht, Schneestürme und Frost herbeizurufen. Selbstverständlich können diese Kräfte am besten genutzt werden, wenn man die Bäume zum Schnitzen von Waffen verwendet."
ITEM_STORY_1030,"Ein Ankh in Gestalt eines Phönix. Es symbolisiert den natürlichen Kreislauf des Lebens. In der Urzeit verehrten die Nomaden der Wüste die Blaue Drachin der Oase als ihre Beschützerin. Im Gegenzug segnete sie sie mit Regen und schenkte ihren Feldfrüchten Leben. Um ihre Dankbarkeit zu zeigen, boten die Nomaden allerlei Schätze dar, darunter Lazulia, den Edelstein des Wassers. Obwohl sie eigentlich kein Interesse an materiellem Reichtum hatte, nahm sie ihre Erkenntlichkeit dankend an und verwendete die Schätze dazu, einen Tempel in der Oase zu errichten. Dieses Ankh ist das geheiligte Symbol des Tempels und enthält die mächtige Kraft des Wassers."
ITEM_STORY_1031,"Eine mächtige Lichtwaffe, die die Form eines Speeres, Dolches oder Bogens annehmen kann. Einer der göttlichen Schätze der Engel, gesegnet durch einen Erzengel. Es heißt, sie wäre in der Lage, das Böse zu entzünden. Wegen ihrer Vielseitigkeit gab man sie traditionell dem talentiertesten Späher. Die Zahl der Dämonen, die angesichts ihres Lichts ihr Ende fanden, ist schier unendlich."
ITEM_STORY_1032,"Ein Stab des Blutes, der in der Familie des Vampirlords von Generation zu Generation weitergegeben wurde. Seine purpurne Farbe verkörpert Autorität, Einsicht und die absolute Macht des Vampirlords. Tief im Untergrund der Galia-Ebenen liegt das heilige Land der Vampire. Dort liegt dieser legendäre Stab und erwartet versteckt den Ruf eines würdigen Meisters, wo immer dieser sein mag."
ITEM_STORY_1033,"Es existiert ein universelles Band, das unterschiedliche Dimensionen verbindet. Dieses Schwert ist der Schlüssel zur Trennung und Wiederverbindung dieses Bandes. Es wird dem Richter der Dimensionen verliehen, der geschworen hatte, die Balance des Universums zu beschützen. Es kann unbegrenzt vervielfältigt werden, doch gewährt seine Macht nur dem Auserwählten."
ITEM_STORY_1034,"Der Inbegriff der Technomagie, erschaffen auf der Basis von Annettes Theorien. Fünf der höchstrangigen Hofzauberer von Orvel ließen ihre Energie in die Schöpfung dieses magischen Lebewesens fließen. Es hat seinen eigenen Willen und kann unabhängige Entscheidungen treffen sowie entsprechend handeln. Es teilt sein Mana mit Annette und kann außerdem jedes in der Nähe verfügbare Mana nutzen. Seine Schaffung ist der erste Meilenstein in Annettes Bemühungen, Magie für jedermann zugänglich zu machen."
ITEM_STORY_1035,"Ein Paar magischer Waffen, die den Kampfrausch ihres Benutzers zur Stärkung ihrer eigenen Feuerkraft nützen. Jedes Mal, wenn ihre Abzüge betätigt werden, taucht ihr Träger tiefer und tiefer in den Wahn des Kampfes ein. Es heißt, dass eine Waffe, die von einem Meisterhandwerker geschaffen wird, selbst eine Seele entwickelt. Berkinos scheinen die Seele des Kriegsgottes in sich zu tragen. Die Geschichte besagt, dass ihr Erzeuger bei ihrem ersten Gebrauch vor Schreck erblasste und sie in einen Fluss warf."
ITEM_STORY_1036,"Als das Heilige Schwert Aea Kyle gewährt wurde, erschien es im Tempel von Lua, nördlich der Königsebenen. Als Kyle das Schwert vom Altar nahm, wurde eine mächtige Lichtwelle freigesetzt, die alles Naheliegende in heiligen Boden verwandelte. Alle Gegenstände im Tempel wurden dadurch zu heiligen Reliquien. Teoria, die mittlere Säule des Tempels, bekam dabei die größte Menge heiliger Energie ab."
ITEM_STORY_1037,"Der Dämonenkrieg fand vor 100 Jahren statt. Während des Krieges stellten die hochrangigen Dämonenoffiziere zweifellos die größte Bedrohung für die Menschheit dar. Caethasis, der Dämon der Stille, war besonders gefährlich. Zahllose Zauberer und Priester wurden von diesem Dämon erschlagen, der es wegen ihrer Seelen besonders auf magische Opfer abgesehen hatte. Schließlich konnte Kyle Caethasis besiegen und sein Kern wurde versiegelt. Jahre später gelangte der Kern in den Besitz der Lachenden Maske und diente erneut als Instrument des Todes."
ITEM_STORY_1038,"Ezekiels Vater war einer der hochrangigsten Dämonen. Obwohl dieser dessen Gesicht oder Namen niemals kannte, ist ihm die gewaltige Macht seiner dämonischen Herkunft bekannt. Das Dämonenblut, das in seinen Adern fließt, gab ihm eine zweite Persönlichkeit. Wenn sein menschliches Blut sich durchsetzt, ist Ezekiel ein junger Mann mit einwandfreiem Charakter. Zu anderen Zeiten ist er ein unglaublich mächtiger und arroganter Dämon, wie sein Vater. Verzweiflungswärter Barbatos manifestiert sich, wenn Ezekiels Dämonenblut seine volle Macht entfaltet. In Gestalt eines seiner Arme ist diese Waffe stark genug, um durch Dimensionen zu schneiden und den Raum selbst zu durchtrennen. Dies ist die körperliche Wiedergabe der Macht seines Vaters."
ITEM_STORY_1039,"Cassandra arbeitet nebenbei als Waffenhändlerin. Eines Tages gelangte sie in den Besitz eines gestohlenen Gegenstandes, der sofort ihre Aufmerksamkeit erregte. Es handelte sich dabei um einen schönen Fächer, verziert mit Gold und wertvollen Edelsteinen. Den Gerüchten zufolge überkam alle Frauen, denen dieser Fächer gehörte, großes Unglück. Als verfluchtes Objekt wechselte es daher oft seine Besitzer. Als Cassandra den Fächer erwarb, begann sie unverzüglich mit der Erforschung seiner Herkunft. Wie sich herausstellte wurde dieser Fächer, genannt Goldbreeze, als versteckte Waffe erschaffen. Es ist daher nicht allzu schwierig, sich vorzustellen, welches Unglück die Besitzerinnen des Fächers überkommen haben muss."
ITEM_STORY_1040,"Ein Speer, der angeblich aus einem Blitzschlag gefertigt wurde. Dieser beeindruckende und mannshohe Speer wird konstant von Elektrizität umflossen. Einen Speer aus einem Blitz zu schmieden war eine ungeheure Aufgabe. Doch Jin war auch kein normaler Schmied. Er schmolz einen riesigen Manastein, durchtränkt von Rotdrachenblut. Diesen verwendete er dazu, den Blitz zu bannen, ehe er ihn zu einem Speer schmiedete. Niemand außer seinem auserwählten Meister vermag es, diese Waffe zu berühren. Wenn seine zwei Teile vereinigt werden, wird ein riesiger Energiefluss freigesetzt, der Drachengebrüll gleicht."
ITEM_STORY_1041,"Die Geschichte begann, als Medianas Giftexperimente noch im Geheimen erfolgten. Eines Tages bemerkte ein befreundeter Arzt die riesige Spritze, die sie hergestellt hatte. Von dessen schierer Größe beeindruckt, fragte er sie:\n„Sieh dir die Größe dieses Dings an. Solltest du ihr nicht wenigstens einen Namen geben?“\nDarauf antwortete Mediana locker:\n„Oh ... Nenn sie einfach ... Piston.“"
ITEM_STORY_1042,"Nachdem Oddys Uhr mit dem Fluch der Redpur belegt wurde und die Macht der Zeitkontrolle über lebendige Wesen erlangte, nützte er die gewonnene, unendliche Zeit, deren Anwendungsmöglichkeiten zu erforschen. Als er schließlich nach vielen Versuchen eine Uhr erschaffen hatte, die die Essenz der Zeitmagie enthielt, fand Oddy heraus, dass das Geheimnis der Redpur-Magie dem Mondlicht und den so erzeugten Schatten entstammt. Er nannte sein Meisterwerk „Tempodiana“ und gab ihr den Spitznamen „Zeit des Mondschattens“."
ITEM_STORY_1043,"Alptraum Kitrax war als beste und schrecklichste unter den Sukkuben bekannt. Nachdem Viska Kitrax im Ganzen und mit Seele verschlungen hatte, erzeugte sie daraufhin ihre mächtigste Waffe. Dieser Stachel ist die Verkörperung von Angst und Verzweiflung. Der Tod ist das einzige Schicksal seiner unglücklichen Opfer. Er injiziert fortwährend Angst in die Seele des Opfers, wodurch selbst die fähigsten Feinde nur mehr leichte Beute darstellen."
ITEM_STORY_1044,"Während ihrer militärischen Karriere erschlug Priscilla zahllose Feinde mit ihrer Hellebarde. Obwohl die Hellebarde nach ihrem Ruhestandsantritt in einen reparaturbedürftigen Zustand verfiel, wurde sie später als Excilius wiedererweckt. Dieses Upgrade war Teil des Auftrags an Annette, die für Aisha Mahitra herstellen sollte. Diese rasiermesserscharfe und unglaublich robuste neue Waffe verfügt über die magische Kraft, ihre Feinde anzuziehen. Diejenigen, die Priscilla beim Kampf gegen ihre dämonischen Feinde gesehen hatten, sprachen darüber als handelte es sich dabei um einen unaufhaltsamen Sturm."
ITEM_STORY_1045,"Eine verzauberte Waffe, hergestellt aus Knochen, Sehnen und Haut des Wahnsinnigen Drachen Svelta. Dieser monströse Großbogen, der die Belagerungswaffentechnologie der Dunkelelfen und Zwerge vereint, ist zu schwer, um von einem Menschen aufgehoben oder gezogen zu werden. Nur Leute mit riesiger Muskelkraft wie Yanne können überhaupt daran denken, diesen unvorstellbaren Bogen handzuhaben. Die Seele des Wahnsinnigen Drachen schlummert immer noch in diesem Bogen. Seine grausame Energie steckt in jedem abgefeuerten Pfeil, wodurch sie die Kraft haben, selbst die mächtigste Mauer zu durchschlagen."
ITEM_STORY_1046,"Eine uralte Waffe, die für das ruhmreichste Wesen auf Erden geschmiedet wurde. \nEs ist nur dem Nachfolger des Gottkönigs erlaubt, diese Waffe zu tragen, und man muss sich enormen Prüfungen unterziehen, um sich ihr als würdig zu erweisen. \nDieser Bogen, der nur dem auserwählten Nachfolger des Gottkönigs erlaubt ist, besitzt in der Wüste absolute Macht."
ITEM_STORY_1047,"Yurias Lieblingssatz von Nadel, Faden und Schere.\nMit diesem Werkzeug schuf sie all ihre Meisterwerke.\nDer Faden ist vom Sternenlicht des Nachthimmels durchwoben\nund Nadel und Schere wurden aus dem Metall eines Meteoriten geschmiedet.\nZusammen geben sie Yuria die Macht, die Zukunft zu lesen."
ITEM_STORY_1049,"Tarot-Kartenlegen ist unter Hexen eine beliebte Methode der Zukunftsvorhersage. Manche Hexen verwenden eigene Karten, um ihren persönlichen Stil einfließen zu lassen. Ophelias Karten fungieren auch als Zeugnis der Pakte zwischen ihr selbst und den von ihr erschaffenen Kreaturen. Sie paktierte mit zahllosen Kreaturen und ist unter den Wesen der geheimnisvollen Dimensionen als sehr beliebte Schicksalsführerin bekannt. Del Arcana, ein mächtiges, von Ophelia zusammengestelltes Tarot-Kartendeck, ist der materielle Beweis dieser Beziehungen."
ITEM_STORY_1048,"Nach außen hin sieht es wie ein großes, komplexes Instrument aus.\nAber der wahre Wert des Instruments liegt woanders.\nWenn man die Teile austauscht, die den Ton erzeugen, wird es zu einer Waffe, die spezielle Ultraschallwellen aussendet.\nDer größte Vorteil dieses Instruments ist, dass jeder einfach damit umgehen kann, auch nachdem man die Teile austauscht.\nRehartna hat dieses Versuchsinstrument angefertigt, nachdem ihr bewusst wurde, dass sie nichts tun kann, wenn ein Kampf stattfinden sollte. Damit will sie ihren Gefährten in schweren Zeiten helfen.\nDanach ist das Ziel in Massproduktion zu gehen, unter Berücksichtigung des allgemeinen Zwecks."
ITEM_STORY_1050,"Ein äußerst treffsicheres Blasrohr, das von Requina selbst hergestellt wurde. Ein spezieller Schalldämpfer am Ende macht diese ohnehin leise Waffe fast komplett lautlos. Als die Anwesenheit der Dämonen ihrem Geschäft zu schaden begann, entschied sie sich dazu, nicht nur Gifte, sondern auch alles Nützliche gegen sie einzusetzen. Sie suchte Hilfe bei ihrem elementaren Freund, der das Blasrohr mit dem Segen des Windes versah. Dadurch erhielt die Waffe eine Feuerkraft, die der einer magischen Kanone gleicht. Nachdem Requina ihr tödliches, Dämonen schlachtendes Gift hinzufügte, wurde daraus eine mächtige und tödliche Waffe, die fähig ist, jedes Lebewesen zu töten."
ITEM_STORY_1051,"Die Legende erzählt von einem geheimnisvollen Metall, golden wie die Strahlen der Sonne, blau wie der reine Himmel und weiß wie ein blendendes Licht. Dieses heilige Set aus Schwert und Schild wurde aus jenem speziellen Metall geschmiedet, das nur von Engeln gehandhabt werden kann. Diese göttlichen Reliquien des Schutzes wurden erschaffen, um die Dunkelheit zu bannen und die Welt mit Licht zu durchfluten. Nur der redlichste aller Wachritter der Engel darf sie führen und sie sind in der Lage, jeden Dämon, der ihres Lichts gewahr wird, zu entzünden."
ITEM_STORY_1052,"Es handelt sich dabei unbestreitbar um die neueste kaiserliche technomagische Technologie. Sie kann auf drei Arten verwendet werden, wobei der letzte von ihnen eine Magie nützt, die so zerstörerisch ist, dass man ihren Gebrauch beschränken musste. Valance, der Leiter der kaiserlichen Waffenentwicklungsorganisation Magos Le’Flamme meint, die neue Waffe Archistra wurde direkt nach ihrer Entwicklung von Crow, einem ehemaligen und unehrenhaft entlassenen Marineoffizier gestohlen. Ob Crow es tatsächlich geschafft hatte, eine der wichtigsten Organisationen des Kaiserreichs zu unterwandern und Archistra zu stehlen, muss noch untersucht werden ... Es ist ebenfalls denkbar, dass Valance sie ihm aufgrund ihrer langen Freundschaft einfach aushändigte."
ITEM_STORY_1053,"Flüche entstehen aus negativen Gefühlen wie Hass, Eifersucht und Feindseligkeit. Sie sind der beste Nährboden für Shamilla. Die Schwingen erlangten ihre Macht während des Dämonenkrieges, indem sie die Flüche unzähliger Menschen absorbierten, die andere Menschen in Angst versetzten. Jene, die die Federn berührten, waren an viele Flüche gebunden und wurden in einen Strudel der Emotionen gezogen. In diesem Abgrund hallt fesselndes Gelächter wider. Das Gelächter eines Dämons, der sich an unterschiedlichen menschlichen Gefühle gütlich tut."
ITEM_STORY_1054,"Ein anderes Geisterwesen, das von Lavril getrennt wurde.\nIm Gegensatz zur gütigen Lavril ist Dunn Nemecia die Verschmelzung der negativen und aggressiven Seelen, die in ihrem Inneren wohnten.\nGlücklicherweise versteckt dieser niedliche und doch unheimliche Geist seine böse Seite die meiste Zeit über und benutzt seine Kräfte nur dann, wenn sein Wirt sie benötigt oder er eine Bedrohung wittert.\n\nMan muss stets bedenken, dass dieser seltsame Geist kein freundliches, harmloses Wesen ist.\n\nDie Listen, die er anwendet, sind überwiegend von boshafter Natur: Er umgibt Schlafende mit spitzen, harten Gegenständen, wirft Frischgekochtes zu Boden und stellt Vorbeigehenden ein Bein, doch ...\nEr ist noch zu wesentlich schlimmeren Taten fähig, wenn er nicht von Lavril kontrolliert werden würde."
ITEM_STORY_1055,"Ein Schwert und Machtsymbol, das unter Meistern der ShadowHilt weitergegeben wird.\nDiesem Schwert wohnt die Kraft mächtiger Wesen inne, die einen Pakt mit den ShadowHilt geschlossen haben, um ihnen zu dienen.\nEinige von ihnen waren Elementare, einige unschuldige Geister, andere sogar Dämonen.\nEs ist bekannt, dass zehntausende böse Krieger durch dieses Schwert den Tod fanden.\nEs hat die dämonische Kraft, die Geister der Getöteten in der Klinge zu bannen.\nTrotz der großen Macht des Schwerts konnte es in den letzten 600 Jahren von weniger als einer Handvoll Leuten geführt werden.\nSeria, die 101. Erbin der ShadowHilt und die einzige Meisterin der Geschichte, die durch das Schwert erwählt wurde,\nschloss einen Pakt mit dem Schwert, um ihrer geliebten Schwester Ruhe zu bringen."
ITEM_STORY_1056,"Wann hat all das begonnen ...?\nDiese Qual und dieser unstillbare Durst ...\nAber wenn dieser Durst gelöscht ist ...\nPocht mein Herz vor Hass dir gegenüber, Seria ...\nAh, Seria. Ich habe keine andere Wahl.\nIch brauche diese Macht, um diesen endlosen Durst zu stillen.\nDiese immerwährende Essenz der Macht ist die einzige Heilung für meine ewige Qual.\nAh ... Diese Ekstase ...\nMehr ... Ich brauche mehr Erregung."
ITEM_STORY_1057,"Ein unendlicher Quell, aus der ohne Unterlass Wasser sprudelt. \nEin Gefäß, das vom ersten blauen Drachen erschaffen wurde, der alles Wasser auf Erden beherrschte.\nEs reagiert auf die Vorstellungskraft seines Trägers. \nFür ein junges, sensibles und kreatives Mädchen wie Lilia ist es der größte Schatz und die größte Waffe."
ITEM_STORY_1058,"Ein seltener Schatz, der die Leidenschaft verkörpert, die wie eine Flamme in der Wüste lodert. \nEin Paar dieser wunderschönen Waffen soll sich im Lager des uralten Gottkönigs befinden. \nWenn man sie schwingt, klingen sie schön wie der Wind. \nEine süße und gleichzeitig tödliche Verlockung, genau wie eine Fata Morgana in der Wüste ..."
ITEM_STORY_1059,"Eine gesegnete Fahne, die die Sonne, den Mond und den gesamten Himmel repräsentiert.\nIhr wohnen die Macht und die Lehren der Schöpferin Lua inne.\nWenn er die Fahne schwenkt, verbreitet sich die Macht des Lichts,\nwodurch seine Verbündeten geistigen Frieden finden und die Macht der Dunkelheit besiegt wird.\nHierbei handelt es sich um ein Heiligtum, das Lucias anvertraut wurde, der in seiner Zeit als Heiliger Ritter von Lua ebenfalls ein Fahnenträger war."
ITEM_STORY_1060,"Eine der neuesten Waffen von Magos Le’Flamme, der Forschungsorganisation des Kaiserreichs.\nAkistra ist eine Kanone, die maximale Verheerung anrichten kann,\nwährend es sich bei Arc Lumineir um eine strategische Mehrzweckwaffe handelt.\nForscher, die die Macht des Lichts studierten,\nhaben die Attribute von lichtzerstreuendem Erz mit dem Prinzip der Technomagie, die ihre Wurzeln in der gewöhnlichen Magie hat, kombiniert\nund ein komplett neues Konzept für eine optische Waffe entwickelt."
ITEM_STORY_1061,"Eine magische Waffe, die aus dem pechschwarzen Metall namens Adamantit gefertigt und mit der dunklen Flamme und dem Blitz eines Schwarzdrachen temperiert wurde.\nIhr wohnen der Groll und die Wut der Schwarzdrachen inne, die während des Dämonenkriegs getötet wurden.\nNeraxis zwang die Zwerge, diese spezielle Waffe für ihn zu schmieden.\nDann verfluchte und verzauberte er sie mit den grollerfüllten Seelen der Schwarzdrachen.\nJeder, der diese Waffe abgesehen von Neraxis berührt, bekommt die wütenden Schreie rachsüchtiger Drachen zu hören."
ITEM_STORY_1062,"Das legendärste Schwert in Orvelia. Diese heilige Klinge wurde seit der Geburt des Königreichs innerhalb der Königsfamilie weitergegeben und symbolisiert die wahre Autorität des Monarchen. Auch König Kyle verwendete dieses Schwert, ehe ihn das Heilige Schwert Aea auserwählte. Gesegnet mit der Kraft des Lichts kann diese Klinge alle Magie blockieren, indem sie ihren Fluss durchtrennt. Nur ein adeliger Ritter mit gerechtem Stolz vermag dieses Schwert zu führen. Jene, die es erheben möchten, müssen die Prüfungen der Königsfamilie bestehen, was außer Kyle nur Scarlet gelungen war."
ITEM_STORY_1063,"Eine elektrische Sphäre, die von Sonia auf der Basis des Bestienkerns erschaffen wurde, der nun ihr eigenes Herz ist. Sie bewies großes Talent bei der Herstellung von Ausrüstung und dies ist die erste Waffe, die sie jemals gefertigt hatte. Ihre Stabilität lässt etwas zu wünschen übrig, was sich durch die schier überwältigende Elektrizität erklärt, die sie enthält. Der mächtige elektrische Sturm, der von dieser Waffe erzeugt wird, ist für jeden Feind gefährlich. Würde jemand anderer außer Sonia diese Waffe berühren, so würde er aufgrund der immensen Spannung umgehend gebraten werden."
ITEM_STORY_1064,"Dieser heilige Schatz von Penteonia wurde angeblich aus den Himmeln geschickt, um die Dämonen auszulöschen. Dieser Lichtstab gehorcht nur jenen, die seiner Heiligkeit würdig sind und begann in den Händen der jungen Artemia zu strahlen, als wolle er die zukünftige Herrscherin würdigen. Er ruft die Macht des absoluten Lichts an und lässt die Rache des Himmels auf seine Feinde regnen, während er seinen Besitzer mit göttlichem Licht schützt."
